Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2497.0,6201.0,8201.0,8709.0,8771.0,8771.0,8771.0,8771.0,8771.0,8771.0,8771.0,8771.0,8771.0,8771.0,8771.0,8771.0,12774.0,17626.0,22451.0,22459.0,22459.0,30307.0,39190.0,49270.0,58824.0,67662.0,68143.0,68143.0,79335.0,88177.0,96227.0,103145.0,109626.0,109670.0,109675.0,115886.0,121144.0,125800.0,130616.0,134579.0,134715.0,134715.0,142172.0,150185.0,157757.0,164121.0,169680.0,169732.0,169732.0,175730.0,181979.0,187678.0,194190.0,199872.0,200078.0,200078.0,206461.0,213128.0,218898.0,224516.0,229784.0,229886.0,229886.0,235724.0,241515.0,247613.0,253924.0,260640.0,261073.0,261073.0,266912.0,272435.0,277473.0,283062.0,283071.0,283071.0,283073.0,286986.0,291580.0,295922.0,299779.0,303302.0,303391.0,303391.0,307165.0,310609.0,313953.0,316825.0,319752.0,319833.0,319833.0,322437.0,324555.0,326492.0,329189.0,331377.0,331472.0,331473.0,333801.0,336081.0,338409.0,340586.0,342521.0,342536.0,342536.0,346125.0,349840.0,353596.0,357126.0,360670.0,360833.0,360833.0,365367.0,370151.0,374651.0,378956.0,383123.0,383149.0,383149.0,388002.0,393808.0,398928.0,404438.0,404451.0,404666.0,404671.0,411683.0,420602.0,428321.0,435165.0
Coquimbo,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2759.0,6441.0,8058.0,8561.0,8573.0,8607.0,8607.0,8607.0,8607.0,8607.0,8607.0,8607.0,8607.0,8607.0,8609.0,8613.0,8626.0,8655.0,8658.0,8658.0,8658.0,8662.0,8726.0,12404.0,16995.0,21511.0,21530.0,21531.0,28968.0,37533.0,47573.0,56835.0,65409.0,65766.0,65768.0,77823.0,88014.0,97607.0,106631.0,114045.0,114093.0,114096.0,121322.0,125537.0,128664.0,131132.0,133546.0,133624.0,133625.0,139256.0,146314.0,153426.0,159989.0,160091.0,160093.0,160096.0,169796.0,176596.0,182431.0,189261.0,194557.0,194729.0,194730.0,201075.0,207325.0,212927.0,218287.0,223407.0,223502.0,223505.0,229644.0,235073.0,240822.0,246511.0,252337.0,252599.0,252601.0,258058.0,262738.0,268532.0,273892.0,275451.0,275453.0,275458.0,279008.0,283074.0,287469.0,291161.0,294577.0,294624.0,294627.0,298240.0,301762.0,305098.0,307983.0,310587.0,310615.0,310617.0,313226.0,315727.0,317862.0,320719.0,320724.0,320777.0,320780.0,324086.0,326810.0,329582.0,331767.0
Araucanía,Primera,0.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,946.0,13333.0,22444.0,30497.0,31626.0,31628.0,42801.0,57199.0,72074.0,86305.0,100184.0,102259.0,102260.0,118662.0,132759.0,143381.0,152450.0,160746.0,161128.0,161128.0,168606.0,175420.0,181187.0,186050.0,191169.0,191782.0,191783.0,199303.0,209492.0,217965.0,225488.0,232529.0,232940.0,232940.0,240898.0,248728.0,256733.0,266730.0,275912.0,276611.0,276611.0,285619.0,294984.0,303323.0,311108.0,318689.0,319113.0,319113.0,326197.0,333173.0,340454.0,347511.0,354630.0,354919.0,354919.0,362007.0,368061.0,373451.0,379421.0,379438.0,379456.0,379456.0,383248.0,387847.0,392512.0,396222.0,399794.0,399957.0,399957.0,403295.0,407468.0,411163.0,414132.0,416945.0,417067.0,417067.0,419694.0,422471.0,424563.0,427580.0,430042.0,430456.0,430477.0,432930.0,435418.0,437961.0,439882.0,442523.0,442547.0,442547.0,446434.0,450750.0,454829.0,458803.0,462888.0,463438.0,463438.0,468540.0,474100.0,479453.0,484150.0,489216.0,489246.0,489254.0,494246.0,499810.0,505207.0,511317.0,512366.0,513745.0,513749.0,522366.0,531931.0,541308.0,548632.0
Araucanía,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,703.0,716.0,716.0,716.0,717.0,1026.0,12146.0,20928.0,28658.0,29857.0,29861.0,40696.0,54197.0,68606.0,82413.0,96206.0,98126.0,98134.0,114879.0,130198.0,142015.0,152106.0,161651.0,161948.0,161949.0,169530.0,175278.0,180296.0,184124.0,187715.0,187792.0,187792.0,194620.0,203844.0,211807.0,219958.0,220322.0,220338.0,220338.0,232677.0,240922.0,248927.0,258592.0,267110.0,267433.0,267436.0,276567.0,285742.0,294039.0,301617.0,309178.0,309486.0,309488.0,316870.0,323845.0,330750.0,337371.0,344036.0,344365.0,344369.0,351438.0,357858.0,363499.0,368973.0,370458.0,370465.0,370466.0,373854.0,378032.0,382517.0,386173.0,389686.0,389854.0,389855.0,393261.0,397136.0,400764.0,403657.0,406138.0,406144.0,406145.0,408928.0,411840.0,414169.0,417887.0,418076.0,418378.0,418392.0,422246.0,425520.0,427908.0,430276.0
Los Lagos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,802.0,9742.0,18286.0,26912.0,30496.0,31182.0,44058.0,57032.0,70063.0,82226.0,93531.0,96674.0,96798.0,110900.0,121598.0,129296.0,135997.0,142331.0,142717.0,142724.0,148332.0,153581.0,158642.0,163597.0,169173.0,169511.0,169511.0,175560.0,182220.0,188684.0,194411.0,199656.0,200436.0,200547.0,206505.0,212961.0,219074.0,226144.0,232853.0,234332.0,234347.0,241472.0,249622.0,256420.0,263082.0,268334.0,269261.0,269269.0,275066.0,281882.0,289383.0,296788.0,303545.0,304091.0,304091.0,309870.0,315810.0,322055.0,328553.0,328558.0,328566.0,328566.0,332503.0,337157.0,341589.0,344630.0,347491.0,347632.0,347632.0,350641.0,354538.0,358545.0,361940.0,364526.0,364706.0,364706.0,365282.0,365927.0,366484.0,367734.0,369356.0,369530.0,369531.0,372279.0,375222.0,377105.0,378785.0,380038.0,380038.0,380038.0,383432.0,387100.0,390387.0,393678.0,396818.0,397152.0,397152.0,400993.0,405409.0,409944.0,414277.0,418592.0,418665.0,418665.0,423766.0,429335.0,434454.0,439262.0,439262.0,439377.0,439377.0,447270.0,456011.0,464883.0,472929.0
Los Lagos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,501.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,538.0,539.0,539.0,539.0,839.0,1569.0,9653.0,17670.0,25549.0,28440.0,28757.0,40943.0,53219.0,65740.0,77881.0,88769.0,91732.0,91797.0,106054.0,119068.0,128724.0,137401.0,144118.0,144513.0,144524.0,151994.0,157605.0,161603.0,164599.0,167068.0,167106.0,167106.0,171683.0,177243.0,183629.0,190113.0,190125.0,190130.0,190131.0,198972.0,205326.0,211447.0,216905.0,222861.0,223131.0,223134.0,231608.0,240025.0,247192.0,253755.0,258606.0,258802.0,258804.0,265149.0,272154.0,279722.0,286209.0,292066.0,292297.0,292300.0,298372.0,304338.0,309507.0,315682.0,317210.0,317210.0,317211.0,321382.0,325813.0,330221.0,333647.0,336410.0,336509.0,336509.0,339798.0,343901.0,347768.0,351040.0,353477.0,353500.0,353500.0,354917.0,356206.0,357425.0,358787.0,358789.0,358799.0,358799.0,361708.0,365222.0,367333.0,368845.0
Los Ríos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,770.0,5510.0,10190.0,14574.0,15140.0,15657.0,21112.0,28011.0,35137.0,42230.0,47632.0,48440.0,48883.0,54480.0,58340.0,61678.0,64668.0,67463.0,67536.0,67590.0,70584.0,73046.0,75182.0,77103.0,78659.0,78678.0,78679.0,80679.0,84523.0,88717.0,92182.0,95032.0,95188.0,95223.0,98703.0,102460.0,105746.0,109963.0,113065.0,113215.0,113346.0,116957.0,120834.0,123947.0,126402.0,129062.0,129195.0,129396.0,132623.0,135695.0,138903.0,142803.0,146823.0,146983.0,146987.0,150195.0,152643.0,155016.0,157569.0,157695.0,157821.0,157889.0,159396.0,161066.0,162587.0,164355.0,166339.0,166500.0,166549.0,167982.0,169573.0,171486.0,173149.0,174817.0,175175.0,175176.0,176004.0,177034.0,177830.0,178766.0,179341.0,179417.0,179424.0,179988.0,180438.0,180814.0,181325.0,182281.0,182415.0,182424.0,183489.0,184681.0,185964.0,187412.0,189080.0,189343.0,189343.0,190850.0,192531.0,194234.0,195757.0,197326.0,197377.0,197377.0,199043.0,201314.0,203819.0,206401.0,206926.0,207584.0,207624.0,210898.0,214999.0,218636.0,221701.0
Los Ríos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,616.0,4867.0,9318.0,13711.0,14219.0,14600.0,19759.0,26502.0,33446.0,40401.0,45613.0,46413.0,46885.0,52763.0,57814.0,62034.0,65683.0,68824.0,68967.0,69021.0,72192.0,74181.0,75534.0,76809.0,77798.0,77832.0,77834.0,79205.0,82460.0,86197.0,90345.0,90615.0,90723.0,90756.0,95349.0,99161.0,102380.0,106161.0,109539.0,109684.0,109779.0,113194.0,116759.0,119943.0,122490.0,125025.0,125238.0,125436.0,128465.0,131524.0,134608.0,137855.0,140586.0,140791.0,140795.0,144039.0,146770.0,148564.0,151736.0,152781.0,152879.0,152896.0,154178.0,155886.0,157679.0,159448.0,160985.0,161120.0,161121.0,162463.0,164256.0,166246.0,167855.0,169175.0,169199.0,169199.0,170176.0,171671.0,172744.0,173978.0,174027.0,174125.0,174128.0,175086.0,175975.0,176650.0,177255.0
Magallanes,Primera,0.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,222.0,3606.0,6713.0,8985.0,9021.0,9021.0,12183.0,15501.0,20135.0,23653.0,26706.0,26712.0,26718.0,30328.0,32707.0,35302.0,37062.0,38782.0,38984.0,38994.0,39842.0,40562.0,41475.0,42472.0,43310.0,43398.0,43398.0,45566.0,47957.0,50150.0,51910.0,53441.0,53450.0,53454.0,54715.0,56014.0,57230.0,58905.0,60158.0,60162.0,60203.0,61661.0,63461.0,64739.0,66158.0,67546.0,67559.0,67570.0,69194.0,70582.0,72133.0,73485.0,75411.0,75422.0,75424.0,76788.0,78030.0,79290.0,80653.0,80654.0,80654.0,80654.0,81525.0,82818.0,84116.0,85125.0,85892.0,85895.0,85897.0,86868.0,87709.0,88704.0,89628.0,90452.0,90455.0,90455.0,91106.0,91841.0,92362.0,93124.0,93465.0,93468.0,93469.0,93569.0,94194.0,94800.0,95029.0,95258.0,95258.0,95258.0,95775.0,96382.0,96958.0,97409.0,97972.0,97982.0,97982.0,98689.0,99626.0,100219.0,100860.0,101644.0,101645.0,101646.0,102372.0,103254.0,104307.0,105666.0,105667.0,105667.0,105667.0,107285.0,108632.0,110053.0,111259.0
Magallanes,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,157.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,165.0,165.0,165.0,165.0,165.0,210.0,3312.0,6247.0,8475.0,8521.0,8523.0,11647.0,14758.0,19194.0,22727.0,25754.0,25766.0,25773.0,29364.0,32057.0,35163.0,37439.0,39303.0,39315.0,39317.0,40206.0,41055.0,41496.0,42121.0,42664.0,42673.0,42673.0,44265.0,46848.0,48985.0,50835.0,50836.0,50840.0,50842.0,52784.0,54309.0,55549.0,57070.0,58270.0,58277.0,58279.0,59472.0,60984.0,62381.0,63790.0,65331.0,65345.0,65347.0,66730.0,68326.0,69854.0,70962.0,71961.0,71970.0,71970.0,72907.0,74365.0,75651.0,76691.0,77269.0,77273.0,77273.0,78212.0,79819.0,80665.0,82024.0,82889.0,82894.0,82894.0,83852.0,84865.0,85809.0,86605.0,87411.0,87412.0,87412.0,87881.0,88582.0,89348.0,90355.0,90360.0,90361.0,90361.0,90772.0,91607.0,92421.0,92893.0
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2496.0,4512.0,6928.0,7467.0,7467.0,10861.0,14863.0,19675.0,23991.0,28208.0,28379.0,28379.0,33612.0,38447.0,41928.0,44127.0,46272.0,46381.0,46381.0,47957.0,49670.0,52044.0,54192.0,55705.0,55778.0,55778.0,57680.0,59591.0,61290.0,63072.0,65068.0,65178.0,65178.0,67056.0,68782.0,70352.0,72476.0,74631.0,74833.0,74833.0,77118.0,79644.0,81994.0,84362.0,86866.0,87105.0,87105.0,89410.0,91808.0,94460.0,96673.0,99381.0,99485.0,99485.0,101935.0,104066.0,106045.0,107965.0,107993.0,108021.0,108061.0,109866.0,111984.0,114125.0,115797.0,117431.0,117579.0,117607.0,119665.0,121369.0,123180.0,124812.0,126807.0,127002.0,127059.0,129021.0,131078.0,132853.0,134288.0,135669.0,135910.0,135923.0,137359.0,138853.0,140674.0,141749.0,142853.0,142943.0,143048.0,144746.0,146153.0,147546.0,148761.0,150011.0,150688.0,150758.0,152345.0,153908.0,155517.0,156890.0,158463.0,158505.0,158509.0,160103.0,161719.0,163172.0,164674.0,164771.0,165465.0,165580.0,168682.0,171934.0,174913.0,177202.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2218.0,4146.0,6414.0,6922.0,6922.0,10152.0,14046.0,18581.0,22661.0,26782.0,26985.0,26985.0,32042.0,37446.0,42314.0,45967.0,48655.0,48817.0,48817.0,50681.0,51765.0,52729.0,53508.0,54380.0,54433.0,54433.0,56021.0,57720.0,59362.0,61490.0,61491.0,61491.0,61493.0,64445.0,66403.0,68196.0,70148.0,71765.0,71899.0,71901.0,74320.0,76831.0,79166.0,81327.0,83598.0,83769.0,83769.0,86288.0,88769.0,91203.0,92994.0,94834.0,94970.0,94971.0,97901.0,99938.0,101978.0,103865.0,104571.0,104595.0,104624.0,106274.0,108065.0,109529.0,111484.0,113018.0,113358.0,113358.0,115310.0,116977.0,118447.0,119969.0,121678.0,121679.0,121679.0,123693.0,125711.0,127700.0,129633.0,129677.0,129985.0,130010.0,131759.0,133371.0,134986.0,136207.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3094.0,19414.0,37411.0,56785.0,58071.0,58109.0,85905.0,116228.0,149507.0,180763.0,208611.0,209939.0,209939.0,243737.0,273505.0,297915.0,318559.0,337086.0,337765.0,337878.0,349244.0,358384.0,366197.0,374835.0,384432.0,388075.0,388091.0,401427.0,419705.0,440228.0,459168.0,476993.0,477295.0,477295.0,493348.0,508782.0,524436.0,545892.0,563657.0,564882.0,564882.0,581303.0,599707.0,616775.0,635076.0,651535.0,652642.0,652725.0,667808.0,681945.0,697458.0,713136.0,729613.0,729983.0,730011.0,746757.0,760745.0,773493.0,787311.0,787472.0,787664.0,787704.0,795534.0,805207.0,814897.0,822582.0,830162.0,830749.0,830868.0,839725.0,846816.0,855239.0,861812.0,868887.0,869286.0,869328.0,875155.0,879969.0,883912.0,891008.0,895991.0,896342.0,896372.0,902038.0,905992.0,910870.0,914867.0,919468.0,919525.0,919546.0,927701.0,935944.0,944632.0,953220.0,961722.0,962729.0,962785.0,973139.0,984197.0,994470.0,1004243.0,1014471.0,1014617.0,1014676.0,1026612.0,1039292.0,1050865.0,1062285.0,1062406.0,1064786.0,1064870.0,1082032.0,1100052.0,1117584.0,1133526.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1457.0,2920.0,18125.0,35352.0,53924.0,55047.0,55054.0,81853.0,111374.0,143679.0,174130.0,201402.0,202417.0,202429.0,235415.0,267851.0,295096.0,320305.0,339386.0,340063.0,340139.0,354891.0,366658.0,373478.0,379094.0,383569.0,383655.0,383679.0,396087.0,411896.0,432088.0,454203.0,454780.0,454992.0,455013.0,479424.0,495976.0,511502.0,532394.0,549842.0,550645.0,550684.0,567019.0,584148.0,601144.0,618966.0,634930.0,635726.0,635817.0,651633.0,665278.0,679973.0,693846.0,708760.0,709218.0,709250.0,726228.0,739642.0,752664.0,765787.0,769268.0,769369.0,769426.0,776833.0,785907.0,794975.0,802911.0,809908.0,810328.0,810381.0,818532.0,826402.0,834543.0,840488.0,846550.0,846633.0,846670.0,852509.0,858259.0,863118.0,870412.0,870471.0,870921.0,870946.0,878646.0,885059.0,890616.0,894769.0
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0,5437.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7824.0,13474.0,20180.0,26377.0,26613.0,26729.0,33942.0,41787.0,50897.0,61271.0,70105.0,70401.0,70652.0,78148.0,84510.0,90425.0,95580.0,99917.0,100116.0,100116.0,104184.0,107996.0,111284.0,114570.0,117227.0,117281.0,117339.0,120857.0,124868.0,128418.0,131291.0,133668.0,133747.0,133783.0,138419.0,143465.0,148460.0,154480.0,159612.0,159818.0,160032.0,165905.0,171676.0,176431.0,180693.0,184690.0,184916.0,185122.0,188879.0,192913.0,196998.0,201036.0,205033.0,205077.0,205136.0,208946.0,212273.0,215373.0,220004.0,220005.0,220005.0,220005.0,223037.0,226264.0,229389.0,232324.0,235252.0,235474.0,235501.0,237440.0,239000.0,240250.0,241245.0,242470.0,242549.0,242563.0,243557.0,244543.0,245273.0,246583.0,247462.0,247499.0,247500.0,248738.0,249676.0,250788.0,251626.0,252457.0,252458.0,252458.0,254343.0,256328.0,258425.0,260280.0,262193.0,262441.0,262460.0,264770.0,267249.0,269766.0,271981.0,274371.0,274500.0,274598.0,276877.0,280662.0,285809.0,291078.0,291254.0,291636.0,291800.0,296345.0,300966.0,305165.0,308980.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,5686.0,7652.0,7699.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7706.0,7709.0,7721.0,7730.0,7734.0,7734.0,7734.0,7739.0,7860.0,13200.0,19580.0,25420.0,25555.0,25682.0,32908.0,40475.0,49412.0,59333.0,67769.0,68132.0,68375.0,76331.0,83401.0,90066.0,96082.0,100727.0,100766.0,100775.0,105391.0,108934.0,111670.0,113968.0,115793.0,115876.0,115890.0,118960.0,122516.0,125878.0,129324.0,129326.0,129326.0,129326.0,134860.0,140032.0,144956.0,150736.0,155728.0,155809.0,155863.0,161537.0,167216.0,171976.0,176140.0,180280.0,180471.0,180556.0,184502.0,188513.0,192332.0,196325.0,200125.0,200203.0,200230.0,204280.0,207840.0,210902.0,214956.0,215870.0,215871.0,215872.0,218556.0,221557.0,224696.0,227610.0,230060.0,230198.0,230207.0,232352.0,234330.0,235831.0,237034.0,238294.0,238344.0,238356.0,239363.0,240273.0,241205.0,242925.0,242939.0,243003.0,243009.0,244579.0,245797.0,247043.0,248061.0
Biobío,Primera,0.0,1388.0,2044.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2092.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,6316.0,28222.0,46733.0,63168.0,67332.0,69958.0,93392.0,120864.0,152396.0,181081.0,203031.0,206271.0,207550.0,228812.0,245699.0,260122.0,271048.0,280985.0,282124.0,282516.0,291027.0,298765.0,306529.0,315751.0,322532.0,322880.0,323038.0,334463.0,347760.0,361048.0,373168.0,383882.0,384519.0,384735.0,396582.0,409699.0,422305.0,439644.0,454760.0,457973.0,458846.0,473928.0,490014.0,504653.0,518189.0,530858.0,533527.0,534686.0,546498.0,558731.0,571443.0,583466.0,597733.0,598336.0,598361.0,611144.0,621826.0,632853.0,644144.0,644340.0,644413.0,644415.0,650573.0,658105.0,666136.0,672919.0,678482.0,679727.0,679947.0,686269.0,692265.0,698029.0,701962.0,705667.0,706048.0,706088.0,709574.0,712104.0,714348.0,718665.0,721711.0,722227.0,722347.0,725608.0,728406.0,731768.0,734123.0,738693.0,738808.0,739275.0,745699.0,752581.0,759158.0,766000.0,772293.0,773793.0,774012.0,781753.0,789848.0,797965.0,805274.0,812510.0,812519.0,812526.0,821403.0,831054.0,839622.0,847843.0,847847.0,850597.0,851218.0,864441.0,879188.0,893296.0,905892.0
