Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07
Arica y Parinacota,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,2092.0,2735.0,2803.0,2806.0,2806.0,2806.0,2806.0,2806.0,2806.0,2806.0,2806.0,2806.0,2806.0,2807.0,2822.0,2833.0,2845.0,2853.0,2854.0,2854.0,2856.0,2917.0,4170.0,7004.0,9232.0,9491.0,9518.0,11813.0,14332.0,17163.0,19911.0,22751.0,22845.0,22845.0,25789.0,28637.0,31329.0,33828.0,35972.0,36017.0,36017.0,38132.0,40236.0,41448.0,42254.0,43021.0,43027.0,43027.0,43909.0,44944.0,45772.0,46647.0,46654.0,46658.0,46659.0,48218.0,49506.0,50739.0,52270.0,53360.0,53413.0,53413.0,54189.0,55922.0,57626.0,59458.0,60372.0,60424.0,60426.0,61074.0,63014.0,64520.0,65240.0,66703.0,66735.0,66738.0,68331.0,69979.0,71299.0,72366.0,72752.0,72752.0,72753.0,73669.0,74772.0,75642.0,75827.0,76042.0,76050.0,76050.0,77219.0,78430.0,79289.0,79806.0,80402.0,80418.0,80421.0,81337.0,82306.0,83068.0,83809.0,83851.0,84004.0,84005.0,84853.0,85662.0,86306.0,87027.0,87597.0,87638.0,87641.0,88387.0,89610.0,90161.0,90963.0,91686.0,91781.0,91784.0,91980.0,93595.0,94949.0,96489.0,97808.0,98018.0,98021.0,99060.0,100420.0,101741.0,103236.0,104174.0,104578.0,104579.0,104707.0,106969.0,109144.0,111116.0,112865.0,113409.0,113412.0,113425.0,115737.0,117476.0,118369.0,118954.0,119146.0,119147.0,119773.0,120834.0,122170.0
Arica y Parinacota,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,937.0,1566.0,1685.0,1685.0,1685.0,1790.0,1804.0,1817.0,1819.0,1820.0,1820.0,1820.0,1826.0,1829.0,1830.0,1830.0,1831.0,1831.0,1831.0,1835.0,1835.0,1837.0,1837.0,1837.0,1837.0,1837.0,2445.0,3176.0,3901.0,4716.0,4865.0,4865.0,5426.0,5840.0,6038.0
Atacama,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,1640.0,2511.0,3598.0,3863.0,3863.0,3863.0,3863.0,3865.0,3865.0,3865.0,3865.0,3865.0,3865.0,3865.0,3867.0,9463.0,15288.0,20059.0,20514.0,20514.0,24117.0,26536.0,28767.0,30834.0,33347.0,33824.0,33824.0,35941.0,37825.0,39721.0,41665.0,42749.0,42802.0,42804.0,44722.0,47155.0,49501.0,51788.0,53320.0,53396.0,53396.0,54778.0,55962.0,56929.0,58079.0,60099.0,60398.0,60398.0,62373.0,64324.0,66172.0,68228.0,70255.0,70359.0,70359.0,72698.0,75009.0,77217.0,79370.0,81093.0,81094.0,81106.0,83571.0,86120.0,88595.0,90862.0,93281.0,93281.0,93281.0,95483.0,97542.0,99282.0,100960.0,100960.0,100960.0,100960.0,102579.0,104115.0,105892.0,107101.0,108619.0,108750.0,108750.0,109170.0,110704.0,112100.0,113227.0,114257.0,114257.0,114257.0,115377.0,116759.0,117668.0,118732.0,119643.0,119643.0,119643.0,120438.0,121564.0,122665.0,123522.0,124636.0,124636.0,124636.0,126121.0,127662.0,128983.0,130332.0,131989.0,132179.0,132179.0,133713.0,135501.0,137091.0,138451.0,140101.0,140126.0,140126.0,141877.0,143873.0,145855.0,147683.0,147683.0,147875.0,147875.0,150913.0,154466.0,157664.0,160829.0,163131.0,163133.0,163133.0,166008.0,168876.0,171192.0,172503.0,173224.0,173243.0,173243.0,174477.0,176273.0,178075.0,179579.0,181113.0,181212.0,181212.0,182676.0,183760.0,184988.0,186425.0,187807.0,187825.0,187825.0,187825.0,189617.0,190656.0,191897.0,193182.0,193239.0,193239.0,193239.0,193977.0,194600.0,195566.0,196438.0,196598.0,196598.0,198149.0,199438.0,200984.0
Atacama,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,8.0,504.0,1747.0,2667.0,3664.0,3743.0,3743.0,3743.0,3743.0,3744.0,3744.0,3744.0,3744.0,3744.0,3744.0,3744.0,3744.0,3745.0,3752.0,3779.0,3779.0,3779.0,3788.0,4461.0,9473.0,14678.0,19194.0,19617.0,19618.0,23107.0,25542.0,27768.0,29869.0,32315.0,32684.0,32684.0,35166.0,37983.0,40865.0,42714.0,43951.0,43975.0,43980.0,45661.0,47357.0,48732.0,50636.0,51966.0,51967.0,51967.0,53041.0,54304.0,55749.0,57250.0,57251.0,57251.0,57251.0,59913.0,61982.0,63767.0,65693.0,67274.0,67280.0,67280.0,69231.0,71850.0,74065.0,76258.0,78075.0,78081.0,78081.0,80137.0,82619.0,84906.0,87125.0,88896.0,88901.0,88901.0,90237.0,92465.0,94716.0,96541.0,97331.0,97331.0,97331.0,98579.0,100039.0,101804.0,102951.0,103942.0,104007.0,104007.0,104873.0,106532.0,107847.0,108898.0,109611.0,109611.0,109611.0,110776.0,112230.0,113357.0,114603.0,114604.0,114626.0,114626.0,115741.0,117136.0,118242.0,119005.0,119644.0,119648.0,119650.0,121306.0,122925.0,124240.0,125365.0,126070.0,126084.0,126087.0,127622.0,129730.0,131668.0,132945.0,133993.0,134055.0,134058.0,135703.0,137041.0,138790.0,140802.0,141890.0,141908.0,141912.0,141920.0,145512.0,147776.0,150896.0,153408.0,153454.0,153456.0,153465.0,157330.0,160228.0,162402.0,163832.0,164023.0,164023.0,165703.0,167410.0,169198.0
Atacama,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,565.0,854.0,854.0,854.0,1239.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1855.0,2251.0,2251.0,2251.0,2251.0,3145.0,4095.0,4932.0,5547.0,5697.0,5697.0,6128.0,6415.0,6540.0
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2498.0,6202.0,8200.0,8708.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,12773.0,17626.0,22452.0,22460.0,22460.0,30309.0,39191.0,49271.0,58825.0,67665.0,68146.0,68146.0,79340.0,88181.0,96231.0,103149.0,109629.0,109673.0,109678.0,115889.0,121147.0,125804.0,130620.0,134583.0,134719.0,134719.0,142176.0,150189.0,157762.0,164126.0,169686.0,169737.0,169737.0,175735.0,181988.0,187687.0,194200.0,199883.0,200090.0,200090.0,206473.0,213140.0,218911.0,224529.0,229796.0,229898.0,229898.0,235735.0,241527.0,247628.0,253938.0,260655.0,261088.0,261088.0,266928.0,272452.0,277491.0,283081.0,283090.0,283090.0,283092.0,287003.0,291598.0,295943.0,299800.0,303324.0,303414.0,303414.0,307189.0,310634.0,313978.0,316853.0,319784.0,319865.0,319865.0,322468.0,324592.0,326531.0,329237.0,331427.0,331523.0,331524.0,333854.0,336142.0,338478.0,340656.0,342597.0,342612.0,342612.0,346205.0,349926.0,353690.0,357221.0,360772.0,360937.0,360937.0,365478.0,370297.0,374888.0,379207.0,383413.0,383438.0,383438.0,388301.0,394225.0,399389.0,404972.0,404988.0,405207.0,405212.0,412341.0,421479.0,429495.0,437087.0,443272.0,443574.0,443574.0,450081.0,455675.0,459211.0,462451.0,466011.0,466414.0,466414.0,470736.0,474607.0,479013.0,483645.0,487363.0,487729.0,487790.0,492899.0,497674.0,502940.0,506880.0,510289.0,510616.0,510686.0,510783.0,516094.0,520092.0,522039.0,523311.0,523369.0,523369.0,523382.0,525642.0,528471.0,532952.0,536539.0,536889.0,536978.0,539985.0,542849.0,546414.0
Coquimbo,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.0,6443.0,8059.0,8562.0,8574.0,8607.0,8607.0,8607.0,8607.0,8607.0,8608.0,8608.0,8608.0,8608.0,8610.0,8614.0,8627.0,8656.0,8659.0,8659.0,8659.0,8663.0,8727.0,12406.0,16999.0,21518.0,21537.0,21538.0,28975.0,37542.0,47583.0,56848.0,65426.0,65782.0,65784.0,77842.0,88035.0,97630.0,106657.0,114075.0,114123.0,114126.0,121354.0,125575.0,128703.0,131173.0,133586.0,133664.0,133665.0,139299.0,146358.0,153476.0,160053.0,160155.0,160157.0,160160.0,169866.0,176672.0,182508.0,189343.0,194645.0,194816.0,194817.0,201170.0,207422.0,213028.0,218390.0,223511.0,223606.0,223609.0,229750.0,235181.0,240935.0,246686.0,252515.0,252783.0,252785.0,258243.0,262926.0,268726.0,274094.0,275655.0,275657.0,275662.0,279221.0,283290.0,287691.0,291395.0,294822.0,294870.0,294873.0,298489.0,302034.0,305389.0,308282.0,310912.0,310940.0,310942.0,313556.0,316094.0,318238.0,321127.0,321133.0,321188.0,321191.0,324531.0,327259.0,330068.0,332390.0,334122.0,334185.0,334188.0,337289.0,341163.0,344557.0,347434.0,350421.0,350610.0,350614.0,354833.0,358832.0,362685.0,366631.0,370373.0,370502.0,370513.0,375179.0,380437.0,385595.0,390217.0,392005.0,392228.0,392254.0,392434.0,401877.0,408568.0,414730.0,420374.0,420825.0,420827.0,420983.0,428456.0,433342.0,437069.0,440661.0,441041.0,441047.0,445377.0,449022.0,452872.0
Coquimbo,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2341.0,5598.0,7582.0,8475.0,8511.0,8511.0,8923.0,9185.0,9279.0,9333.0,9334.0,9334.0,9334.0,9356.0,9356.0,9356.0,9356.0,9356.0,9356.0,9356.0,9356.0,9356.0,9356.0,12594.0,16421.0,16669.0,16748.0,16806.0,18900.0,20167.0,20783.0,21256.0,21312.0,21312.0,21766.0,22111.0,22300.0
Araucanía,Primera,0.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,945.0,13333.0,22444.0,30496.0,31625.0,31627.0,42800.0,57198.0,72071.0,86302.0,100181.0,102256.0,102257.0,118660.0,132757.0,143378.0,152448.0,160744.0,161126.0,161126.0,168604.0,175418.0,181185.0,186048.0,191167.0,191780.0,191781.0,199301.0,209490.0,217964.0,225486.0,232526.0,232937.0,232937.0,240894.0,248723.0,256729.0,266724.0,275906.0,276605.0,276605.0,285613.0,294978.0,303316.0,311101.0,318682.0,319106.0,319106.0,326190.0,333166.0,340446.0,347503.0,354622.0,354911.0,354911.0,362001.0,368055.0,373445.0,379415.0,379432.0,379450.0,379450.0,383242.0,387841.0,392505.0,396216.0,399790.0,399953.0,399953.0,403293.0,407466.0,411162.0,414131.0,416943.0,417065.0,417065.0,419691.0,422468.0,424561.0,427579.0,430041.0,430455.0,430476.0,432929.0,435417.0,437961.0,439882.0,442523.0,442547.0,442547.0,446436.0,450755.0,454837.0,458815.0,462903.0,463453.0,463453.0,468560.0,474131.0,479487.0,484189.0,489258.0,489288.0,489296.0,494291.0,499854.0,505255.0,511368.0,512417.0,513796.0,513800.0,522422.0,531989.0,541379.0,549208.0,555799.0,556103.0,556103.0,563580.0,572095.0,579166.0,582678.0,584815.0,585303.0,585303.0,588688.0,591815.0,595915.0,600510.0,604138.0,604412.0,604412.0,609409.0,613566.0,618470.0,621747.0,624378.0,624623.0,624623.0,624708.0,629500.0,633680.0,635226.0,636361.0,636419.0,636419.0,636426.0,638456.0,641076.0,645326.0,649209.0,649663.0,649663.0,652792.0,656115.0,660408.0
Araucanía,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,703.0,716.0,716.0,716.0,717.0,1026.0,12147.0,20930.0,28660.0,29859.0,29863.0,40699.0,54202.0,68610.0,82419.0,96212.0,98131.0,98139.0,114888.0,130208.0,142026.0,152118.0,161663.0,161960.0,161961.0,169543.0,175295.0,180317.0,184146.0,187738.0,187815.0,187815.0,194648.0,203874.0,211839.0,219990.0,220354.0,220370.0,220370.0,232709.0,240955.0,248961.0,258625.0,267144.0,267467.0,267470.0,276604.0,285783.0,294082.0,301663.0,309227.0,309535.0,309537.0,316922.0,323899.0,330805.0,337427.0,344092.0,344421.0,344425.0,351498.0,357920.0,363561.0,369035.0,370520.0,370527.0,370528.0,373916.0,378094.0,382579.0,386235.0,389750.0,389918.0,389919.0,393327.0,397203.0,400833.0,403728.0,406209.0,406215.0,406216.0,408999.0,411914.0,414243.0,417961.0,418150.0,418452.0,418466.0,422323.0,425599.0,427999.0,430482.0,432775.0,432835.0,432837.0,436090.0,439729.0,443225.0,446180.0,448884.0,449065.0,449068.0,454152.0,459593.0,464882.0,469493.0,474190.0,474332.0,474332.0,479181.0,484287.0,489493.0,494555.0,496500.0,497105.0,497106.0,497405.0,508333.0,517934.0,524131.0,529316.0,529631.0,529634.0,529724.0,539399.0,547289.0,551981.0,555494.0,555908.0,555910.0,559843.0,563492.0,567702.0
Araucanía,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,678.0,2102.0,4466.0,4531.0,4531.0,5739.0,6624.0,7693.0,8658.0,9513.0,9514.0,9514.0,10122.0,10484.0,10999.0,11238.0,11420.0,11421.0,11421.0,11421.0,11591.0,12773.0,17236.0,21573.0,21893.0,21893.0,21943.0,24393.0,25748.0,26494.0,26983.0,27005.0,27005.0,27363.0,27607.0,27810.0
Los Lagos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,802.0,9742.0,18286.0,26912.0,30496.0,31182.0,44057.0,57033.0,70064.0,82228.0,93535.0,96679.0,96803.0,110904.0,121602.0,129300.0,136010.0,142344.0,142730.0,142737.0,148345.0,153596.0,158658.0,163613.0,169238.0,169576.0,169576.0,175626.0,182286.0,188749.0,194477.0,199723.0,200503.0,200614.0,206572.0,213029.0,219142.0,226211.0,232921.0,234399.0,234414.0,241541.0,249689.0,256489.0,263142.0,268394.0,269321.0,269329.0,275126.0,281942.0,289444.0,296850.0,303607.0,304153.0,304153.0,309932.0,315873.0,322117.0,328615.0,328620.0,328628.0,328628.0,332566.0,337221.0,341654.0,344693.0,347554.0,347695.0,347695.0,350702.0,354601.0,358609.0,362005.0,364590.0,364770.0,364770.0,365348.0,365994.0,366551.0,367801.0,369423.0,369597.0,369598.0,372346.0,375294.0,377179.0,378861.0,380117.0,380117.0,380117.0,383519.0,387193.0,390485.0,393784.0,396928.0,397263.0,397263.0,401113.0,405541.0,410083.0,414431.0,418752.0,418827.0,418827.0,423938.0,429519.0,434648.0,439465.0,439465.0,439580.0,439580.0,447490.0,456292.0,465288.0,473750.0,481270.0,481479.0,481480.0,488979.0,496378.0,502581.0,505942.0,509820.0,510358.0,510358.0,514931.0,520066.0,525284.0,530525.0,534258.0,534900.0,534900.0,538769.0,542632.0,546681.0,549621.0,552187.0,552806.0,552806.0,552806.0,556652.0,560745.0,563496.0,565274.0,565806.0,565809.0,565828.0,568437.0,571031.0,574941.0,578283.0,578725.0,578725.0,581266.0,583591.0,586580.0
Los Lagos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,501.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,538.0,539.0,539.0,539.0,839.0,1569.0,9658.0,17675.0,25557.0,28449.0,28766.0,40956.0,53237.0,65759.0,77901.0,88790.0,91755.0,91820.0,106077.0,119095.0,128751.0,137438.0,144156.0,144551.0,144562.0,152032.0,157645.0,161645.0,164641.0,167178.0,167216.0,167216.0,171793.0,177354.0,183743.0,190234.0,190246.0,190251.0,190252.0,199095.0,205455.0,211579.0,217042.0,222999.0,223269.0,223270.0,231755.0,240214.0,247383.0,253947.0,258804.0,259000.0,259002.0,265347.0,272354.0,279931.0,286424.0,292286.0,292518.0,292521.0,298595.0,304567.0,309741.0,315917.0,317446.0,317446.0,317447.0,321618.0,326053.0,330469.0,333904.0,336669.0,336768.0,336768.0,340060.0,344166.0,348036.0,351326.0,353778.0,353801.0,353801.0,355219.0,356512.0,357740.0,359105.0,359107.0,359117.0,359117.0,362034.0,365568.0,367695.0,369303.0,370349.0,370368.0,370370.0,373157.0,376700.0,379855.0,382596.0,384361.0,384592.0,384592.0,388569.0,392888.0,397041.0,400969.0,403821.0,403938.0,403939.0,408927.0,414521.0,419409.0,423416.0,424945.0,425127.0,425129.0,425141.0,433726.0,441954.0,448421.0,454242.0,454786.0,454804.0,454859.0,464190.0,470621.0,475091.0,479167.0,479731.0,479732.0,484888.0,490036.0,494924.0
