Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1721.0,5439.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7826.0,13477.0,20182.0,26378.0,26614.0,26730.0,33944.0,41794.0,50905.0,61280.0,70114.0,70410.0,70661.0,78156.0,84519.0,90434.0,95589.0,99926.0,100125.0,100125.0,104193.0,108005.0,111293.0,114579.0,117236.0,117290.0,117348.0,120866.0,124877.0,128427.0,131301.0,133678.0,133758.0,133794.0,138430.0,143475.0,148468.0,154489.0,159621.0,159826.0,160040.0,165913.0,171685.0,176440.0,180701.0,184698.0,184924.0,185130.0,188887.0,192921.0,197007.0,201045.0,205042.0,205086.0,205145.0,208958.0,212285.0,215385.0,220015.0,220016.0,220016.0,220016.0,223048.0,226275.0,229401.0,232335.0,235263.0,235485.0,235512.0,237451.0,239012.0,240262.0,241257.0,242481.0,242560.0,242574.0,243570.0,244556.0,245286.0,246596.0,247475.0,247512.0,247513.0,248751.0,249685.0,250797.0,251638.0,252469.0,252470.0,252470.0,254356.0,256343.0,258442.0,260299.0,262214.0,262462.0,262481.0,264792.0,267271.0,269788.0,272008.0,274399.0,274529.0,274627.0,276907.0,280692.0,285844.0,291156.0,291333.0,291714.0,291878.0,296427.0,301117.0,305373.0,309782.0,313329.0,314023.0,314149.0,318458.0,322340.0,325427.0,327502.0,329308.0,329685.0,329760.0,331463.0,333132.0,335097.0,337299.0,338880.0,339345.0,339455.0,341608.0,343293.0,345411.0,347083.0,348551.0,348909.0,348975.0,349105.0,351443.0,353748.0,355795.0,357002.0,357223.0,357259.0,357337.0,358253.0,359160.0,360934.0,362525.0,362894.0,362939.0,364046.0,365167.0,366703.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,5688.0,7653.0,7700.0,7704.0,7704.0,7704.0,7704.0,7704.0,7704.0,7704.0,7704.0,7704.0,7704.0,7707.0,7710.0,7722.0,7731.0,7735.0,7735.0,7735.0,7741.0,7862.0,13211.0,19596.0,25436.0,25573.0,25700.0,32929.0,40503.0,49447.0,59371.0,67810.0,68174.0,68418.0,76376.0,83448.0,90115.0,96131.0,100778.0,100817.0,100826.0,105442.0,108988.0,111725.0,114022.0,115847.0,115930.0,115944.0,119016.0,122574.0,125937.0,129385.0,129387.0,129387.0,129387.0,134923.0,140096.0,145019.0,150802.0,155794.0,155876.0,155930.0,161604.0,167287.0,172052.0,176217.0,180358.0,180549.0,180634.0,184582.0,188593.0,192413.0,196408.0,200209.0,200287.0,200314.0,204364.0,207924.0,210986.0,215040.0,215955.0,215956.0,215957.0,218642.0,221644.0,224783.0,227697.0,230147.0,230285.0,230294.0,232439.0,234418.0,235919.0,237122.0,238384.0,238434.0,238446.0,239455.0,240365.0,241297.0,243022.0,243036.0,243100.0,243106.0,244677.0,245915.0,247193.0,248323.0,249190.0,249224.0,249227.0,250789.0,252498.0,254153.0,255709.0,257380.0,257556.0,257577.0,259772.0,262031.0,264363.0,266506.0,268648.0,268858.0,268896.0,271014.0,274655.0,279241.0,284086.0,285423.0,285825.0,285933.0,286297.0,291897.0,295466.0,298632.0,301534.0,302038.0,302134.0,302223.0,306453.0,309315.0,311480.0,313543.0,313926.0,314021.0,315867.0,317679.0,319516.0
Ñuble,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,636.0,665.0,665.0,1079.0,1425.0,1872.0,2173.0,2458.0,2536.0,2537.0,2810.0,3074.0,3261.0,3389.0,3450.0,3459.0,3459.0,3459.0,3602.0,3671.0,4009.0,4889.0,5115.0,5164.0,5192.0,6138.0,6933.0,7337.0,7607.0,7699.0,7732.0,8089.0,8363.0,8569.0
Biobío,Primera,0.0,1388.0,2044.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2092.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,6316.0,28222.0,46734.0,63169.0,67331.0,69957.0,93394.0,120863.0,152392.0,181078.0,203028.0,206269.0,207548.0,228811.0,245699.0,260122.0,271048.0,280983.0,282122.0,282514.0,291028.0,298767.0,306531.0,315753.0,322536.0,322884.0,323042.0,334467.0,347763.0,361052.0,373172.0,383883.0,384522.0,384739.0,396587.0,409703.0,422307.0,439643.0,454759.0,457972.0,458846.0,473928.0,490014.0,504656.0,518189.0,530859.0,533528.0,534687.0,546499.0,558733.0,571448.0,583473.0,597744.0,598347.0,598372.0,611157.0,621839.0,632865.0,644158.0,644354.0,644426.0,644428.0,650586.0,658118.0,666154.0,672941.0,678505.0,679750.0,679970.0,686294.0,692290.0,698057.0,701989.0,705695.0,706076.0,706116.0,709600.0,712133.0,714380.0,718698.0,721745.0,722261.0,722381.0,725641.0,728441.0,731809.0,734166.0,738737.0,738852.0,739319.0,745756.0,752649.0,759234.0,766085.0,772395.0,773896.0,774116.0,781871.0,789977.0,798103.0,805427.0,812678.0,812687.0,812694.0,821579.0,831242.0,839818.0,848089.0,848093.0,850851.0,851483.0,864743.0,879538.0,893781.0,907040.0,918520.0,922889.0,924266.0,937132.0,948149.0,958934.0,965760.0,971595.0,973547.0,973850.0,977989.0,981715.0,987780.0,995211.0,1000864.0,1002669.0,1002725.0,1010869.0,1017239.0,1025795.0,1031144.0,1035668.0,1036857.0,1036950.0,1037343.0,1045880.0,1052869.0,1059629.0,1064212.0,1065049.0,1065191.0,1065234.0,1067682.0,1070055.0,1076660.0,1081698.0,1082629.0,1082785.0,1086048.0,1089228.0,1095587.0
Biobío,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1421.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1997.0,2078.0,2115.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2122.0,2122.0,2122.0,2122.0,2122.0,2122.0,2130.0,4845.0,25098.0,42892.0,58518.0,62404.0,64717.0,87100.0,114577.0,144958.0,173163.0,195036.0,198173.0,199329.0,222300.0,242254.0,259857.0,274896.0,285090.0,286243.0,286674.0,297520.0,306127.0,311512.0,316087.0,320278.0,320476.0,320588.0,328660.0,339501.0,351480.0,364089.0,364776.0,364866.0,364879.0,383387.0,397092.0,410219.0,426391.0,439755.0,441489.0,441893.0,457865.0,473886.0,488221.0,501440.0,513422.0,515145.0,515772.0,529185.0,541343.0,553799.0,565585.0,577804.0,578552.0,578688.0,591754.0,603162.0,614315.0,624912.0,628180.0,628263.0,628444.0,634538.0,641480.0,649235.0,655927.0,660848.0,661593.0,661751.0,668188.0,674264.0,680264.0,684444.0,688089.0,688093.0,688094.0,691892.0,695088.0,698000.0,702363.0,702374.0,702928.0,703065.0,708353.0,712685.0,716829.0,720013.0,724101.0,724590.0,724777.0,730453.0,736045.0,741712.0,746891.0,752284.0,753515.0,753720.0,760891.0,768397.0,775954.0,782993.0,789801.0,790606.0,790635.0,798778.0,807158.0,815662.0,823530.0,826295.0,828081.0,828273.0,829147.0,846076.0,860184.0,871784.0,882378.0,885424.0,885866.0,886495.0,902401.0,914150.0,921937.0,928203.0,930324.0,930603.0,936512.0,941194.0,946615.0
Biobío,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.0,1564.0,2588.0,3620.0,3810.0,3945.0,6088.0,7567.0,9094.0,10445.0,11420.0,11670.0,11670.0,12503.0,13294.0,14158.0,14895.0,15411.0,15527.0,15529.0,15607.0,16728.0,18513.0,21080.0,24482.0,25409.0,25540.0,25740.0,29237.0,32445.0,34536.0,35970.0,36598.0,36688.0,37948.0,38866.0,39502.0
O’Higgins,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2191.0,7950.0,10305.0,11602.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11921.0,18983.0,28347.0,37235.0,38354.0,38413.0,48282.0,57737.0,70923.0,82140.0,93272.0,94487.0,94507.0,109714.0,122770.0,134121.0,143179.0,150902.0,151333.0,151345.0,157676.0,163160.0,168075.0,172967.0,176726.0,177050.0,177050.0,186536.0,196506.0,205797.0,213834.0,221769.0,222127.0,222129.0,230277.0,238302.0,246028.0,255915.0,264903.0,265428.0,265432.0,275042.0,284394.0,292633.0,299942.0,307063.0,307376.0,307379.0,314945.0,322540.0,330438.0,338006.0,346648.0,346801.0,346863.0,355746.0,364343.0,372567.0,380350.0,380357.0,380373.0,380398.0,384625.0,389247.0,394484.0,397408.0,398934.0,398987.0,398987.0,402193.0,406460.0,411236.0,414847.0,418134.0,418360.0,418379.0,420286.0,422187.0,423940.0,426787.0,429038.0,429079.0,429079.0,431092.0,433207.0,435549.0,437341.0,440091.0,440091.0,440092.0,445123.0,450273.0,455435.0,460479.0,465840.0,466062.0,466062.0,472628.0,479206.0,485738.0,491669.0,497958.0,498000.0,498000.0,504969.0,513067.0,521822.0,532525.0,534772.0,535267.0,535267.0,545068.0,555530.0,564871.0,571705.0,579905.0,580850.0,580906.0,588840.0,597149.0,602294.0,605070.0,608344.0,608571.0,608574.0,612745.0,616889.0,622294.0,628264.0,633141.0,633844.0,633869.0,640121.0,644879.0,650400.0,653345.0,657240.0,657803.0,657815.0,658738.0,664938.0,669675.0,671261.0,672520.0,672595.0,672595.0,672623.0,674960.0,678387.0,684043.0,687926.0,688229.0,688240.0,690808.0,693089.0,697498.0
O’Higgins,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2561.0,8076.0,10255.0,11400.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11491.0,11494.0,11508.0,11515.0,11527.0,11527.0,11527.0,11544.0,11813.0,18604.0,27663.0,36471.0,37318.0,37345.0,47218.0,56467.0,69378.0,80352.0,91152.0,92244.0,92266.0,107856.0,121555.0,133788.0,143861.0,152311.0,152663.0,152676.0,159924.0,165010.0,169198.0,172723.0,175209.0,175373.0,175392.0,184010.0,193561.0,203191.0,215737.0,215802.0,215807.0,215825.0,225512.0,233682.0,241284.0,250855.0,259564.0,259884.0,259886.0,269099.0,277840.0,286365.0,293551.0,300555.0,300796.0,300799.0,308134.0,315377.0,323098.0,330710.0,338507.0,338640.0,338644.0,346651.0,355277.0,362920.0,369865.0,371673.0,371681.0,371682.0,376100.0,380823.0,386179.0,389643.0,391568.0,391636.0,391637.0,394899.0,399342.0,403860.0,407455.0,410598.0,410627.0,410627.0,412407.0,414779.0,416900.0,420770.0,420831.0,420861.0,420861.0,423511.0,426185.0,428112.0,429219.0,431611.0,431704.0,431709.0,436034.0,440890.0,445727.0,450384.0,455020.0,455228.0,455236.0,461866.0,468413.0,474648.0,480169.0,486100.0,486379.0,486390.0,493155.0,500712.0,508834.0,516591.0,521729.0,522094.0,522108.0,522887.0,533771.0,541101.0,546399.0,553020.0,553455.0,553498.0,553596.0,561784.0,568349.0,572169.0,575649.0,575848.0,575887.0,580405.0,585470.0,590784.0
O’Higgins,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.0,3055.0,4644.0,4743.0,4751.0,5963.0,6492.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6769.0,10981.0,14633.0,15153.0,15169.0,15526.0,17779.0,19173.0,19819.0,20209.0,20258.0,20258.0,20652.0,21031.0,21249.0
Maule,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,1667.0,14339.0,26644.0,39876.0,43775.0,46405.0,61103.0,76142.0,92687.0,107711.0,120419.0,121866.0,122454.0,136540.0,149537.0,161137.0,170232.0,179183.0,179554.0,179716.0,186863.0,193295.0,199172.0,204949.0,211391.0,211670.0,211679.0,219265.0,228738.0,237689.0,245175.0,251809.0,252468.0,252716.0,261057.0,269949.0,279606.0,290500.0,300509.0,302034.0,302576.0,313572.0,324024.0,333105.0,341884.0,350037.0,350662.0,350850.0,359808.0,368949.0,377888.0,386285.0,395196.0,395327.0,395354.0,404613.0,412395.0,419479.0,427770.0,427796.0,427827.0,427856.0,433594.0,439945.0,445863.0,450986.0,455806.0,456098.0,456126.0,459354.0,463582.0,467566.0,470274.0,472823.0,473059.0,473080.0,475723.0,477899.0,480047.0,483153.0,485635.0,485781.0,485796.0,487423.0,489472.0,491385.0,492785.0,496523.0,496558.0,496572.0,501113.0,506675.0,511833.0,517301.0,523448.0,524335.0,524352.0,530908.0,538086.0,545168.0,551469.0,558662.0,558713.0,558713.0,565928.0,574459.0,582606.0,591159.0,591433.0,592968.0,594132.0,604982.0,617539.0,629490.0,640048.0,650479.0,653001.0,653705.0,663792.0,669152.0,674257.0,678057.0,682082.0,683397.0,683567.0,688179.0,692670.0,698438.0,704881.0,709342.0,709710.0,709732.0,715165.0,720472.0,726681.0,731007.0,735081.0,735816.0,735864.0,736062.0,741751.0,746957.0,749540.0,751643.0,751749.0,751801.0,751807.0,754336.0,757132.0,762183.0,766109.0,766682.0,766701.0,768938.0,771582.0,775802.0
Maule,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,501.0,504.0,504.0,504.0,509.0,509.0,509.0,518.0,1436.0,13099.0,24947.0,37649.0,41412.0,43804.0,58237.0,72816.0,88851.0,103717.0,116359.0,117798.0,118454.0,132880.0,146946.0,160178.0,171172.0,182451.0,182786.0,182870.0,190991.0,196749.0,201071.0,204787.0,208583.0,208634.0,208654.0,215142.0,223423.0,231659.0,240147.0,240206.0,240227.0,240244.0,252784.0,262317.0,271555.0,281722.0,291167.0,291520.0,291562.0,302249.0,312906.0,322181.0,330872.0,338997.0,339430.0,339480.0,348528.0,357626.0,366360.0,374841.0,382867.0,383108.0,383129.0,392654.0,400842.0,408018.0,415024.0,417589.0,417620.0,417650.0,422347.0,428201.0,434379.0,439495.0,444249.0,444560.0,444571.0,448188.0,452603.0,456641.0,459578.0,462473.0,462506.0,462508.0,464732.0,467158.0,469651.0,473308.0,473328.0,473487.0,473603.0,476665.0,479487.0,481881.0,483600.0,486024.0,486182.0,486201.0,489994.0,494485.0,498763.0,503057.0,507961.0,508485.0,508547.0,515111.0,522056.0,528901.0,534870.0,541224.0,541402.0,541415.0,547607.0,555635.0,563599.0,570492.0,573481.0,574598.0,574787.0,575136.0,589189.0,600367.0,609502.0,618990.0,619730.0,619810.0,619828.0,629413.0,635895.0,640807.0,645670.0,646744.0,646779.0,651932.0,657021.0,662139.0
Maule,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3723.0,7318.0,9874.0,11189.0,11358.0,11358.0,11642.0,11830.0,11917.0,11950.0,11956.0,11956.0,11956.0,11959.0,11959.0,11959.0,11959.0,11959.0,11959.0,11959.0,11959.0,11959.0,11968.0,16630.0,20963.0,21634.0,21765.0,21826.0,23776.0,25206.0,26070.0,26960.0,27192.0,27192.0,27892.0,28437.0,28694.0
Metropolitana,Primera,420.0,2934.0,5421.0,5717.0,5717.0,5717.0,5717.0,5717.0,5717.0,5717.0,5717.0,5822.0,5822.0,5822.0,5822.0,5822.0,5822.0,5822.0,5822.0,5822.0,5822.0,7072.0,7945.0,7968.0,7968.0,7968.0,7968.0,7968.0,7984.0,7994.0,7994.0,7994.0,8000.0,8010.0,8010.0,8010.0,8010.0,8011.0,8011.0,8011.0,12099.0,71903.0,135232.0,197877.0,208201.0,210127.0,293823.0,385128.0,486851.0,577953.0,664917.0,678814.0,680556.0,784949.0,870552.0,945010.0,1006183.0,1062621.0,1067901.0,1068306.0,1105657.0,1136349.0,1164285.0,1192241.0,1216136.0,1219917.0,1220029.0,1276993.0,1339856.0,1403802.0,1465327.0,1524308.0,1530023.0,1530433.0,1583491.0,1635857.0,1686837.0,1750926.0,1807852.0,1822370.0,1823297.0,1883727.0,1947235.0,2006064.0,2065233.0,2119589.0,2135508.0,2136436.0,2197171.0,2259886.0,2325171.0,2396061.0,2470675.0,2480213.0,2480789.0,2544625.0,2600958.0,2654568.0,2711017.0,2711908.0,2712631.0,2712882.0,2743395.0,2778768.0,2815841.0,2846058.0,2875029.0,2882372.0,2882842.0,2917302.0,2947024.0,2979953.0,3005450.0,3028036.0,3032578.0,3033110.0,3049112.0,3062838.0,3072630.0,3096071.0,3110856.0,3113849.0,3113965.0,3130755.0,3144386.0,3161611.0,3171989.0,3194611.0,3195057.0,3195201.0,3225141.0,3257061.0,3290290.0,3324091.0,3359702.0,3369592.0,3369916.0,3415156.0,3460509.0,3505370.0,3547363.0,3592594.0,3592594.0,3592594.0,3652681.0,3714251.0,3767061.0,3818996.0,3821525.0,3834924.0,3836206.0,3910785.0,3987975.0,4064025.0,4135132.0,4196308.0,4223234.0,4229306.0,4296168.0,4355659.0,4400598.0,4418642.0,4427887.0,4434870.0,4436167.0,4449998.0,4467530.0,4491881.0,4529991.0,4563665.0,4577230.0,4578208.0,4623786.0,4658617.0,4705121.0,4735516.0,4760345.0,4770122.0,4771499.0,4775515.0,4816132.0,4841721.0,4853273.0,4867138.0,4874114.0,4874793.0,4875109.0,4892012.0,4914560.0,4953217.0,4980600.0,4990101.0,4991712.0,5010660.0,5026014.0,5052613.0
