Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2497.0,6201.0,8199.0,8707.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,12772.0,17624.0,22449.0,22457.0,22457.0,30305.0,39188.0,49268.0,58822.0,67661.0,68142.0,68142.0,79334.0,88176.0,96226.0,103144.0,109625.0,109669.0,109674.0,115885.0,121143.0,125799.0,130615.0,134578.0,134714.0,134714.0,142171.0,150184.0,157756.0,164120.0,169679.0,169731.0,169731.0,175729.0,181978.0,187678.0,194190.0,199873.0,200079.0,200079.0,206462.0,213129.0,218900.0,224518.0,229786.0,229888.0,229888.0,235726.0,241517.0,247615.0,253926.0,260642.0,261075.0,261075.0,266914.0,272438.0,277476.0,283065.0,283074.0,283074.0,283076.0,286989.0,291583.0,295926.0,299783.0,303306.0,303395.0,303395.0,307169.0,310613.0,313957.0,316829.0,319756.0,319837.0,319837.0,322441.0,324559.0,326496.0,329193.0,331382.0,331477.0,331478.0,333806.0,336086.0,338417.0,340595.0,342535.0,342550.0,342550.0,346139.0,349854.0,353611.0,357141.0,360687.0,360850.0,360850.0,365386.0,370184.0,374684.0,378992.0,383185.0,383210.0,383210.0,388064.0,393915.0,399068.0,404625.0,404638.0,404853.0,404858.0,411967.0,421063.0,428856.0,436184.0,442107.0,442389.0,442389.0,448762.0
Coquimbo,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.0,6442.0,8057.0,8560.0,8572.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8608.0,8612.0,8625.0,8654.0,8657.0,8657.0,8657.0,8661.0,8725.0,12403.0,16994.0,21511.0,21530.0,21531.0,28968.0,37536.0,47576.0,56841.0,65415.0,65772.0,65774.0,77829.0,88022.0,97615.0,106640.0,114055.0,114103.0,114106.0,121332.0,125547.0,128674.0,131142.0,133556.0,133634.0,133635.0,139266.0,146324.0,153437.0,160002.0,160104.0,160106.0,160109.0,169810.0,176610.0,182446.0,189277.0,194574.0,194746.0,194747.0,201094.0,207344.0,212948.0,218308.0,223428.0,223523.0,223526.0,229665.0,235094.0,240843.0,246534.0,252361.0,252623.0,252625.0,258082.0,262762.0,268556.0,273916.0,275475.0,275477.0,275482.0,279032.0,283099.0,287496.0,291188.0,294604.0,294651.0,294654.0,298267.0,301801.0,305149.0,308034.0,310656.0,310684.0,310686.0,313296.0,315798.0,317942.0,320820.0,320825.0,320878.0,320881.0,324207.0,326932.0,329717.0,331974.0,333682.0,333743.0,333744.0,336757.0
Araucanía,Primera,0.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,946.0,13334.0,22445.0,30498.0,31627.0,31629.0,42802.0,57200.0,72075.0,86306.0,100185.0,102260.0,102261.0,118664.0,132761.0,143383.0,152452.0,160748.0,161130.0,161130.0,168608.0,175422.0,181189.0,186052.0,191171.0,191784.0,191785.0,199305.0,209494.0,217967.0,225490.0,232531.0,232942.0,232942.0,240900.0,248730.0,256735.0,266732.0,275914.0,276613.0,276613.0,285621.0,294986.0,303325.0,311110.0,318691.0,319115.0,319115.0,326199.0,333175.0,340456.0,347513.0,354631.0,354920.0,354920.0,362008.0,368062.0,373452.0,379422.0,379439.0,379457.0,379457.0,383249.0,387848.0,392513.0,396224.0,399798.0,399961.0,399961.0,403299.0,407472.0,411167.0,414137.0,416950.0,417072.0,417072.0,419699.0,422476.0,424568.0,427585.0,430047.0,430461.0,430482.0,432935.0,435423.0,437966.0,439887.0,442528.0,442552.0,442552.0,446440.0,450756.0,454835.0,458810.0,462894.0,463444.0,463444.0,468546.0,474106.0,479459.0,484156.0,489222.0,489252.0,489260.0,494252.0,499816.0,505213.0,511323.0,512372.0,513751.0,513755.0,522372.0,531937.0,541324.0,549122.0,555707.0,556010.0,556010.0,563127.0
Araucanía,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,703.0,716.0,716.0,716.0,717.0,1026.0,12147.0,20929.0,28659.0,29858.0,29862.0,40697.0,54198.0,68607.0,82414.0,96207.0,98127.0,98135.0,114881.0,130201.0,142019.0,152110.0,161655.0,161952.0,161953.0,169534.0,175282.0,180300.0,184129.0,187721.0,187798.0,187798.0,194629.0,203854.0,211818.0,219969.0,220333.0,220349.0,220349.0,232688.0,240933.0,248939.0,258603.0,267121.0,267444.0,267447.0,276578.0,285756.0,294054.0,301630.0,309192.0,309500.0,309502.0,316885.0,323860.0,330765.0,337386.0,344050.0,344379.0,344383.0,351452.0,357873.0,363514.0,368988.0,370473.0,370480.0,370481.0,373869.0,378047.0,382532.0,386188.0,389702.0,389870.0,389871.0,393278.0,397154.0,400782.0,403675.0,406156.0,406162.0,406163.0,408946.0,411861.0,414190.0,417908.0,418097.0,418399.0,418413.0,422267.0,425542.0,427938.0,430414.0,432689.0,432749.0,432751.0,435852.0
Los Lagos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,802.0,9742.0,18286.0,26912.0,30496.0,31182.0,44058.0,57033.0,70064.0,82228.0,93533.0,96676.0,96800.0,110902.0,121600.0,129298.0,135999.0,142333.0,142719.0,142726.0,148334.0,153583.0,158644.0,163599.0,169224.0,169562.0,169562.0,175612.0,182272.0,188735.0,194462.0,199707.0,200487.0,200598.0,206556.0,213013.0,219126.0,226195.0,232904.0,234383.0,234398.0,241523.0,249672.0,256471.0,263133.0,268385.0,269312.0,269320.0,275117.0,281933.0,289434.0,296839.0,303596.0,304142.0,304142.0,309921.0,315861.0,322106.0,328604.0,328609.0,328617.0,328617.0,332554.0,337208.0,341640.0,344680.0,347541.0,347682.0,347682.0,350692.0,354589.0,358596.0,361991.0,364576.0,364756.0,364756.0,365332.0,365978.0,366535.0,367785.0,369407.0,369581.0,369582.0,372330.0,375274.0,377158.0,378839.0,380092.0,380092.0,380092.0,383490.0,387158.0,390445.0,393736.0,396877.0,397211.0,397211.0,401052.0,405468.0,410004.0,414337.0,418652.0,418725.0,418725.0,423826.0,429395.0,434514.0,439322.0,439322.0,439437.0,439437.0,447330.0,456112.0,465091.0,473539.0,480976.0,481185.0,481186.0,488268.0
Los Lagos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,501.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,538.0,539.0,539.0,539.0,839.0,1569.0,9653.0,17670.0,25550.0,28441.0,28758.0,40944.0,53221.0,65742.0,77884.0,88772.0,91735.0,91800.0,106057.0,119071.0,128727.0,137404.0,144121.0,144516.0,144527.0,151997.0,157608.0,161606.0,164603.0,167139.0,167177.0,167177.0,171754.0,177314.0,183700.0,190186.0,190198.0,190203.0,190204.0,199045.0,205400.0,211521.0,216980.0,222936.0,223206.0,223207.0,231681.0,240136.0,247304.0,253867.0,258719.0,258915.0,258917.0,265262.0,272268.0,279838.0,286327.0,292184.0,292415.0,292418.0,298490.0,304457.0,309626.0,315801.0,317329.0,317329.0,317330.0,321501.0,325933.0,330341.0,333767.0,336531.0,336630.0,336630.0,339920.0,344023.0,347890.0,351162.0,353604.0,353627.0,353627.0,355044.0,356333.0,357552.0,358914.0,358916.0,358926.0,358926.0,361835.0,365366.0,367488.0,369094.0,370138.0,370157.0,370159.0,372814.0
Los Ríos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,770.0,5510.0,10190.0,14574.0,15140.0,15657.0,21112.0,28011.0,35137.0,42230.0,47632.0,48440.0,48883.0,54480.0,58339.0,61677.0,64667.0,67462.0,67535.0,67589.0,70583.0,73045.0,75181.0,77102.0,78658.0,78677.0,78678.0,80678.0,84522.0,88716.0,92181.0,95031.0,95187.0,95222.0,98702.0,102459.0,105745.0,109962.0,113066.0,113216.0,113347.0,116958.0,120835.0,123948.0,126403.0,129063.0,129196.0,129397.0,132624.0,135696.0,138904.0,142804.0,146824.0,146984.0,146988.0,150196.0,152644.0,155017.0,157570.0,157696.0,157822.0,157890.0,159397.0,161067.0,162589.0,164357.0,166342.0,166503.0,166552.0,167985.0,169576.0,171489.0,173152.0,174820.0,175178.0,175179.0,176007.0,177037.0,177833.0,178769.0,179344.0,179420.0,179427.0,179991.0,180441.0,180817.0,181328.0,182286.0,182420.0,182429.0,183496.0,184688.0,185971.0,187419.0,189087.0,189350.0,189350.0,190857.0,192538.0,194241.0,195764.0,197333.0,197384.0,197384.0,199050.0,201321.0,203827.0,206409.0,206934.0,207592.0,207632.0,210906.0,215007.0,218644.0,221906.0,224822.0,224862.0,224864.0,227212.0
Los Ríos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,616.0,4867.0,9318.0,13712.0,14220.0,14601.0,19761.0,26504.0,33448.0,40403.0,45616.0,46416.0,46888.0,52766.0,57818.0,62039.0,65688.0,68829.0,68972.0,69026.0,72197.0,74186.0,75539.0,76814.0,77803.0,77837.0,77839.0,79210.0,82465.0,86202.0,90350.0,90620.0,90728.0,90761.0,95354.0,99166.0,102385.0,106166.0,109545.0,109690.0,109785.0,113200.0,116767.0,119951.0,122498.0,125034.0,125247.0,125445.0,128474.0,131533.0,134617.0,137864.0,140596.0,140801.0,140805.0,144049.0,146780.0,148574.0,151746.0,152813.0,152911.0,152928.0,154210.0,155919.0,157712.0,159481.0,161020.0,161155.0,161156.0,162498.0,164292.0,166283.0,167892.0,169212.0,169236.0,169236.0,170213.0,171708.0,172781.0,174015.0,174064.0,174162.0,174165.0,175123.0,176012.0,176687.0,177342.0,178125.0,178157.0,178160.0,178946.0
Magallanes,Primera,0.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,222.0,3606.0,6713.0,8985.0,9021.0,9021.0,12183.0,15501.0,20136.0,23654.0,26708.0,26714.0,26720.0,30330.0,32709.0,35304.0,37064.0,38784.0,38986.0,38996.0,39844.0,40564.0,41478.0,42475.0,43314.0,43402.0,43402.0,45570.0,47961.0,50154.0,51914.0,53445.0,53454.0,53458.0,54719.0,56018.0,57234.0,58908.0,60161.0,60165.0,60206.0,61664.0,63464.0,64743.0,66162.0,67550.0,67563.0,67574.0,69198.0,70586.0,72137.0,73489.0,75415.0,75426.0,75428.0,76793.0,78035.0,79295.0,80658.0,80659.0,80659.0,80659.0,81530.0,82823.0,84121.0,85130.0,85897.0,85900.0,85902.0,86873.0,87714.0,88709.0,89633.0,90457.0,90460.0,90460.0,91111.0,91846.0,92368.0,93130.0,93471.0,93474.0,93475.0,93575.0,94200.0,94806.0,95035.0,95265.0,95265.0,95265.0,95782.0,96389.0,96965.0,97416.0,97979.0,97989.0,97989.0,98696.0,99633.0,100226.0,100867.0,101651.0,101652.0,101653.0,102379.0,103261.0,104314.0,105673.0,105674.0,105674.0,105674.0,107292.0,108639.0,110060.0,111369.0,112411.0,112781.0,113219.0,113998.0
Magallanes,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,157.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,165.0,165.0,165.0,165.0,165.0,210.0,3312.0,6247.0,8475.0,8521.0,8523.0,11648.0,14760.0,19196.0,22729.0,25756.0,25768.0,25775.0,29366.0,32059.0,35165.0,37441.0,39305.0,39317.0,39319.0,40208.0,41057.0,41499.0,42124.0,42667.0,42676.0,42676.0,44268.0,46851.0,48989.0,50839.0,50840.0,50844.0,50846.0,52788.0,54313.0,55553.0,57074.0,58274.0,58281.0,58283.0,59477.0,60989.0,62387.0,63796.0,65337.0,65351.0,65353.0,66736.0,68332.0,69860.0,70968.0,71968.0,71977.0,71977.0,72915.0,74373.0,75660.0,76700.0,77279.0,77283.0,77283.0,78222.0,79829.0,80675.0,82034.0,82900.0,82905.0,82905.0,83863.0,84876.0,85820.0,86616.0,87421.0,87422.0,87422.0,87891.0,88592.0,89358.0,90365.0,90370.0,90371.0,90371.0,90782.0,91617.0,92431.0,92908.0,93303.0,93304.0,93304.0,93674.0
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2497.0,4513.0,6929.0,7468.0,7468.0,10862.0,14864.0,19676.0,23992.0,28209.0,28380.0,28380.0,33613.0,38448.0,41929.0,44128.0,46273.0,46382.0,46382.0,47958.0,49671.0,52045.0,54193.0,55706.0,55779.0,55779.0,57681.0,59592.0,61291.0,63073.0,65069.0,65179.0,65179.0,67057.0,68783.0,70353.0,72477.0,74632.0,74834.0,74834.0,77119.0,79645.0,81995.0,84363.0,86867.0,87106.0,87106.0,89411.0,91809.0,94461.0,96674.0,99382.0,99486.0,99486.0,101936.0,104067.0,106046.0,107967.0,107995.0,108023.0,108063.0,109868.0,111986.0,114127.0,115799.0,117433.0,117581.0,117609.0,119667.0,121371.0,123182.0,124814.0,126809.0,127004.0,127061.0,129023.0,131080.0,132855.0,134290.0,135671.0,135912.0,135925.0,137361.0,138855.0,140676.0,141751.0,142855.0,142945.0,143050.0,144748.0,146155.0,147548.0,148763.0,150013.0,150690.0,150760.0,152347.0,153910.0,155519.0,156892.0,158465.0,158507.0,158511.0,160105.0,161721.0,163174.0,164676.0,164773.0,165467.0,165582.0,168685.0,171937.0,174916.0,177377.0,179877.0,180825.0,180965.0,183486.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2218.0,4147.0,6415.0,6923.0,6923.0,10153.0,14047.0,18582.0,22662.0,26783.0,26986.0,26986.0,32043.0,37447.0,42315.0,45968.0,48656.0,48818.0,48818.0,50682.0,51766.0,52730.0,53509.0,54381.0,54434.0,54434.0,56022.0,57721.0,59363.0,61491.0,61492.0,61492.0,61494.0,64446.0,66404.0,68198.0,70150.0,71767.0,71901.0,71903.0,74322.0,76833.0,79168.0,81329.0,83601.0,83772.0,83772.0,86291.0,88772.0,91206.0,92997.0,94837.0,94973.0,94974.0,97904.0,99941.0,101981.0,103868.0,104575.0,104599.0,104628.0,106278.0,108070.0,109534.0,111489.0,113023.0,113363.0,113363.0,115315.0,116982.0,118452.0,119974.0,121683.0,121684.0,121684.0,123698.0,125716.0,127705.0,129638.0,129682.0,129990.0,130015.0,131765.0,133378.0,134993.0,136356.0,137476.0,137696.0,137732.0,139197.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3094.0,19414.0,37412.0,56786.0,58072.0,58110.0,85906.0,116229.0,149509.0,180765.0,208613.0,209941.0,209941.0,243739.0,273507.0,297917.0,318561.0,337088.0,337767.0,337880.0,349246.0,358386.0,366199.0,374837.0,384434.0,388077.0,388093.0,401429.0,419707.0,440231.0,459171.0,476997.0,477299.0,477299.0,493352.0,508786.0,524441.0,545896.0,563661.0,564886.0,564886.0,581307.0,599711.0,616779.0,635080.0,651539.0,652646.0,652729.0,667812.0,681949.0,697462.0,713140.0,729616.0,729986.0,730014.0,746760.0,760749.0,773496.0,787314.0,787475.0,787667.0,787708.0,795538.0,805211.0,814900.0,822585.0,830165.0,830752.0,830871.0,839728.0,846819.0,855242.0,861815.0,868890.0,869289.0,869331.0,875158.0,879972.0,883915.0,891011.0,895994.0,896345.0,896375.0,902041.0,905995.0,910873.0,914870.0,919471.0,919528.0,919549.0,927708.0,935952.0,944641.0,953229.0,961730.0,962737.0,962793.0,973147.0,984205.0,994478.0,1004251.0,1014479.0,1014625.0,1014684.0,1026620.0,1039300.0,1050914.0,1062335.0,1062456.0,1064836.0,1064920.0,1082081.0,1100106.0,1117645.0,1133911.0,1146066.0,1148930.0,1148988.0,1161798.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1457.0,2920.0,18127.0,35356.0,53928.0,55051.0,55058.0,81857.0,111378.0,143684.0,174137.0,201409.0,202424.0,202436.0,235423.0,267859.0,295105.0,320316.0,339399.0,340076.0,340152.0,354904.0,366671.0,373491.0,379107.0,383582.0,383668.0,383692.0,396100.0,411909.0,432103.0,454219.0,454796.0,455008.0,455029.0,479441.0,495997.0,511525.0,532418.0,549868.0,550671.0,550710.0,567047.0,584176.0,601173.0,618995.0,634959.0,635755.0,635846.0,651666.0,665313.0,680009.0,693883.0,708798.0,709256.0,709288.0,726267.0,739682.0,752706.0,765830.0,769311.0,769412.0,769469.0,776877.0,785954.0,795026.0,802964.0,809961.0,810381.0,810434.0,818585.0,826455.0,834597.0,840542.0,846605.0,846688.0,846725.0,852566.0,858316.0,863181.0,870475.0,870534.0,870984.0,871009.0,878711.0,885125.0,890684.0,894880.0,898393.0,898769.0,898783.0,904255.0
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0,5437.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7824.0,13474.0,20180.0,26377.0,26613.0,26729.0,33942.0,41787.0,50897.0,61271.0,70105.0,70401.0,70652.0,78148.0,84510.0,90425.0,95580.0,99917.0,100116.0,100116.0,104184.0,107996.0,111284.0,114570.0,117227.0,117281.0,117339.0,120857.0,124868.0,128418.0,131291.0,133668.0,133747.0,133783.0,138419.0,143465.0,148460.0,154480.0,159612.0,159818.0,160032.0,165905.0,171676.0,176431.0,180693.0,184690.0,184916.0,185122.0,188879.0,192913.0,196998.0,201036.0,205033.0,205077.0,205136.0,208946.0,212273.0,215373.0,220004.0,220005.0,220005.0,220005.0,223037.0,226264.0,229389.0,232324.0,235252.0,235474.0,235501.0,237440.0,239000.0,240250.0,241245.0,242470.0,242549.0,242563.0,243557.0,244543.0,245273.0,246583.0,247462.0,247499.0,247500.0,248738.0,249676.0,250788.0,251627.0,252458.0,252459.0,252459.0,254345.0,256329.0,258426.0,260281.0,262194.0,262442.0,262461.0,264771.0,267250.0,269767.0,271983.0,274373.0,274502.0,274600.0,276879.0,280664.0,285812.0,291081.0,291257.0,291639.0,291803.0,296349.0,301030.0,305274.0,309654.0,313156.0,313850.0,313976.0,318032.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,5686.0,7652.0,7699.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7706.0,7709.0,7721.0,7730.0,7734.0,7734.0,7734.0,7739.0,7860.0,13200.0,19580.0,25419.0,25554.0,25681.0,32908.0,40475.0,49412.0,59333.0,67770.0,68133.0,68376.0,76333.0,83403.0,90068.0,96084.0,100729.0,100768.0,100777.0,105393.0,108937.0,111674.0,113972.0,115797.0,115880.0,115894.0,118964.0,122520.0,125882.0,129328.0,129330.0,129330.0,129330.0,134864.0,140036.0,144960.0,150741.0,155733.0,155815.0,155869.0,161543.0,167223.0,171984.0,176148.0,180289.0,180480.0,180565.0,184511.0,188522.0,192341.0,196334.0,200134.0,200212.0,200239.0,204289.0,207849.0,210911.0,214965.0,215879.0,215880.0,215881.0,218565.0,221566.0,224705.0,227619.0,230069.0,230207.0,230216.0,232361.0,234339.0,235840.0,237043.0,238303.0,238353.0,238365.0,239372.0,240282.0,241214.0,242934.0,242948.0,243012.0,243018.0,244589.0,245823.0,247085.0,248198.0,249060.0,249094.0,249097.0,250568.0
