Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15
Arica y Parinacota,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,2091.0,2734.0,2802.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2806.0,2821.0,2832.0,2844.0,2852.0,2853.0,2853.0,2855.0,2916.0,4169.0,7003.0,9231.0,9490.0,9517.0,11812.0,14330.0,17160.0,19906.0,22746.0,22840.0,22840.0,25783.0,28631.0,31323.0,33822.0,35964.0,36009.0,36009.0,38122.0,40226.0,41438.0,42244.0,43011.0,43017.0,43017.0,43899.0,44934.0,45762.0,46637.0,46644.0,46648.0,46649.0,48208.0,49496.0,50729.0,52259.0,53349.0,53402.0,53402.0,54178.0,55911.0,57614.0,59446.0,60359.0,60411.0,60413.0,61061.0,63001.0,64507.0,65227.0,66688.0,66710.0,66713.0,68305.0,69953.0,71273.0,72340.0,72726.0,72726.0,72727.0,73638.0,74738.0,75606.0,75791.0,76006.0,76014.0,76014.0,77183.0,78392.0,79251.0,79768.0,80364.0,80380.0,80383.0,81299.0,82268.0,83030.0,83771.0,83812.0,83965.0,83966.0,84813.0,85623.0,86266.0,86986.0,87547.0,87588.0,87591.0,88336.0,89539.0,90059.0,90861.0,91582.0,91677.0,91680.0,91876.0,93485.0,94833.0,96371.0,97633.0,97842.0,97845.0,98845.0,100155.0
Arica y Parinacota,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,936.0,1564.0,1683.0,1683.0,1683.0,1788.0,1802.0,1815.0,1817.0,1818.0,1818.0,1818.0,1818.0
Atacama,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,1640.0,2511.0,3600.0,3865.0,3865.0,3865.0,3865.0,3867.0,3867.0,3867.0,3867.0,3867.0,3867.0,3867.0,3869.0,9463.0,15288.0,20037.0,20492.0,20492.0,24094.0,26513.0,28744.0,30809.0,33322.0,33799.0,33799.0,35915.0,37790.0,39686.0,41630.0,42714.0,42767.0,42769.0,44686.0,47119.0,49465.0,51752.0,53284.0,53360.0,53360.0,54742.0,55926.0,56895.0,58044.0,60067.0,60366.0,60366.0,62342.0,64293.0,66141.0,68195.0,70220.0,70324.0,70324.0,72663.0,74975.0,77183.0,79335.0,81058.0,81059.0,81071.0,83536.0,86085.0,88558.0,90823.0,93240.0,93240.0,93240.0,95436.0,97495.0,99231.0,100901.0,100901.0,100901.0,100901.0,102516.0,104047.0,105820.0,107026.0,108543.0,108674.0,108674.0,109094.0,110626.0,112022.0,113149.0,114176.0,114176.0,114176.0,115288.0,116659.0,117567.0,118628.0,119538.0,119538.0,119538.0,120331.0,121454.0,122553.0,123408.0,124521.0,124521.0,124521.0,125996.0,127524.0,128841.0,130181.0,131830.0,132019.0,132019.0,133549.0,135329.0,136915.0,138273.0,139915.0,139940.0,139940.0,141685.0,143675.0,145648.0,147469.0,147469.0,147652.0,147652.0,150674.0,154200.0,157375.0,160506.0,162791.0,162793.0,162793.0,165660.0,168521.0,170829.0,172134.0,172851.0,172870.0,172870.0,174097.0,175891.0,177693.0,179197.0,180730.0,180829.0,180829.0,182289.0,183280.0
Atacama,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,8.0,504.0,1744.0,2662.0,3659.0,3738.0,3738.0,3738.0,3738.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3746.0,3773.0,3773.0,3773.0,3782.0,4455.0,9461.0,14661.0,19162.0,19585.0,19586.0,23072.0,25507.0,27732.0,29827.0,32273.0,32641.0,32641.0,35120.0,37925.0,40801.0,42643.0,43880.0,43904.0,43909.0,45590.0,47282.0,48656.0,50557.0,51886.0,51887.0,51887.0,52960.0,54222.0,55667.0,57167.0,57168.0,57168.0,57168.0,59825.0,61891.0,63676.0,65598.0,67178.0,67184.0,67184.0,69131.0,71745.0,73955.0,76146.0,77962.0,77968.0,77968.0,80020.0,82494.0,84774.0,86987.0,88754.0,88759.0,88759.0,90092.0,92311.0,94555.0,96361.0,97151.0,97151.0,97151.0,98388.0,99844.0,101593.0,102737.0,103718.0,103782.0,103782.0,104645.0,106301.0,107614.0,108663.0,109372.0,109372.0,109372.0,110530.0,111968.0,113093.0,114334.0,114335.0,114357.0,114357.0,115464.0,116852.0,117951.0,118712.0,119349.0,119353.0,119355.0,121001.0,122605.0,123912.0,125027.0,125725.0,125739.0,125742.0,127266.0,129365.0,131299.0,132567.0,133609.0,133671.0,133674.0,135306.0,136540.0
Atacama,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,567.0,856.0,856.0,856.0,1241.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2498.0,6202.0,8200.0,8708.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,12773.0,17626.0,22451.0,22459.0,22459.0,30307.0,39189.0,49268.0,58822.0,67661.0,68142.0,68142.0,79335.0,88176.0,96226.0,103144.0,109624.0,109668.0,109673.0,115884.0,121142.0,125798.0,130614.0,134577.0,134713.0,134713.0,142170.0,150183.0,157757.0,164121.0,169681.0,169733.0,169733.0,175730.0,181981.0,187681.0,194194.0,199876.0,200083.0,200083.0,206466.0,213133.0,218904.0,224522.0,229789.0,229891.0,229891.0,235728.0,241520.0,247618.0,253928.0,260644.0,261077.0,261077.0,266917.0,272441.0,277479.0,283069.0,283078.0,283078.0,283080.0,286991.0,291585.0,295930.0,299786.0,303310.0,303399.0,303399.0,307174.0,310619.0,313963.0,316838.0,319769.0,319850.0,319850.0,322454.0,324577.0,326514.0,329220.0,331409.0,331505.0,331506.0,333836.0,336125.0,338463.0,340641.0,342582.0,342597.0,342597.0,346189.0,349910.0,353674.0,357206.0,360756.0,360922.0,360922.0,365463.0,370281.0,374792.0,379110.0,383310.0,383335.0,383335.0,388196.0,394119.0,399280.0,404857.0,404873.0,405088.0,405093.0,412209.0,421335.0,429309.0,436778.0,442945.0,443245.0,443245.0,449696.0,455214.0,458729.0,461954.0,465501.0,465904.0,465904.0,470213.0,474119.0,478468.0,483088.0,486749.0,487115.0,487176.0,492180.0,496412.0
Coquimbo,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.0,6442.0,8058.0,8561.0,8573.0,8606.0,8606.0,8606.0,8606.0,8606.0,8607.0,8607.0,8607.0,8607.0,8609.0,8613.0,8626.0,8655.0,8658.0,8658.0,8658.0,8662.0,8726.0,12405.0,16998.0,21516.0,21535.0,21536.0,28973.0,37540.0,47579.0,56844.0,65420.0,65777.0,65779.0,77835.0,88028.0,97620.0,106646.0,114062.0,114110.0,114113.0,121339.0,125554.0,128681.0,131150.0,133564.0,133642.0,133643.0,139276.0,146334.0,153451.0,160017.0,160119.0,160121.0,160124.0,169829.0,176633.0,182469.0,189301.0,194601.0,194773.0,194774.0,201124.0,207376.0,212982.0,218344.0,223464.0,223559.0,223562.0,229702.0,235133.0,240883.0,246615.0,252442.0,252710.0,252712.0,258169.0,262850.0,268645.0,274008.0,275568.0,275570.0,275575.0,279125.0,283190.0,287591.0,291289.0,294714.0,294761.0,294764.0,298380.0,301922.0,305272.0,308165.0,310795.0,310823.0,310825.0,313438.0,315975.0,318119.0,321008.0,321014.0,321068.0,321071.0,324411.0,327137.0,329941.0,332260.0,333986.0,334049.0,334050.0,337147.0,341019.0,344409.0,347265.0,350243.0,350432.0,350436.0,354654.0,358681.0,362386.0,366295.0,369953.0,370082.0,370093.0,374520.0,379285.0
Coquimbo,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2336.0,5592.0,7539.0,8417.0,8453.0,8453.0,8864.0,9125.0,9171.0,9212.0,9213.0,9213.0,9213.0,9213.0,9213.0
Araucanía,Primera,0.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,946.0,13334.0,22445.0,30498.0,31627.0,31629.0,42802.0,57198.0,72071.0,86302.0,100181.0,102256.0,102257.0,118660.0,132757.0,143378.0,152447.0,160743.0,161125.0,161125.0,168603.0,175417.0,181184.0,186047.0,191166.0,191779.0,191780.0,199300.0,209489.0,217962.0,225484.0,232524.0,232935.0,232935.0,240892.0,248722.0,256728.0,266723.0,275905.0,276604.0,276604.0,285612.0,294977.0,303315.0,311100.0,318682.0,319106.0,319106.0,326190.0,333166.0,340447.0,347504.0,354622.0,354911.0,354911.0,362000.0,368054.0,373444.0,379414.0,379431.0,379449.0,379449.0,383241.0,387840.0,392504.0,396215.0,399789.0,399952.0,399952.0,403291.0,407464.0,411160.0,414129.0,416941.0,417063.0,417063.0,419690.0,422467.0,424559.0,427577.0,430039.0,430453.0,430474.0,432927.0,435415.0,437958.0,439879.0,442520.0,442544.0,442544.0,446433.0,450752.0,454834.0,458812.0,462900.0,463450.0,463450.0,468557.0,474127.0,479483.0,484185.0,489254.0,489284.0,489292.0,494285.0,499848.0,505245.0,511357.0,512406.0,513785.0,513789.0,522407.0,531972.0,541359.0,549184.0,555771.0,556074.0,556074.0,563549.0,572058.0,579126.0,582638.0,584775.0,585263.0,585263.0,588644.0,591769.0,595867.0,600462.0,604087.0,604361.0,604361.0,609347.0,613389.0
Araucanía,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,703.0,716.0,716.0,716.0,717.0,1026.0,12147.0,20929.0,28659.0,29858.0,29862.0,40697.0,54198.0,68606.0,82414.0,96207.0,98126.0,98134.0,114882.0,130202.0,142020.0,152110.0,161655.0,161952.0,161953.0,169534.0,175286.0,180308.0,184137.0,187729.0,187806.0,187806.0,194639.0,203865.0,211829.0,219980.0,220344.0,220360.0,220360.0,232698.0,240943.0,248949.0,258612.0,267131.0,267454.0,267457.0,276590.0,285769.0,294068.0,301649.0,309214.0,309522.0,309524.0,316908.0,323884.0,330790.0,337412.0,344076.0,344405.0,344409.0,351481.0,357903.0,363544.0,369018.0,370503.0,370510.0,370511.0,373898.0,378076.0,382561.0,386217.0,389732.0,389900.0,389901.0,393309.0,397184.0,400813.0,403707.0,406188.0,406194.0,406195.0,408978.0,411893.0,414222.0,417940.0,418129.0,418431.0,418445.0,422302.0,425578.0,427976.0,430459.0,432751.0,432811.0,432813.0,436064.0,439706.0,443202.0,446157.0,448861.0,449042.0,449045.0,454129.0,459569.0,464857.0,469466.0,474149.0,474291.0,474291.0,479134.0,484104.0
Araucanía,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,678.0,2101.0,4465.0,4530.0,4530.0,5738.0,6623.0,7691.0,8656.0,9510.0,9511.0,9511.0,10119.0,10434.0
Los Lagos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,802.0,9742.0,18286.0,26912.0,30496.0,31182.0,44057.0,57033.0,70064.0,82228.0,93535.0,96679.0,96803.0,110904.0,121602.0,129300.0,136010.0,142344.0,142730.0,142737.0,148345.0,153596.0,158657.0,163612.0,169237.0,169575.0,169575.0,175625.0,182285.0,188748.0,194475.0,199720.0,200500.0,200611.0,206569.0,213026.0,219141.0,226210.0,232919.0,234397.0,234412.0,241539.0,249688.0,256487.0,263140.0,268392.0,269319.0,269327.0,275124.0,281940.0,289441.0,296847.0,303604.0,304150.0,304150.0,309929.0,315869.0,322114.0,328612.0,328617.0,328625.0,328625.0,332562.0,337216.0,341649.0,344688.0,347549.0,347690.0,347690.0,350698.0,354596.0,358604.0,361999.0,364584.0,364764.0,364764.0,365342.0,365988.0,366545.0,367795.0,369416.0,369590.0,369591.0,372339.0,375287.0,377172.0,378855.0,380109.0,380109.0,380109.0,383511.0,387185.0,390478.0,393777.0,396921.0,397256.0,397257.0,401105.0,405532.0,410073.0,414419.0,418738.0,418812.0,418812.0,423920.0,429496.0,434619.0,439431.0,439431.0,439546.0,439546.0,447442.0,456227.0,465216.0,473672.0,481187.0,481396.0,481397.0,488892.0,496288.0,502487.0,505846.0,509720.0,510258.0,510258.0,514823.0,519948.0,525135.0,530342.0,534029.0,534671.0,534671.0,538518.0,542259.0
Los Lagos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,501.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,538.0,539.0,539.0,539.0,839.0,1569.0,9657.0,17674.0,25555.0,28446.0,28763.0,40951.0,53231.0,65753.0,77895.0,88784.0,91749.0,91814.0,106070.0,119088.0,128744.0,137431.0,144149.0,144544.0,144555.0,152025.0,157638.0,161637.0,164634.0,167170.0,167208.0,167208.0,171785.0,177345.0,183732.0,190221.0,190233.0,190238.0,190239.0,199081.0,205441.0,211564.0,217026.0,222982.0,223252.0,223253.0,231735.0,240193.0,247361.0,253925.0,258782.0,258978.0,258980.0,265325.0,272331.0,279904.0,286397.0,292257.0,292488.0,292491.0,298565.0,304533.0,309703.0,315879.0,317408.0,317408.0,317409.0,321580.0,326013.0,330424.0,333856.0,336621.0,336720.0,336720.0,340012.0,344118.0,347988.0,351277.0,353730.0,353753.0,353753.0,355171.0,356464.0,357692.0,359057.0,359059.0,359069.0,359069.0,361982.0,365515.0,367641.0,369249.0,370295.0,370314.0,370316.0,373102.0,376639.0,379794.0,382535.0,384286.0,384517.0,384517.0,388493.0,392810.0,396943.0,400812.0,403641.0,403758.0,403759.0,408730.0,414212.0
Los Lagos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,1028.0,1676.0,2421.0,2505.0,2505.0,3063.0,3651.0,4140.0,4584.0,4931.0,4944.0,4944.0,6272.0,7609.0
Los Ríos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,770.0,5511.0,10191.0,14574.0,15140.0,15657.0,21112.0,28011.0,35137.0,42228.0,47630.0,48438.0,48881.0,54478.0,58337.0,61675.0,64666.0,67461.0,67534.0,67588.0,70582.0,73042.0,75178.0,77099.0,78655.0,78674.0,78675.0,80675.0,84520.0,88714.0,92178.0,95028.0,95184.0,95219.0,98699.0,102456.0,105742.0,109959.0,113063.0,113214.0,113345.0,116957.0,120836.0,123949.0,126408.0,129069.0,129202.0,129403.0,132630.0,135702.0,138910.0,142810.0,146830.0,146990.0,146994.0,150202.0,152650.0,155023.0,157575.0,157701.0,157827.0,157895.0,159402.0,161072.0,162594.0,164362.0,166347.0,166508.0,166557.0,167989.0,169580.0,171493.0,173157.0,174825.0,175183.0,175184.0,176012.0,177042.0,177838.0,178774.0,179349.0,179425.0,179432.0,179997.0,180447.0,180823.0,181334.0,182294.0,182436.0,182445.0,183513.0,184707.0,185992.0,187446.0,189116.0,189381.0,189381.0,190892.0,192575.0,194285.0,195810.0,197385.0,197436.0,197436.0,199103.0,201375.0,203882.0,206464.0,206989.0,207647.0,207687.0,210993.0,215152.0,218789.0,222164.0,225094.0,225134.0,225136.0,227679.0,230993.0,233255.0,234546.0,235567.0,235704.0,235734.0,237155.0,238791.0,240732.0,242699.0,244157.0,244210.0,244210.0,246224.0,248092.0
Los Ríos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,616.0,4868.0,9320.0,13714.0,14222.0,14603.0,19765.0,26511.0,33455.0,40409.0,45621.0,46422.0,46894.0,52773.0,57825.0,62046.0,65697.0,68837.0,68980.0,69034.0,72205.0,74194.0,75548.0,76823.0,77812.0,77847.0,77849.0,79220.0,82475.0,86212.0,90361.0,90631.0,90739.0,90772.0,95365.0,99178.0,102397.0,106178.0,109557.0,109702.0,109797.0,113213.0,116783.0,119968.0,122516.0,125053.0,125266.0,125464.0,128494.0,131556.0,134640.0,137887.0,140620.0,140825.0,140829.0,144073.0,146804.0,148599.0,151766.0,152833.0,152931.0,152948.0,154230.0,155941.0,157734.0,159511.0,161050.0,161185.0,161186.0,162529.0,164326.0,166320.0,167930.0,169251.0,169276.0,169276.0,170254.0,171751.0,172826.0,174061.0,174110.0,174208.0,174211.0,175173.0,176077.0,176761.0,177422.0,178215.0,178247.0,178250.0,179129.0,180636.0,181987.0,183210.0,184252.0,184377.0,184393.0,185808.0,187978.0,189829.0,191408.0,192863.0,192907.0,192908.0,194448.0,196285.0
