Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15
Los Ríos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,744.0,1617.0,2238.0,2275.0,2284.0,2633.0,2848.0,3051.0,3173.0,3250.0,3250.0,3250.0,3353.0,3387.0
Magallanes,Primera,0.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,222.0,3606.0,6713.0,8985.0,9021.0,9021.0,12183.0,15501.0,20136.0,23654.0,26709.0,26715.0,26721.0,30331.0,32710.0,35305.0,37065.0,38785.0,38987.0,38997.0,39845.0,40565.0,41479.0,42476.0,43315.0,43403.0,43403.0,45572.0,47963.0,50156.0,51916.0,53447.0,53456.0,53460.0,54721.0,56020.0,57236.0,58910.0,60163.0,60167.0,60208.0,61666.0,63466.0,64744.0,66163.0,67551.0,67564.0,67575.0,69199.0,70587.0,72138.0,73489.0,75415.0,75426.0,75428.0,76793.0,78035.0,79296.0,80658.0,80659.0,80659.0,80659.0,81530.0,82823.0,84121.0,85130.0,85897.0,85900.0,85902.0,86873.0,87714.0,88711.0,89636.0,90460.0,90463.0,90463.0,91114.0,91850.0,92373.0,93136.0,93477.0,93480.0,93481.0,93581.0,94206.0,94812.0,95041.0,95271.0,95271.0,95271.0,95789.0,96397.0,96974.0,97425.0,97988.0,97998.0,97998.0,98707.0,99646.0,100239.0,100881.0,101665.0,101666.0,101667.0,102393.0,103275.0,104328.0,105688.0,105689.0,105689.0,105689.0,107307.0,108654.0,110076.0,111385.0,112430.0,112800.0,113238.0,114095.0,114905.0,115621.0,115705.0,115782.0,115783.0,115786.0,115829.0,115911.0,116026.0,116108.0,116236.0,116236.0,116243.0,116304.0,116355.0
Magallanes,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,157.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,165.0,165.0,165.0,165.0,165.0,210.0,3312.0,6247.0,8475.0,8521.0,8523.0,11648.0,14761.0,19197.0,22730.0,25758.0,25770.0,25777.0,29369.0,32062.0,35168.0,37444.0,39308.0,39320.0,39322.0,40211.0,41060.0,41502.0,42127.0,42669.0,42678.0,42678.0,44271.0,46854.0,48992.0,50842.0,50843.0,50847.0,50849.0,52791.0,54316.0,55556.0,57077.0,58277.0,58284.0,58286.0,59480.0,60992.0,62392.0,63802.0,65343.0,65357.0,65359.0,66742.0,68338.0,69865.0,70973.0,71973.0,71982.0,71982.0,72920.0,74378.0,75666.0,76706.0,77285.0,77289.0,77289.0,78228.0,79836.0,80682.0,82041.0,82907.0,82912.0,82912.0,83870.0,84882.0,85826.0,86623.0,87428.0,87429.0,87429.0,87898.0,88599.0,89366.0,90373.0,90379.0,90380.0,90380.0,90791.0,91626.0,92440.0,92920.0,93315.0,93316.0,93316.0,93688.0,94343.0,94900.0,95434.0,95981.0,95987.0,95996.0,96611.0,97605.0,98255.0,98942.0,99727.0,99729.0,99735.0,100497.0,101254.0
Magallanes,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,845.0,1301.0,1783.0,2467.0,2902.0,3400.0,3903.0,4706.0,5384.0,5384.0,5415.0,5919.0,6359.0
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2498.0,4514.0,6930.0,7469.0,7469.0,10863.0,14865.0,19677.0,23993.0,28210.0,28381.0,28381.0,33614.0,38449.0,41930.0,44132.0,46277.0,46386.0,46386.0,47961.0,49674.0,52048.0,54197.0,55709.0,55782.0,55782.0,57684.0,59595.0,61294.0,63076.0,65072.0,65182.0,65182.0,67060.0,68786.0,70356.0,72480.0,74635.0,74837.0,74837.0,77122.0,79649.0,81999.0,84368.0,86872.0,87111.0,87111.0,89416.0,91814.0,94466.0,96678.0,99385.0,99489.0,99489.0,101939.0,104070.0,106049.0,107970.0,107998.0,108026.0,108066.0,109871.0,111988.0,114129.0,115801.0,117435.0,117583.0,117611.0,119669.0,121373.0,123184.0,124816.0,126811.0,127006.0,127063.0,129025.0,131082.0,132857.0,134294.0,135675.0,135916.0,135929.0,137366.0,138860.0,140681.0,141757.0,142861.0,142951.0,143057.0,144756.0,146165.0,147558.0,148775.0,150026.0,150703.0,150773.0,152361.0,153923.0,155532.0,156905.0,158480.0,158522.0,158526.0,160120.0,161736.0,163189.0,164691.0,164788.0,165482.0,165597.0,168700.0,171952.0,174930.0,177392.0,179893.0,180841.0,180981.0,183652.0,185917.0,187994.0,189708.0,191250.0,191922.0,191961.0,193661.0,195100.0,196586.0,198075.0,199407.0,199867.0,199872.0,201613.0,202821.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2218.0,4147.0,6415.0,6923.0,6923.0,10153.0,14047.0,18582.0,22663.0,26784.0,26987.0,26987.0,32044.0,37448.0,42316.0,45971.0,48659.0,48821.0,48821.0,50685.0,51769.0,52734.0,53513.0,54387.0,54440.0,54440.0,56028.0,57727.0,59369.0,61497.0,61498.0,61498.0,61500.0,64452.0,66411.0,68205.0,70158.0,71775.0,71909.0,71911.0,74330.0,76843.0,79178.0,81341.0,83614.0,83785.0,83785.0,86306.0,88786.0,91220.0,93011.0,94851.0,94987.0,94988.0,97918.0,99955.0,101995.0,103882.0,104589.0,104613.0,104642.0,106292.0,108083.0,109547.0,111502.0,113036.0,113376.0,113376.0,115329.0,116996.0,118468.0,119990.0,121700.0,121701.0,121701.0,123715.0,125733.0,127723.0,129659.0,129703.0,130011.0,130036.0,131787.0,133401.0,135016.0,136381.0,137502.0,137722.0,137758.0,139352.0,140854.0,142201.0,143366.0,144687.0,144996.0,145004.0,146713.0,148215.0,149677.0,151025.0,152503.0,152704.0,152705.0,154173.0,155577.0
Tarapacá,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,72.0,109.0,125.0,125.0,199.0,259.0,339.0,406.0,406.0,406.0,406.0,406.0,406.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3094.0,19414.0,37413.0,56787.0,58073.0,58111.0,85911.0,116232.0,149420.0,180764.0,208612.0,209940.0,209940.0,243739.0,273508.0,297917.0,318562.0,337089.0,337768.0,337881.0,349247.0,358387.0,366200.0,374838.0,384437.0,388080.0,388096.0,401435.0,419713.0,440237.0,459177.0,477005.0,477307.0,477307.0,493359.0,508792.0,524447.0,545901.0,563669.0,564894.0,564894.0,581315.0,599720.0,616790.0,635091.0,651551.0,652658.0,652741.0,667825.0,681962.0,697475.0,713153.0,729631.0,730001.0,730029.0,746774.0,760762.0,773509.0,787327.0,787489.0,787681.0,787722.0,795552.0,805226.0,814916.0,822600.0,830180.0,830767.0,830886.0,839743.0,846836.0,855259.0,861833.0,868908.0,869307.0,869349.0,875176.0,879990.0,883933.0,891031.0,896017.0,896368.0,896398.0,902068.0,906022.0,910901.0,914900.0,919503.0,919560.0,919581.0,927744.0,935996.0,944695.0,953294.0,961801.0,962811.0,962867.0,973235.0,984308.0,994587.0,1004366.0,1014601.0,1014747.0,1014806.0,1026749.0,1039433.0,1051202.0,1062626.0,1062747.0,1065127.0,1065211.0,1082374.0,1100400.0,1117945.0,1134212.0,1146376.0,1149240.0,1149298.0,1162528.0,1177033.0,1189168.0,1193284.0,1194908.0,1195879.0,1195881.0,1200750.0,1206536.0,1213319.0,1222544.0,1231343.0,1233321.0,1233405.0,1245400.0,1254231.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1457.0,2920.0,18127.0,35357.0,53930.0,55053.0,55060.0,81864.0,111385.0,143694.0,174148.0,201420.0,202435.0,202447.0,235438.0,267876.0,295127.0,320343.0,339427.0,340104.0,340180.0,354934.0,366702.0,373522.0,379139.0,383614.0,383700.0,383724.0,396135.0,411949.0,432148.0,454268.0,454846.0,455058.0,455079.0,479497.0,496056.0,511588.0,532487.0,549940.0,550744.0,550783.0,567122.0,584260.0,601275.0,619100.0,635070.0,635866.0,635957.0,651782.0,665435.0,680135.0,694010.0,708929.0,709387.0,709419.0,726402.0,739818.0,752843.0,765968.0,769452.0,769553.0,769610.0,777021.0,786103.0,795183.0,803120.0,810120.0,810540.0,810593.0,818749.0,826620.0,834768.0,840713.0,846777.0,846860.0,846897.0,852745.0,858501.0,863369.0,870673.0,870732.0,871183.0,871208.0,878919.0,885333.0,890896.0,895095.0,898611.0,898987.0,899001.0,904601.0,912368.0,920345.0,928017.0,935314.0,936244.0,936325.0,946875.0,957810.0,967734.0,977200.0,986845.0,987603.0,987654.0,998710.0,1010077.0
Valparaíso,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,1303.0,6938.0,12022.0,13053.0,13073.0,17035.0,19920.0,22557.0,24807.0,24906.0,24906.0,24906.0,24949.0,24949.0
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0,5437.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7824.0,13474.0,20180.0,26377.0,26613.0,26729.0,33942.0,41791.0,50902.0,61277.0,70111.0,70407.0,70658.0,78153.0,84515.0,90430.0,95585.0,99922.0,100121.0,100121.0,104189.0,108001.0,111289.0,114575.0,117232.0,117286.0,117344.0,120862.0,124873.0,128423.0,131296.0,133673.0,133752.0,133788.0,138424.0,143468.0,148462.0,154482.0,159614.0,159820.0,160034.0,165907.0,171678.0,176434.0,180696.0,184693.0,184919.0,185125.0,188882.0,192918.0,197004.0,201042.0,205039.0,205083.0,205142.0,208954.0,212281.0,215381.0,220012.0,220013.0,220013.0,220013.0,223045.0,226272.0,229397.0,232332.0,235260.0,235482.0,235509.0,237448.0,239009.0,240259.0,241254.0,242478.0,242557.0,242571.0,243565.0,244551.0,245281.0,246591.0,247470.0,247507.0,247508.0,248746.0,249684.0,250796.0,251637.0,252468.0,252469.0,252469.0,254355.0,256342.0,258440.0,260297.0,262212.0,262460.0,262479.0,264790.0,267269.0,269786.0,272005.0,274396.0,274526.0,274624.0,276904.0,280689.0,285838.0,291146.0,291322.0,291704.0,291868.0,296417.0,301099.0,305356.0,309762.0,313309.0,314003.0,314129.0,318435.0,322310.0,325394.0,327466.0,329271.0,329648.0,329723.0,331426.0,333096.0,335060.0,337262.0,338843.0,339308.0,339418.0,341560.0,343136.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,5686.0,7652.0,7699.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7706.0,7709.0,7721.0,7730.0,7734.0,7734.0,7734.0,7739.0,7860.0,13209.0,19594.0,25433.0,25568.0,25695.0,32924.0,40497.0,49439.0,59363.0,67801.0,68165.0,68408.0,76366.0,83437.0,90103.0,96119.0,100764.0,100803.0,100812.0,105428.0,108972.0,111709.0,114007.0,115832.0,115915.0,115929.0,118999.0,122556.0,125919.0,129365.0,129367.0,129367.0,129367.0,134902.0,140075.0,144998.0,150780.0,155772.0,155854.0,155908.0,161582.0,167264.0,172030.0,176195.0,180336.0,180527.0,180612.0,184559.0,188572.0,192391.0,196386.0,200187.0,200265.0,200292.0,204341.0,207901.0,210962.0,215016.0,215931.0,215932.0,215933.0,218618.0,221619.0,224758.0,227673.0,230123.0,230261.0,230270.0,232415.0,234394.0,235895.0,237098.0,238359.0,238409.0,238421.0,239428.0,240338.0,241270.0,242995.0,243009.0,243073.0,243079.0,244650.0,245890.0,247168.0,248298.0,249165.0,249199.0,249202.0,250764.0,252467.0,254122.0,255678.0,257349.0,257525.0,257546.0,259741.0,261999.0,264331.0,266473.0,268615.0,268825.0,268863.0,270961.0,274421.0
Ñuble,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,636.0,664.0,664.0,1078.0,1424.0,1871.0,2171.0,2456.0,2534.0,2535.0,2797.0,3022.0
Biobío,Primera,0.0,1388.0,2044.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2092.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,6316.0,28221.0,46732.0,63168.0,67330.0,69956.0,93391.0,120858.0,152389.0,181074.0,203026.0,206267.0,207546.0,228809.0,245696.0,260119.0,271045.0,280980.0,282119.0,282511.0,291025.0,298764.0,306528.0,315750.0,322532.0,322880.0,323038.0,334462.0,347758.0,361046.0,373166.0,383879.0,384517.0,384733.0,396581.0,409696.0,422301.0,439639.0,454755.0,457968.0,458842.0,473923.0,490010.0,504652.0,518184.0,530854.0,533523.0,534682.0,546495.0,558729.0,571443.0,583466.0,597733.0,598336.0,598361.0,611145.0,621827.0,632854.0,644147.0,644343.0,644415.0,644417.0,650574.0,658107.0,666141.0,672925.0,678489.0,679734.0,679954.0,686277.0,692273.0,698038.0,701972.0,705677.0,706058.0,706098.0,709582.0,712115.0,714361.0,718679.0,721725.0,722241.0,722361.0,725622.0,728422.0,731789.0,734146.0,738717.0,738832.0,739299.0,745733.0,752624.0,759208.0,766058.0,772364.0,773865.0,774084.0,781838.0,789943.0,798068.0,805391.0,812637.0,812646.0,812653.0,821537.0,831195.0,839768.0,848029.0,848033.0,850787.0,851418.0,864671.0,879459.0,893691.0,906936.0,918406.0,922773.0,924148.0,937010.0,948021.0,958801.0,965631.0,971461.0,973413.0,973716.0,977850.0,981572.0,987633.0,995062.0,1000705.0,1002510.0,1002566.0,1010704.0,1016825.0
Biobío,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1421.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1997.0,2078.0,2115.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2122.0,2122.0,2122.0,2122.0,2122.0,2122.0,2130.0,4845.0,25098.0,42891.0,58517.0,62403.0,64716.0,87094.0,114568.0,144944.0,173148.0,195022.0,198159.0,199315.0,222285.0,242237.0,259840.0,274878.0,285072.0,286225.0,286656.0,297499.0,306107.0,311491.0,316066.0,320255.0,320453.0,320565.0,328635.0,339475.0,351454.0,364061.0,364748.0,364838.0,364851.0,383356.0,397059.0,410185.0,426355.0,439719.0,441452.0,441855.0,457825.0,473844.0,488177.0,501395.0,513376.0,515099.0,515726.0,529139.0,541296.0,553750.0,565535.0,577751.0,578499.0,578635.0,591702.0,603108.0,614260.0,624854.0,628121.0,628204.0,628385.0,634477.0,641419.0,649174.0,655863.0,660784.0,661529.0,661687.0,668123.0,674198.0,680198.0,684378.0,688024.0,688028.0,688029.0,691827.0,695022.0,697934.0,702297.0,702308.0,702862.0,702999.0,708287.0,712618.0,716760.0,719944.0,724032.0,724520.0,724707.0,730376.0,735965.0,741628.0,746795.0,752185.0,753415.0,753619.0,760787.0,768292.0,775847.0,782885.0,789684.0,790488.0,790517.0,798650.0,806627.0
Biobío,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,1563.0,2576.0,3607.0,3797.0,3932.0,6073.0,7551.0,9078.0,10430.0,11406.0,11656.0,11656.0,12462.0,13194.0
