Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14
Arica y Parinacota,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,2091.0,2734.0,2802.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2806.0,2821.0,2832.0,2844.0,2852.0,2853.0,2853.0,2855.0,2916.0,4169.0,7003.0,9231.0,9490.0,9517.0,11812.0,14329.0,17159.0,19905.0,22743.0,22837.0,22837.0,25779.0,28620.0,31309.0,33807.0,35949.0,35994.0,35994.0,38106.0,40210.0,41422.0,42228.0,42995.0,43001.0,43001.0,43883.0,44918.0,45746.0,46621.0,46628.0,46632.0,46633.0,48192.0,49480.0,50713.0,52243.0,53333.0,53386.0,53386.0,54162.0,55895.0,57598.0,59430.0,60343.0,60395.0,60397.0,61045.0,62985.0,64491.0,65211.0,66672.0,66694.0,66697.0,68289.0,69937.0,71257.0,72324.0,72710.0,72710.0,72711.0,73622.0,74722.0,75590.0,75775.0,75990.0,75998.0,75998.0,77167.0,78376.0,79235.0,79752.0,80348.0,80364.0,80367.0,81283.0,82252.0,83014.0,83755.0,83796.0,83949.0,83950.0,84797.0,85607.0,86250.0,86970.0,87531.0,87572.0,87575.0,88319.0,89522.0,90042.0,90844.0,91565.0,91660.0,91663.0,91859.0,93467.0,94815.0,96353.0,97615.0,97822.0,97822.0,98784.0
Arica y Parinacota,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,936.0,1564.0,1683.0,1683.0,1683.0,1788.0,1802.0,1815.0,1817.0,1817.0,1817.0,1817.0
Atacama,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,1640.0,2511.0,3600.0,3865.0,3865.0,3865.0,3865.0,3867.0,3867.0,3867.0,3867.0,3867.0,3867.0,3867.0,3869.0,9463.0,15288.0,20035.0,20490.0,20490.0,24091.0,26510.0,28741.0,30806.0,33319.0,33796.0,33796.0,35912.0,37785.0,39681.0,41625.0,42709.0,42762.0,42764.0,44681.0,47114.0,49460.0,51747.0,53279.0,53355.0,53355.0,54737.0,55921.0,56890.0,58039.0,60062.0,60361.0,60361.0,62337.0,64288.0,66136.0,68190.0,70215.0,70319.0,70319.0,72675.0,74987.0,77195.0,79347.0,81070.0,81071.0,81083.0,83548.0,86097.0,88570.0,90835.0,93252.0,93252.0,93252.0,95448.0,97507.0,99242.0,100912.0,100912.0,100912.0,100912.0,102527.0,104058.0,105831.0,107037.0,108554.0,108685.0,108685.0,109105.0,110637.0,112033.0,113160.0,114187.0,114187.0,114187.0,115299.0,116670.0,117578.0,118639.0,119549.0,119549.0,119549.0,120342.0,121465.0,122564.0,123418.0,124531.0,124531.0,124531.0,126006.0,127534.0,128851.0,130191.0,131840.0,132029.0,132029.0,133559.0,135339.0,136926.0,138283.0,139924.0,139949.0,139949.0,141691.0,143680.0,145653.0,147474.0,147474.0,147657.0,147657.0,150679.0,154205.0,157380.0,160511.0,162796.0,162798.0,162798.0,165665.0,168526.0,170834.0,172139.0,172856.0,172875.0,172875.0,174102.0,175896.0,177697.0,179201.0,180734.0,180832.0,180832.0,182137.0
Atacama,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,8.0,504.0,1744.0,2662.0,3659.0,3738.0,3738.0,3738.0,3738.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3746.0,3773.0,3773.0,3773.0,3782.0,4455.0,9461.0,14661.0,19160.0,19583.0,19584.0,23069.0,25504.0,27729.0,29824.0,32270.0,32638.0,32638.0,35116.0,37919.0,40795.0,42635.0,43872.0,43896.0,43901.0,45582.0,47274.0,48648.0,50549.0,51878.0,51879.0,51879.0,52952.0,54214.0,55659.0,57158.0,57159.0,57159.0,57159.0,59816.0,61880.0,63665.0,65587.0,67166.0,67172.0,67172.0,69119.0,71731.0,73941.0,76132.0,77948.0,77954.0,77954.0,80006.0,82480.0,84760.0,86973.0,88740.0,88745.0,88745.0,90078.0,92297.0,94541.0,96347.0,97137.0,97137.0,97137.0,98374.0,99830.0,101579.0,102723.0,103704.0,103768.0,103768.0,104631.0,106287.0,107600.0,108649.0,109359.0,109359.0,109359.0,110517.0,111955.0,113080.0,114321.0,114322.0,114344.0,114344.0,115451.0,116839.0,117938.0,118698.0,119334.0,119338.0,119340.0,120986.0,122590.0,123897.0,125012.0,125710.0,125724.0,125727.0,127251.0,129350.0,131169.0,132434.0,133476.0,133536.0,133539.0,135015.0
Atacama,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,567.0,856.0,856.0,856.0,1241.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2497.0,6201.0,8199.0,8707.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,12772.0,17625.0,22450.0,22458.0,22458.0,30306.0,39188.0,49267.0,58821.0,67660.0,68141.0,68141.0,79334.0,88175.0,96225.0,103142.0,109622.0,109666.0,109671.0,115882.0,121140.0,125796.0,130612.0,134575.0,134711.0,134711.0,142168.0,150181.0,157755.0,164119.0,169679.0,169731.0,169731.0,175728.0,181979.0,187679.0,194192.0,199874.0,200081.0,200081.0,206464.0,213131.0,218902.0,224519.0,229786.0,229888.0,229888.0,235725.0,241517.0,247615.0,253925.0,260641.0,261074.0,261074.0,266914.0,272438.0,277476.0,283066.0,283075.0,283075.0,283077.0,286988.0,291582.0,295927.0,299783.0,303307.0,303396.0,303396.0,307171.0,310616.0,313960.0,316835.0,319766.0,319847.0,319847.0,322451.0,324574.0,326511.0,329217.0,331406.0,331502.0,331503.0,333833.0,336122.0,338460.0,340638.0,342579.0,342594.0,342594.0,346186.0,349907.0,353671.0,357203.0,360753.0,360919.0,360919.0,365460.0,370278.0,374787.0,379105.0,383303.0,383328.0,383328.0,388189.0,394110.0,399271.0,404848.0,404864.0,405079.0,405084.0,412200.0,421325.0,429299.0,436768.0,442935.0,443235.0,443235.0,449686.0,455204.0,458719.0,461934.0,465481.0,465884.0,465884.0,470193.0,474099.0,478448.0,483067.0,486728.0,487094.0,487155.0,491964.0
Coquimbo,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.0,6442.0,8058.0,8561.0,8573.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8608.0,8612.0,8625.0,8654.0,8657.0,8657.0,8657.0,8661.0,8725.0,12404.0,16997.0,21515.0,21534.0,21535.0,28972.0,37539.0,47578.0,56843.0,65419.0,65776.0,65778.0,77834.0,88027.0,97619.0,106644.0,114060.0,114108.0,114111.0,121337.0,125552.0,128679.0,131148.0,133562.0,133640.0,133641.0,139274.0,146332.0,153449.0,160015.0,160117.0,160119.0,160122.0,169827.0,176631.0,182467.0,189299.0,194598.0,194770.0,194771.0,201121.0,207373.0,212979.0,218340.0,223460.0,223555.0,223558.0,229698.0,235129.0,240879.0,246611.0,252438.0,252706.0,252708.0,258165.0,262846.0,268641.0,274004.0,275564.0,275566.0,275571.0,279121.0,283186.0,287587.0,291280.0,294705.0,294752.0,294755.0,298371.0,301913.0,305263.0,308156.0,310786.0,310814.0,310816.0,313429.0,315965.0,318109.0,320998.0,321004.0,321058.0,321061.0,324401.0,327127.0,329931.0,332250.0,333976.0,334039.0,334040.0,337137.0,341009.0,344399.0,347247.0,350219.0,350408.0,350412.0,354630.0,358657.0,362357.0,366266.0,369924.0,370053.0,370064.0,374357.0
Coquimbo,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2336.0,5592.0,7527.0,8404.0,8440.0,8440.0,8851.0,9112.0,9158.0,9199.0,9200.0,9200.0,9200.0,9200.0
Araucanía,Primera,0.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,946.0,13334.0,22445.0,30498.0,31627.0,31629.0,42802.0,57198.0,72071.0,86302.0,100181.0,102256.0,102257.0,118660.0,132757.0,143378.0,152447.0,160743.0,161125.0,161125.0,168603.0,175417.0,181184.0,186047.0,191166.0,191779.0,191780.0,199300.0,209489.0,217962.0,225484.0,232524.0,232935.0,232935.0,240892.0,248722.0,256728.0,266723.0,275905.0,276604.0,276604.0,285612.0,294977.0,303315.0,311100.0,318682.0,319106.0,319106.0,326190.0,333166.0,340447.0,347504.0,354622.0,354911.0,354911.0,362000.0,368054.0,373444.0,379414.0,379431.0,379449.0,379449.0,383241.0,387840.0,392504.0,396215.0,399789.0,399952.0,399952.0,403291.0,407464.0,411160.0,414129.0,416941.0,417063.0,417063.0,419690.0,422467.0,424559.0,427577.0,430039.0,430453.0,430474.0,432927.0,435415.0,437958.0,439879.0,442520.0,442544.0,442544.0,446433.0,450752.0,454834.0,458812.0,462900.0,463450.0,463450.0,468557.0,474126.0,479483.0,484185.0,489254.0,489284.0,489292.0,494285.0,499847.0,505244.0,511356.0,512405.0,513784.0,513788.0,522406.0,531971.0,541358.0,549183.0,555770.0,556073.0,556073.0,563548.0,572057.0,579125.0,582637.0,584774.0,585262.0,585262.0,588643.0,591768.0,595866.0,600461.0,604086.0,604360.0,604360.0,609232.0
Araucanía,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,703.0,716.0,716.0,716.0,717.0,1026.0,12147.0,20929.0,28659.0,29858.0,29862.0,40697.0,54198.0,68606.0,82414.0,96207.0,98127.0,98135.0,114883.0,130203.0,142021.0,152111.0,161656.0,161953.0,161954.0,169535.0,175287.0,180309.0,184138.0,187730.0,187807.0,187807.0,194640.0,203866.0,211830.0,219981.0,220345.0,220361.0,220361.0,232699.0,240944.0,248950.0,258613.0,267132.0,267455.0,267458.0,276591.0,285770.0,294069.0,301650.0,309215.0,309523.0,309525.0,316909.0,323885.0,330791.0,337413.0,344077.0,344406.0,344410.0,351482.0,357904.0,363545.0,369019.0,370504.0,370511.0,370512.0,373899.0,378077.0,382562.0,386218.0,389733.0,389901.0,389902.0,393310.0,397185.0,400814.0,403708.0,406189.0,406195.0,406196.0,408979.0,411894.0,414223.0,417941.0,418130.0,418432.0,418446.0,422303.0,425579.0,427977.0,430460.0,432752.0,432812.0,432814.0,436065.0,439707.0,443202.0,446157.0,448861.0,449042.0,449045.0,454129.0,459569.0,464857.0,469466.0,474148.0,474290.0,474290.0,479040.0
Araucanía,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,678.0,2101.0,4465.0,4530.0,4530.0,5738.0,6623.0,7691.0,8656.0,9508.0,9509.0,9509.0,10045.0
Los Lagos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,802.0,9742.0,18286.0,26912.0,30496.0,31182.0,44057.0,57033.0,70064.0,82228.0,93534.0,96678.0,96802.0,110903.0,121601.0,129299.0,136009.0,142343.0,142729.0,142736.0,148344.0,153595.0,158656.0,163611.0,169236.0,169574.0,169574.0,175624.0,182284.0,188747.0,194474.0,199719.0,200499.0,200610.0,206568.0,213025.0,219140.0,226209.0,232918.0,234397.0,234412.0,241539.0,249689.0,256488.0,263141.0,268393.0,269320.0,269328.0,275125.0,281941.0,289442.0,296848.0,303605.0,304151.0,304151.0,309930.0,315870.0,322115.0,328613.0,328618.0,328626.0,328626.0,332563.0,337217.0,341650.0,344689.0,347550.0,347691.0,347691.0,350699.0,354597.0,358605.0,362000.0,364585.0,364765.0,364765.0,365343.0,365989.0,366546.0,367796.0,369417.0,369591.0,369592.0,372340.0,375288.0,377173.0,378856.0,380110.0,380110.0,380110.0,383512.0,387186.0,390479.0,393778.0,396922.0,397257.0,397258.0,401106.0,405533.0,410074.0,414420.0,418739.0,418812.0,418812.0,423918.0,429487.0,434610.0,439421.0,439422.0,439537.0,439537.0,447433.0,456218.0,465206.0,473662.0,481177.0,481386.0,481387.0,488882.0,496278.0,502477.0,505836.0,509710.0,510248.0,510248.0,514813.0,519938.0,525105.0,530307.0,533983.0,534625.0,534625.0,538333.0
Los Lagos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,501.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,538.0,539.0,539.0,539.0,839.0,1569.0,9657.0,17674.0,25555.0,28446.0,28763.0,40950.0,53230.0,65752.0,77894.0,88783.0,91747.0,91812.0,106068.0,119086.0,128742.0,137429.0,144147.0,144542.0,144553.0,152023.0,157636.0,161635.0,164632.0,167168.0,167206.0,167206.0,171783.0,177343.0,183730.0,190219.0,190231.0,190236.0,190237.0,199079.0,205439.0,211562.0,217024.0,222980.0,223250.0,223251.0,231733.0,240191.0,247359.0,253923.0,258780.0,258976.0,258978.0,265323.0,272329.0,279902.0,286395.0,292255.0,292486.0,292489.0,298563.0,304531.0,309701.0,315877.0,317406.0,317406.0,317407.0,321578.0,326011.0,330422.0,333854.0,336619.0,336718.0,336718.0,340010.0,344116.0,347985.0,351274.0,353727.0,353750.0,353750.0,355168.0,356461.0,357689.0,359054.0,359056.0,359066.0,359066.0,361979.0,365512.0,367637.0,369245.0,370291.0,370310.0,370312.0,373098.0,376634.0,379788.0,382529.0,384280.0,384511.0,384511.0,388487.0,392804.0,396936.0,400793.0,403613.0,403730.0,403731.0,408599.0
Los Lagos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,1028.0,1676.0,2421.0,2505.0,2505.0,3063.0,3651.0,4140.0,4584.0,4931.0,4944.0,4944.0,6207.0
Los Ríos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,770.0,5511.0,10191.0,14574.0,15140.0,15657.0,21112.0,28011.0,35137.0,42229.0,47631.0,48439.0,48882.0,54479.0,58338.0,61676.0,64667.0,67462.0,67535.0,67589.0,70583.0,73043.0,75179.0,77100.0,78656.0,78675.0,78676.0,80676.0,84521.0,88715.0,92179.0,95029.0,95185.0,95220.0,98700.0,102457.0,105743.0,109960.0,113064.0,113215.0,113346.0,116958.0,120837.0,123950.0,126409.0,129070.0,129203.0,129404.0,132631.0,135703.0,138911.0,142811.0,146831.0,146991.0,146995.0,150203.0,152651.0,155024.0,157576.0,157702.0,157828.0,157896.0,159403.0,161073.0,162595.0,164363.0,166348.0,166509.0,166558.0,167991.0,169582.0,171495.0,173159.0,174827.0,175185.0,175186.0,176014.0,177044.0,177840.0,178776.0,179351.0,179427.0,179434.0,179999.0,180449.0,180825.0,181336.0,182296.0,182438.0,182447.0,183515.0,184709.0,185994.0,187448.0,189118.0,189383.0,189383.0,190894.0,192577.0,194287.0,195812.0,197387.0,197438.0,197438.0,199105.0,201375.0,203882.0,206464.0,206989.0,207647.0,207687.0,210993.0,215152.0,218789.0,222164.0,225094.0,225134.0,225136.0,227679.0,230993.0,233255.0,234546.0,235567.0,235704.0,235734.0,237155.0,238791.0,240732.0,242699.0,244157.0,244210.0,244210.0,246060.0
Los Ríos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,616.0,4868.0,9320.0,13714.0,14222.0,14603.0,19765.0,26511.0,33455.0,40410.0,45622.0,46423.0,46895.0,52774.0,57826.0,62047.0,65698.0,68838.0,68981.0,69035.0,72206.0,74195.0,75549.0,76824.0,77813.0,77848.0,77850.0,79221.0,82476.0,86213.0,90362.0,90632.0,90740.0,90773.0,95366.0,99179.0,102398.0,106179.0,109558.0,109703.0,109798.0,113214.0,116784.0,119969.0,122517.0,125054.0,125267.0,125465.0,128495.0,131557.0,134641.0,137888.0,140621.0,140826.0,140830.0,144074.0,146805.0,148600.0,151767.0,152834.0,152932.0,152949.0,154231.0,155942.0,157735.0,159512.0,161051.0,161186.0,161187.0,162530.0,164327.0,166321.0,167931.0,169252.0,169277.0,169277.0,170256.0,171753.0,172828.0,174063.0,174112.0,174210.0,174213.0,175175.0,176079.0,176763.0,177424.0,178217.0,178249.0,178252.0,179131.0,180638.0,181989.0,183212.0,184254.0,184379.0,184395.0,185810.0,187980.0,189831.0,191410.0,192865.0,192909.0,192910.0,194321.0
