Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14
Los Ríos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,744.0,1617.0,2238.0,2275.0,2284.0,2628.0,2843.0,3046.0,3168.0,3245.0,3245.0,3245.0,3344.0
Magallanes,Primera,0.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,222.0,3606.0,6713.0,8985.0,9021.0,9021.0,12183.0,15501.0,20136.0,23654.0,26709.0,26715.0,26721.0,30331.0,32710.0,35305.0,37065.0,38785.0,38987.0,38997.0,39845.0,40565.0,41479.0,42476.0,43315.0,43403.0,43403.0,45572.0,47963.0,50156.0,51916.0,53447.0,53456.0,53460.0,54721.0,56020.0,57236.0,58910.0,60163.0,60167.0,60208.0,61666.0,63466.0,64744.0,66163.0,67551.0,67564.0,67575.0,69199.0,70587.0,72138.0,73489.0,75415.0,75426.0,75428.0,76793.0,78035.0,79296.0,80658.0,80659.0,80659.0,80659.0,81530.0,82823.0,84121.0,85130.0,85897.0,85900.0,85902.0,86873.0,87714.0,88709.0,89634.0,90458.0,90461.0,90461.0,91112.0,91848.0,92371.0,93134.0,93475.0,93478.0,93479.0,93579.0,94204.0,94810.0,95039.0,95269.0,95269.0,95269.0,95787.0,96395.0,96972.0,97423.0,97986.0,97996.0,97996.0,98705.0,99644.0,100237.0,100879.0,101663.0,101664.0,101665.0,102391.0,103273.0,104326.0,105686.0,105687.0,105687.0,105687.0,107305.0,108652.0,110074.0,111383.0,112428.0,112798.0,113236.0,114093.0,114903.0,115619.0,115703.0,115780.0,115781.0,115784.0,115827.0,115909.0,116024.0,116106.0,116234.0,116234.0,116241.0,116299.0
Magallanes,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,157.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,165.0,165.0,165.0,165.0,165.0,210.0,3312.0,6247.0,8475.0,8521.0,8523.0,11648.0,14761.0,19197.0,22730.0,25758.0,25770.0,25777.0,29369.0,32062.0,35168.0,37444.0,39308.0,39320.0,39322.0,40211.0,41060.0,41502.0,42127.0,42669.0,42678.0,42678.0,44271.0,46854.0,48992.0,50842.0,50843.0,50847.0,50849.0,52791.0,54316.0,55556.0,57077.0,58277.0,58284.0,58286.0,59480.0,60992.0,62390.0,63800.0,65341.0,65355.0,65357.0,66740.0,68336.0,69863.0,70971.0,71971.0,71980.0,71980.0,72918.0,74376.0,75664.0,76704.0,77283.0,77287.0,77287.0,78226.0,79833.0,80679.0,82038.0,82904.0,82909.0,82909.0,83867.0,84879.0,85823.0,86620.0,87425.0,87426.0,87426.0,87895.0,88596.0,89363.0,90370.0,90376.0,90377.0,90377.0,90788.0,91623.0,92437.0,92917.0,93312.0,93313.0,93313.0,93685.0,94340.0,94897.0,95431.0,95978.0,95984.0,95993.0,96608.0,97602.0,98252.0,98939.0,99724.0,99726.0,99732.0,100493.0
Magallanes,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,845.0,1301.0,1783.0,2467.0,2902.0,3400.0,3903.0,4706.0,5384.0,5384.0,5415.0,5885.0
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2498.0,4514.0,6930.0,7469.0,7469.0,10863.0,14865.0,19677.0,23993.0,28210.0,28381.0,28381.0,33614.0,38449.0,41930.0,44132.0,46277.0,46386.0,46386.0,47961.0,49674.0,52048.0,54197.0,55709.0,55782.0,55782.0,57684.0,59595.0,61294.0,63076.0,65072.0,65182.0,65182.0,67060.0,68786.0,70356.0,72480.0,74635.0,74837.0,74837.0,77122.0,79649.0,81999.0,84368.0,86872.0,87111.0,87111.0,89416.0,91814.0,94466.0,96678.0,99385.0,99489.0,99489.0,101939.0,104070.0,106049.0,107970.0,107998.0,108026.0,108066.0,109871.0,111988.0,114129.0,115801.0,117435.0,117583.0,117611.0,119669.0,121373.0,123184.0,124816.0,126811.0,127006.0,127063.0,129025.0,131082.0,132857.0,134294.0,135675.0,135916.0,135929.0,137366.0,138860.0,140681.0,141757.0,142861.0,142951.0,143057.0,144756.0,146165.0,147558.0,148775.0,150026.0,150703.0,150773.0,152361.0,153923.0,155532.0,156905.0,158479.0,158521.0,158525.0,160120.0,161736.0,163189.0,164691.0,164788.0,165482.0,165597.0,168700.0,171952.0,174931.0,177393.0,179894.0,180842.0,180982.0,183653.0,185918.0,187995.0,189709.0,191251.0,191923.0,191962.0,193662.0,195101.0,196587.0,198076.0,199408.0,199868.0,199873.0,201524.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2218.0,4147.0,6415.0,6923.0,6923.0,10153.0,14047.0,18582.0,22663.0,26784.0,26987.0,26987.0,32044.0,37448.0,42316.0,45971.0,48659.0,48821.0,48821.0,50685.0,51769.0,52734.0,53513.0,54387.0,54440.0,54440.0,56028.0,57727.0,59369.0,61497.0,61498.0,61498.0,61500.0,64452.0,66411.0,68205.0,70158.0,71775.0,71909.0,71911.0,74330.0,76843.0,79178.0,81341.0,83614.0,83785.0,83785.0,86306.0,88786.0,91220.0,93011.0,94851.0,94987.0,94988.0,97918.0,99955.0,101995.0,103882.0,104589.0,104613.0,104642.0,106292.0,108083.0,109547.0,111502.0,113036.0,113376.0,113376.0,115329.0,116996.0,118468.0,119990.0,121700.0,121701.0,121701.0,123715.0,125733.0,127722.0,129658.0,129702.0,130010.0,130035.0,131786.0,133400.0,135015.0,136380.0,137501.0,137721.0,137757.0,139351.0,140853.0,142200.0,143365.0,144686.0,144995.0,145003.0,146712.0,148216.0,149678.0,151026.0,152504.0,152705.0,152706.0,154120.0
Tarapacá,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,72.0,109.0,125.0,125.0,199.0,259.0,339.0,406.0,406.0,406.0,406.0,406.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3094.0,19414.0,37413.0,56787.0,58073.0,58111.0,85911.0,116232.0,149420.0,180764.0,208612.0,209940.0,209940.0,243739.0,273508.0,297917.0,318561.0,337088.0,337767.0,337880.0,349246.0,358386.0,366199.0,374837.0,384436.0,388079.0,388095.0,401434.0,419712.0,440236.0,459176.0,477004.0,477306.0,477306.0,493358.0,508791.0,524446.0,545900.0,563668.0,564893.0,564893.0,581314.0,599719.0,616789.0,635091.0,651551.0,652658.0,652741.0,667825.0,681962.0,697475.0,713152.0,729630.0,730000.0,730028.0,746773.0,760761.0,773508.0,787326.0,787488.0,787680.0,787721.0,795551.0,805225.0,814915.0,822600.0,830180.0,830767.0,830886.0,839743.0,846836.0,855259.0,861833.0,868909.0,869308.0,869350.0,875177.0,879991.0,883934.0,891032.0,896018.0,896369.0,896399.0,902069.0,906023.0,910902.0,914901.0,919504.0,919561.0,919582.0,927744.0,935996.0,944695.0,953294.0,961801.0,962811.0,962867.0,973235.0,984308.0,994586.0,1004364.0,1014598.0,1014744.0,1014803.0,1026745.0,1039425.0,1051195.0,1062619.0,1062740.0,1065120.0,1065204.0,1082367.0,1100393.0,1117938.0,1134205.0,1146369.0,1149233.0,1149291.0,1162521.0,1177026.0,1189162.0,1193278.0,1194902.0,1195873.0,1195875.0,1200744.0,1206530.0,1213313.0,1222538.0,1231337.0,1233315.0,1233399.0,1245224.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1457.0,2920.0,18127.0,35357.0,53930.0,55053.0,55060.0,81864.0,111385.0,143694.0,174148.0,201419.0,202434.0,202446.0,235437.0,267875.0,295126.0,320341.0,339425.0,340102.0,340178.0,354932.0,366700.0,373520.0,379137.0,383612.0,383698.0,383722.0,396133.0,411947.0,432146.0,454265.0,454843.0,455055.0,455076.0,479493.0,496052.0,511584.0,532483.0,549936.0,550740.0,550779.0,567118.0,584256.0,601271.0,619096.0,635066.0,635862.0,635953.0,651778.0,665431.0,680131.0,694005.0,708924.0,709382.0,709414.0,726397.0,739813.0,752838.0,765963.0,769447.0,769548.0,769605.0,777016.0,786098.0,795177.0,803114.0,810114.0,810534.0,810587.0,818743.0,826614.0,834762.0,840707.0,846771.0,846854.0,846891.0,852739.0,858495.0,863361.0,870665.0,870724.0,871175.0,871200.0,878911.0,885325.0,890888.0,895087.0,898603.0,898979.0,898993.0,904593.0,912360.0,920336.0,928008.0,935305.0,936235.0,936316.0,946866.0,957801.0,967725.0,977191.0,986835.0,987593.0,987644.0,998579.0
Valparaíso,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,1303.0,6938.0,12022.0,13053.0,13073.0,17035.0,19920.0,22557.0,24807.0,24906.0,24906.0,24906.0,24949.0
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0,5437.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7824.0,13474.0,20180.0,26377.0,26613.0,26729.0,33942.0,41791.0,50902.0,61277.0,70111.0,70407.0,70658.0,78153.0,84515.0,90430.0,95585.0,99922.0,100121.0,100121.0,104189.0,108001.0,111289.0,114575.0,117232.0,117286.0,117344.0,120862.0,124873.0,128423.0,131296.0,133673.0,133752.0,133788.0,138424.0,143468.0,148462.0,154482.0,159614.0,159820.0,160034.0,165907.0,171678.0,176434.0,180696.0,184693.0,184919.0,185125.0,188882.0,192918.0,197004.0,201042.0,205039.0,205083.0,205142.0,208954.0,212281.0,215381.0,220012.0,220013.0,220013.0,220013.0,223045.0,226272.0,229397.0,232332.0,235260.0,235482.0,235509.0,237448.0,239009.0,240259.0,241254.0,242478.0,242557.0,242571.0,243565.0,244551.0,245281.0,246591.0,247470.0,247507.0,247508.0,248746.0,249684.0,250796.0,251637.0,252468.0,252469.0,252469.0,254355.0,256342.0,258440.0,260297.0,262212.0,262460.0,262479.0,264790.0,267269.0,269786.0,272005.0,274396.0,274526.0,274624.0,276903.0,280688.0,285837.0,291145.0,291321.0,291703.0,291867.0,296416.0,301098.0,305354.0,309760.0,313307.0,314001.0,314127.0,318433.0,322308.0,325392.0,327464.0,329269.0,329646.0,329721.0,331424.0,333094.0,335058.0,337259.0,338839.0,339304.0,339414.0,341480.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,5686.0,7652.0,7699.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7706.0,7709.0,7721.0,7730.0,7734.0,7734.0,7734.0,7739.0,7860.0,13209.0,19594.0,25433.0,25568.0,25695.0,32924.0,40497.0,49439.0,59363.0,67801.0,68165.0,68408.0,76366.0,83436.0,90102.0,96118.0,100763.0,100802.0,100811.0,105427.0,108971.0,111708.0,114006.0,115831.0,115914.0,115928.0,118998.0,122555.0,125918.0,129364.0,129366.0,129366.0,129366.0,134901.0,140074.0,144997.0,150779.0,155771.0,155853.0,155907.0,161581.0,167263.0,172029.0,176194.0,180335.0,180526.0,180611.0,184558.0,188571.0,192390.0,196385.0,200186.0,200264.0,200291.0,204340.0,207900.0,210961.0,215015.0,215930.0,215931.0,215932.0,218617.0,221618.0,224757.0,227672.0,230122.0,230260.0,230269.0,232414.0,234393.0,235894.0,237097.0,238358.0,238408.0,238420.0,239427.0,240337.0,241269.0,242994.0,243008.0,243072.0,243078.0,244649.0,245889.0,247167.0,248297.0,249164.0,249198.0,249201.0,250763.0,252466.0,254121.0,255677.0,257347.0,257523.0,257544.0,259739.0,261997.0,264329.0,266457.0,268591.0,268801.0,268839.0,270861.0
Ñuble,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,627.0,655.0,655.0,1069.0,1415.0,1862.0,2146.0,2428.0,2506.0,2507.0,2761.0
Biobío,Primera,0.0,1388.0,2044.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2092.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,6316.0,28221.0,46732.0,63168.0,67332.0,69958.0,93393.0,120860.0,152391.0,181076.0,203028.0,206269.0,207548.0,228811.0,245698.0,260121.0,271047.0,280982.0,282121.0,282513.0,291027.0,298766.0,306530.0,315752.0,322534.0,322882.0,323040.0,334464.0,347760.0,361048.0,373168.0,383881.0,384519.0,384735.0,396583.0,409698.0,422303.0,439641.0,454757.0,457970.0,458844.0,473925.0,490012.0,504654.0,518186.0,530856.0,533525.0,534684.0,546497.0,558731.0,571445.0,583468.0,597735.0,598338.0,598363.0,611147.0,621829.0,632856.0,644149.0,644345.0,644417.0,644419.0,650576.0,658109.0,666143.0,672927.0,678491.0,679736.0,679956.0,686279.0,692275.0,698040.0,701974.0,705679.0,706060.0,706100.0,709584.0,712117.0,714363.0,718681.0,721727.0,722243.0,722363.0,725624.0,728424.0,731791.0,734148.0,738719.0,738834.0,739301.0,745735.0,752626.0,759210.0,766060.0,772366.0,773867.0,774086.0,781840.0,789945.0,798070.0,805392.0,812637.0,812646.0,812653.0,821536.0,831188.0,839761.0,848022.0,848026.0,850780.0,851411.0,864664.0,879452.0,893684.0,906929.0,918399.0,922766.0,924141.0,937003.0,948014.0,958794.0,965624.0,971453.0,973405.0,973708.0,977842.0,981564.0,987625.0,995054.0,1000687.0,1002492.0,1002548.0,1010454.0
Biobío,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1421.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1997.0,2078.0,2115.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2122.0,2122.0,2122.0,2122.0,2122.0,2122.0,2130.0,4845.0,25098.0,42891.0,58517.0,62403.0,64716.0,87094.0,114568.0,144944.0,173149.0,195023.0,198160.0,199316.0,222286.0,242238.0,259841.0,274879.0,285073.0,286226.0,286657.0,297500.0,306108.0,311492.0,316067.0,320256.0,320454.0,320566.0,328636.0,339476.0,351455.0,364062.0,364749.0,364839.0,364852.0,383357.0,397060.0,410186.0,426356.0,439720.0,441453.0,441856.0,457826.0,473845.0,488177.0,501395.0,513376.0,515099.0,515726.0,529139.0,541296.0,553750.0,565535.0,577751.0,578499.0,578635.0,591702.0,603108.0,614260.0,624854.0,628121.0,628204.0,628385.0,634477.0,641419.0,649174.0,655863.0,660784.0,661529.0,661687.0,668123.0,674198.0,680198.0,684378.0,688024.0,688028.0,688029.0,691827.0,695023.0,697935.0,702298.0,702309.0,702863.0,703000.0,708288.0,712619.0,716761.0,719945.0,724033.0,724521.0,724708.0,730377.0,735966.0,741629.0,746796.0,752184.0,753414.0,753618.0,760786.0,768291.0,775846.0,782884.0,789682.0,790486.0,790515.0,798390.0
Biobío,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,1563.0,2577.0,3608.0,3798.0,3933.0,6074.0,7552.0,9079.0,10431.0,11407.0,11657.0,11657.0,12442.0
