Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2497.0,6201.0,8199.0,8707.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,12772.0,17625.0,22450.0,22458.0,22458.0,30306.0,39189.0,49269.0,58823.0,67662.0,68143.0,68143.0,79335.0,88177.0,96227.0,103145.0,109626.0,109670.0,109675.0,115886.0,121144.0,125800.0,130616.0,134579.0,134715.0,134715.0,142172.0,150185.0,157758.0,164122.0,169681.0,169733.0,169733.0,175731.0,181980.0,187680.0,194193.0,199875.0,200081.0,200081.0,206464.0,213132.0,218903.0,224521.0,229789.0,229891.0,229891.0,235729.0,241521.0,247619.0,253930.0,260646.0,261079.0,261079.0,266919.0,272443.0,277481.0,283071.0,283080.0,283080.0,283082.0,286994.0,291588.0,295932.0,299789.0,303312.0,303401.0,303401.0,307175.0,310619.0,313963.0,316835.0,319762.0,319843.0,319843.0,322447.0,324565.0,326502.0,329200.0,331389.0,331484.0,331485.0,333813.0,336098.0,338431.0,340609.0,342550.0,342565.0,342565.0,346156.0,349877.0,353640.0,357171.0,360717.0,360880.0,360880.0,365416.0,370221.0,374723.0,379033.0,383226.0,383251.0,383251.0,388108.0,393983.0,399136.0,404692.0,404705.0,404920.0,404925.0,412040.0,421152.0,429126.0,436512.0,442657.0,442956.0,442956.0,449379.0,454761.0,458175.0,461261.0
Coquimbo,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.0,6442.0,8057.0,8560.0,8572.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8608.0,8612.0,8625.0,8654.0,8657.0,8657.0,8657.0,8661.0,8725.0,12403.0,16995.0,21512.0,21531.0,21532.0,28969.0,37537.0,47577.0,56842.0,65417.0,65774.0,65776.0,77831.0,88024.0,97617.0,106642.0,114058.0,114106.0,114109.0,121335.0,125550.0,128677.0,131145.0,133559.0,133637.0,133638.0,139269.0,146327.0,153442.0,160007.0,160109.0,160111.0,160114.0,169816.0,176617.0,182453.0,189285.0,194584.0,194756.0,194757.0,201105.0,207356.0,212960.0,218321.0,223441.0,223536.0,223539.0,229679.0,235109.0,240859.0,246589.0,252416.0,252679.0,252681.0,258138.0,262818.0,268612.0,273975.0,275534.0,275536.0,275541.0,279091.0,283155.0,287553.0,291246.0,294663.0,294711.0,294714.0,298327.0,301868.0,305216.0,308107.0,310729.0,310757.0,310759.0,313369.0,315871.0,318015.0,320894.0,320900.0,320953.0,320956.0,324286.0,327012.0,329809.0,332099.0,333822.0,333885.0,333886.0,336978.0,340748.0,343847.0,346482.0
Araucanía,Primera,0.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,946.0,13334.0,22445.0,30498.0,31627.0,31629.0,42802.0,57201.0,72049.0,86280.0,100159.0,102234.0,102235.0,118638.0,132735.0,143357.0,152426.0,160722.0,161104.0,161104.0,168582.0,175396.0,181163.0,186026.0,191145.0,191758.0,191759.0,199279.0,209468.0,217941.0,225463.0,232503.0,232914.0,232914.0,240872.0,248702.0,256707.0,266703.0,275885.0,276584.0,276584.0,285592.0,294957.0,303296.0,311081.0,318663.0,319087.0,319087.0,326171.0,333147.0,340428.0,347485.0,354603.0,354892.0,354892.0,361981.0,368035.0,373425.0,379395.0,379412.0,379430.0,379430.0,383222.0,387821.0,392485.0,396196.0,399770.0,399933.0,399933.0,403271.0,407444.0,411139.0,414109.0,416921.0,417043.0,417043.0,419670.0,422447.0,424538.0,427557.0,430019.0,430433.0,430454.0,432907.0,435395.0,437938.0,439859.0,442500.0,442524.0,442524.0,446413.0,450731.0,454813.0,458790.0,462874.0,463424.0,463424.0,468526.0,474087.0,479440.0,484137.0,489203.0,489233.0,489241.0,494233.0,499797.0,505194.0,511304.0,512353.0,513732.0,513736.0,522353.0,531918.0,541305.0,549126.0,555712.0,556015.0,556015.0,563487.0,571995.0,579056.0,582501.0
Araucanía,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,703.0,716.0,716.0,716.0,717.0,1026.0,12147.0,20929.0,28659.0,29858.0,29862.0,40697.0,54199.0,68585.0,82393.0,96186.0,98106.0,98114.0,114862.0,130182.0,142000.0,152091.0,161635.0,161932.0,161933.0,169513.0,175264.0,180286.0,184115.0,187707.0,187784.0,187784.0,194617.0,203843.0,211807.0,219958.0,220322.0,220338.0,220338.0,232677.0,240923.0,248929.0,258593.0,267112.0,267435.0,267438.0,276570.0,285748.0,294047.0,301628.0,309193.0,309501.0,309503.0,316886.0,323861.0,330767.0,337388.0,344052.0,344381.0,344385.0,351457.0,357878.0,363519.0,368993.0,370478.0,370485.0,370486.0,373874.0,378051.0,382536.0,386192.0,389706.0,389874.0,389875.0,393282.0,397157.0,400785.0,403679.0,406160.0,406166.0,406167.0,408950.0,411865.0,414194.0,417912.0,418101.0,418403.0,418417.0,422272.0,425548.0,427946.0,430429.0,432720.0,432780.0,432782.0,436032.0,439672.0,443163.0,446019.0
Los Lagos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,802.0,9742.0,18286.0,26912.0,30496.0,31182.0,44057.0,57032.0,70063.0,82227.0,93532.0,96675.0,96799.0,110901.0,121599.0,129297.0,135998.0,142332.0,142718.0,142725.0,148333.0,153583.0,158644.0,163599.0,169224.0,169562.0,169562.0,175612.0,182272.0,188735.0,194462.0,199707.0,200487.0,200598.0,206556.0,213013.0,219128.0,226197.0,232905.0,234384.0,234399.0,241524.0,249674.0,256473.0,263135.0,268387.0,269314.0,269322.0,275119.0,281935.0,289436.0,296841.0,303598.0,304144.0,304144.0,309923.0,315863.0,322108.0,328606.0,328611.0,328619.0,328619.0,332555.0,337209.0,341641.0,344680.0,347541.0,347682.0,347682.0,350692.0,354590.0,358597.0,361992.0,364576.0,364756.0,364756.0,365332.0,365978.0,366535.0,367785.0,369407.0,369581.0,369582.0,372330.0,375278.0,377162.0,378843.0,380097.0,380097.0,380097.0,383499.0,387173.0,390465.0,393759.0,396900.0,397234.0,397234.0,401075.0,405492.0,410028.0,414361.0,418677.0,418750.0,418750.0,423851.0,429420.0,434539.0,439350.0,439350.0,439465.0,439465.0,447361.0,456144.0,465130.0,473584.0,481046.0,481255.0,481256.0,488733.0,496108.0,502260.0,505547.0
Los Lagos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,501.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,538.0,539.0,539.0,539.0,839.0,1569.0,9657.0,17674.0,25554.0,28445.0,28762.0,40948.0,53226.0,65747.0,77889.0,88777.0,91740.0,91805.0,106062.0,119076.0,128732.0,137410.0,144127.0,144522.0,144533.0,152003.0,157615.0,161613.0,164610.0,167146.0,167184.0,167184.0,171761.0,177321.0,183707.0,190195.0,190207.0,190212.0,190213.0,199053.0,205408.0,211530.0,216992.0,222948.0,223218.0,223219.0,231695.0,240152.0,247320.0,253883.0,258737.0,258933.0,258935.0,265280.0,272286.0,279857.0,286347.0,292206.0,292437.0,292440.0,298513.0,304480.0,309649.0,315824.0,317352.0,317352.0,317353.0,321523.0,325956.0,330365.0,333791.0,336556.0,336655.0,336655.0,339944.0,344047.0,347914.0,351189.0,353642.0,353665.0,353665.0,355082.0,356371.0,357590.0,358953.0,358955.0,358965.0,358965.0,361876.0,365409.0,367533.0,369141.0,370186.0,370205.0,370207.0,372992.0,376513.0,379621.0,382279.0
Los Ríos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,770.0,5510.0,10190.0,14574.0,15140.0,15657.0,21112.0,28011.0,35137.0,42230.0,47632.0,48440.0,48883.0,54480.0,58339.0,61677.0,64668.0,67463.0,67536.0,67590.0,70584.0,73046.0,75182.0,77103.0,78659.0,78678.0,78679.0,80679.0,84523.0,88717.0,92181.0,95031.0,95187.0,95222.0,98702.0,102459.0,105745.0,109962.0,113066.0,113217.0,113348.0,116959.0,120836.0,123949.0,126404.0,129064.0,129197.0,129398.0,132625.0,135697.0,138905.0,142805.0,146825.0,146985.0,146989.0,150197.0,152645.0,155018.0,157571.0,157697.0,157823.0,157891.0,159398.0,161068.0,162590.0,164358.0,166343.0,166504.0,166553.0,167986.0,169576.0,171489.0,173153.0,174821.0,175179.0,175180.0,176008.0,177038.0,177834.0,178770.0,179345.0,179421.0,179428.0,179992.0,180442.0,180818.0,181330.0,182290.0,182424.0,182433.0,183501.0,184695.0,185980.0,187429.0,189097.0,189360.0,189360.0,190867.0,192548.0,194251.0,195774.0,197343.0,197394.0,197394.0,199060.0,201331.0,203837.0,206419.0,206944.0,207602.0,207642.0,210916.0,215022.0,218658.0,221999.0,224916.0,224956.0,224958.0,227495.0,230798.0,233060.0,234312.0
Los Ríos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,616.0,4867.0,9319.0,13713.0,14221.0,14602.0,19763.0,26507.0,33451.0,40406.0,45619.0,46419.0,46891.0,52770.0,57822.0,62043.0,65693.0,68834.0,68977.0,69031.0,72202.0,74191.0,75545.0,76820.0,77809.0,77844.0,77846.0,79217.0,82472.0,86209.0,90357.0,90627.0,90735.0,90768.0,95361.0,99173.0,102392.0,106173.0,109552.0,109697.0,109792.0,113207.0,116775.0,119959.0,122506.0,125042.0,125255.0,125453.0,128483.0,131542.0,134626.0,137873.0,140605.0,140810.0,140814.0,144058.0,146789.0,148583.0,151755.0,152822.0,152920.0,152937.0,154219.0,155930.0,157723.0,159492.0,161031.0,161166.0,161167.0,162509.0,164303.0,166294.0,167904.0,169224.0,169249.0,169249.0,170226.0,171721.0,172796.0,174030.0,174079.0,174177.0,174180.0,175138.0,176029.0,176704.0,177364.0,178148.0,178180.0,178183.0,179062.0,180568.0,181919.0,183073.0
Magallanes,Primera,0.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,222.0,3606.0,6713.0,8985.0,9021.0,9021.0,12183.0,15501.0,20136.0,23654.0,26708.0,26714.0,26720.0,30330.0,32709.0,35304.0,37064.0,38784.0,38986.0,38996.0,39844.0,40564.0,41478.0,42475.0,43314.0,43402.0,43402.0,45570.0,47961.0,50154.0,51914.0,53445.0,53454.0,53458.0,54719.0,56018.0,57234.0,58908.0,60161.0,60165.0,60206.0,61664.0,63464.0,64743.0,66162.0,67550.0,67563.0,67574.0,69198.0,70586.0,72137.0,73489.0,75415.0,75426.0,75428.0,76793.0,78035.0,79295.0,80658.0,80659.0,80659.0,80659.0,81530.0,82823.0,84121.0,85130.0,85897.0,85900.0,85902.0,86873.0,87714.0,88709.0,89633.0,90457.0,90460.0,90460.0,91111.0,91846.0,92368.0,93130.0,93471.0,93474.0,93475.0,93575.0,94200.0,94806.0,95035.0,95265.0,95265.0,95265.0,95782.0,96390.0,96967.0,97418.0,97981.0,97991.0,97991.0,98698.0,99635.0,100228.0,100869.0,101653.0,101654.0,101655.0,102381.0,103263.0,104316.0,105675.0,105676.0,105676.0,105676.0,107294.0,108641.0,110062.0,111371.0,112416.0,112786.0,113224.0,114081.0,114891.0,115607.0,115681.0
Magallanes,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,157.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,165.0,165.0,165.0,165.0,165.0,210.0,3312.0,6247.0,8475.0,8521.0,8523.0,11648.0,14761.0,19197.0,22730.0,25757.0,25769.0,25776.0,29367.0,32060.0,35166.0,37442.0,39306.0,39318.0,39320.0,40209.0,41058.0,41500.0,42125.0,42667.0,42676.0,42676.0,44268.0,46851.0,48989.0,50839.0,50840.0,50844.0,50846.0,52788.0,54313.0,55553.0,57074.0,58274.0,58281.0,58283.0,59477.0,60989.0,62387.0,63797.0,65338.0,65352.0,65354.0,66737.0,68333.0,69861.0,70969.0,71969.0,71978.0,71978.0,72916.0,74374.0,75661.0,76701.0,77280.0,77284.0,77284.0,78223.0,79830.0,80676.0,82035.0,82901.0,82906.0,82906.0,83864.0,84877.0,85821.0,86617.0,87422.0,87423.0,87423.0,87892.0,88593.0,89359.0,90366.0,90371.0,90372.0,90372.0,90783.0,91618.0,92432.0,92909.0,93304.0,93305.0,93305.0,93677.0,94332.0,94889.0,95419.0
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2497.0,4513.0,6929.0,7468.0,7468.0,10862.0,14864.0,19676.0,23992.0,28209.0,28380.0,28380.0,33613.0,38448.0,41929.0,44128.0,46273.0,46382.0,46382.0,47958.0,49670.0,52044.0,54192.0,55705.0,55778.0,55778.0,57680.0,59591.0,61290.0,63072.0,65068.0,65178.0,65178.0,67056.0,68782.0,70352.0,72476.0,74631.0,74833.0,74833.0,77118.0,79644.0,81994.0,84362.0,86866.0,87105.0,87105.0,89410.0,91808.0,94460.0,96673.0,99381.0,99485.0,99485.0,101935.0,104066.0,106045.0,107966.0,107994.0,108022.0,108062.0,109867.0,111984.0,114125.0,115797.0,117431.0,117579.0,117607.0,119665.0,121369.0,123180.0,124812.0,126807.0,127002.0,127059.0,129021.0,131078.0,132853.0,134288.0,135669.0,135910.0,135923.0,137359.0,138853.0,140674.0,141749.0,142853.0,142943.0,143049.0,144747.0,146156.0,147548.0,148765.0,150015.0,150692.0,150762.0,152349.0,153912.0,155521.0,156894.0,158467.0,158509.0,158513.0,160107.0,161723.0,163176.0,164678.0,164775.0,165469.0,165584.0,168687.0,171939.0,174918.0,177379.0,179880.0,180828.0,180968.0,183639.0,185902.0,187978.0,189562.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2218.0,4147.0,6415.0,6923.0,6923.0,10153.0,14047.0,18582.0,22663.0,26784.0,26987.0,26987.0,32044.0,37448.0,42316.0,45969.0,48657.0,48819.0,48819.0,50683.0,51767.0,52731.0,53510.0,54382.0,54435.0,54435.0,56023.0,57722.0,59364.0,61492.0,61493.0,61493.0,61495.0,64447.0,66406.0,68200.0,70153.0,71770.0,71904.0,71906.0,74325.0,76837.0,79172.0,81334.0,83606.0,83777.0,83777.0,86298.0,88779.0,91213.0,93004.0,94844.0,94980.0,94981.0,97911.0,99948.0,101988.0,103875.0,104582.0,104606.0,104635.0,106285.0,108076.0,109540.0,111495.0,113029.0,113369.0,113369.0,115321.0,116988.0,118458.0,119980.0,121690.0,121691.0,121691.0,123705.0,125723.0,127712.0,129648.0,129692.0,130000.0,130025.0,131775.0,133389.0,135004.0,136369.0,137489.0,137709.0,137745.0,139339.0,140839.0,142186.0,143282.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3094.0,19414.0,37413.0,56787.0,58073.0,58111.0,85910.0,116231.0,149511.0,180767.0,208615.0,209943.0,209943.0,243741.0,273509.0,297919.0,318563.0,337090.0,337769.0,337882.0,349248.0,358388.0,366201.0,374839.0,384437.0,388080.0,388096.0,401433.0,419711.0,440235.0,459175.0,477001.0,477303.0,477303.0,493356.0,508789.0,524444.0,545899.0,563666.0,564891.0,564891.0,581311.0,599715.0,616783.0,635085.0,651544.0,652651.0,652734.0,667817.0,681954.0,697467.0,713145.0,729623.0,729993.0,730021.0,746767.0,760755.0,773502.0,787320.0,787481.0,787673.0,787714.0,795544.0,805218.0,814907.0,822592.0,830172.0,830759.0,830878.0,839735.0,846829.0,855251.0,861824.0,868899.0,869298.0,869340.0,875166.0,879980.0,883923.0,891019.0,896002.0,896353.0,896383.0,902051.0,906005.0,910883.0,914881.0,919484.0,919541.0,919562.0,927724.0,935973.0,944671.0,953261.0,961762.0,962769.0,962825.0,973179.0,984237.0,994510.0,1004283.0,1014511.0,1014657.0,1014716.0,1026652.0,1039332.0,1051101.0,1062522.0,1062643.0,1065023.0,1065107.0,1082269.0,1100295.0,1117840.0,1134107.0,1146269.0,1149133.0,1149191.0,1162413.0,1176904.0,1189026.0,1193076.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1457.0,2920.0,18127.0,35357.0,53930.0,55053.0,55060.0,81863.0,111384.0,143690.0,174145.0,201417.0,202432.0,202444.0,235433.0,267869.0,295117.0,320328.0,339412.0,340089.0,340165.0,354918.0,366685.0,373506.0,379123.0,383598.0,383684.0,383708.0,396117.0,411927.0,432124.0,454242.0,454819.0,455031.0,455052.0,479465.0,496022.0,511551.0,532444.0,549897.0,550700.0,550739.0,567077.0,584208.0,601208.0,619032.0,634996.0,635792.0,635883.0,651704.0,665354.0,680050.0,693924.0,708842.0,709300.0,709332.0,726312.0,739727.0,752752.0,765877.0,769359.0,769460.0,769517.0,776925.0,786003.0,795077.0,803015.0,810014.0,810434.0,810487.0,818638.0,826509.0,834653.0,840598.0,846661.0,846744.0,846781.0,852625.0,858380.0,863245.0,870544.0,870603.0,871053.0,871078.0,878783.0,885197.0,890760.0,894959.0,898473.0,898849.0,898863.0,904453.0,912189.0,920129.0,927679.0
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0,5437.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7824.0,13474.0,20180.0,26377.0,26613.0,26729.0,33942.0,41790.0,50900.0,61274.0,70108.0,70404.0,70655.0,78151.0,84513.0,90428.0,95583.0,99920.0,100119.0,100119.0,104187.0,107999.0,111287.0,114573.0,117230.0,117284.0,117342.0,120860.0,124871.0,128421.0,131294.0,133671.0,133750.0,133786.0,138422.0,143468.0,148463.0,154483.0,159615.0,159821.0,160035.0,165908.0,171679.0,176434.0,180696.0,184693.0,184919.0,185125.0,188882.0,192916.0,197001.0,201039.0,205036.0,205080.0,205139.0,208951.0,212278.0,215378.0,220009.0,220010.0,220010.0,220010.0,223042.0,226269.0,229394.0,232329.0,235257.0,235479.0,235506.0,237445.0,239005.0,240255.0,241250.0,242475.0,242554.0,242568.0,243562.0,244548.0,245278.0,246588.0,247467.0,247504.0,247505.0,248743.0,249681.0,250793.0,251633.0,252464.0,252465.0,252465.0,254351.0,256338.0,258436.0,260292.0,262206.0,262454.0,262473.0,264783.0,267262.0,269779.0,271995.0,274385.0,274514.0,274612.0,276891.0,280676.0,285825.0,291096.0,291272.0,291654.0,291818.0,296366.0,301047.0,305304.0,309710.0,313252.0,313946.0,314072.0,318340.0,322196.0,325255.0,327233.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,5686.0,7652.0,7699.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7706.0,7709.0,7721.0,7730.0,7734.0,7734.0,7734.0,7739.0,7860.0,13201.0,19581.0,25420.0,25555.0,25682.0,32911.0,40483.0,49423.0,59347.0,67785.0,68148.0,68391.0,76348.0,83418.0,90084.0,96100.0,100745.0,100784.0,100793.0,105409.0,108953.0,111690.0,113988.0,115813.0,115896.0,115910.0,118980.0,122536.0,125898.0,129344.0,129346.0,129346.0,129346.0,134880.0,140053.0,144976.0,150758.0,155750.0,155832.0,155886.0,161560.0,167240.0,172002.0,176167.0,180308.0,180499.0,180584.0,184531.0,188542.0,192361.0,196354.0,200155.0,200233.0,200260.0,204309.0,207869.0,210931.0,214985.0,215899.0,215900.0,215901.0,218586.0,221587.0,224726.0,227641.0,230091.0,230229.0,230238.0,232383.0,234361.0,235862.0,237065.0,238325.0,238375.0,238387.0,239394.0,240304.0,241236.0,242956.0,242970.0,243034.0,243040.0,244611.0,245845.0,247121.0,248249.0,249116.0,249150.0,249153.0,250699.0,252400.0,254037.0,255521.0
