Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23
Arica y Parinacota,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,2091.0,2734.0,2802.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2806.0,2821.0,2832.0,2844.0,2852.0,2853.0,2853.0,2855.0,2916.0,4169.0,7003.0,9231.0,9490.0,9517.0,11812.0,14331.0,17162.0,19910.0,22750.0,22844.0,22844.0,25789.0,28637.0,31329.0,33828.0,35971.0,36016.0,36016.0,38131.0,40235.0,41447.0,42253.0,43020.0,43026.0,43026.0,43908.0,44943.0,45771.0,46646.0,46653.0,46657.0,46658.0,48217.0,49505.0,50738.0,52268.0,53358.0,53411.0,53411.0,54187.0,55920.0,57623.0,59455.0,60369.0,60421.0,60423.0,61071.0,63011.0,64517.0,65237.0,66699.0,66731.0,66734.0,68326.0,69974.0,71294.0,72361.0,72747.0,72747.0,72748.0,73663.0,74766.0,75636.0,75821.0,76036.0,76044.0,76044.0,77213.0,78424.0,79283.0,79800.0,80396.0,80412.0,80415.0,81331.0,82300.0,83062.0,83803.0,83844.0,83997.0,83998.0,84845.0,85656.0,86299.0,87019.0,87580.0,87621.0,87624.0,88369.0,89587.0,90127.0,90929.0,91650.0,91745.0,91748.0,91944.0,93554.0,94903.0,96441.0,97705.0,97914.0,97917.0,98917.0,100267.0,101527.0,103021.0,103957.0,104361.0,104362.0,104487.0,106637.0,108670.0
Arica y Parinacota,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,936.0,1564.0,1683.0,1683.0,1683.0,1788.0,1802.0,1815.0,1817.0,1818.0,1818.0,1818.0,1824.0,1827.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0
Atacama,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,1640.0,2511.0,3600.0,3865.0,3865.0,3865.0,3865.0,3867.0,3867.0,3867.0,3867.0,3867.0,3867.0,3867.0,3869.0,9465.0,15290.0,20045.0,20500.0,20500.0,24102.0,26521.0,28752.0,30818.0,33331.0,33808.0,33808.0,35924.0,37801.0,39697.0,41641.0,42725.0,42778.0,42780.0,44697.0,47130.0,49476.0,51762.0,53294.0,53370.0,53370.0,54752.0,55936.0,56903.0,58053.0,60075.0,60374.0,60374.0,62350.0,64300.0,66148.0,68204.0,70230.0,70334.0,70334.0,72673.0,74985.0,77193.0,79346.0,81069.0,81070.0,81082.0,83547.0,86096.0,88571.0,90838.0,93257.0,93257.0,93257.0,95458.0,97517.0,99257.0,100933.0,100933.0,100933.0,100933.0,102549.0,104084.0,105857.0,107065.0,108582.0,108713.0,108713.0,109133.0,110667.0,112064.0,113191.0,114220.0,114220.0,114220.0,115338.0,116720.0,117629.0,118693.0,119604.0,119604.0,119604.0,120399.0,121524.0,122624.0,123480.0,124594.0,124594.0,124594.0,126078.0,127618.0,128937.0,130286.0,131941.0,132130.0,132130.0,133664.0,135451.0,137040.0,138398.0,140046.0,140071.0,140071.0,141820.0,143813.0,145793.0,147621.0,147621.0,147805.0,147805.0,150836.0,154384.0,157575.0,160726.0,163018.0,163020.0,163020.0,165890.0,168750.0,171060.0,172367.0,173084.0,173103.0,173103.0,174333.0,176127.0,177928.0,179432.0,180965.0,181064.0,181064.0,182528.0,183612.0,184839.0,186276.0,187659.0,187677.0,187677.0,187677.0,189460.0,190419.0
Atacama,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,8.0,504.0,1745.0,2664.0,3661.0,3740.0,3740.0,3740.0,3740.0,3741.0,3741.0,3741.0,3741.0,3741.0,3741.0,3741.0,3741.0,3741.0,3748.0,3775.0,3775.0,3775.0,3784.0,4457.0,9466.0,14667.0,19172.0,19595.0,19596.0,23082.0,25517.0,27743.0,29839.0,32285.0,32654.0,32654.0,35133.0,37942.0,40819.0,42664.0,43901.0,43925.0,43930.0,45611.0,47306.0,48680.0,50582.0,51912.0,51913.0,51913.0,52987.0,54249.0,55694.0,57195.0,57196.0,57196.0,57196.0,59857.0,61926.0,63713.0,65638.0,67218.0,67224.0,67224.0,69174.0,71788.0,74002.0,76194.0,78010.0,78016.0,78016.0,80072.0,82552.0,84837.0,87054.0,88825.0,88830.0,88830.0,90165.0,92392.0,94643.0,96466.0,97256.0,97256.0,97256.0,98501.0,99960.0,101710.0,102857.0,103838.0,103902.0,103902.0,104768.0,106427.0,107740.0,108789.0,109501.0,109501.0,109501.0,110663.0,112117.0,113244.0,114489.0,114490.0,114512.0,114512.0,115624.0,117017.0,118121.0,118883.0,119521.0,119525.0,119527.0,121181.0,122795.0,124105.0,125229.0,125934.0,125948.0,125951.0,127484.0,129590.0,131528.0,132804.0,133850.0,133912.0,133915.0,135557.0,136891.0,138636.0,140648.0,141736.0,141754.0,141758.0,141766.0,145300.0,147465.0
Atacama,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,567.0,856.0,856.0,856.0,1241.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2498.0,6202.0,8200.0,8708.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,12773.0,17626.0,22451.0,22459.0,22459.0,30308.0,39190.0,49269.0,58823.0,67662.0,68143.0,68143.0,79337.0,88178.0,96228.0,103146.0,109626.0,109670.0,109675.0,115886.0,121144.0,125800.0,130616.0,134579.0,134715.0,134715.0,142172.0,150185.0,157758.0,164122.0,169682.0,169734.0,169734.0,175731.0,181982.0,187682.0,194195.0,199877.0,200084.0,200084.0,206467.0,213134.0,218905.0,224523.0,229790.0,229892.0,229892.0,235729.0,241521.0,247622.0,253932.0,260648.0,261081.0,261081.0,266921.0,272445.0,277483.0,283073.0,283082.0,283082.0,283084.0,286995.0,291590.0,295935.0,299791.0,303315.0,303405.0,303405.0,307180.0,310625.0,313969.0,316844.0,319775.0,319856.0,319856.0,322459.0,324582.0,326520.0,329226.0,331415.0,331511.0,331512.0,333842.0,336131.0,338469.0,340647.0,342588.0,342603.0,342603.0,346196.0,349916.0,353680.0,357212.0,360762.0,360927.0,360927.0,365468.0,370287.0,374799.0,379118.0,383319.0,383344.0,383344.0,388206.0,394132.0,399295.0,404876.0,404892.0,405110.0,405115.0,412236.0,421369.0,429353.0,436823.0,442991.0,443291.0,443291.0,449746.0,455328.0,458844.0,462080.0,465628.0,466031.0,466031.0,470341.0,474265.0,478617.0,483248.0,486913.0,487279.0,487340.0,492388.0,497144.0,502383.0,506271.0,509678.0,510005.0,510073.0,510169.0,515328.0,518898.0
Coquimbo,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.0,6442.0,8058.0,8561.0,8573.0,8606.0,8606.0,8606.0,8606.0,8606.0,8607.0,8607.0,8607.0,8607.0,8609.0,8613.0,8626.0,8655.0,8658.0,8658.0,8658.0,8662.0,8726.0,12405.0,16998.0,21516.0,21535.0,21536.0,28973.0,37540.0,47580.0,56845.0,65421.0,65777.0,65779.0,77836.0,88029.0,97622.0,106649.0,114066.0,114114.0,114117.0,121344.0,125559.0,128686.0,131155.0,133569.0,133647.0,133648.0,139282.0,146340.0,153457.0,160034.0,160136.0,160138.0,160141.0,169847.0,176652.0,182486.0,189319.0,194619.0,194789.0,194790.0,201140.0,207392.0,212998.0,218360.0,223481.0,223576.0,223579.0,229720.0,235152.0,240906.0,246641.0,252469.0,252737.0,252739.0,258196.0,262877.0,268674.0,274040.0,275600.0,275602.0,275607.0,279165.0,283233.0,287634.0,291332.0,294758.0,294806.0,294809.0,298425.0,301968.0,305320.0,308214.0,310844.0,310872.0,310874.0,313488.0,316025.0,318169.0,321057.0,321063.0,321118.0,321121.0,324461.0,327188.0,329993.0,332314.0,334040.0,334103.0,334104.0,337201.0,341073.0,344465.0,347342.0,350328.0,350517.0,350521.0,354739.0,358789.0,362518.0,366455.0,370131.0,370260.0,370271.0,374871.0,380116.0,385216.0,389788.0,391568.0,391791.0,391816.0,391996.0,401046.0,406983.0
Coquimbo,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2336.0,5593.0,7577.0,8475.0,8511.0,8511.0,8922.0,9184.0,9230.0,9284.0,9285.0,9285.0,9285.0,9307.0,9307.0,9307.0,9307.0,9307.0,9307.0,9307.0,9307.0,9307.0,9307.0
Araucanía,Primera,0.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,946.0,13334.0,22445.0,30498.0,31627.0,31629.0,42802.0,57200.0,72073.0,86304.0,100183.0,102258.0,102259.0,118662.0,132759.0,143380.0,152449.0,160745.0,161127.0,161127.0,168605.0,175419.0,181186.0,186049.0,191168.0,191781.0,191782.0,199302.0,209491.0,217964.0,225486.0,232526.0,232937.0,232937.0,240894.0,248723.0,256729.0,266724.0,275906.0,276605.0,276605.0,285613.0,294978.0,303316.0,311101.0,318683.0,319107.0,319107.0,326191.0,333167.0,340448.0,347505.0,354623.0,354912.0,354912.0,362001.0,368055.0,373445.0,379415.0,379432.0,379450.0,379450.0,383242.0,387841.0,392505.0,396216.0,399790.0,399953.0,399953.0,403293.0,407466.0,411162.0,414131.0,416943.0,417065.0,417065.0,419691.0,422468.0,424560.0,427578.0,430040.0,430454.0,430475.0,432929.0,435417.0,437961.0,439882.0,442523.0,442547.0,442547.0,446436.0,450755.0,454837.0,458815.0,462903.0,463453.0,463453.0,468560.0,474130.0,479486.0,484189.0,489258.0,489288.0,489296.0,494291.0,499854.0,505255.0,511368.0,512417.0,513796.0,513800.0,522421.0,531988.0,541376.0,549201.0,555788.0,556091.0,556091.0,563564.0,572072.0,579141.0,582653.0,584790.0,585278.0,585278.0,588660.0,591785.0,595883.0,600478.0,604104.0,604378.0,604378.0,609375.0,613531.0,618435.0,621711.0,624347.0,624592.0,624592.0,624677.0,629463.0,633500.0
Araucanía,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,703.0,716.0,716.0,716.0,717.0,1026.0,12147.0,20929.0,28659.0,29858.0,29862.0,40697.0,54200.0,68608.0,82417.0,96210.0,98129.0,98137.0,114886.0,130206.0,142024.0,152114.0,161659.0,161956.0,161957.0,169539.0,175291.0,180313.0,184142.0,187734.0,187811.0,187811.0,194644.0,203870.0,211835.0,219986.0,220350.0,220366.0,220366.0,232704.0,240950.0,248956.0,258620.0,267139.0,267462.0,267465.0,276599.0,285778.0,294077.0,301658.0,309223.0,309531.0,309533.0,316918.0,323895.0,330801.0,337423.0,344087.0,344416.0,344420.0,351492.0,357914.0,363555.0,369029.0,370514.0,370521.0,370522.0,373910.0,378088.0,382573.0,386229.0,389744.0,389912.0,389913.0,393321.0,397197.0,400826.0,403721.0,406202.0,406208.0,406209.0,408992.0,411907.0,414236.0,417954.0,418143.0,418445.0,418459.0,422316.0,425592.0,427992.0,430475.0,432767.0,432827.0,432829.0,436080.0,439724.0,443220.0,446175.0,448879.0,449060.0,449063.0,454147.0,459588.0,464876.0,469487.0,474183.0,474325.0,474325.0,479174.0,484280.0,489485.0,494546.0,496491.0,497096.0,497097.0,497396.0,508320.0,517526.0
Araucanía,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,678.0,2102.0,4466.0,4531.0,4531.0,5739.0,6624.0,7693.0,8658.0,9513.0,9514.0,9514.0,10122.0,10484.0,10999.0,11237.0,11419.0,11420.0,11420.0,11420.0,11590.0,12656.0
Los Lagos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,802.0,9742.0,18286.0,26912.0,30496.0,31182.0,44057.0,57033.0,70064.0,82228.0,93535.0,96679.0,96803.0,110904.0,121602.0,129300.0,136010.0,142344.0,142730.0,142737.0,148345.0,153596.0,158657.0,163612.0,169237.0,169575.0,169575.0,175625.0,182285.0,188748.0,194476.0,199722.0,200502.0,200613.0,206571.0,213028.0,219142.0,226211.0,232920.0,234398.0,234413.0,241540.0,249689.0,256488.0,263141.0,268393.0,269320.0,269328.0,275125.0,281941.0,289443.0,296849.0,303606.0,304152.0,304152.0,309931.0,315872.0,322117.0,328615.0,328620.0,328628.0,328628.0,332566.0,337221.0,341654.0,344693.0,347554.0,347695.0,347695.0,350703.0,354602.0,358610.0,362005.0,364590.0,364770.0,364770.0,365348.0,365994.0,366551.0,367801.0,369423.0,369597.0,369598.0,372346.0,375294.0,377179.0,378861.0,380116.0,380116.0,380116.0,383518.0,387191.0,390484.0,393783.0,396927.0,397262.0,397263.0,401112.0,405540.0,410082.0,414430.0,418749.0,418824.0,418824.0,423935.0,429516.0,434643.0,439459.0,439459.0,439574.0,439574.0,447473.0,456263.0,465254.0,473711.0,481226.0,481435.0,481436.0,488931.0,496327.0,502526.0,505885.0,509759.0,510297.0,510297.0,514862.0,519987.0,525200.0,530441.0,534174.0,534816.0,534816.0,538685.0,542547.0,546596.0,549535.0,552097.0,552716.0,552716.0,552716.0,556557.0,560478.0
Los Lagos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,501.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,538.0,539.0,539.0,539.0,839.0,1569.0,9657.0,17674.0,25556.0,28447.0,28764.0,40952.0,53232.0,65754.0,77896.0,88785.0,91750.0,91815.0,106072.0,119090.0,128746.0,137433.0,144151.0,144546.0,144557.0,152027.0,157640.0,161639.0,164635.0,167171.0,167209.0,167209.0,171786.0,177346.0,183735.0,190226.0,190238.0,190243.0,190244.0,199086.0,205446.0,211569.0,217031.0,222987.0,223257.0,223258.0,231741.0,240199.0,247367.0,253931.0,258788.0,258984.0,258986.0,265331.0,272337.0,279912.0,286405.0,292267.0,292498.0,292501.0,298575.0,304544.0,309714.0,315890.0,317419.0,317419.0,317420.0,321591.0,326025.0,330441.0,333876.0,336641.0,336740.0,336740.0,340032.0,344138.0,348008.0,351297.0,353750.0,353773.0,353773.0,355191.0,356484.0,357712.0,359077.0,359079.0,359089.0,359089.0,362004.0,365537.0,367663.0,369271.0,370317.0,370336.0,370338.0,373125.0,376665.0,379820.0,382561.0,384312.0,384543.0,384543.0,388520.0,392838.0,396988.0,400914.0,403766.0,403883.0,403884.0,408872.0,414466.0,419352.0,423349.0,424876.0,425058.0,425060.0,425072.0,433622.0,441557.0
Los Lagos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,1028.0,1676.0,2421.0,2505.0,2505.0,3063.0,3652.0,4147.0,4591.0,4938.0,4951.0,4951.0,6365.0,7810.0,9251.0,10492.0,11563.0,11572.0,11572.0,11572.0,13176.0,14646.0
Los Ríos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,770.0,5511.0,10191.0,14574.0,15140.0,15657.0,21112.0,28011.0,35137.0,42228.0,47630.0,48438.0,48881.0,54478.0,58337.0,61675.0,64666.0,67461.0,67534.0,67588.0,70582.0,73042.0,75178.0,77099.0,78655.0,78674.0,78675.0,80675.0,84520.0,88714.0,92178.0,95028.0,95184.0,95219.0,98699.0,102456.0,105742.0,109959.0,113063.0,113214.0,113345.0,116957.0,120836.0,123949.0,126408.0,129069.0,129202.0,129403.0,132630.0,135701.0,138909.0,142809.0,146829.0,146989.0,146993.0,150201.0,152649.0,155022.0,157574.0,157700.0,157826.0,157894.0,159401.0,161071.0,162593.0,164361.0,166346.0,166507.0,166556.0,167988.0,169579.0,171492.0,173156.0,174824.0,175182.0,175183.0,176011.0,177041.0,177837.0,178773.0,179347.0,179423.0,179430.0,179995.0,180445.0,180822.0,181334.0,182294.0,182436.0,182445.0,183513.0,184708.0,185993.0,187447.0,189117.0,189383.0,189383.0,190895.0,192578.0,194289.0,195814.0,197389.0,197440.0,197440.0,199109.0,201383.0,203893.0,206476.0,207003.0,207661.0,207702.0,211011.0,215172.0,218810.0,222184.0,225114.0,225154.0,225156.0,227699.0,231013.0,233275.0,234566.0,235587.0,235724.0,235754.0,237175.0,238811.0,240752.0,242719.0,244179.0,244232.0,244232.0,246252.0,248349.0,250305.0,251527.0,252308.0,252497.0,252497.0,252731.0,255190.0,256768.0
