Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23
Los Ríos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,616.0,4868.0,9322.0,13716.0,14224.0,14605.0,19767.0,26513.0,33457.0,40411.0,45623.0,46424.0,46896.0,52775.0,57828.0,62049.0,65700.0,68841.0,68984.0,69038.0,72209.0,74199.0,75553.0,76828.0,77817.0,77852.0,77854.0,79225.0,82480.0,86217.0,90366.0,90636.0,90744.0,90777.0,95370.0,99183.0,102402.0,106183.0,109562.0,109707.0,109802.0,113218.0,116788.0,119973.0,122521.0,125058.0,125271.0,125469.0,128499.0,131561.0,134645.0,137892.0,140625.0,140830.0,140834.0,144078.0,146810.0,148605.0,151772.0,152839.0,152937.0,152954.0,154236.0,155947.0,157740.0,159517.0,161056.0,161191.0,161192.0,162536.0,164333.0,166327.0,167937.0,169259.0,169284.0,169284.0,170262.0,171759.0,172835.0,174070.0,174119.0,174217.0,174220.0,175181.0,176085.0,176771.0,177432.0,178225.0,178257.0,178260.0,179139.0,180647.0,181998.0,183222.0,184264.0,184389.0,184405.0,185821.0,187991.0,189842.0,191421.0,192883.0,192927.0,192928.0,194477.0,196432.0,198732.0,200922.0,201877.0,202222.0,202225.0,202504.0,207243.0,210622.0
Los Ríos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,744.0,1617.0,2238.0,2275.0,2284.0,2633.0,2848.0,3051.0,3173.0,3250.0,3250.0,3250.0,3353.0,3397.0,3443.0,3495.0,3523.0,3523.0,3523.0,3523.0,3589.0,4027.0
Magallanes,Primera,0.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,222.0,3606.0,6713.0,8985.0,9021.0,9021.0,12183.0,15501.0,20136.0,23654.0,26709.0,26715.0,26721.0,30331.0,32710.0,35305.0,37065.0,38785.0,38987.0,38997.0,39845.0,40565.0,41479.0,42476.0,43315.0,43403.0,43403.0,45572.0,47963.0,50156.0,51916.0,53448.0,53457.0,53461.0,54722.0,56021.0,57237.0,58911.0,60164.0,60168.0,60209.0,61667.0,63467.0,64745.0,66164.0,67552.0,67565.0,67576.0,69200.0,70588.0,72139.0,73490.0,75416.0,75427.0,75429.0,76794.0,78036.0,79297.0,80659.0,80660.0,80660.0,80660.0,81530.0,82823.0,84121.0,85130.0,85897.0,85900.0,85902.0,86873.0,87714.0,88711.0,89637.0,90461.0,90464.0,90464.0,91116.0,91852.0,92375.0,93138.0,93479.0,93482.0,93483.0,93583.0,94208.0,94814.0,95043.0,95273.0,95273.0,95273.0,95791.0,96399.0,96977.0,97428.0,97991.0,98001.0,98001.0,98710.0,99649.0,100242.0,100884.0,101668.0,101669.0,101670.0,102396.0,103278.0,104333.0,105696.0,105697.0,105697.0,105697.0,107315.0,108662.0,110084.0,111394.0,112439.0,112809.0,113247.0,114104.0,114914.0,115630.0,115714.0,115792.0,115793.0,115796.0,115839.0,115921.0,116036.0,116118.0,116246.0,116246.0,116253.0,116316.0,116369.0,116416.0,116483.0,116527.0,116582.0,116582.0,116583.0,116978.0,117118.0
Magallanes,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,157.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,165.0,165.0,165.0,165.0,165.0,210.0,3312.0,6247.0,8475.0,8521.0,8523.0,11648.0,14761.0,19197.0,22730.0,25758.0,25770.0,25777.0,29369.0,32062.0,35168.0,37444.0,39308.0,39320.0,39322.0,40211.0,41060.0,41502.0,42127.0,42669.0,42678.0,42678.0,44271.0,46854.0,48992.0,50842.0,50843.0,50847.0,50849.0,52792.0,54317.0,55557.0,57079.0,58279.0,58286.0,58288.0,59482.0,60994.0,62393.0,63803.0,65344.0,65358.0,65360.0,66743.0,68339.0,69866.0,70974.0,71974.0,71983.0,71983.0,72921.0,74379.0,75667.0,76707.0,77286.0,77290.0,77290.0,78230.0,79838.0,80684.0,82043.0,82909.0,82914.0,82914.0,83872.0,84884.0,85828.0,86626.0,87431.0,87432.0,87432.0,87902.0,88603.0,89370.0,90377.0,90383.0,90384.0,90384.0,90795.0,91630.0,92444.0,92924.0,93319.0,93320.0,93320.0,93692.0,94347.0,94904.0,95438.0,95985.0,95991.0,96000.0,96615.0,97609.0,98259.0,98946.0,99731.0,99733.0,99739.0,100501.0,101271.0,102194.0,103362.0,103738.0,103793.0,103793.0,103848.0,105343.0,106636.0
Magallanes,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,845.0,1301.0,1785.0,2469.0,2904.0,3402.0,3905.0,4708.0,5386.0,5386.0,5417.0,6007.0,6472.0,7033.0,7507.0,7829.0,7944.0,7944.0,7967.0,8356.0,8689.0
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2498.0,4514.0,6930.0,7469.0,7469.0,10863.0,14865.0,19677.0,23993.0,28210.0,28381.0,28381.0,33614.0,38449.0,41930.0,44132.0,46277.0,46386.0,46386.0,47961.0,49674.0,52048.0,54196.0,55708.0,55781.0,55781.0,57683.0,59594.0,61293.0,63075.0,65071.0,65181.0,65181.0,67059.0,68785.0,70355.0,72479.0,74634.0,74836.0,74836.0,77121.0,79648.0,81998.0,84368.0,86872.0,87111.0,87111.0,89416.0,91814.0,94466.0,96678.0,99385.0,99489.0,99489.0,101939.0,104070.0,106049.0,107970.0,107998.0,108026.0,108066.0,109871.0,111988.0,114129.0,115801.0,117435.0,117583.0,117611.0,119669.0,121373.0,123184.0,124816.0,126811.0,127006.0,127063.0,129025.0,131082.0,132857.0,134294.0,135675.0,135916.0,135929.0,137366.0,138860.0,140681.0,141757.0,142861.0,142951.0,143056.0,144755.0,146164.0,147557.0,148774.0,150025.0,150702.0,150772.0,152360.0,153922.0,155531.0,156904.0,158479.0,158521.0,158525.0,160119.0,161736.0,163189.0,164691.0,164788.0,165483.0,165598.0,168702.0,171955.0,174933.0,177395.0,179897.0,180845.0,180985.0,183656.0,185921.0,187998.0,189712.0,191254.0,191926.0,191965.0,193667.0,195106.0,196592.0,198082.0,199413.0,199873.0,199878.0,201626.0,202898.0,204383.0,205446.0,206483.0,206817.0,206839.0,206847.0,208417.0,210147.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2218.0,4147.0,6415.0,6923.0,6923.0,10153.0,14047.0,18582.0,22663.0,26784.0,26987.0,26987.0,32044.0,37449.0,42317.0,45972.0,48660.0,48822.0,48822.0,50686.0,51770.0,52734.0,53513.0,54387.0,54440.0,54440.0,56028.0,57727.0,59369.0,61497.0,61498.0,61498.0,61500.0,64452.0,66411.0,68205.0,70159.0,71776.0,71910.0,71912.0,74332.0,76845.0,79180.0,81344.0,83617.0,83788.0,83788.0,86309.0,88789.0,91223.0,93014.0,94854.0,94990.0,94991.0,97921.0,99958.0,101998.0,103885.0,104592.0,104616.0,104645.0,106295.0,108086.0,109550.0,111505.0,113040.0,113380.0,113380.0,115333.0,117001.0,118473.0,119995.0,121705.0,121706.0,121706.0,123720.0,125738.0,127728.0,129664.0,129708.0,130016.0,130041.0,131792.0,133406.0,135022.0,136387.0,137508.0,137728.0,137764.0,139358.0,140860.0,142207.0,143372.0,144693.0,145002.0,145010.0,146719.0,148221.0,149684.0,151033.0,152510.0,152711.0,152712.0,154182.0,155639.0,157136.0,158469.0,159121.0,159546.0,159548.0,159557.0,162949.0,165910.0
Tarapacá,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,72.0,109.0,125.0,125.0,199.0,259.0,339.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3094.0,19414.0,37413.0,56787.0,58073.0,58111.0,85911.0,116233.0,149421.0,180766.0,208614.0,209942.0,209942.0,243741.0,273510.0,297919.0,318564.0,337091.0,337770.0,337883.0,349248.0,358388.0,366201.0,374839.0,384437.0,388080.0,388096.0,401435.0,419713.0,440237.0,459177.0,477005.0,477307.0,477307.0,493359.0,508792.0,524447.0,545900.0,563668.0,564893.0,564893.0,581315.0,599720.0,616791.0,635092.0,651551.0,652658.0,652741.0,667825.0,681963.0,697476.0,713154.0,729632.0,730002.0,730030.0,746775.0,760763.0,773511.0,787329.0,787491.0,787683.0,787724.0,795554.0,805227.0,814917.0,822601.0,830181.0,830768.0,830887.0,839744.0,846837.0,855260.0,861834.0,868909.0,869308.0,869350.0,875176.0,879990.0,883934.0,891032.0,896018.0,896369.0,896399.0,902069.0,906023.0,910903.0,914901.0,919504.0,919561.0,919582.0,927746.0,935998.0,944697.0,953296.0,961803.0,962813.0,962869.0,973237.0,984310.0,994590.0,1004370.0,1014606.0,1014752.0,1014811.0,1026754.0,1039439.0,1051214.0,1062641.0,1062762.0,1065142.0,1065226.0,1082398.0,1100429.0,1117977.0,1134242.0,1146404.0,1149268.0,1149326.0,1162556.0,1177054.0,1189185.0,1193301.0,1194925.0,1195896.0,1195898.0,1200767.0,1206554.0,1213337.0,1222584.0,1231391.0,1233369.0,1233453.0,1245490.0,1254531.0,1265882.0,1273452.0,1279968.0,1281415.0,1281456.0,1281834.0,1292359.0,1300100.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1457.0,2920.0,18128.0,35358.0,53932.0,55055.0,55062.0,81866.0,111388.0,143697.0,174152.0,201424.0,202439.0,202451.0,235443.0,267883.0,295134.0,320351.0,339435.0,340112.0,340188.0,354942.0,366710.0,373530.0,379147.0,383622.0,383708.0,383732.0,396143.0,411957.0,432157.0,454278.0,454856.0,455068.0,455089.0,479509.0,496069.0,511602.0,532502.0,549955.0,550759.0,550798.0,567138.0,584276.0,601293.0,619118.0,635088.0,635884.0,635975.0,651802.0,665456.0,680156.0,694033.0,708952.0,709410.0,709442.0,726425.0,739841.0,752866.0,765992.0,769476.0,769577.0,769634.0,777045.0,786127.0,795207.0,803144.0,810144.0,810564.0,810617.0,818773.0,826646.0,834794.0,840739.0,846804.0,846887.0,846924.0,852773.0,858527.0,863395.0,870698.0,870757.0,871208.0,871233.0,878952.0,885370.0,890935.0,895134.0,898650.0,899026.0,899041.0,904643.0,912410.0,920388.0,928060.0,935357.0,936287.0,936368.0,946918.0,957852.0,967776.0,977242.0,986892.0,987650.0,987701.0,998787.0,1010382.0,1021622.0,1031988.0,1035744.0,1037726.0,1037851.0,1038557.0,1059557.0,1073941.0
Valparaíso,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,1303.0,6938.0,12022.0,13053.0,13073.0,17035.0,19920.0,22557.0,24807.0,24906.0,24906.0,24906.0,24949.0,24949.0,24949.0,24949.0,24949.0,24949.0,24949.0,24949.0,24949.0,24949.0
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0,5437.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7824.0,13476.0,20182.0,26379.0,26615.0,26731.0,33945.0,41795.0,50906.0,61281.0,70115.0,70411.0,70662.0,78157.0,84520.0,90435.0,95590.0,99927.0,100126.0,100126.0,104194.0,108006.0,111294.0,114580.0,117237.0,117291.0,117349.0,120867.0,124878.0,128428.0,131302.0,133679.0,133759.0,133795.0,138431.0,143476.0,148470.0,154490.0,159622.0,159828.0,160042.0,165915.0,171687.0,176443.0,180705.0,184702.0,184928.0,185134.0,188891.0,192927.0,197013.0,201050.0,205047.0,205091.0,205150.0,208962.0,212289.0,215389.0,220021.0,220022.0,220022.0,220022.0,223054.0,226280.0,229405.0,232339.0,235267.0,235489.0,235516.0,237455.0,239016.0,240266.0,241261.0,242485.0,242564.0,242578.0,243572.0,244558.0,245288.0,246598.0,247477.0,247514.0,247515.0,248753.0,249691.0,250803.0,251644.0,252475.0,252476.0,252476.0,254362.0,256349.0,258448.0,260305.0,262220.0,262468.0,262487.0,264798.0,267277.0,269794.0,272014.0,274405.0,274535.0,274633.0,276913.0,280698.0,285849.0,291161.0,291338.0,291719.0,291883.0,296432.0,301116.0,305373.0,309780.0,313328.0,314022.0,314148.0,318454.0,322330.0,325414.0,327486.0,329291.0,329668.0,329743.0,331446.0,333116.0,335081.0,337283.0,338864.0,339329.0,339439.0,341592.0,343275.0,345391.0,347057.0,348511.0,348869.0,348935.0,349065.0,351373.0,353576.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,5686.0,7652.0,7699.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7706.0,7709.0,7721.0,7730.0,7734.0,7734.0,7734.0,7740.0,7861.0,13212.0,19597.0,25437.0,25574.0,25701.0,32930.0,40504.0,49446.0,59370.0,67808.0,68172.0,68416.0,76374.0,83446.0,90113.0,96129.0,100775.0,100814.0,100823.0,105439.0,108985.0,111722.0,114019.0,115844.0,115927.0,115941.0,119013.0,122571.0,125934.0,129382.0,129384.0,129384.0,129384.0,134920.0,140094.0,145017.0,150799.0,155791.0,155873.0,155927.0,161601.0,167284.0,172050.0,176215.0,180356.0,180547.0,180632.0,184579.0,188592.0,192412.0,196407.0,200208.0,200286.0,200313.0,204362.0,207922.0,210983.0,215037.0,215952.0,215953.0,215954.0,218639.0,221640.0,224779.0,227693.0,230143.0,230281.0,230290.0,232435.0,234414.0,235915.0,237118.0,238379.0,238429.0,238441.0,239448.0,240358.0,241290.0,243015.0,243029.0,243093.0,243099.0,244670.0,245911.0,247189.0,248319.0,249186.0,249220.0,249223.0,250785.0,252488.0,254143.0,255699.0,257370.0,257546.0,257567.0,259762.0,262021.0,264353.0,266496.0,268638.0,268848.0,268886.0,271004.0,274644.0,279228.0,284056.0,285380.0,285782.0,285890.0,286254.0,291805.0,295197.0
Ñuble,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,636.0,664.0,664.0,1078.0,1424.0,1871.0,2171.0,2456.0,2534.0,2535.0,2808.0,3072.0,3259.0,3387.0,3439.0,3448.0,3448.0,3448.0,3588.0,3657.0
Biobío,Primera,0.0,1388.0,2044.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2092.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,6316.0,28221.0,46733.0,63169.0,67331.0,69957.0,93392.0,120860.0,152390.0,181076.0,203026.0,206267.0,207546.0,228809.0,245696.0,260119.0,271045.0,280980.0,282119.0,282511.0,291025.0,298764.0,306528.0,315750.0,322533.0,322881.0,323039.0,334463.0,347759.0,361048.0,373168.0,383879.0,384518.0,384734.0,396582.0,409697.0,422302.0,439638.0,454754.0,457967.0,458841.0,473922.0,490009.0,504651.0,518183.0,530853.0,533522.0,534681.0,546494.0,558728.0,571443.0,583468.0,597737.0,598340.0,598365.0,611149.0,621831.0,632857.0,644150.0,644346.0,644418.0,644420.0,650577.0,658110.0,666144.0,672930.0,678494.0,679739.0,679959.0,686283.0,692279.0,698046.0,701979.0,705685.0,706066.0,706106.0,709590.0,712123.0,714369.0,718687.0,721733.0,722249.0,722369.0,725630.0,728430.0,731798.0,734155.0,738726.0,738841.0,739308.0,745742.0,752633.0,759218.0,766069.0,772379.0,773880.0,774099.0,781854.0,789960.0,798087.0,805410.0,812659.0,812668.0,812675.0,821560.0,831222.0,839797.0,848068.0,848072.0,850828.0,851460.0,864717.0,879510.0,893747.0,906994.0,918465.0,922832.0,924207.0,937069.0,948081.0,958861.0,965694.0,971528.0,973480.0,973783.0,977917.0,981639.0,987701.0,995131.0,1000782.0,1002587.0,1002643.0,1010785.0,1017153.0,1025704.0,1031053.0,1035576.0,1036765.0,1036856.0,1037249.0,1045734.0,1052451.0
