Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2496.0,4512.0,6928.0,7469.0,7469.0,10864.0,14866.0,19680.0,23996.0,28214.0,28385.0,28385.0,33619.0,38455.0,41936.0,44138.0,46283.0,46392.0,46392.0,47968.0,49681.0,52054.0,54200.0,55710.0,55783.0,55783.0,57683.0,59593.0,61294.0,63075.0,65071.0,65181.0,65181.0,67061.0,68790.0,70360.0,72485.0,74641.0,74843.0,74843.0,77129.0,79660.0,82009.0,84401.0,86979.0,87218.0,87218.0,89610.0,90388.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2216.0,4141.0,6409.0,6917.0,6917.0,10145.0,14039.0,18574.0,22654.0,26775.0,26978.0,26978.0,32034.0,37436.0,42304.0,45956.0,48642.0,48804.0,48804.0,50669.0,51015.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3092.0,19409.0,37407.0,56782.0,58068.0,58106.0,85903.0,116224.0,149501.0,180748.0,208593.0,209923.0,209923.0,243716.0,273483.0,297893.0,318542.0,337068.0,337747.0,337860.0,349225.0,358361.0,366165.0,374800.0,384398.0,388060.0,388076.0,401402.0,419681.0,440201.0,459134.0,476944.0,477244.0,477244.0,493269.0,508694.0,524327.0,545621.0,563278.0,564500.0,564500.0,580905.0,599259.0,616337.0,634679.0,651265.0,652372.0,652502.0,667689.0,672425.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1456.0,2915.0,18099.0,35313.0,53871.0,54994.0,55001.0,81787.0,111295.0,143482.0,173856.0,200949.0,201965.0,201977.0,234943.0,267295.0,294534.0,319737.0,338819.0,339494.0,339566.0,354215.0,358616.0
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0,5437.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7824.0,13474.0,20179.0,26377.0,26613.0,26729.0,33940.0,41781.0,50888.0,61258.0,70094.0,70389.0,70640.0,78137.0,84503.0,90410.0,95563.0,99903.0,100102.0,100102.0,104169.0,107976.0,111256.0,114540.0,117196.0,117250.0,117308.0,120823.0,124829.0,128369.0,131230.0,133598.0,133677.0,133713.0,138331.0,143375.0,148327.0,154272.0,159340.0,159546.0,159757.0,165566.0,171335.0,176099.0,180325.0,184268.0,184494.0,184700.0,188484.0,189478.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,5686.0,7652.0,7699.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7706.0,7709.0,7721.0,7730.0,7734.0,7734.0,7734.0,7738.0,7859.0,13178.0,19536.0,25368.0,25503.0,25630.0,32846.0,40406.0,49191.0,58901.0,67239.0,67600.0,67842.0,75688.0,82540.0,89203.0,95132.0,99655.0,99694.0,99703.0,104220.0,105406.0
Biobío,Primera,0.0,1388.0,2044.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2092.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,6313.0,28222.0,46736.0,63173.0,67337.0,69964.0,93388.0,120859.0,152384.0,181071.0,203017.0,206257.0,207536.0,228809.0,245687.0,260110.0,271034.0,280968.0,282107.0,282499.0,291008.0,298741.0,306501.0,315725.0,322504.0,322852.0,323010.0,334437.0,347712.0,360986.0,373085.0,383785.0,384418.0,384634.0,396456.0,409541.0,422121.0,439430.0,454478.0,457682.0,458553.0,473550.0,489618.0,504190.0,517768.0,530252.0,532836.0,533993.0,546080.0,549759.0
Biobío,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1421.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1995.0,2076.0,2113.0,2119.0,2119.0,2119.0,2119.0,2119.0,2119.0,2119.0,2119.0,2119.0,2119.0,2119.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2128.0,4841.0,25079.0,42864.0,58471.0,62352.0,64665.0,86994.0,114427.0,144748.0,172902.0,194731.0,197865.0,199021.0,221945.0,241869.0,259449.0,274465.0,284625.0,285778.0,286209.0,296770.0,299270.0
O’Higgins,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2190.0,7945.0,10301.0,11598.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11916.0,18978.0,28345.0,37231.0,38349.0,38408.0,48276.0,57719.0,70906.0,82122.0,93249.0,94464.0,94484.0,109689.0,122754.0,134085.0,143140.0,150860.0,151291.0,151303.0,157636.0,163117.0,168027.0,172915.0,176671.0,176995.0,176995.0,186467.0,196431.0,205709.0,213742.0,221669.0,222028.0,222030.0,230144.0,238171.0,245900.0,255754.0,264599.0,265124.0,265128.0,274740.0,284076.0,292360.0,299776.0,307135.0,307453.0,307456.0,315084.0,317460.0
O’Higgins,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2556.0,8069.0,10248.0,11393.0,11475.0,11475.0,11475.0,11475.0,11475.0,11475.0,11475.0,11475.0,11475.0,11475.0,11483.0,11486.0,11500.0,11507.0,11519.0,11519.0,11519.0,11536.0,11805.0,18593.0,27646.0,36439.0,37285.0,37312.0,47175.0,56392.0,69292.0,80205.0,90959.0,92050.0,92072.0,107631.0,121253.0,133447.0,143353.0,151663.0,152015.0,152028.0,159156.0,161067.0
Maule,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,1669.0,14326.0,26647.0,39902.0,43803.0,46432.0,61130.0,76168.0,92706.0,107728.0,120430.0,121876.0,122463.0,136539.0,149532.0,161133.0,170225.0,179174.0,179545.0,179709.0,186857.0,193286.0,199156.0,204936.0,211374.0,211653.0,211659.0,219225.0,228688.0,237589.0,244949.0,251542.0,252295.0,252545.0,260790.0,269665.0,279235.0,290101.0,300056.0,301570.0,302112.0,313070.0,323447.0,332537.0,341094.0,349353.0,349962.0,350152.0,358863.0,361089.0
Maule,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,501.0,504.0,504.0,504.0,509.0,509.0,509.0,516.0,1430.0,13065.0,24894.0,37494.0,41302.0,43650.0,58029.0,72577.0,88455.0,103209.0,115719.0,117159.0,117809.0,132164.0,146179.0,159390.0,170182.0,181344.0,181679.0,181763.0,189597.0,191454.0
Metropolitana,Primera,420.0,2934.0,5418.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,7069.0,7942.0,7965.0,7965.0,7965.0,7965.0,7965.0,7981.0,7991.0,7991.0,7991.0,7997.0,8007.0,8007.0,8007.0,8007.0,8007.0,8007.0,8007.0,12105.0,71909.0,135241.0,197865.0,208188.0,210115.0,293815.0,385123.0,486838.0,577945.0,664913.0,678801.0,680542.0,784936.0,870551.0,945008.0,1006180.0,1062611.0,1067891.0,1068296.0,1105649.0,1136297.0,1164288.0,1192241.0,1216128.0,1219930.0,1220042.0,1276886.0,1339759.0,1403646.0,1465127.0,1524059.0,1529773.0,1530182.0,1583176.0,1635501.0,1686407.0,1750357.0,1807300.0,1821775.0,1822699.0,1883050.0,1946528.0,2005350.0,2064310.0,2121033.0,2136945.0,2137881.0,2198972.0,2218870.0
Metropolitana,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,3550.0,5473.0,5540.0,5540.0,5540.0,5541.0,5541.0,5541.0,5541.0,5541.0,5541.0,5652.0,5653.0,5653.0,5653.0,5653.0,5653.0,5653.0,5653.0,5653.0,5653.0,6924.0,7588.0,7593.0,7593.0,7603.0,7753.0,7811.0,7826.0,7837.0,7837.0,7837.0,7837.0,7847.0,7847.0,7847.0,7847.0,7847.0,7847.0,7849.0,7849.0,7852.0,7889.0,7903.0,7904.0,7904.0,7947.0,11635.0,63888.0,123933.0,184379.0,192808.0,194103.0,274802.0,365262.0,464769.0,553513.0,637305.0,649070.0,650254.0,756112.0,846766.0,929448.0,999979.0,1060299.0,1067400.0,1067879.0,1107589.0,1118305.0
