Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01
Los Ríos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,770.0,5511.0,10191.0,14574.0,15140.0,15657.0,21112.0,28011.0,35136.0,42227.0,47629.0,48437.0,48880.0,54477.0,58336.0,61673.0,64664.0,67459.0,67532.0,67586.0,70580.0,73040.0,75176.0,77097.0,78653.0,78672.0,78673.0,80673.0,84518.0,88712.0,92176.0,95026.0,95182.0,95217.0,98698.0,102455.0,105741.0,109958.0,113062.0,113213.0,113344.0,116957.0,120836.0,123949.0,126408.0,129069.0,129202.0,129403.0,132630.0,135701.0,138909.0,142810.0,146830.0,146990.0,146994.0,150202.0,152650.0,155023.0,157574.0,157700.0,157826.0,157894.0,159401.0,161071.0,162593.0,164361.0,166346.0,166507.0,166556.0,167987.0,169578.0,171491.0,173155.0,174823.0,175181.0,175182.0,176010.0,177040.0,177836.0,178772.0,179344.0,179420.0,179427.0,179992.0,180442.0,180819.0,181331.0,182291.0,182433.0,182442.0,183510.0,184706.0,185991.0,187445.0,189115.0,189381.0,189381.0,190893.0,192576.0,194287.0,195811.0,197386.0,197437.0,197437.0,199106.0,201380.0,203890.0,206475.0,207002.0,207660.0,207701.0,211012.0,215174.0,218814.0,222195.0,225127.0,225167.0,225169.0,227714.0,231031.0,233293.0,234586.0,235607.0,235744.0,235774.0,237195.0,238831.0,240772.0,242739.0,244199.0,244252.0,244252.0,246272.0,248369.0,250325.0,251546.0,252327.0,252519.0,252519.0,252753.0,255214.0,257042.0,258214.0,259105.0,259380.0,259417.0,259593.0,260262.0,261037.0,261395.0
Los Ríos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,616.0,4868.0,9322.0,13717.0,14225.0,14606.0,19768.0,26514.0,33458.0,40412.0,45624.0,46425.0,46897.0,52776.0,57829.0,62050.0,65701.0,68842.0,68985.0,69039.0,72210.0,74200.0,75554.0,76829.0,77818.0,77853.0,77855.0,79226.0,82481.0,86218.0,90367.0,90637.0,90745.0,90778.0,95371.0,99184.0,102403.0,106184.0,109563.0,109708.0,109803.0,113220.0,116791.0,119976.0,122524.0,125061.0,125274.0,125472.0,128502.0,131564.0,134648.0,137896.0,140630.0,140835.0,140839.0,144083.0,146815.0,148610.0,151777.0,152844.0,152942.0,152959.0,154241.0,155951.0,157744.0,159522.0,161061.0,161196.0,161197.0,162541.0,164338.0,166332.0,167943.0,169265.0,169290.0,169290.0,170268.0,171765.0,172841.0,174076.0,174125.0,174223.0,174226.0,175185.0,176091.0,176777.0,177438.0,178231.0,178263.0,178266.0,179145.0,180654.0,182005.0,183230.0,184272.0,184397.0,184413.0,185829.0,188000.0,189851.0,191435.0,192898.0,192942.0,192943.0,194492.0,196447.0,198747.0,200937.0,201893.0,202238.0,202241.0,202520.0,207301.0,211129.0,213892.0,216676.0,216868.0,216887.0,216947.0,220946.0,223558.0,224108.0
Los Ríos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,744.0,1618.0,2239.0,2276.0,2285.0,2634.0,2849.0,3052.0,3174.0,3251.0,3251.0,3251.0,3354.0,3398.0,3444.0,3496.0,3524.0,3524.0,3524.0,3524.0,3599.0,4057.0,5260.0,6463.0,6509.0,6517.0,6525.0,7676.0,8584.0,8751.0
Magallanes,Primera,0.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,222.0,3606.0,6713.0,8985.0,9021.0,9021.0,12183.0,15501.0,20136.0,23654.0,26709.0,26715.0,26721.0,30331.0,32710.0,35305.0,37065.0,38785.0,38987.0,38997.0,39845.0,40565.0,41479.0,42476.0,43315.0,43403.0,43403.0,45572.0,47963.0,50156.0,51916.0,53448.0,53457.0,53461.0,54722.0,56021.0,57237.0,58911.0,60164.0,60168.0,60209.0,61667.0,63467.0,64745.0,66164.0,67552.0,67565.0,67576.0,69200.0,70588.0,72139.0,73490.0,75416.0,75427.0,75429.0,76794.0,78036.0,79297.0,80659.0,80660.0,80660.0,80660.0,81530.0,82823.0,84121.0,85130.0,85897.0,85900.0,85902.0,86873.0,87714.0,88711.0,89637.0,90461.0,90464.0,90464.0,91116.0,91852.0,92375.0,93138.0,93479.0,93482.0,93483.0,93583.0,94208.0,94814.0,95043.0,95273.0,95273.0,95273.0,95791.0,96399.0,96977.0,97428.0,97991.0,98001.0,98001.0,98710.0,99649.0,100242.0,100884.0,101669.0,101670.0,101671.0,102397.0,103279.0,104334.0,105697.0,105698.0,105698.0,105698.0,107316.0,108663.0,110085.0,111395.0,112440.0,112810.0,113248.0,114105.0,114915.0,115632.0,115716.0,115794.0,115795.0,115798.0,115841.0,115923.0,116038.0,116120.0,116248.0,116248.0,116255.0,116319.0,116372.0,116419.0,116486.0,116530.0,116585.0,116585.0,116586.0,116982.0,117381.0,117972.0,118564.0,118564.0,118564.0,118564.0,118940.0,119191.0,119411.0
Magallanes,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,157.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,165.0,165.0,165.0,165.0,165.0,210.0,3312.0,6247.0,8475.0,8521.0,8523.0,11648.0,14761.0,19197.0,22730.0,25758.0,25770.0,25777.0,29369.0,32062.0,35168.0,37444.0,39308.0,39320.0,39322.0,40211.0,41060.0,41502.0,42127.0,42669.0,42678.0,42678.0,44271.0,46854.0,48992.0,50842.0,50843.0,50847.0,50849.0,52792.0,54317.0,55557.0,57079.0,58279.0,58286.0,58288.0,59482.0,60994.0,62393.0,63803.0,65344.0,65358.0,65360.0,66743.0,68339.0,69866.0,70974.0,71974.0,71983.0,71983.0,72921.0,74379.0,75667.0,76707.0,77286.0,77290.0,77290.0,78230.0,79838.0,80684.0,82043.0,82909.0,82914.0,82914.0,83872.0,84884.0,85828.0,86626.0,87431.0,87432.0,87432.0,87902.0,88603.0,89370.0,90377.0,90383.0,90384.0,90384.0,90795.0,91630.0,92444.0,92924.0,93319.0,93320.0,93320.0,93692.0,94347.0,94904.0,95438.0,95985.0,95991.0,96000.0,96615.0,97609.0,98259.0,98946.0,99731.0,99733.0,99739.0,100501.0,101271.0,102194.0,103362.0,103786.0,103841.0,103841.0,103847.0,105343.0,106824.0,108027.0,109118.0,109389.0,109761.0,109761.0,111224.0,112193.0,112383.0
Magallanes,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,845.0,1301.0,1785.0,2469.0,2905.0,3403.0,3906.0,4709.0,5387.0,5387.0,5418.0,6008.0,6473.0,7034.0,7508.0,7830.0,7945.0,7945.0,7968.0,8357.0,8740.0,9265.0,9627.0,9627.0,9628.0,9628.0,9905.0,10177.0,10245.0
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2498.0,4514.0,6930.0,7469.0,7469.0,10863.0,14865.0,19677.0,23993.0,28210.0,28381.0,28381.0,33613.0,38448.0,41928.0,44130.0,46275.0,46384.0,46384.0,47959.0,49672.0,52046.0,54194.0,55706.0,55779.0,55779.0,57681.0,59592.0,61291.0,63073.0,65069.0,65179.0,65179.0,67057.0,68783.0,70353.0,72477.0,74632.0,74834.0,74834.0,77119.0,79646.0,81996.0,84366.0,86870.0,87109.0,87109.0,89414.0,91812.0,94464.0,96676.0,99383.0,99487.0,99487.0,101937.0,104068.0,106049.0,107970.0,107998.0,108026.0,108066.0,109871.0,111988.0,114129.0,115801.0,117435.0,117583.0,117611.0,119669.0,121373.0,123184.0,124816.0,126811.0,127006.0,127063.0,129025.0,131082.0,132857.0,134294.0,135675.0,135916.0,135929.0,137366.0,138860.0,140681.0,141757.0,142861.0,142951.0,143056.0,144754.0,146163.0,147556.0,148773.0,150024.0,150701.0,150771.0,152359.0,153921.0,155530.0,156903.0,158479.0,158521.0,158525.0,160120.0,161737.0,163191.0,164693.0,164790.0,165485.0,165600.0,168704.0,171959.0,174938.0,177401.0,179907.0,180855.0,180995.0,183667.0,185933.0,188010.0,189724.0,191266.0,191938.0,191977.0,193679.0,195118.0,196604.0,198094.0,199425.0,199885.0,199890.0,201638.0,202911.0,204396.0,205459.0,206496.0,206830.0,206852.0,206860.0,208429.0,210252.0,212071.0,213654.0,213940.0,213970.0,214013.0,214970.0,215716.0,215969.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2218.0,4147.0,6415.0,6923.0,6923.0,10153.0,14047.0,18582.0,22663.0,26784.0,26987.0,26987.0,32044.0,37448.0,42316.0,45971.0,48659.0,48821.0,48821.0,50685.0,51769.0,52733.0,53512.0,54386.0,54439.0,54439.0,56027.0,57726.0,59368.0,61496.0,61497.0,61497.0,61499.0,64451.0,66410.0,68204.0,70158.0,71775.0,71909.0,71911.0,74331.0,76844.0,79179.0,81343.0,83617.0,83788.0,83788.0,86309.0,88789.0,91223.0,93014.0,94854.0,94990.0,94991.0,97921.0,99958.0,101998.0,103887.0,104594.0,104618.0,104647.0,106297.0,108088.0,109552.0,111507.0,113042.0,113382.0,113382.0,115335.0,117003.0,118475.0,119997.0,121707.0,121708.0,121708.0,123722.0,125740.0,127730.0,129666.0,129710.0,130018.0,130043.0,131794.0,133408.0,135024.0,136389.0,137510.0,137730.0,137766.0,139360.0,140862.0,142209.0,143374.0,144695.0,145004.0,145012.0,146721.0,148223.0,149686.0,151035.0,152512.0,152713.0,152714.0,154186.0,155646.0,157143.0,158476.0,159128.0,159553.0,159555.0,159564.0,162960.0,166056.0,168535.0,170886.0,171680.0,171706.0,171781.0,175059.0,177606.0,178179.0
Tarapacá,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,72.0,109.0,125.0,125.0,199.0,259.0,339.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,495.0,564.0,564.0,564.0,1139.0,1984.0,2175.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3094.0,19414.0,37413.0,56787.0,58073.0,58111.0,85911.0,116233.0,149422.0,180767.0,208615.0,209943.0,209943.0,243742.0,273511.0,297920.0,318565.0,337092.0,337771.0,337884.0,349249.0,358387.0,366200.0,374838.0,384437.0,388080.0,388096.0,401435.0,419713.0,440237.0,459178.0,477006.0,477308.0,477308.0,493360.0,508793.0,524448.0,545901.0,563669.0,564894.0,564894.0,581315.0,599720.0,616791.0,635092.0,651551.0,652658.0,652741.0,667825.0,681972.0,697485.0,713163.0,729641.0,730011.0,730039.0,746784.0,760772.0,773520.0,787338.0,787500.0,787694.0,787735.0,795565.0,805238.0,814928.0,822612.0,830192.0,830779.0,830898.0,839755.0,846848.0,855271.0,861845.0,868920.0,869320.0,869362.0,875188.0,880002.0,883946.0,891045.0,896031.0,896382.0,896412.0,902082.0,906036.0,910916.0,914915.0,919518.0,919575.0,919596.0,927762.0,936014.0,944713.0,953312.0,961819.0,962829.0,962885.0,973253.0,984326.0,994606.0,1004384.0,1014620.0,1014766.0,1014825.0,1026771.0,1039456.0,1051233.0,1062662.0,1062783.0,1065163.0,1065247.0,1082420.0,1100461.0,1118021.0,1134290.0,1146457.0,1149322.0,1149380.0,1162617.0,1177123.0,1189257.0,1193373.0,1194998.0,1195969.0,1195971.0,1200840.0,1206627.0,1213409.0,1222657.0,1231465.0,1233443.0,1233527.0,1245563.0,1254604.0,1265961.0,1273531.0,1280052.0,1281499.0,1281540.0,1281918.0,1292437.0,1300319.0,1309656.0,1313948.0,1314920.0,1314942.0,1314990.0,1318255.0,1321312.0,1323636.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1457.0,2920.0,18128.0,35358.0,53932.0,55055.0,55062.0,81867.0,111389.0,143699.0,174154.0,201429.0,202444.0,202456.0,235448.0,267888.0,295139.0,320356.0,339440.0,340115.0,340187.0,354943.0,366715.0,373535.0,379152.0,383627.0,383713.0,383737.0,396148.0,411962.0,432162.0,454283.0,454861.0,455073.0,455094.0,479515.0,496075.0,511608.0,532508.0,549961.0,550765.0,550804.0,567144.0,584282.0,601299.0,619124.0,635094.0,635890.0,635981.0,651808.0,665470.0,680170.0,694047.0,708967.0,709425.0,709457.0,726441.0,739857.0,752882.0,766008.0,769492.0,769593.0,769650.0,777062.0,786144.0,795232.0,803169.0,810169.0,810589.0,810642.0,818798.0,826671.0,834819.0,840764.0,846830.0,846913.0,846950.0,852801.0,858555.0,863423.0,870727.0,870786.0,871237.0,871262.0,878982.0,885400.0,890965.0,895164.0,898679.0,899055.0,899070.0,904672.0,912439.0,920419.0,928093.0,935390.0,936320.0,936401.0,946951.0,957890.0,967815.0,977282.0,986932.0,987690.0,987741.0,998832.0,1010427.0,1021667.0,1032034.0,1035792.0,1037774.0,1037899.0,1038605.0,1059639.0,1074285.0,1087383.0,1096860.0,1098825.0,1098918.0,1099227.0,1113912.0,1126431.0,1128729.0
Valparaíso,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98.0,1304.0,6939.0,12023.0,13054.0,13074.0,17037.0,19922.0,22559.0,24809.0,24908.0,24908.0,24908.0,24952.0,24952.0,24952.0,24952.0,24952.0,24952.0,24952.0,24952.0,24952.0,24952.0,27409.0,31688.0,32788.0,32848.0,33032.0,37143.0,40780.0,41482.0
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1721.0,5439.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7826.0,13476.0,20181.0,26378.0,26614.0,26730.0,33944.0,41794.0,50905.0,61279.0,70113.0,70409.0,70660.0,78155.0,84518.0,90433.0,95588.0,99925.0,100124.0,100124.0,104192.0,108004.0,111292.0,114578.0,117235.0,117289.0,117347.0,120865.0,124876.0,128426.0,131300.0,133677.0,133757.0,133793.0,138429.0,143474.0,148468.0,154488.0,159620.0,159825.0,160039.0,165912.0,171684.0,176439.0,180700.0,184697.0,184923.0,185129.0,188887.0,192921.0,197007.0,201045.0,205042.0,205086.0,205145.0,208958.0,212285.0,215385.0,220017.0,220018.0,220018.0,220018.0,223050.0,226276.0,229401.0,232335.0,235263.0,235485.0,235512.0,237451.0,239012.0,240262.0,241257.0,242481.0,242560.0,242574.0,243569.0,244555.0,245285.0,246595.0,247474.0,247511.0,247512.0,248750.0,249684.0,250796.0,251637.0,252468.0,252469.0,252469.0,254355.0,256342.0,258441.0,260298.0,262213.0,262461.0,262480.0,264791.0,267270.0,269787.0,272007.0,274398.0,274528.0,274626.0,276906.0,280691.0,285843.0,291155.0,291332.0,291713.0,291877.0,296426.0,301115.0,305371.0,309779.0,313327.0,314021.0,314147.0,318456.0,322339.0,325424.0,327496.0,329301.0,329678.0,329753.0,331456.0,333126.0,335091.0,337293.0,338874.0,339339.0,339449.0,341602.0,343285.0,345401.0,347072.0,348540.0,348898.0,348964.0,349094.0,351429.0,353734.0,355781.0,356988.0,357209.0,357245.0,357323.0,358238.0,359077.0,359507.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,5688.0,7653.0,7700.0,7704.0,7704.0,7704.0,7704.0,7704.0,7704.0,7704.0,7704.0,7704.0,7704.0,7707.0,7710.0,7722.0,7731.0,7735.0,7735.0,7735.0,7741.0,7862.0,13211.0,19596.0,25436.0,25573.0,25700.0,32929.0,40503.0,49445.0,59368.0,67807.0,68171.0,68415.0,76373.0,83445.0,90112.0,96128.0,100774.0,100813.0,100822.0,105438.0,108984.0,111721.0,114018.0,115843.0,115926.0,115940.0,119012.0,122570.0,125933.0,129381.0,129383.0,129383.0,129383.0,134919.0,140093.0,145016.0,150798.0,155790.0,155872.0,155926.0,161600.0,167283.0,172048.0,176213.0,180354.0,180545.0,180630.0,184578.0,188589.0,192409.0,196404.0,200205.0,200283.0,200310.0,204360.0,207920.0,210981.0,215035.0,215950.0,215951.0,215952.0,218637.0,221639.0,224778.0,227692.0,230142.0,230280.0,230289.0,232434.0,234413.0,235914.0,237117.0,238379.0,238429.0,238441.0,239449.0,240359.0,241291.0,243016.0,243030.0,243094.0,243100.0,244671.0,245908.0,247186.0,248316.0,249183.0,249217.0,249220.0,250782.0,252491.0,254146.0,255702.0,257373.0,257549.0,257570.0,259765.0,262024.0,264356.0,266499.0,268641.0,268851.0,268889.0,271007.0,274647.0,279233.0,284077.0,285414.0,285816.0,285924.0,286288.0,291887.0,295456.0,298621.0,301521.0,302025.0,302120.0,302209.0,306439.0,309234.0,309957.0
