Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01
Arica y Parinacota,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,2091.0,2734.0,2802.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2806.0,2821.0,2832.0,2844.0,2852.0,2853.0,2853.0,2855.0,2916.0,4169.0,7003.0,9231.0,9490.0,9517.0,11812.0,14331.0,17162.0,19910.0,22750.0,22844.0,22844.0,25788.0,28636.0,31328.0,33827.0,35970.0,36015.0,36015.0,38130.0,40234.0,41446.0,42252.0,43019.0,43025.0,43025.0,43907.0,44942.0,45770.0,46645.0,46652.0,46656.0,46657.0,48216.0,49504.0,50737.0,52267.0,53357.0,53410.0,53410.0,54186.0,55919.0,57622.0,59454.0,60368.0,60420.0,60422.0,61070.0,63010.0,64516.0,65236.0,66699.0,66731.0,66734.0,68326.0,69974.0,71294.0,72361.0,72747.0,72747.0,72748.0,73663.0,74766.0,75636.0,75821.0,76036.0,76044.0,76044.0,77213.0,78424.0,79283.0,79800.0,80396.0,80412.0,80415.0,81331.0,82300.0,83062.0,83803.0,83845.0,83998.0,83999.0,84846.0,85657.0,86300.0,87021.0,87588.0,87629.0,87632.0,88377.0,89600.0,90151.0,90953.0,91676.0,91771.0,91774.0,91970.0,93584.0,94936.0,96475.0,97741.0,97951.0,97954.0,98992.0,100352.0,101672.0,103166.0,104103.0,104507.0,104508.0,104636.0,106897.0,109072.0,111043.0,112761.0,113304.0,113307.0,113320.0,115629.0,117324.0,117616.0
Arica y Parinacota,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,937.0,1565.0,1684.0,1684.0,1684.0,1789.0,1803.0,1816.0,1818.0,1819.0,1819.0,1819.0,1825.0,1828.0,1829.0,1829.0,1830.0,1830.0,1830.0,1834.0,1834.0,1836.0,1836.0,1836.0,1836.0,1836.0,2444.0,3175.0,3409.0
Atacama,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,1640.0,2511.0,3598.0,3863.0,3863.0,3863.0,3863.0,3865.0,3865.0,3865.0,3865.0,3865.0,3865.0,3865.0,3867.0,9463.0,15288.0,20048.0,20503.0,20503.0,24106.0,26525.0,28756.0,30823.0,33336.0,33813.0,33813.0,35929.0,37809.0,39705.0,41649.0,42733.0,42786.0,42788.0,44705.0,47138.0,49484.0,51771.0,53303.0,53379.0,53379.0,54761.0,55945.0,56912.0,58063.0,60083.0,60382.0,60382.0,62357.0,64308.0,66156.0,68212.0,70238.0,70342.0,70342.0,72681.0,74992.0,77200.0,79353.0,81076.0,81077.0,81089.0,83554.0,86103.0,88577.0,90844.0,93263.0,93263.0,93263.0,95465.0,97524.0,99264.0,100941.0,100941.0,100941.0,100941.0,102558.0,104094.0,105868.0,107076.0,108593.0,108724.0,108724.0,109144.0,110677.0,112074.0,113201.0,114230.0,114230.0,114230.0,115350.0,116732.0,117641.0,118705.0,119616.0,119616.0,119616.0,120411.0,121536.0,122636.0,123492.0,124606.0,124606.0,124606.0,126091.0,127632.0,128952.0,130301.0,131957.0,132146.0,132146.0,133680.0,135469.0,137059.0,138419.0,140069.0,140094.0,140094.0,141845.0,143839.0,145822.0,147650.0,147650.0,147837.0,147837.0,150874.0,154427.0,157623.0,160782.0,163079.0,163081.0,163081.0,165955.0,168820.0,171134.0,172442.0,173159.0,173178.0,173178.0,174408.0,176202.0,178003.0,179507.0,181041.0,181140.0,181140.0,182604.0,183688.0,184916.0,186353.0,187736.0,187754.0,187754.0,187754.0,189546.0,190577.0,191812.0,193061.0,193118.0,193118.0,193118.0,193815.0,194359.0,194577.0
Atacama,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,8.0,504.0,1746.0,2665.0,3662.0,3741.0,3741.0,3741.0,3741.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3749.0,3776.0,3776.0,3776.0,3785.0,4458.0,9468.0,14671.0,19180.0,19603.0,19604.0,23091.0,25526.0,27752.0,29851.0,32297.0,32666.0,32666.0,35145.0,37957.0,40837.0,42684.0,43921.0,43945.0,43950.0,45631.0,47327.0,48702.0,50606.0,51936.0,51937.0,51937.0,53011.0,54274.0,55719.0,57220.0,57221.0,57221.0,57221.0,59882.0,61951.0,63736.0,65661.0,67241.0,67247.0,67247.0,69198.0,71816.0,74030.0,76222.0,78038.0,78044.0,78044.0,80100.0,82580.0,84866.0,87083.0,88854.0,88859.0,88859.0,90195.0,92422.0,94673.0,96496.0,97286.0,97286.0,97286.0,98532.0,99991.0,101741.0,102888.0,103871.0,103935.0,103935.0,104801.0,106460.0,107773.0,108824.0,109537.0,109537.0,109537.0,110701.0,112155.0,113283.0,114528.0,114529.0,114551.0,114551.0,115666.0,117059.0,118164.0,118927.0,119566.0,119570.0,119572.0,121228.0,122844.0,124158.0,125283.0,125988.0,126002.0,126005.0,127539.0,129648.0,131586.0,132863.0,133911.0,133973.0,133976.0,135619.0,136956.0,138704.0,140716.0,141804.0,141822.0,141826.0,141834.0,145417.0,147675.0,150784.0,153288.0,153334.0,153336.0,153345.0,156973.0,159688.0,160293.0
Atacama,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,566.0,855.0,855.0,855.0,1240.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1855.0,2251.0,2251.0,2251.0,2251.0,3047.0,3919.0,4115.0
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2498.0,6202.0,8200.0,8708.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,12773.0,17626.0,22451.0,22459.0,22459.0,30308.0,39190.0,49270.0,58824.0,67663.0,68144.0,68144.0,79338.0,88179.0,96229.0,103147.0,109627.0,109671.0,109676.0,115887.0,121145.0,125802.0,130618.0,134581.0,134717.0,134717.0,142174.0,150187.0,157760.0,164124.0,169684.0,169735.0,169735.0,175732.0,181985.0,187684.0,194197.0,199880.0,200087.0,200087.0,206470.0,213137.0,218908.0,224526.0,229793.0,229895.0,229895.0,235732.0,241523.0,247624.0,253934.0,260651.0,261084.0,261084.0,266924.0,272448.0,277487.0,283077.0,283086.0,283086.0,283088.0,286999.0,291594.0,295939.0,299796.0,303320.0,303410.0,303410.0,307185.0,310630.0,313974.0,316849.0,319780.0,319861.0,319861.0,322463.0,324586.0,326524.0,329230.0,331420.0,331516.0,331517.0,333847.0,336136.0,338473.0,340651.0,342592.0,342607.0,342607.0,346200.0,349921.0,353685.0,357216.0,360766.0,360931.0,360931.0,365472.0,370291.0,374876.0,379195.0,383400.0,383425.0,383425.0,388288.0,394213.0,399377.0,404960.0,404976.0,405195.0,405200.0,412327.0,421463.0,429456.0,437046.0,443230.0,443532.0,443532.0,450017.0,455603.0,459134.0,462370.0,465919.0,466322.0,466322.0,470632.0,474520.0,478885.0,483516.0,487198.0,487564.0,487625.0,492727.0,497502.0,502766.0,506686.0,510094.0,510421.0,510491.0,510587.0,515831.0,519810.0,521645.0,522842.0,522900.0,522900.0,522913.0,525140.0,527881.0,529261.0
Coquimbo,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.0,6442.0,8058.0,8561.0,8573.0,8606.0,8606.0,8606.0,8606.0,8606.0,8607.0,8607.0,8607.0,8607.0,8609.0,8613.0,8626.0,8655.0,8658.0,8658.0,8658.0,8662.0,8726.0,12405.0,16998.0,21516.0,21535.0,21536.0,28973.0,37540.0,47581.0,56846.0,65423.0,65779.0,65781.0,77839.0,88032.0,97626.0,106653.0,114071.0,114119.0,114122.0,121350.0,125567.0,128695.0,131165.0,133578.0,133656.0,133657.0,139291.0,146350.0,153468.0,160045.0,160147.0,160149.0,160152.0,169859.0,176665.0,182500.0,189333.0,194633.0,194803.0,194804.0,201156.0,207408.0,213014.0,218376.0,223497.0,223592.0,223595.0,229736.0,235167.0,240921.0,246672.0,252500.0,252768.0,252770.0,258227.0,262909.0,268708.0,274075.0,275636.0,275638.0,275643.0,279202.0,283271.0,287672.0,291372.0,294798.0,294846.0,294849.0,298465.0,302008.0,305361.0,308254.0,310884.0,310912.0,310914.0,313528.0,316065.0,318209.0,321098.0,321104.0,321159.0,321162.0,324502.0,327229.0,330037.0,332358.0,334090.0,334153.0,334156.0,337256.0,341129.0,344523.0,347400.0,350386.0,350575.0,350579.0,354797.0,358834.0,362619.0,366564.0,370292.0,370421.0,370432.0,375095.0,380349.0,385505.0,390118.0,391903.0,392126.0,392152.0,392332.0,401692.0,408322.0,414317.0,419949.0,420400.0,420402.0,420557.0,427840.0,432550.0,433855.0
Coquimbo,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2336.0,5593.0,7577.0,8475.0,8511.0,8511.0,8922.0,9184.0,9232.0,9286.0,9287.0,9287.0,9287.0,9309.0,9309.0,9309.0,9309.0,9309.0,9309.0,9309.0,9309.0,9309.0,9309.0,12547.0,16366.0,16614.0,16693.0,16751.0,18749.0,19787.0,19968.0
Araucanía,Primera,0.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,946.0,13334.0,22445.0,30497.0,31626.0,31628.0,42801.0,57199.0,72072.0,86303.0,100182.0,102257.0,102258.0,118661.0,132758.0,143379.0,152448.0,160744.0,161126.0,161126.0,168604.0,175418.0,181185.0,186048.0,191167.0,191780.0,191781.0,199301.0,209490.0,217963.0,225485.0,232525.0,232936.0,232936.0,240893.0,248722.0,256728.0,266723.0,275905.0,276604.0,276604.0,285612.0,294977.0,303315.0,311100.0,318681.0,319105.0,319105.0,326189.0,333165.0,340445.0,347502.0,354620.0,354909.0,354909.0,361998.0,368052.0,373442.0,379412.0,379429.0,379447.0,379447.0,383239.0,387838.0,392502.0,396213.0,399787.0,399950.0,399950.0,403290.0,407463.0,411159.0,414128.0,416940.0,417062.0,417062.0,419688.0,422465.0,424558.0,427576.0,430038.0,430452.0,430473.0,432927.0,435415.0,437959.0,439880.0,442521.0,442545.0,442545.0,446434.0,450753.0,454835.0,458813.0,462901.0,463451.0,463451.0,468558.0,474129.0,479485.0,484187.0,489256.0,489286.0,489294.0,494289.0,499852.0,505253.0,511366.0,512415.0,513794.0,513798.0,522420.0,531987.0,541377.0,549206.0,555796.0,556099.0,556099.0,563575.0,572086.0,579157.0,582669.0,584806.0,585294.0,585294.0,588677.0,591803.0,595901.0,600496.0,604122.0,604396.0,604396.0,609393.0,613549.0,618453.0,621729.0,624359.0,624604.0,624604.0,624689.0,629481.0,633660.0,635206.0,636324.0,636382.0,636382.0,636389.0,638419.0,641036.0,642188.0
Araucanía,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,703.0,716.0,716.0,716.0,717.0,1026.0,12147.0,20930.0,28660.0,29859.0,29863.0,40698.0,54201.0,68609.0,82418.0,96211.0,98130.0,98138.0,114887.0,130207.0,142025.0,152115.0,161660.0,161957.0,161958.0,169540.0,175292.0,180314.0,184143.0,187735.0,187812.0,187812.0,194645.0,203871.0,211836.0,219987.0,220351.0,220367.0,220367.0,232706.0,240952.0,248958.0,258622.0,267141.0,267464.0,267467.0,276601.0,285780.0,294079.0,301660.0,309224.0,309532.0,309534.0,316919.0,323896.0,330802.0,337424.0,344088.0,344417.0,344421.0,351493.0,357916.0,363557.0,369031.0,370516.0,370523.0,370524.0,373912.0,378090.0,382575.0,386231.0,389746.0,389914.0,389915.0,393323.0,397199.0,400828.0,403723.0,406204.0,406210.0,406211.0,408994.0,411909.0,414238.0,417956.0,418145.0,418447.0,418461.0,422318.0,425594.0,427994.0,430477.0,432770.0,432830.0,432832.0,436085.0,439729.0,443225.0,446180.0,448884.0,449065.0,449068.0,454152.0,459593.0,464882.0,469493.0,474189.0,474331.0,474331.0,479180.0,484286.0,489492.0,494553.0,496498.0,497103.0,497104.0,497403.0,508331.0,517932.0,524126.0,529302.0,529617.0,529620.0,529710.0,539383.0,547269.0,548769.0
Araucanía,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,678.0,2102.0,4466.0,4531.0,4531.0,5739.0,6624.0,7693.0,8658.0,9513.0,9514.0,9514.0,10122.0,10484.0,10999.0,11238.0,11420.0,11421.0,11421.0,11421.0,11591.0,12772.0,17235.0,21572.0,21892.0,21892.0,21942.0,24389.0,25745.0,25948.0
Los Lagos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,802.0,9742.0,18286.0,26912.0,30496.0,31182.0,44057.0,57031.0,70062.0,82226.0,93533.0,96677.0,96801.0,110902.0,121600.0,129298.0,136008.0,142342.0,142728.0,142735.0,148343.0,153594.0,158655.0,163610.0,169235.0,169573.0,169573.0,175623.0,182283.0,188746.0,194474.0,199720.0,200500.0,200611.0,206569.0,213026.0,219140.0,226209.0,232918.0,234396.0,234411.0,241538.0,249687.0,256486.0,263139.0,268391.0,269318.0,269326.0,275123.0,281939.0,289441.0,296847.0,303604.0,304150.0,304150.0,309929.0,315870.0,322115.0,328613.0,328618.0,328626.0,328626.0,332564.0,337219.0,341652.0,344691.0,347552.0,347693.0,347693.0,350700.0,354599.0,358607.0,362002.0,364587.0,364767.0,364767.0,365345.0,365991.0,366548.0,367798.0,369420.0,369594.0,369595.0,372343.0,375291.0,377176.0,378858.0,380114.0,380114.0,380114.0,383516.0,387190.0,390483.0,393782.0,396926.0,397261.0,397262.0,401111.0,405539.0,410081.0,414429.0,418748.0,418823.0,418823.0,423934.0,429515.0,434643.0,439460.0,439460.0,439575.0,439575.0,447485.0,456286.0,465281.0,473743.0,481261.0,481470.0,481471.0,488968.0,496366.0,502567.0,505926.0,509800.0,510338.0,510338.0,514903.0,520032.0,525245.0,530486.0,534219.0,534861.0,534861.0,538730.0,542593.0,546642.0,549581.0,552146.0,552765.0,552765.0,552765.0,556610.0,560701.0,563445.0,565210.0,565742.0,565745.0,565764.0,568364.0,570941.0,572217.0
Los Lagos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,501.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,538.0,539.0,539.0,539.0,839.0,1569.0,9657.0,17674.0,25556.0,28447.0,28764.0,40954.0,53236.0,65757.0,77899.0,88788.0,91753.0,91818.0,106075.0,119093.0,128749.0,137436.0,144154.0,144549.0,144560.0,152030.0,157643.0,161642.0,164638.0,167175.0,167213.0,167213.0,171790.0,177350.0,183739.0,190230.0,190242.0,190247.0,190248.0,199091.0,205451.0,211575.0,217037.0,222994.0,223264.0,223265.0,231750.0,240208.0,247376.0,253940.0,258797.0,258993.0,258995.0,265340.0,272346.0,279923.0,286416.0,292278.0,292510.0,292513.0,298587.0,304558.0,309731.0,315907.0,317436.0,317436.0,317437.0,321608.0,326043.0,330459.0,333894.0,336659.0,336758.0,336758.0,340050.0,344156.0,348026.0,351315.0,353767.0,353790.0,353790.0,355208.0,356501.0,357729.0,359094.0,359096.0,359106.0,359106.0,362022.0,365556.0,367682.0,369291.0,370337.0,370356.0,370358.0,373144.0,376688.0,379843.0,382584.0,384339.0,384570.0,384570.0,388547.0,392865.0,397015.0,400942.0,403794.0,403911.0,403912.0,408900.0,414493.0,419379.0,423387.0,424916.0,425098.0,425100.0,425112.0,433691.0,441901.0,448339.0,454127.0,454670.0,454688.0,454743.0,464057.0,470356.0,472044.0
Los Lagos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,1028.0,1676.0,2420.0,2504.0,2504.0,3062.0,3651.0,4146.0,4590.0,4937.0,4950.0,4950.0,6364.0,7810.0,9251.0,10498.0,11578.0,11587.0,11587.0,11587.0,13199.0,14737.0,17876.0,21373.0,21640.0,21767.0,21805.0,23362.0,24450.0,24703.0
