Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2497.0,6201.0,8199.0,8707.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,12772.0,17625.0,22450.0,22458.0,22458.0,30306.0,39189.0,49269.0,58823.0,67662.0,68143.0,68143.0,79335.0,88176.0,96226.0,103144.0,109624.0,109668.0,109673.0,115884.0,121142.0,125798.0,130614.0,134577.0,134713.0,134713.0,142170.0,150183.0,157757.0,164121.0,169680.0,169732.0,169732.0,175730.0,181980.0,187680.0,194193.0,199875.0,200081.0,200081.0,206464.0,213132.0,218903.0,224521.0,229789.0,229891.0,229891.0,235729.0,241521.0,247619.0,253930.0,260646.0,261079.0,261079.0,266919.0,272443.0,277481.0,283071.0,283080.0,283080.0,283082.0,286994.0,291588.0,295933.0,299789.0,303313.0,303402.0,303402.0,307177.0,310622.0,313966.0,316840.0,319771.0,319852.0,319852.0,322456.0,324579.0,326516.0,329217.0,331406.0,331502.0,331503.0,333833.0,336121.0,338459.0,340637.0,342578.0,342593.0,342593.0,346185.0,349906.0,353670.0,357202.0,360752.0,360916.0,360916.0,365456.0,370267.0,374769.0,379079.0,383272.0,383297.0,383297.0,388154.0,394078.0,399238.0,404815.0,404828.0,405043.0,405048.0,412165.0,421279.0,429253.0,436640.0,442791.0,443091.0,443091.0,449516.0,454990.0,458500.0,461703.0,465247.0,465650.0,465650.0,469921.0,473599.0
Coquimbo,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.0,6442.0,8057.0,8560.0,8572.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8608.0,8612.0,8625.0,8654.0,8657.0,8657.0,8657.0,8661.0,8725.0,12404.0,16996.0,21514.0,21533.0,21534.0,28972.0,37540.0,47580.0,56845.0,65421.0,65778.0,65780.0,77835.0,88028.0,97620.0,106645.0,114061.0,114109.0,114112.0,121338.0,125553.0,128680.0,131148.0,133562.0,133640.0,133641.0,139273.0,146331.0,153448.0,160013.0,160115.0,160117.0,160120.0,169822.0,176625.0,182461.0,189293.0,194592.0,194764.0,194765.0,201114.0,207366.0,212970.0,218331.0,223451.0,223546.0,223549.0,229690.0,235120.0,240870.0,246601.0,252428.0,252692.0,252694.0,258151.0,262831.0,268626.0,273989.0,275548.0,275550.0,275555.0,279105.0,283170.0,287571.0,291264.0,294689.0,294736.0,294739.0,298355.0,301897.0,305245.0,308138.0,310764.0,310792.0,310794.0,313407.0,315936.0,318081.0,320968.0,320974.0,321027.0,321030.0,324366.0,327092.0,329895.0,332185.0,333910.0,333973.0,333974.0,337069.0,340886.0,344251.0,347097.0,350056.0,350245.0,350249.0,354420.0,358136.0
Araucanía,Primera,0.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,946.0,13334.0,22445.0,30498.0,31627.0,31629.0,42802.0,57198.0,72072.0,86303.0,100182.0,102257.0,102258.0,118661.0,132758.0,143379.0,152448.0,160744.0,161126.0,161126.0,168604.0,175418.0,181185.0,186048.0,191167.0,191780.0,191781.0,199301.0,209490.0,217963.0,225485.0,232525.0,232936.0,232936.0,240894.0,248724.0,256729.0,266725.0,275907.0,276606.0,276606.0,285614.0,294979.0,303317.0,311102.0,318684.0,319108.0,319108.0,326192.0,333168.0,340449.0,347506.0,354624.0,354913.0,354913.0,362002.0,368056.0,373446.0,379416.0,379433.0,379451.0,379451.0,383243.0,387842.0,392506.0,396217.0,399791.0,399954.0,399954.0,403292.0,407465.0,411161.0,414131.0,416943.0,417065.0,417065.0,419692.0,422469.0,424561.0,427580.0,430042.0,430456.0,430477.0,432930.0,435418.0,437961.0,439882.0,442523.0,442547.0,442547.0,446436.0,450754.0,454836.0,458814.0,462901.0,463451.0,463451.0,468557.0,474121.0,479474.0,484171.0,489238.0,489268.0,489276.0,494268.0,499832.0,505229.0,511340.0,512389.0,513768.0,513772.0,522390.0,531955.0,541342.0,549167.0,555755.0,556058.0,556058.0,563533.0,572041.0,579109.0,582621.0,584758.0,585246.0,585246.0,588626.0,591715.0
Araucanía,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,703.0,716.0,716.0,716.0,717.0,1026.0,12147.0,20929.0,28659.0,29858.0,29862.0,40697.0,54198.0,68606.0,82414.0,96207.0,98127.0,98135.0,114883.0,130203.0,142021.0,152111.0,161656.0,161953.0,161954.0,169535.0,175287.0,180309.0,184138.0,187730.0,187807.0,187807.0,194640.0,203866.0,211830.0,219981.0,220345.0,220361.0,220361.0,232700.0,240945.0,248951.0,258615.0,267134.0,267457.0,267460.0,276593.0,285772.0,294071.0,301652.0,309217.0,309525.0,309527.0,316910.0,323886.0,330792.0,337414.0,344078.0,344407.0,344411.0,351483.0,357904.0,363545.0,369019.0,370504.0,370511.0,370512.0,373900.0,378078.0,382563.0,386219.0,389734.0,389902.0,389903.0,393311.0,397186.0,400815.0,403709.0,406190.0,406196.0,406197.0,408980.0,411895.0,414224.0,417942.0,418131.0,418433.0,418447.0,422303.0,425579.0,427977.0,430460.0,432752.0,432812.0,432814.0,436064.0,439706.0,443201.0,446156.0,448860.0,449071.0,449074.0,454127.0,459429.0
Los Lagos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,802.0,9742.0,18286.0,26912.0,30496.0,31182.0,44057.0,57032.0,70063.0,82227.0,93533.0,96677.0,96801.0,110903.0,121601.0,129299.0,136009.0,142343.0,142729.0,142736.0,148344.0,153594.0,158655.0,163610.0,169235.0,169573.0,169573.0,175623.0,182283.0,188746.0,194473.0,199718.0,200498.0,200609.0,206567.0,213024.0,219139.0,226208.0,232916.0,234395.0,234410.0,241537.0,249687.0,256486.0,263139.0,268391.0,269318.0,269326.0,275123.0,281939.0,289440.0,296845.0,303602.0,304148.0,304148.0,309927.0,315867.0,322112.0,328610.0,328615.0,328623.0,328623.0,332559.0,337213.0,341646.0,344685.0,347546.0,347687.0,347687.0,350695.0,354593.0,358601.0,361996.0,364580.0,364760.0,364760.0,365338.0,365984.0,366541.0,367791.0,369413.0,369587.0,369588.0,372336.0,375284.0,377168.0,378851.0,380105.0,380105.0,380105.0,383508.0,387182.0,390475.0,393770.0,396914.0,397249.0,397249.0,401097.0,405516.0,410052.0,414392.0,418708.0,418781.0,418781.0,423882.0,429451.0,434570.0,439381.0,439381.0,439496.0,439496.0,447392.0,456175.0,465163.0,473619.0,481084.0,481293.0,481294.0,488789.0,496183.0,502383.0,505742.0,509616.0,510154.0,510154.0,514712.0,519599.0
Los Lagos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,501.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,538.0,539.0,539.0,539.0,839.0,1569.0,9657.0,17674.0,25555.0,28446.0,28763.0,40950.0,53229.0,65751.0,77893.0,88782.0,91746.0,91811.0,106068.0,119085.0,128741.0,137428.0,144145.0,144540.0,144551.0,152021.0,157633.0,161631.0,164628.0,167164.0,167202.0,167202.0,171779.0,177339.0,183725.0,190214.0,190226.0,190231.0,190232.0,199072.0,205432.0,211555.0,217017.0,222973.0,223243.0,223244.0,231723.0,240181.0,247349.0,253913.0,258767.0,258963.0,258965.0,265310.0,272316.0,279888.0,286378.0,292238.0,292469.0,292472.0,298546.0,304513.0,309682.0,315857.0,317385.0,317385.0,317386.0,321556.0,325989.0,330400.0,333826.0,336591.0,336690.0,336690.0,339979.0,344082.0,347950.0,351238.0,353691.0,353714.0,353714.0,355131.0,356422.0,357643.0,359007.0,359009.0,359019.0,359019.0,361931.0,365464.0,367589.0,369197.0,370243.0,370262.0,370264.0,373050.0,376586.0,379739.0,382477.0,384227.0,384458.0,384458.0,388425.0,392552.0
Los Ríos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,770.0,5511.0,10191.0,14574.0,15140.0,15657.0,21112.0,28011.0,35137.0,42230.0,47632.0,48440.0,48883.0,54480.0,58339.0,61677.0,64668.0,67463.0,67536.0,67590.0,70584.0,73044.0,75180.0,77101.0,78657.0,78676.0,78677.0,80677.0,84521.0,88715.0,92179.0,95029.0,95185.0,95220.0,98700.0,102457.0,105743.0,109960.0,113064.0,113215.0,113346.0,116958.0,120837.0,123950.0,126405.0,129066.0,129199.0,129400.0,132627.0,135699.0,138907.0,142807.0,146827.0,146987.0,146991.0,150199.0,152647.0,155020.0,157573.0,157699.0,157825.0,157893.0,159400.0,161070.0,162592.0,164360.0,166345.0,166506.0,166555.0,167988.0,169579.0,171492.0,173156.0,174824.0,175182.0,175183.0,176011.0,177041.0,177837.0,178773.0,179348.0,179424.0,179431.0,179995.0,180445.0,180821.0,181332.0,182292.0,182426.0,182435.0,183503.0,184697.0,185982.0,187434.0,189102.0,189365.0,189365.0,190875.0,192557.0,194260.0,195783.0,197354.0,197405.0,197405.0,199071.0,201342.0,203848.0,206430.0,206955.0,207613.0,207653.0,210956.0,215115.0,218752.0,222126.0,225056.0,225096.0,225098.0,227640.0,230954.0,233216.0,234501.0,235522.0,235659.0,235689.0,237109.0,238641.0
Los Ríos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,616.0,4868.0,9320.0,13714.0,14222.0,14603.0,19765.0,26511.0,33455.0,40410.0,45623.0,46423.0,46895.0,52774.0,57826.0,62047.0,65698.0,68838.0,68981.0,69035.0,72206.0,74195.0,75549.0,76824.0,77813.0,77848.0,77850.0,79221.0,82476.0,86213.0,90361.0,90631.0,90739.0,90772.0,95365.0,99177.0,102396.0,106177.0,109556.0,109701.0,109796.0,113212.0,116782.0,119967.0,122514.0,125050.0,125263.0,125461.0,128491.0,131552.0,134636.0,137883.0,140615.0,140820.0,140824.0,144068.0,146799.0,148594.0,151761.0,152828.0,152926.0,152943.0,154225.0,155936.0,157729.0,159506.0,161045.0,161180.0,161181.0,162524.0,164318.0,166309.0,167919.0,169240.0,169265.0,169265.0,170242.0,171737.0,172812.0,174046.0,174095.0,174193.0,174196.0,175158.0,176061.0,176744.0,177404.0,178197.0,178229.0,178232.0,179111.0,180618.0,181969.0,183192.0,184234.0,184359.0,184375.0,185789.0,187876.0
Magallanes,Primera,0.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,222.0,3606.0,6713.0,8985.0,9021.0,9021.0,12183.0,15501.0,20136.0,23654.0,26709.0,26715.0,26721.0,30331.0,32710.0,35305.0,37065.0,38785.0,38987.0,38997.0,39845.0,40565.0,41479.0,42476.0,43315.0,43403.0,43403.0,45572.0,47963.0,50156.0,51916.0,53447.0,53456.0,53460.0,54721.0,56020.0,57236.0,58910.0,60163.0,60167.0,60208.0,61666.0,63466.0,64745.0,66164.0,67552.0,67565.0,67576.0,69200.0,70588.0,72139.0,73491.0,75417.0,75428.0,75430.0,76795.0,78037.0,79297.0,80660.0,80661.0,80661.0,80661.0,81532.0,82825.0,84123.0,85132.0,85899.0,85902.0,85904.0,86875.0,87716.0,88711.0,89635.0,90459.0,90462.0,90462.0,91113.0,91849.0,92371.0,93133.0,93474.0,93477.0,93478.0,93578.0,94203.0,94810.0,95039.0,95269.0,95269.0,95269.0,95787.0,96395.0,96972.0,97423.0,97986.0,97996.0,97996.0,98704.0,99642.0,100235.0,100876.0,101660.0,101661.0,101662.0,102388.0,103270.0,104323.0,105683.0,105684.0,105684.0,105684.0,107302.0,108649.0,110071.0,111380.0,112425.0,112795.0,113233.0,114090.0,114900.0,115616.0,115700.0,115777.0,115778.0,115781.0,115824.0,115902.0
Magallanes,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,157.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,165.0,165.0,165.0,165.0,165.0,210.0,3312.0,6247.0,8475.0,8521.0,8523.0,11648.0,14761.0,19197.0,22730.0,25758.0,25770.0,25777.0,29368.0,32061.0,35167.0,37443.0,39307.0,39319.0,39321.0,40210.0,41059.0,41501.0,42126.0,42668.0,42677.0,42677.0,44270.0,46853.0,48991.0,50841.0,50842.0,50846.0,50848.0,52790.0,54315.0,55555.0,57076.0,58276.0,58283.0,58285.0,59479.0,60991.0,62389.0,63799.0,65340.0,65354.0,65356.0,66739.0,68335.0,69863.0,70971.0,71971.0,71980.0,71980.0,72918.0,74376.0,75663.0,76703.0,77282.0,77286.0,77286.0,78225.0,79832.0,80678.0,82037.0,82903.0,82908.0,82908.0,83866.0,84878.0,85822.0,86618.0,87423.0,87424.0,87424.0,87893.0,88594.0,89361.0,90368.0,90373.0,90374.0,90374.0,90785.0,91620.0,92434.0,92913.0,93308.0,93309.0,93309.0,93681.0,94336.0,94893.0,95427.0,95974.0,95980.0,95989.0,96604.0,97451.0
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2497.0,4513.0,6929.0,7468.0,7468.0,10862.0,14864.0,19676.0,23992.0,28209.0,28380.0,28380.0,33613.0,38448.0,41929.0,44128.0,46273.0,46382.0,46382.0,47958.0,49671.0,52045.0,54193.0,55706.0,55779.0,55779.0,57681.0,59592.0,61291.0,63073.0,65069.0,65179.0,65179.0,67057.0,68783.0,70353.0,72477.0,74632.0,74834.0,74834.0,77119.0,79645.0,81995.0,84363.0,86867.0,87106.0,87106.0,89411.0,91809.0,94461.0,96674.0,99382.0,99486.0,99486.0,101936.0,104067.0,106046.0,107967.0,107995.0,108023.0,108063.0,109868.0,111985.0,114126.0,115798.0,117432.0,117580.0,117608.0,119666.0,121370.0,123181.0,124813.0,126808.0,127003.0,127060.0,129022.0,131079.0,132854.0,134290.0,135671.0,135912.0,135925.0,137361.0,138855.0,140676.0,141752.0,142856.0,142946.0,143052.0,144751.0,146160.0,147553.0,148770.0,150021.0,150698.0,150768.0,152356.0,153918.0,155527.0,156900.0,158473.0,158515.0,158519.0,160113.0,161729.0,163182.0,164684.0,164781.0,165475.0,165590.0,168693.0,171945.0,174924.0,177385.0,179886.0,180834.0,180974.0,183645.0,185910.0,187986.0,189700.0,191242.0,191914.0,191953.0,193653.0,195004.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2218.0,4147.0,6415.0,6923.0,6923.0,10153.0,14047.0,18582.0,22663.0,26784.0,26987.0,26987.0,32044.0,37448.0,42316.0,45970.0,48658.0,48820.0,48820.0,50684.0,51768.0,52732.0,53511.0,54385.0,54438.0,54438.0,56026.0,57725.0,59367.0,61495.0,61496.0,61496.0,61498.0,64450.0,66409.0,68203.0,70156.0,71773.0,71907.0,71909.0,74328.0,76840.0,79175.0,81338.0,83610.0,83781.0,83781.0,86302.0,88783.0,91217.0,93008.0,94848.0,94984.0,94985.0,97915.0,99952.0,101992.0,103879.0,104586.0,104610.0,104639.0,106289.0,108080.0,109544.0,111499.0,113033.0,113373.0,113373.0,115326.0,116993.0,118464.0,119986.0,121696.0,121697.0,121697.0,123711.0,125729.0,127718.0,129654.0,129698.0,130006.0,130031.0,131781.0,133395.0,135010.0,136375.0,137495.0,137715.0,137751.0,139345.0,140847.0,142194.0,143358.0,144679.0,144988.0,144996.0,146704.0,148130.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3094.0,19414.0,37413.0,56787.0,58073.0,58111.0,85911.0,116232.0,149511.0,180766.0,208614.0,209942.0,209942.0,243740.0,273509.0,297918.0,318562.0,337089.0,337768.0,337881.0,349247.0,358387.0,366200.0,374838.0,384437.0,388080.0,388096.0,401434.0,419712.0,440236.0,459176.0,477003.0,477305.0,477305.0,493357.0,508790.0,524445.0,545900.0,563668.0,564893.0,564893.0,581313.0,599717.0,616787.0,635089.0,651548.0,652655.0,652738.0,667821.0,681958.0,697471.0,713149.0,729627.0,729997.0,730025.0,746769.0,760757.0,773504.0,787322.0,787484.0,787676.0,787717.0,795547.0,805221.0,814910.0,822595.0,830175.0,830762.0,830881.0,839738.0,846831.0,855254.0,861827.0,868902.0,869301.0,869343.0,875169.0,879983.0,883926.0,891024.0,896010.0,896361.0,896391.0,902060.0,906014.0,910893.0,914891.0,919494.0,919551.0,919572.0,927734.0,935986.0,944684.0,953283.0,961789.0,962799.0,962855.0,973222.0,984291.0,994564.0,1004338.0,1014567.0,1014713.0,1014772.0,1026709.0,1039389.0,1051159.0,1062583.0,1062704.0,1065084.0,1065168.0,1082331.0,1100357.0,1117902.0,1134169.0,1146333.0,1149197.0,1149255.0,1162485.0,1176990.0,1189124.0,1193239.0,1194861.0,1195832.0,1195834.0,1200702.0,1206406.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1457.0,2920.0,18127.0,35357.0,53930.0,55053.0,55060.0,81864.0,111385.0,143694.0,174149.0,201420.0,202435.0,202447.0,235437.0,267874.0,295123.0,320338.0,339422.0,340099.0,340175.0,354928.0,366695.0,373516.0,379133.0,383608.0,383694.0,383718.0,396128.0,411940.0,432139.0,454257.0,454835.0,455047.0,455068.0,479482.0,496039.0,511569.0,532466.0,549919.0,550722.0,550761.0,567099.0,584233.0,601239.0,619063.0,635026.0,635822.0,635913.0,651736.0,665387.0,680086.0,693960.0,708878.0,709336.0,709368.0,726350.0,739766.0,752791.0,765916.0,769400.0,769501.0,769558.0,776969.0,786050.0,795126.0,803064.0,810064.0,810484.0,810537.0,818688.0,826559.0,834704.0,840649.0,846713.0,846796.0,846833.0,852678.0,858433.0,863298.0,870600.0,870659.0,871110.0,871135.0,878840.0,885254.0,890817.0,895016.0,898532.0,898908.0,898922.0,904522.0,912289.0,920265.0,927937.0,935233.0,936163.0,936244.0,946775.0,957537.0
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0,5437.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7824.0,13474.0,20180.0,26377.0,26613.0,26729.0,33942.0,41790.0,50900.0,61274.0,70108.0,70404.0,70655.0,78151.0,84513.0,90428.0,95583.0,99920.0,100119.0,100119.0,104187.0,107999.0,111287.0,114573.0,117230.0,117284.0,117342.0,120860.0,124871.0,128421.0,131294.0,133671.0,133750.0,133786.0,138422.0,143468.0,148463.0,154483.0,159615.0,159821.0,160035.0,165908.0,171679.0,176434.0,180696.0,184693.0,184919.0,185125.0,188882.0,192916.0,197002.0,201040.0,205037.0,205081.0,205140.0,208952.0,212279.0,215379.0,220010.0,220011.0,220011.0,220011.0,223043.0,226270.0,229395.0,232330.0,235258.0,235480.0,235507.0,237446.0,239006.0,240256.0,241251.0,242476.0,242555.0,242569.0,243563.0,244549.0,245279.0,246589.0,247468.0,247505.0,247506.0,248744.0,249682.0,250794.0,251635.0,252466.0,252467.0,252467.0,254353.0,256340.0,258438.0,260295.0,262210.0,262458.0,262477.0,264788.0,267267.0,269784.0,272002.0,274393.0,274522.0,274620.0,276899.0,280684.0,285833.0,291105.0,291281.0,291663.0,291827.0,296375.0,301056.0,305312.0,309718.0,313264.0,313958.0,314084.0,318390.0,322265.0,325349.0,327421.0,329226.0,329603.0,329678.0,331380.0,332983.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,5686.0,7652.0,7699.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7706.0,7709.0,7721.0,7730.0,7734.0,7734.0,7734.0,7739.0,7860.0,13209.0,19594.0,25433.0,25568.0,25695.0,32924.0,40496.0,49437.0,59361.0,67799.0,68163.0,68406.0,76364.0,83434.0,90100.0,96116.0,100761.0,100800.0,100809.0,105425.0,108969.0,111706.0,114004.0,115829.0,115912.0,115926.0,118996.0,122552.0,125914.0,129360.0,129362.0,129362.0,129362.0,134897.0,140070.0,144993.0,150775.0,155767.0,155849.0,155903.0,161577.0,167258.0,172022.0,176187.0,180328.0,180519.0,180604.0,184551.0,188562.0,192381.0,196376.0,200177.0,200255.0,200282.0,204331.0,207891.0,210953.0,215007.0,215922.0,215923.0,215924.0,218609.0,221610.0,224749.0,227664.0,230114.0,230252.0,230261.0,232406.0,234384.0,235885.0,237088.0,238348.0,238398.0,238410.0,239417.0,240327.0,241259.0,242980.0,242994.0,243058.0,243064.0,244635.0,245874.0,247152.0,248281.0,249148.0,249182.0,249185.0,250747.0,252450.0,254105.0,255661.0,257331.0,257507.0,257528.0,259721.0,261875.0
