Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08
Arica y Parinacota,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892.0,2101.0,2744.0,2812.0,2815.0,2815.0,2815.0,2815.0,2815.0,2815.0,2815.0,2815.0,2815.0,2815.0,2816.0,2831.0,2842.0,2854.0,2862.0,2863.0,2863.0,2865.0,2926.0,4179.0,7013.0,9241.0,9500.0,9527.0,11822.0,14341.0,17172.0,19920.0,22760.0,22855.0,22855.0,25799.0,28647.0,31339.0,33840.0,35984.0,36029.0,36029.0,38146.0,40250.0,41462.0,42269.0,43036.0,43042.0,43042.0,43925.0,44961.0,45789.0,46664.0,46671.0,46675.0,46676.0,48240.0,49528.0,50761.0,52292.0,53382.0,53435.0,53435.0,54211.0,55954.0,57669.0,59505.0,60421.0,60473.0,60475.0,61124.0,63116.0,64652.0,65374.0,66839.0,66871.0,66874.0,68473.0,70142.0,71469.0,72537.0,72924.0,72924.0,72925.0,73846.0,74952.0,75828.0,76013.0,76228.0,76236.0,76236.0,77408.0,78633.0,79497.0,80014.0,80610.0,80626.0,80629.0,81549.0,82523.0,83286.0,84029.0,84071.0,84225.0,84226.0,85079.0,85892.0,86538.0,87260.0,87832.0,87873.0,87876.0,88626.0,89850.0,90404.0,91206.0,91929.0,92024.0,92027.0,92225.0,93843.0,95199.0,96745.0,98066.0,98277.0,98280.0,99327.0,100695.0,102030.0,103533.0,104478.0,104886.0,104887.0,105015.0,107291.0,109472.0,111452.0,113206.0,113751.0,113754.0,113767.0,116087.0,117833.0,118728.0,119315.0,119508.0,119509.0,120136.0,121197.0,122550.0,124040.0
Arica y Parinacota,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,937.0,1566.0,1685.0,1685.0,1685.0,1790.0,1804.0,1817.0,1819.0,1820.0,1820.0,1820.0,1826.0,1829.0,1830.0,1830.0,1831.0,1831.0,1831.0,1835.0,1835.0,1837.0,1837.0,1837.0,1837.0,1837.0,2445.0,3176.0,3901.0,4716.0,4865.0,4865.0,5426.0,5840.0,6038.0,6100.0
Atacama,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,1643.0,2515.0,3602.0,3867.0,3867.0,3867.0,3867.0,3869.0,3869.0,3869.0,3869.0,3869.0,3869.0,3869.0,3871.0,9467.0,15292.0,20065.0,20520.0,20520.0,24123.0,26542.0,28773.0,30840.0,33353.0,33830.0,33830.0,35947.0,37831.0,39727.0,41671.0,42755.0,42808.0,42810.0,44728.0,47161.0,49507.0,51794.0,53326.0,53402.0,53402.0,54784.0,55970.0,56937.0,58089.0,60111.0,60410.0,60410.0,62386.0,64339.0,66187.0,68243.0,70270.0,70374.0,70374.0,72721.0,75054.0,77288.0,79457.0,81196.0,81197.0,81209.0,83713.0,86293.0,88794.0,91080.0,93509.0,93509.0,93509.0,95717.0,97784.0,99531.0,101214.0,101214.0,101214.0,101214.0,102841.0,104384.0,106169.0,107394.0,108944.0,109075.0,109075.0,109500.0,111042.0,112446.0,113583.0,114624.0,114624.0,114624.0,115752.0,117142.0,118057.0,119124.0,120037.0,120037.0,120037.0,120836.0,121973.0,123080.0,123948.0,125072.0,125072.0,125072.0,126562.0,128107.0,129433.0,130784.0,132452.0,132642.0,132642.0,134181.0,135973.0,137569.0,138935.0,140614.0,140642.0,140642.0,142399.0,144410.0,146404.0,148246.0,148246.0,148439.0,148439.0,151488.0,155059.0,158270.0,161438.0,163746.0,163748.0,163748.0,166637.0,169527.0,171855.0,173176.0,173900.0,173921.0,173921.0,175161.0,176974.0,178788.0,180305.0,181852.0,181955.0,181955.0,183429.0,184519.0,185750.0,187193.0,188582.0,188600.0,188600.0,188600.0,190394.0,191434.0,192676.0,193964.0,194021.0,194021.0,194021.0,194759.0,195383.0,196349.0,197222.0,197389.0,197389.0,198942.0,200231.0,201876.0,203191.0
Atacama,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,8.0,504.0,1751.0,2671.0,3668.0,3747.0,3747.0,3747.0,3747.0,3748.0,3748.0,3748.0,3748.0,3748.0,3748.0,3748.0,3748.0,3749.0,3756.0,3783.0,3783.0,3783.0,3792.0,4465.0,9477.0,14682.0,19201.0,19624.0,19625.0,23115.0,25550.0,27776.0,29877.0,32323.0,32692.0,32692.0,35174.0,37991.0,40873.0,42722.0,43959.0,43983.0,43988.0,45669.0,47365.0,48740.0,50644.0,51974.0,51975.0,51975.0,53049.0,54314.0,55760.0,57265.0,57266.0,57266.0,57266.0,59929.0,61999.0,63784.0,65710.0,67292.0,67298.0,67298.0,69252.0,71897.0,74133.0,76341.0,78170.0,78176.0,78176.0,80261.0,82777.0,85091.0,87323.0,89103.0,89108.0,89108.0,90452.0,92689.0,94951.0,96785.0,97581.0,97581.0,97581.0,98834.0,100301.0,102081.0,103240.0,104244.0,104309.0,104309.0,105189.0,106854.0,108180.0,109246.0,109962.0,109962.0,109962.0,111138.0,112597.0,113731.0,114981.0,114982.0,115004.0,115004.0,116126.0,117532.0,118647.0,119414.0,120060.0,120064.0,120066.0,121734.0,123360.0,124676.0,125804.0,126512.0,126526.0,126529.0,128068.0,130187.0,132126.0,133409.0,134488.0,134555.0,134558.0,136212.0,137559.0,139322.0,141347.0,142440.0,142458.0,142462.0,142470.0,146080.0,148356.0,151491.0,154010.0,154056.0,154058.0,154067.0,157958.0,160870.0,163052.0,164487.0,164678.0,164678.0,166364.0,168086.0,169942.0,171479.0
Atacama,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,564.0,853.0,853.0,853.0,1238.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1854.0,2250.0,2250.0,2250.0,2250.0,3144.0,4094.0,4931.0,5546.0,5696.0,5696.0,6127.0,6414.0,6539.0,6666.0
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2498.0,6202.0,8200.0,8708.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,12773.0,17626.0,22452.0,22460.0,22460.0,30309.0,39191.0,49271.0,58825.0,67665.0,68146.0,68146.0,79340.0,88181.0,96231.0,103149.0,109629.0,109673.0,109678.0,115889.0,121147.0,125803.0,130619.0,134583.0,134719.0,134719.0,142179.0,150193.0,157767.0,164131.0,169691.0,169742.0,169742.0,175742.0,181998.0,187705.0,194224.0,199911.0,200118.0,200118.0,206519.0,213202.0,218995.0,224642.0,230116.0,230218.0,230218.0,236227.0,242087.0,248223.0,254571.0,261321.0,261754.0,261754.0,267635.0,273189.0,278246.0,283864.0,283873.0,283873.0,283875.0,287813.0,292431.0,296797.0,300673.0,304209.0,304301.0,304301.0,308100.0,311569.0,314928.0,317818.0,320760.0,320842.0,320842.0,323471.0,325622.0,327588.0,330310.0,332514.0,332610.0,332611.0,334960.0,337268.0,339617.0,341820.0,343790.0,343805.0,343805.0,347407.0,351147.0,354924.0,358470.0,362046.0,362211.0,362211.0,366765.0,371601.0,376207.0,380533.0,384752.0,384777.0,384777.0,389655.0,395599.0,400779.0,406378.0,406395.0,406614.0,406619.0,413767.0,422934.0,430962.0,438577.0,444770.0,445073.0,445073.0,451603.0,457215.0,460760.0,464017.0,467592.0,467995.0,467995.0,472342.0,476228.0,480652.0,485303.0,489037.0,489406.0,489467.0,494597.0,499386.0,504667.0,508620.0,512042.0,512369.0,512439.0,512536.0,517849.0,521849.0,523798.0,525072.0,525130.0,525130.0,525143.0,527402.0,530235.0,534741.0,538330.0,538680.0,538769.0,541777.0,544648.0,548496.0,551658.0
Coquimbo,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.0,6443.0,8059.0,8562.0,8574.0,8607.0,8607.0,8607.0,8607.0,8607.0,8608.0,8608.0,8608.0,8608.0,8610.0,8614.0,8627.0,8656.0,8659.0,8659.0,8659.0,8663.0,8727.0,12406.0,16999.0,21518.0,21537.0,21538.0,28974.0,37541.0,47582.0,56847.0,65425.0,65781.0,65783.0,77841.0,88034.0,97629.0,106656.0,114074.0,114122.0,114125.0,121357.0,125578.0,128707.0,131177.0,133591.0,133669.0,133670.0,139304.0,146363.0,153482.0,160059.0,160161.0,160163.0,160166.0,169874.0,176684.0,182527.0,189369.0,194675.0,194846.0,194847.0,201216.0,207487.0,213113.0,218497.0,223733.0,223828.0,223831.0,230194.0,235701.0,241492.0,247284.0,253157.0,253425.0,253427.0,258921.0,263633.0,269467.0,274859.0,276428.0,276430.0,276435.0,280014.0,284106.0,288526.0,292247.0,295691.0,295739.0,295742.0,299372.0,302942.0,306310.0,309220.0,311868.0,311897.0,311899.0,314537.0,317097.0,319268.0,322182.0,322188.0,322243.0,322246.0,325603.0,328359.0,331184.0,333525.0,335270.0,335334.0,335337.0,338454.0,342356.0,345755.0,348641.0,351653.0,351843.0,351847.0,356088.0,360113.0,363988.0,367939.0,371696.0,371828.0,371839.0,376522.0,381794.0,386970.0,391614.0,393408.0,393631.0,393657.0,393838.0,403313.0,410020.0,416207.0,421867.0,422319.0,422321.0,422478.0,429985.0,434887.0,438672.0,442281.0,442661.0,442667.0,447021.0,450687.0,454740.0,458819.0
Coquimbo,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2343.0,5601.0,7585.0,8478.0,8514.0,8514.0,8926.0,9188.0,9282.0,9359.0,9360.0,9360.0,9360.0,9360.0,9360.0,9360.0,9360.0,9360.0,9360.0,9360.0,9360.0,9360.0,9360.0,12599.0,16427.0,16675.0,16754.0,16812.0,18906.0,20180.0,20814.0,21287.0,21343.0,21343.0,21797.0,22142.0,22382.0,22479.0
Araucanía,Primera,0.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,945.0,13333.0,22444.0,30496.0,31625.0,31627.0,42800.0,57198.0,72071.0,86302.0,100181.0,102256.0,102257.0,118660.0,132757.0,143378.0,152448.0,160744.0,161126.0,161126.0,168604.0,175418.0,181185.0,186050.0,191171.0,191784.0,191785.0,199308.0,209502.0,217977.0,225503.0,232543.0,232954.0,232954.0,240913.0,248745.0,256754.0,266750.0,275936.0,276635.0,276635.0,285648.0,295037.0,303404.0,311204.0,318821.0,319245.0,319245.0,326519.0,333635.0,340996.0,348109.0,355261.0,355550.0,355550.0,362670.0,368758.0,374161.0,380148.0,380165.0,380183.0,380183.0,383990.0,388606.0,393288.0,397020.0,400610.0,400773.0,400773.0,404128.0,408323.0,412046.0,415049.0,417894.0,418017.0,418017.0,420651.0,423437.0,425538.0,428565.0,431039.0,431459.0,431480.0,433950.0,436451.0,439008.0,440942.0,443599.0,443623.0,443623.0,447521.0,451856.0,455951.0,459941.0,464038.0,464597.0,464597.0,469722.0,475320.0,480695.0,485412.0,490493.0,490523.0,490531.0,495535.0,501115.0,506528.0,512689.0,513763.0,515161.0,515165.0,523798.0,533389.0,542788.0,550637.0,557237.0,557542.0,557542.0,565026.0,573566.0,580657.0,584179.0,586319.0,586809.0,586809.0,590203.0,593353.0,597471.0,602082.0,605720.0,605994.0,605994.0,610998.0,615169.0,620085.0,623369.0,626001.0,626246.0,626246.0,626331.0,631124.0,635305.0,636852.0,637988.0,638046.0,638046.0,638053.0,640083.0,642704.0,646955.0,650839.0,651293.0,651293.0,654424.0,657750.0,662112.0,665413.0
Araucanía,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,703.0,716.0,716.0,716.0,717.0,1026.0,12147.0,20930.0,28660.0,29859.0,29863.0,40699.0,54202.0,68610.0,82419.0,96212.0,98131.0,98139.0,114888.0,130208.0,142026.0,152119.0,161665.0,161962.0,161963.0,169547.0,175299.0,180321.0,184151.0,187743.0,187820.0,187820.0,194653.0,203883.0,211851.0,220006.0,220370.0,220386.0,220386.0,232726.0,240976.0,248986.0,258651.0,267172.0,267495.0,267498.0,276639.0,285839.0,294165.0,301766.0,309365.0,309674.0,309676.0,317213.0,324334.0,331325.0,337996.0,344701.0,345030.0,345034.0,352137.0,358594.0,364254.0,369744.0,371235.0,371242.0,371243.0,374645.0,378841.0,383340.0,387020.0,390551.0,390719.0,390720.0,394141.0,398042.0,401698.0,404622.0,407122.0,407128.0,407129.0,409930.0,412861.0,415203.0,418932.0,419123.0,419428.0,419442.0,423312.0,426610.0,429016.0,431519.0,433822.0,433882.0,433884.0,437150.0,440808.0,444323.0,447287.0,449996.0,450177.0,450180.0,455284.0,460753.0,466059.0,470686.0,475402.0,475544.0,475544.0,480403.0,485524.0,490747.0,495845.0,497808.0,498424.0,498425.0,498724.0,509691.0,519316.0,525534.0,530726.0,531041.0,531044.0,531134.0,540839.0,548752.0,553455.0,556977.0,557393.0,557395.0,561337.0,565001.0,569270.0,573640.0
Araucanía,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,678.0,2102.0,4467.0,4532.0,4532.0,5740.0,6625.0,7694.0,8659.0,9514.0,9515.0,9515.0,10123.0,10485.0,11000.0,11239.0,11421.0,11422.0,11422.0,11422.0,11592.0,12774.0,17238.0,21575.0,21895.0,21895.0,21945.0,24395.0,25750.0,26496.0,26987.0,27009.0,27009.0,27369.0,27613.0,27841.0,27975.0
Los Lagos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,802.0,9742.0,18286.0,26912.0,30496.0,31182.0,44057.0,57033.0,70064.0,82228.0,93535.0,96679.0,96803.0,110904.0,121602.0,129300.0,136010.0,142344.0,142730.0,142737.0,148345.0,153596.0,158658.0,163613.0,169239.0,169577.0,169577.0,175633.0,182296.0,188760.0,194494.0,199743.0,200523.0,200634.0,206595.0,213052.0,219166.0,226241.0,232951.0,234429.0,234444.0,241587.0,249766.0,256591.0,263307.0,268614.0,269542.0,269550.0,275521.0,282477.0,290083.0,297550.0,304331.0,304882.0,304882.0,310692.0,316684.0,322980.0,329554.0,329559.0,329567.0,329567.0,333522.0,338210.0,342663.0,345731.0,348599.0,348740.0,348740.0,351765.0,355709.0,359774.0,363334.0,365982.0,366168.0,366168.0,366751.0,367399.0,367958.0,369223.0,370855.0,371029.0,371030.0,373803.0,376780.0,378675.0,380368.0,381655.0,381655.0,381655.0,385062.0,388740.0,392036.0,395336.0,398487.0,398823.0,398823.0,402683.0,407114.0,411660.0,416018.0,420347.0,420422.0,420422.0,425537.0,431132.0,436268.0,441088.0,441088.0,441203.0,441203.0,449116.0,457929.0,466933.0,475413.0,482938.0,483147.0,483148.0,490656.0,498070.0,504288.0,507656.0,511535.0,512073.0,512073.0,516651.0,521814.0,527054.0,532317.0,536066.0,536710.0,536710.0,540590.0,544469.0,548527.0,551474.0,554055.0,554674.0,554674.0,554674.0,558520.0,562615.0,565366.0,567145.0,567677.0,567680.0,567699.0,570308.0,572903.0,576814.0,580161.0,580603.0,580603.0,583145.0,585477.0,588579.0,590471.0
Los Lagos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,501.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,538.0,539.0,539.0,539.0,839.0,1569.0,9658.0,17675.0,25557.0,28449.0,28766.0,40956.0,53237.0,65759.0,77901.0,88790.0,91755.0,91820.0,106077.0,119095.0,128751.0,137439.0,144157.0,144552.0,144563.0,152037.0,157653.0,161654.0,164650.0,167187.0,167225.0,167225.0,171803.0,177364.0,183757.0,190252.0,190264.0,190269.0,190270.0,199115.0,205475.0,211601.0,217069.0,223026.0,223296.0,223297.0,231801.0,240285.0,247485.0,254106.0,259016.0,259212.0,259214.0,265693.0,272837.0,280533.0,287081.0,292969.0,293201.0,293204.0,299314.0,305348.0,310569.0,316787.0,318320.0,318320.0,318321.0,322528.0,327003.0,331444.0,334899.0,337677.0,337776.0,337776.0,341093.0,345250.0,349182.0,352627.0,355111.0,355134.0,355134.0,356572.0,357880.0,359114.0,360490.0,360492.0,360502.0,360502.0,363442.0,367009.0,369145.0,370761.0,371825.0,371844.0,371846.0,374648.0,378206.0,381368.0,384115.0,385885.0,386116.0,386116.0,390109.0,394432.0,398592.0,402530.0,405391.0,405508.0,405509.0,410500.0,416104.0,421000.0,425008.0,426540.0,426722.0,426724.0,426736.0,435334.0,443572.0,450051.0,455883.0,456427.0,456445.0,456500.0,465849.0,472306.0,476784.0,480892.0,481457.0,481458.0,486622.0,491798.0,496778.0,501561.0
