Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08
Los Lagos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,1028.0,1676.0,2420.0,2504.0,2504.0,3062.0,3651.0,4146.0,4590.0,4937.0,4950.0,4950.0,6364.0,7810.0,9251.0,10498.0,11579.0,11588.0,11588.0,11588.0,13217.0,14762.0,17914.0,21426.0,21693.0,21820.0,21858.0,23432.0,24555.0,25514.0,26410.0,26442.0,26500.0,27377.0,27944.0,28528.0,29070.0
Los Ríos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,770.0,5511.0,10191.0,14574.0,15140.0,15657.0,21112.0,28011.0,35136.0,42227.0,47629.0,48437.0,48880.0,54478.0,58337.0,61674.0,64665.0,67460.0,67533.0,67587.0,70581.0,73042.0,75179.0,77100.0,78656.0,78675.0,78676.0,80679.0,84529.0,88724.0,92188.0,95038.0,95194.0,95229.0,98710.0,102468.0,105756.0,109976.0,113081.0,113232.0,113363.0,116981.0,120865.0,123992.0,126465.0,129215.0,129348.0,129549.0,132830.0,135947.0,139183.0,143119.0,147149.0,147309.0,147313.0,150530.0,152989.0,155378.0,157942.0,158069.0,158195.0,158263.0,159780.0,161459.0,162988.0,164773.0,166778.0,166946.0,166995.0,168431.0,170034.0,172067.0,173809.0,175539.0,175919.0,175920.0,176751.0,177788.0,178591.0,179529.0,180100.0,180176.0,180183.0,180757.0,181215.0,181593.0,182106.0,183086.0,183237.0,183246.0,184313.0,185512.0,186801.0,188298.0,190046.0,190329.0,190329.0,191844.0,193537.0,195253.0,196783.0,198375.0,198426.0,198426.0,200096.0,202404.0,205013.0,207749.0,208393.0,209170.0,209211.0,212530.0,216715.0,220364.0,223751.0,226690.0,226730.0,226732.0,229283.0,232639.0,234914.0,236226.0,237256.0,237393.0,237423.0,238860.0,240511.0,242457.0,244441.0,245916.0,245974.0,245974.0,248001.0,250108.0,252070.0,253296.0,254082.0,254274.0,254274.0,254509.0,256971.0,258798.0,259973.0,260864.0,261140.0,261177.0,261353.0,262022.0,262800.0,264304.0,265566.0,265802.0,265802.0,267030.0,268162.0,269554.0,270660.0
Los Ríos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,616.0,4868.0,9322.0,13717.0,14225.0,14606.0,19768.0,26514.0,33458.0,40412.0,45626.0,46427.0,46899.0,52779.0,57834.0,62056.0,65707.0,68848.0,68991.0,69045.0,72218.0,74209.0,75563.0,76840.0,77829.0,77864.0,77866.0,79237.0,82494.0,86232.0,90382.0,90652.0,90760.0,90793.0,95386.0,99200.0,102422.0,106205.0,109585.0,109730.0,109825.0,113246.0,116826.0,120025.0,122585.0,125192.0,125406.0,125604.0,128677.0,131796.0,134906.0,138179.0,140917.0,141122.0,141126.0,144394.0,147144.0,148957.0,152134.0,153207.0,153306.0,153323.0,154607.0,156330.0,158134.0,159932.0,161488.0,161623.0,161624.0,162970.0,164795.0,166888.0,168570.0,169943.0,169969.0,169969.0,170966.0,172491.0,173576.0,174823.0,174874.0,174972.0,174975.0,175941.0,176860.0,177546.0,178210.0,179011.0,179043.0,179046.0,179933.0,181453.0,182810.0,184055.0,185113.0,185242.0,185258.0,186704.0,188943.0,190808.0,192400.0,193875.0,193919.0,193920.0,195480.0,197468.0,199845.0,202147.0,203189.0,203596.0,203599.0,203908.0,208781.0,212640.0,215420.0,218216.0,218412.0,218431.0,218491.0,222519.0,225154.0,226911.0,228301.0,228522.0,228522.0,230160.0,231846.0,233744.0,235388.0
Los Ríos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,744.0,1618.0,2239.0,2276.0,2285.0,2634.0,2849.0,3052.0,3174.0,3251.0,3251.0,3251.0,3354.0,3398.0,3444.0,3498.0,3526.0,3526.0,3526.0,3526.0,3601.0,4059.0,5262.0,6465.0,6511.0,6519.0,6527.0,7679.0,8589.0,9118.0,9448.0,9480.0,9480.0,9790.0,10058.0,10210.0,10314.0
Magallanes,Primera,0.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,222.0,3606.0,6713.0,8985.0,9021.0,9021.0,12183.0,15501.0,20136.0,23654.0,26709.0,26715.0,26721.0,30331.0,32710.0,35305.0,37065.0,38785.0,38987.0,38997.0,39845.0,40565.0,41479.0,42477.0,43316.0,43404.0,43404.0,45573.0,47965.0,50159.0,51919.0,53453.0,53462.0,53466.0,54727.0,56026.0,57242.0,58918.0,60171.0,60175.0,60216.0,61674.0,63476.0,64759.0,66189.0,67600.0,67613.0,67624.0,69248.0,70674.0,72239.0,73601.0,75533.0,75544.0,75546.0,76911.0,78165.0,79433.0,80798.0,80799.0,80799.0,80799.0,81669.0,82967.0,84266.0,85277.0,86044.0,86047.0,86049.0,87020.0,87867.0,88866.0,89809.0,90633.0,90636.0,90636.0,91288.0,92029.0,92554.0,93317.0,93658.0,93661.0,93662.0,93762.0,94389.0,94997.0,95226.0,95459.0,95459.0,95459.0,95978.0,96592.0,97172.0,97623.0,98188.0,98198.0,98198.0,98907.0,99848.0,100446.0,101088.0,101878.0,101879.0,101880.0,102606.0,103490.0,104549.0,105934.0,105935.0,105935.0,105935.0,107553.0,108906.0,110333.0,111649.0,112701.0,113071.0,113509.0,114367.0,115183.0,115901.0,115989.0,116067.0,116068.0,116071.0,116115.0,116204.0,116323.0,116408.0,116578.0,116578.0,116585.0,116659.0,116716.0,116768.0,116836.0,116887.0,116942.0,116942.0,116943.0,117339.0,117738.0,118329.0,118921.0,118921.0,118921.0,118921.0,119298.0,119549.0,120141.0,120665.0,120665.0,120665.0,120839.0,120994.0,121417.0,121740.0
Magallanes,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,157.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,165.0,165.0,165.0,165.0,165.0,210.0,3312.0,6247.0,8475.0,8521.0,8523.0,11649.0,14762.0,19198.0,22731.0,25759.0,25771.0,25778.0,29370.0,32063.0,35170.0,37446.0,39310.0,39322.0,39324.0,40213.0,41062.0,41505.0,42130.0,42672.0,42681.0,42681.0,44274.0,46858.0,48997.0,50847.0,50848.0,50852.0,50854.0,52797.0,54324.0,55564.0,57088.0,58288.0,58295.0,58297.0,59491.0,61005.0,62410.0,63830.0,65389.0,65403.0,65405.0,66788.0,68418.0,69961.0,71075.0,72075.0,72084.0,72084.0,73022.0,74496.0,75787.0,76827.0,77406.0,77410.0,77410.0,78355.0,79974.0,80820.0,82183.0,83049.0,83054.0,83054.0,84015.0,85030.0,85976.0,86782.0,87601.0,87602.0,87602.0,88072.0,88775.0,89545.0,90553.0,90559.0,90560.0,90560.0,90971.0,91808.0,92624.0,93105.0,93503.0,93504.0,93504.0,93876.0,94541.0,95099.0,95633.0,96181.0,96187.0,96196.0,96812.0,97810.0,98465.0,99152.0,99942.0,99944.0,99950.0,100714.0,101486.0,102412.0,103602.0,104027.0,104082.0,104082.0,104088.0,105587.0,107076.0,108285.0,109384.0,109656.0,110028.0,110028.0,111492.0,112468.0,112874.0,113192.0,113192.0,113192.0,113418.0,113637.0,113809.0,113950.0
Magallanes,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,845.0,1302.0,1786.0,2470.0,2906.0,3405.0,3908.0,4711.0,5389.0,5389.0,5420.0,6010.0,6475.0,7078.0,7552.0,7890.0,8005.0,8005.0,8005.0,8394.0,8777.0,9302.0,9664.0,9664.0,9665.0,9665.0,9942.0,10214.0,10429.0,10554.0,10554.0,10554.0,10717.0,10875.0,10951.0,11022.0
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2498.0,4514.0,6930.0,7469.0,7469.0,10863.0,14865.0,19677.0,23993.0,28210.0,28381.0,28381.0,33613.0,38448.0,41928.0,44130.0,46275.0,46384.0,46384.0,47959.0,49672.0,52046.0,54194.0,55706.0,55779.0,55779.0,57682.0,59593.0,61295.0,63077.0,65073.0,65183.0,65183.0,67062.0,68791.0,70362.0,72490.0,74647.0,74849.0,74849.0,77137.0,79673.0,82024.0,84415.0,86992.0,87231.0,87231.0,89624.0,92056.0,94732.0,96967.0,99689.0,99793.0,99793.0,102262.0,104417.0,106412.0,108342.0,108370.0,108398.0,108438.0,110260.0,112416.0,114598.0,116289.0,117937.0,118085.0,118113.0,120200.0,121950.0,123785.0,125439.0,127451.0,127646.0,127703.0,129704.0,131799.0,133596.0,135040.0,136422.0,136663.0,136676.0,138155.0,139667.0,141499.0,142587.0,143706.0,143796.0,143901.0,145615.0,147041.0,148442.0,149670.0,150935.0,151632.0,151702.0,153305.0,154881.0,156502.0,157889.0,159486.0,159528.0,159532.0,161150.0,162786.0,164267.0,165787.0,165884.0,166581.0,166696.0,169830.0,173115.0,176123.0,178615.0,181153.0,182102.0,182242.0,184942.0,187234.0,189333.0,191074.0,192639.0,193319.0,193358.0,195072.0,196520.0,198020.0,199520.0,200863.0,201325.0,201330.0,203096.0,204381.0,205878.0,206952.0,208001.0,208335.0,208357.0,208365.0,209934.0,211757.0,213576.0,215159.0,215445.0,215475.0,215518.0,216475.0,217221.0,218287.0,219125.0,219286.0,219297.0,220126.0,221132.0,222535.0,223716.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2218.0,4147.0,6415.0,6923.0,6923.0,10153.0,14047.0,18582.0,22663.0,26784.0,26987.0,26987.0,32044.0,37448.0,42316.0,45971.0,48659.0,48821.0,48821.0,50686.0,51770.0,52734.0,53513.0,54387.0,54440.0,54440.0,56028.0,57727.0,59372.0,61500.0,61501.0,61501.0,61503.0,64456.0,66418.0,68212.0,70170.0,71788.0,71922.0,71924.0,74349.0,76867.0,79207.0,81393.0,83728.0,83899.0,83899.0,86502.0,89023.0,91481.0,93288.0,95135.0,95271.0,95272.0,98234.0,100290.0,102347.0,104245.0,104958.0,104982.0,105011.0,106681.0,108499.0,109992.0,111971.0,113519.0,113865.0,113865.0,115846.0,117559.0,119049.0,120590.0,122320.0,122321.0,122321.0,124370.0,126424.0,128434.0,130382.0,130426.0,130736.0,130761.0,132547.0,134186.0,135810.0,137193.0,138324.0,138545.0,138581.0,140201.0,141720.0,143074.0,144250.0,145591.0,145908.0,145916.0,147643.0,149162.0,150635.0,151997.0,153494.0,153698.0,153699.0,155190.0,156667.0,158189.0,159538.0,160201.0,160629.0,160631.0,160640.0,164067.0,167196.0,169710.0,172085.0,172885.0,172911.0,172986.0,176313.0,178887.0,180754.0,182426.0,182865.0,182877.0,184903.0,186501.0,188071.0,189540.0
Tarapacá,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,72.0,109.0,125.0,125.0,199.0,259.0,339.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,495.0,564.0,564.0,564.0,1139.0,1984.0,2626.0,3252.0,3414.0,3414.0,4168.0,4669.0,4885.0,4991.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3094.0,19414.0,37413.0,56786.0,58072.0,58110.0,85909.0,116230.0,149419.0,180764.0,208613.0,209941.0,209941.0,243740.0,273509.0,297918.0,318563.0,337090.0,337769.0,337882.0,349247.0,358386.0,366199.0,374837.0,384443.0,388122.0,388138.0,401479.0,419766.0,440294.0,459237.0,477066.0,477368.0,477368.0,493423.0,508865.0,524529.0,545985.0,563760.0,564985.0,564985.0,581415.0,599833.0,616934.0,635302.0,651887.0,652994.0,653077.0,668605.0,683216.0,698919.0,714695.0,731231.0,731601.0,731629.0,748443.0,762515.0,775300.0,789158.0,789321.0,789515.0,789556.0,797448.0,807203.0,816942.0,824661.0,832296.0,832885.0,833005.0,841908.0,849053.0,857534.0,864156.0,871296.0,871697.0,871739.0,877598.0,882444.0,886425.0,893562.0,898563.0,898914.0,898944.0,904649.0,908629.0,913531.0,917557.0,922190.0,922247.0,922268.0,930449.0,938725.0,947437.0,956058.0,964587.0,965598.0,965654.0,976036.0,987146.0,997442.0,1007233.0,1017484.0,1017630.0,1017689.0,1029652.0,1042366.0,1054183.0,1065622.0,1065743.0,1068125.0,1068209.0,1085415.0,1103524.0,1121139.0,1137463.0,1149659.0,1152538.0,1152596.0,1165880.0,1180451.0,1192634.0,1196772.0,1198415.0,1199390.0,1199392.0,1204285.0,1210124.0,1216947.0,1226224.0,1235077.0,1237057.0,1237141.0,1249195.0,1258256.0,1269641.0,1277226.0,1283784.0,1285231.0,1285272.0,1285650.0,1296172.0,1304054.0,1313393.0,1317687.0,1318659.0,1318681.0,1318729.0,1321997.0,1325074.0,1332914.0,1338732.0,1340097.0,1340113.0,1344375.0,1348487.0,1356457.0,1363209.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1457.0,2920.0,18127.0,35357.0,53930.0,55053.0,55060.0,81865.0,111387.0,143698.0,174152.0,201427.0,202442.0,202454.0,235447.0,267888.0,295138.0,320356.0,339468.0,340143.0,340215.0,354980.0,366762.0,373589.0,379207.0,383682.0,383768.0,383792.0,396204.0,412020.0,432223.0,454344.0,454922.0,455134.0,455155.0,479582.0,496150.0,511692.0,532596.0,550055.0,550859.0,550898.0,567254.0,584408.0,601454.0,619346.0,635437.0,636233.0,636324.0,652522.0,666592.0,681481.0,695455.0,710431.0,710889.0,710921.0,728018.0,741529.0,754612.0,767781.0,771283.0,771384.0,771441.0,778904.0,788049.0,797179.0,805166.0,812222.0,812643.0,812696.0,820897.0,828832.0,837043.0,843030.0,849149.0,849232.0,849269.0,855168.0,860967.0,865887.0,873219.0,873278.0,873729.0,873754.0,881514.0,887982.0,893576.0,897803.0,901346.0,901725.0,901740.0,907360.0,915156.0,923145.0,930831.0,938139.0,939072.0,939153.0,949734.0,960715.0,970657.0,980145.0,989812.0,990570.0,990621.0,1001731.0,1013360.0,1024623.0,1035007.0,1038776.0,1040761.0,1040886.0,1041592.0,1062687.0,1077377.0,1090531.0,1100046.0,1102025.0,1102118.0,1102427.0,1117194.0,1129782.0,1136655.0,1141228.0,1142508.0,1142549.0,1148421.0,1154754.0,1161440.0,1169756.0
Valparaíso,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98.0,1304.0,6940.0,12024.0,13055.0,13075.0,17038.0,19923.0,22560.0,24810.0,24909.0,24909.0,24909.0,24952.0,24952.0,24952.0,24952.0,24952.0,24952.0,24952.0,24952.0,24952.0,24952.0,27409.0,31689.0,32789.0,32849.0,33033.0,37144.0,40787.0,42953.0,44894.0,45396.0,45396.0,47049.0,47991.0,48585.0,49041.0
