Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2496.0,4511.0,6928.0,7468.0,7468.0,10863.0,14865.0,19678.0,23994.0,28211.0,28382.0,28382.0,33616.0,38451.0,41932.0,44131.0,46276.0,46385.0,46385.0,47961.0,49674.0,52048.0,54195.0,55708.0,55781.0,55781.0,57684.0,59595.0,61297.0,63080.0,65076.0,65186.0,65186.0,67066.0,68796.0,70367.0,72495.0,74652.0,74854.0,74854.0,77142.0,79677.0,82028.0,84417.0,86996.0,87235.0,87235.0,89629.0,92060.0,94737.0,96972.0,99695.0,99799.0,99799.0,102269.0,104423.0,106416.0,108346.0,108374.0,108402.0,108442.0,110264.0,112420.0,114604.0,116295.0,117942.0,118089.0,118117.0,120199.0,121943.0,123777.0,125431.0,127442.0,127637.0,127694.0,129694.0,131787.0,133584.0,135024.0,136401.0,136642.0,136655.0,138131.0,139438.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2218.0,4144.0,6412.0,6920.0,6920.0,10149.0,14043.0,18579.0,22659.0,26780.0,26983.0,26983.0,32041.0,37445.0,42314.0,45967.0,48655.0,48817.0,48817.0,50682.0,51765.0,52727.0,53507.0,54379.0,54432.0,54432.0,56020.0,57719.0,59364.0,61492.0,61493.0,61493.0,61495.0,64446.0,66408.0,68201.0,70157.0,71774.0,71908.0,71910.0,74334.0,76849.0,79189.0,81370.0,83703.0,83874.0,83874.0,86476.0,88998.0,91455.0,93262.0,95110.0,95246.0,95247.0,98210.0,100182.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3093.0,19414.0,37412.0,56786.0,58072.0,58110.0,85908.0,116230.0,149509.0,180763.0,208608.0,209936.0,209936.0,243732.0,273501.0,297912.0,318559.0,337087.0,337766.0,337879.0,349245.0,358385.0,366198.0,374835.0,384439.0,388116.0,388132.0,401472.0,419759.0,440286.0,459231.0,477057.0,477359.0,477359.0,493416.0,508858.0,524523.0,545982.0,563751.0,564976.0,564976.0,581408.0,599824.0,616926.0,635292.0,651905.0,653013.0,653096.0,668624.0,683229.0,698930.0,714707.0,731241.0,731611.0,731639.0,748451.0,762518.0,775287.0,789135.0,789297.0,789488.0,789528.0,797408.0,807150.0,816875.0,824588.0,832209.0,832798.0,832916.0,841785.0,848925.0,857389.0,864003.0,871125.0,871525.0,871566.0,877417.0,882251.0,886224.0,893344.0,898335.0,898686.0,898716.0,904386.0,908267.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1456.0,2918.0,18124.0,35350.0,53920.0,55043.0,55050.0,81849.0,111368.0,143671.0,174115.0,201380.0,202395.0,202407.0,235390.0,267820.0,295063.0,320273.0,339378.0,340055.0,340131.0,354889.0,366661.0,373485.0,379097.0,383570.0,383656.0,383680.0,396086.0,411895.0,432089.0,454202.0,454779.0,454991.0,455012.0,479423.0,495978.0,511500.0,532387.0,549831.0,550634.0,550673.0,567001.0,584144.0,601159.0,619041.0,635133.0,635929.0,636020.0,652209.0,666259.0,681129.0,695094.0,710059.0,710516.0,710548.0,727597.0,740944.0
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0,5437.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7824.0,13473.0,20179.0,26377.0,26613.0,26729.0,33941.0,41783.0,50892.0,61264.0,70099.0,70394.0,70645.0,78142.0,84501.0,90416.0,95571.0,99908.0,100107.0,100107.0,104174.0,107986.0,111272.0,114558.0,117215.0,117269.0,117327.0,120845.0,124857.0,128406.0,131272.0,133650.0,133729.0,133765.0,138401.0,143454.0,148452.0,154472.0,159603.0,159809.0,160023.0,165902.0,171685.0,176453.0,180733.0,184757.0,184983.0,185189.0,189086.0,193202.0,197321.0,201393.0,205399.0,205442.0,205501.0,209332.0,212674.0,215786.0,220432.0,220433.0,220433.0,220433.0,223490.0,226736.0,229879.0,232811.0,235763.0,235988.0,236014.0,237960.0,239520.0,240769.0,241767.0,243017.0,243096.0,243110.0,244100.0,245055.0,245786.0,247094.0,247972.0,248008.0,248009.0,249231.0,250112.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,5686.0,7652.0,7699.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7706.0,7709.0,7721.0,7730.0,7734.0,7734.0,7734.0,7739.0,7860.0,13197.0,19572.0,25405.0,25540.0,25667.0,32890.0,40456.0,49377.0,59224.0,67660.0,68022.0,68265.0,76218.0,83283.0,89945.0,95961.0,100605.0,100644.0,100653.0,105269.0,108812.0,111547.0,113843.0,115666.0,115749.0,115763.0,118831.0,122388.0,125750.0,129195.0,129197.0,129197.0,129197.0,134727.0,139902.0,144828.0,150608.0,155601.0,155682.0,155736.0,161409.0,167097.0,171869.0,176045.0,180209.0,180400.0,180485.0,184542.0,188629.0,192477.0,196503.0,200315.0,200393.0,200420.0,204426.0,207671.0
Biobío,Primera,0.0,1388.0,2044.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2092.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,6316.0,28223.0,46733.0,63169.0,67333.0,69961.0,93388.0,120860.0,152388.0,181076.0,203025.0,206265.0,207544.0,228815.0,245692.0,260115.0,271041.0,280978.0,282117.0,282509.0,291018.0,298756.0,306520.0,315743.0,322526.0,322874.0,323032.0,334463.0,347766.0,361059.0,373183.0,383898.0,384535.0,384751.0,396605.0,409727.0,422335.0,439688.0,454807.0,458021.0,458894.0,473978.0,490089.0,504746.0,518424.0,531188.0,533855.0,535015.0,547352.0,560112.0,572982.0,585120.0,599468.0,600074.0,600099.0,612928.0,623678.0,634751.0,646063.0,646259.0,646329.0,646331.0,652521.0,660080.0,668140.0,674949.0,680446.0,681595.0,681815.0,688152.0,694160.0,699953.0,703924.0,707679.0,708065.0,708107.0,711588.0,714108.0,716331.0,720658.0,723710.0,724227.0,724347.0,727579.0,730219.0
Biobío,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1421.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1997.0,2078.0,2115.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2122.0,2122.0,2122.0,2122.0,2122.0,2122.0,2130.0,4844.0,25095.0,42888.0,58510.0,62395.0,64708.0,87074.0,114535.0,144891.0,173069.0,194927.0,198059.0,199215.0,222169.0,242099.0,259690.0,274720.0,284909.0,286062.0,286493.0,297338.0,305946.0,311329.0,315904.0,320083.0,320281.0,320393.0,328458.0,339307.0,351282.0,363875.0,364555.0,364642.0,364654.0,383145.0,396842.0,409956.0,426120.0,439478.0,441210.0,441613.0,457580.0,473577.0,487930.0,501259.0,513301.0,515023.0,515648.0,529466.0,541849.0,554158.0,565924.0,578034.0,578783.0,578919.0,591987.0,603177.0
O’Higgins,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2190.0,7945.0,10301.0,11598.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11917.0,18979.0,28345.0,37233.0,38351.0,38410.0,48278.0,57732.0,70917.0,82133.0,93262.0,94477.0,94497.0,109705.0,122761.0,134113.0,143171.0,150893.0,151324.0,151336.0,157666.0,163148.0,168062.0,172953.0,176711.0,177035.0,177035.0,186518.0,196488.0,205781.0,213822.0,221755.0,222113.0,222115.0,230263.0,238295.0,246032.0,255922.0,264912.0,265437.0,265441.0,275065.0,284458.0,292809.0,300327.0,307810.0,308128.0,308131.0,315797.0,323479.0,331466.0,339095.0,347768.0,347920.0,347982.0,356884.0,365507.0,373747.0,381541.0,381548.0,381564.0,381590.0,385852.0,390524.0,395800.0,398738.0,400278.0,400331.0,400331.0,403565.0,407862.0,412667.0,416314.0,419622.0,419857.0,419877.0,421781.0,423675.0,425424.0,428260.0,430504.0,430545.0,430545.0,432542.0,434541.0
O’Higgins,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2557.0,8071.0,10250.0,11395.0,11478.0,11478.0,11478.0,11478.0,11478.0,11478.0,11478.0,11478.0,11478.0,11478.0,11486.0,11489.0,11503.0,11510.0,11522.0,11522.0,11522.0,11539.0,11808.0,18598.0,27656.0,36465.0,37312.0,37339.0,47211.0,56443.0,69350.0,80318.0,91112.0,92204.0,92226.0,107806.0,121504.0,133733.0,143800.0,152248.0,152600.0,152613.0,159862.0,164945.0,169129.0,172653.0,175136.0,175300.0,175319.0,183930.0,193481.0,203109.0,215646.0,215711.0,215716.0,215734.0,225421.0,233587.0,241190.0,250756.0,259460.0,259780.0,259782.0,269006.0,277795.0,286426.0,293807.0,301103.0,301348.0,301351.0,308782.0,316124.0,323919.0,331590.0,339411.0,339543.0,339547.0,347528.0,355815.0
Maule,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,1668.0,14342.0,26648.0,39901.0,43801.0,46431.0,61131.0,76169.0,92709.0,107730.0,120435.0,121882.0,122470.0,136547.0,149542.0,161140.0,170235.0,179184.0,179555.0,179719.0,186864.0,193296.0,199173.0,204952.0,211394.0,211673.0,211682.0,219265.0,228744.0,237690.0,245185.0,251809.0,252468.0,252717.0,261042.0,269947.0,279612.0,290509.0,300516.0,302041.0,302584.0,313589.0,324049.0,333157.0,341926.0,350198.0,350823.0,351013.0,359983.0,369178.0,378169.0,386612.0,395548.0,395678.0,395705.0,404999.0,412796.0,419872.0,428070.0,428095.0,428123.0,428151.0,433896.0,440265.0,446195.0,451329.0,456110.0,456404.0,456431.0,459682.0,463919.0,467871.0,470574.0,473040.0,473274.0,473294.0,475928.0,478103.0,480241.0,483325.0,485786.0,485930.0,485945.0,487542.0,489479.0
Maule,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,501.0,504.0,504.0,504.0,509.0,509.0,509.0,518.0,1436.0,13093.0,24940.0,37636.0,41397.0,43788.0,58214.0,72787.0,88775.0,103633.0,116242.0,117681.0,118336.0,132778.0,146807.0,160029.0,171010.0,182281.0,182616.0,182700.0,190821.0,196565.0,200883.0,204586.0,208377.0,208428.0,208447.0,214928.0,223194.0,231399.0,239881.0,239940.0,239960.0,239976.0,252492.0,262017.0,271247.0,281409.0,290834.0,291184.0,291228.0,301914.0,312561.0,321800.0,330457.0,338644.0,339077.0,339127.0,348165.0,357294.0,366041.0,374533.0,382544.0,382785.0,382805.0,392276.0,399947.0
Metropolitana,Primera,420.0,2934.0,5418.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,7069.0,7942.0,7965.0,7965.0,7965.0,7965.0,7965.0,7981.0,7991.0,7991.0,7991.0,7997.0,8007.0,8007.0,8007.0,8007.0,8008.0,8008.0,8008.0,12097.0,71907.0,135239.0,197886.0,208209.0,210135.0,293835.0,385143.0,486868.0,577970.0,664940.0,678829.0,680570.0,784965.0,870574.0,945035.0,1006211.0,1062649.0,1067929.0,1068334.0,1105692.0,1136388.0,1164325.0,1192283.0,1216190.0,1219997.0,1220109.0,1277095.0,1339993.0,1403960.0,1465500.0,1524492.0,1530207.0,1530618.0,1583692.0,1636099.0,1687111.0,1751216.0,1808188.0,1822713.0,1823639.0,1884082.0,1947675.0,2006625.0,2065981.0,2122758.0,2138713.0,2139650.0,2201052.0,2265278.0,2331132.0,2402435.0,2477379.0,2486952.0,2487528.0,2551478.0,2608120.0,2661881.0,2718424.0,2719315.0,2720037.0,2720288.0,2750848.0,2786430.0,2823641.0,2854018.0,2883168.0,2890568.0,2891047.0,2925637.0,2955545.0,2988621.0,3014294.0,3037051.0,3041622.0,3042167.0,3058171.0,3071888.0,3081650.0,3105045.0,3119774.0,3122767.0,3122883.0,3139625.0,3152821.0
Metropolitana,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,3550.0,5473.0,5540.0,5540.0,5540.0,5541.0,5541.0,5541.0,5541.0,5541.0,5541.0,5655.0,5656.0,5656.0,5656.0,5656.0,5656.0,5656.0,5656.0,5656.0,5656.0,6927.0,7591.0,7596.0,7596.0,7606.0,7756.0,7814.0,7829.0,7840.0,7840.0,7840.0,7840.0,7850.0,7850.0,7850.0,7850.0,7850.0,7850.0,7852.0,7852.0,7855.0,7892.0,7906.0,7907.0,7907.0,7954.0,11647.0,63921.0,124016.0,184541.0,192972.0,194267.0,275016.0,365548.0,465477.0,554357.0,638166.0,649941.0,651126.0,757033.0,847737.0,930448.0,1001036.0,1061413.0,1068520.0,1069001.0,1108899.0,1137913.0,1159202.0,1177807.0,1197154.0,1199015.0,1199225.0,1248335.0,1308184.0,1371434.0,1443146.0,1446130.0,1447001.0,1447344.0,1529794.0,1585280.0,1638639.0,1701522.0,1760572.0,1770779.0,1771476.0,1832224.0,1892078.0,1949685.0,2007412.0,2062902.0,2072132.0,2072772.0,2136098.0,2201094.0,2262272.0,2326568.0,2390710.0,2399191.0,2399477.0,2466417.0,2519477.0
