Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10
Arica y Parinacota,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,2091.0,2734.0,2802.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2806.0,2821.0,2832.0,2844.0,2852.0,2853.0,2853.0,2855.0,2916.0,4169.0,7003.0,9231.0,9490.0,9517.0,11812.0,14328.0,17157.0,19903.0,22741.0,22835.0,22835.0,25777.0,28614.0,31303.0,33799.0,35936.0,35981.0,35981.0,38093.0,40197.0,41409.0,42214.0,42980.0,42986.0,42986.0,43868.0,44903.0,45731.0,46606.0,46613.0,46617.0,46618.0,48177.0,49465.0,50697.0,52227.0,53317.0,53370.0,53370.0,54146.0,55879.0,57577.0,59409.0,60322.0,60374.0,60376.0,61024.0,62964.0,64470.0,65190.0,66651.0,66672.0,66675.0,68267.0,69915.0,71235.0,72302.0,72688.0,72688.0,72689.0,73600.0,74700.0,75568.0,75753.0,75968.0,75976.0,75976.0,77145.0,78354.0,79213.0,79728.0,80324.0,80340.0,80343.0,81259.0,82228.0,82990.0,83731.0,83772.0,83925.0,83926.0,84772.0,85582.0,86225.0,86945.0,87506.0,87547.0,87550.0,88294.0,89497.0,90016.0,90801.0,91522.0,91617.0,91620.0,91815.0,93424.0,94764.0,96103.0
Arica y Parinacota,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,936.0,1564.0,1683.0,1683.0,1683.0,1788.0,1799.0,1799.0
Atacama,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,1640.0,2511.0,3600.0,3865.0,3865.0,3865.0,3865.0,3867.0,3867.0,3867.0,3867.0,3867.0,3867.0,3867.0,3869.0,9463.0,15288.0,20029.0,20484.0,20484.0,24084.0,26503.0,28734.0,30799.0,33312.0,33789.0,33789.0,35904.0,37775.0,39670.0,41613.0,42696.0,42749.0,42751.0,44667.0,47100.0,49445.0,51731.0,53263.0,53340.0,53340.0,54722.0,55906.0,56875.0,58025.0,60048.0,60347.0,60347.0,62323.0,64274.0,66122.0,68176.0,70201.0,70305.0,70305.0,72640.0,74952.0,77160.0,79312.0,81034.0,81035.0,81047.0,83513.0,86062.0,88535.0,90800.0,93217.0,93217.0,93217.0,95413.0,97472.0,99207.0,100876.0,100876.0,100876.0,100876.0,102490.0,104021.0,105793.0,106999.0,108516.0,108647.0,108647.0,109067.0,110600.0,111995.0,113122.0,114149.0,114149.0,114149.0,115261.0,116635.0,117543.0,118604.0,119516.0,119516.0,119516.0,120309.0,121432.0,122531.0,123385.0,124497.0,124497.0,124497.0,125972.0,127500.0,128817.0,130157.0,131806.0,131995.0,131995.0,133525.0,135305.0,136892.0,138246.0,139882.0,139906.0,139906.0,141649.0,143637.0,145609.0,147428.0,147428.0,147611.0,147611.0,150632.0,154158.0,157333.0,160464.0,162749.0,162751.0,162751.0,165618.0,168479.0,170787.0,172092.0,172809.0,172828.0,172828.0,174053.0,175847.0,177647.0,179036.0
Atacama,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,8.0,504.0,1744.0,2662.0,3659.0,3738.0,3738.0,3738.0,3738.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3746.0,3773.0,3773.0,3773.0,3782.0,4455.0,9460.0,14659.0,19154.0,19577.0,19578.0,23060.0,25495.0,27720.0,29814.0,32260.0,32628.0,32628.0,35105.0,37906.0,40780.0,42619.0,43854.0,43878.0,43883.0,45563.0,47255.0,48627.0,50527.0,51856.0,51857.0,51857.0,52929.0,54191.0,55635.0,57134.0,57135.0,57135.0,57135.0,59791.0,61855.0,63640.0,65562.0,67141.0,67147.0,67147.0,69091.0,71703.0,73910.0,76099.0,77913.0,77919.0,77919.0,79971.0,82444.0,84724.0,86938.0,88706.0,88711.0,88711.0,90044.0,92262.0,94504.0,96310.0,97100.0,97100.0,97100.0,98336.0,99792.0,101538.0,102681.0,103662.0,103726.0,103726.0,104589.0,106244.0,107557.0,108606.0,109315.0,109315.0,109315.0,110472.0,111909.0,113036.0,114265.0,114266.0,114288.0,114288.0,115394.0,116781.0,117879.0,118638.0,119272.0,119276.0,119278.0,120923.0,122527.0,123834.0,124949.0,125647.0,125661.0,125664.0,127181.0,129280.0,131024.0,132215.0
Atacama,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,567.0,856.0,856.0,856.0,1242.0,1267.0,1267.0,1267.0
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2497.0,6201.0,8199.0,8707.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,12772.0,17625.0,22450.0,22458.0,22458.0,30306.0,39188.0,49267.0,58821.0,67660.0,68141.0,68141.0,79334.0,88175.0,96225.0,103142.0,109622.0,109666.0,109671.0,115882.0,121140.0,125796.0,130612.0,134575.0,134711.0,134711.0,142168.0,150181.0,157755.0,164119.0,169679.0,169731.0,169731.0,175728.0,181978.0,187678.0,194191.0,199873.0,200080.0,200080.0,206463.0,213130.0,218901.0,224519.0,229787.0,229889.0,229889.0,235727.0,241519.0,247617.0,253928.0,260644.0,261077.0,261077.0,266917.0,272441.0,277479.0,283069.0,283078.0,283078.0,283080.0,286991.0,291585.0,295930.0,299786.0,303310.0,303399.0,303399.0,307174.0,310619.0,313963.0,316837.0,319768.0,319849.0,319849.0,322453.0,324576.0,326513.0,329219.0,331408.0,331504.0,331505.0,333835.0,336124.0,338462.0,340640.0,342581.0,342596.0,342596.0,346188.0,349909.0,353673.0,357205.0,360755.0,360919.0,360919.0,365459.0,370276.0,374782.0,379098.0,383291.0,383316.0,383316.0,388173.0,394093.0,399253.0,404830.0,404843.0,405058.0,405063.0,412181.0,421305.0,429279.0,436728.0,442880.0,443180.0,443180.0,449605.0,455079.0,458590.0,461802.0,465349.0,465752.0,465752.0,470061.0,473920.0,478269.0,482735.0
Coquimbo,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.0,6442.0,8057.0,8560.0,8572.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8608.0,8612.0,8625.0,8654.0,8657.0,8657.0,8657.0,8661.0,8725.0,12404.0,16996.0,21513.0,21532.0,21533.0,28970.0,37537.0,47576.0,56841.0,65417.0,65774.0,65776.0,77832.0,88025.0,97617.0,106642.0,114058.0,114106.0,114109.0,121335.0,125550.0,128677.0,131146.0,133560.0,133638.0,133639.0,139271.0,146329.0,153446.0,160011.0,160113.0,160115.0,160118.0,169822.0,176625.0,182461.0,189293.0,194592.0,194764.0,194765.0,201115.0,207367.0,212973.0,218334.0,223454.0,223549.0,223552.0,229693.0,235123.0,240873.0,246604.0,252431.0,252695.0,252697.0,258154.0,262834.0,268629.0,273992.0,275552.0,275554.0,275559.0,279109.0,283174.0,287575.0,291268.0,294693.0,294740.0,294743.0,298359.0,301901.0,305250.0,308143.0,310769.0,310797.0,310799.0,313413.0,315948.0,318092.0,320979.0,320985.0,321039.0,321042.0,324379.0,327105.0,329909.0,332212.0,333937.0,334000.0,334001.0,337096.0,340949.0,344314.0,347160.0,350132.0,350321.0,350325.0,354541.0,358492.0,362188.0,365906.0
Coquimbo,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2336.0,5563.0,7496.0,8373.0,8409.0,8409.0,8815.0,9064.0,9110.0,9145.0
Araucanía,Primera,0.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,946.0,13334.0,22445.0,30498.0,31627.0,31629.0,42802.0,57198.0,72072.0,86303.0,100182.0,102257.0,102258.0,118661.0,132758.0,143379.0,152448.0,160744.0,161126.0,161126.0,168604.0,175418.0,181185.0,186048.0,191167.0,191780.0,191781.0,199301.0,209490.0,217963.0,225485.0,232525.0,232936.0,232936.0,240893.0,248723.0,256728.0,266723.0,275905.0,276604.0,276604.0,285612.0,294977.0,303315.0,311100.0,318682.0,319106.0,319106.0,326190.0,333166.0,340447.0,347504.0,354622.0,354911.0,354911.0,362000.0,368054.0,373444.0,379414.0,379431.0,379449.0,379449.0,383241.0,387840.0,392504.0,396215.0,399789.0,399952.0,399952.0,403291.0,407464.0,411160.0,414129.0,416941.0,417063.0,417063.0,419690.0,422467.0,424559.0,427578.0,430040.0,430454.0,430475.0,432928.0,435416.0,437959.0,439880.0,442521.0,442545.0,442545.0,446434.0,450753.0,454835.0,458813.0,462901.0,463451.0,463451.0,468558.0,474127.0,479483.0,484183.0,489250.0,489280.0,489288.0,494281.0,499845.0,505242.0,511353.0,512402.0,513781.0,513785.0,522403.0,531968.0,541355.0,549180.0,555767.0,556070.0,556070.0,563545.0,572054.0,579122.0,582634.0,584771.0,585259.0,585259.0,588639.0,591764.0,595862.0,600395.0
Araucanía,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,703.0,716.0,716.0,716.0,717.0,1026.0,12147.0,20929.0,28659.0,29858.0,29862.0,40697.0,54198.0,68606.0,82414.0,96207.0,98127.0,98135.0,114883.0,130203.0,142021.0,152111.0,161656.0,161953.0,161954.0,169535.0,175287.0,180309.0,184138.0,187730.0,187807.0,187807.0,194640.0,203866.0,211830.0,219981.0,220345.0,220361.0,220361.0,232699.0,240944.0,248950.0,258613.0,267132.0,267455.0,267458.0,276591.0,285770.0,294069.0,301650.0,309215.0,309523.0,309525.0,316909.0,323885.0,330791.0,337413.0,344077.0,344406.0,344410.0,351482.0,357903.0,363544.0,369018.0,370503.0,370510.0,370511.0,373898.0,378076.0,382561.0,386217.0,389732.0,389900.0,389901.0,393309.0,397184.0,400813.0,403707.0,406188.0,406194.0,406195.0,408978.0,411893.0,414222.0,417940.0,418129.0,418431.0,418445.0,422301.0,425577.0,427975.0,430458.0,432750.0,432810.0,432812.0,436063.0,439705.0,443200.0,446155.0,448859.0,449040.0,449043.0,454127.0,459567.0,464855.0,469366.0
Araucanía,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,678.0,2101.0,4465.0,4530.0,4530.0,5738.0,6623.0,7691.0,8598.0
Los Lagos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,802.0,9742.0,18286.0,26912.0,30496.0,31182.0,44057.0,57033.0,70064.0,82228.0,93534.0,96678.0,96802.0,110903.0,121601.0,129299.0,136009.0,142343.0,142729.0,142736.0,148344.0,153595.0,158656.0,163611.0,169236.0,169574.0,169574.0,175624.0,182284.0,188747.0,194474.0,199719.0,200499.0,200610.0,206568.0,213025.0,219140.0,226209.0,232918.0,234397.0,234412.0,241539.0,249689.0,256488.0,263141.0,268393.0,269320.0,269328.0,275125.0,281941.0,289442.0,296848.0,303605.0,304151.0,304151.0,309930.0,315870.0,322115.0,328613.0,328618.0,328626.0,328626.0,332563.0,337217.0,341650.0,344689.0,347550.0,347691.0,347691.0,350699.0,354597.0,358605.0,362000.0,364585.0,364765.0,364765.0,365343.0,365989.0,366546.0,367796.0,369418.0,369592.0,369593.0,372341.0,375289.0,377173.0,378856.0,380110.0,380110.0,380110.0,383512.0,387186.0,390479.0,393776.0,396920.0,397255.0,397255.0,401103.0,405523.0,410064.0,414407.0,418723.0,418796.0,418796.0,423897.0,429466.0,434585.0,439396.0,439396.0,439511.0,439511.0,447407.0,456190.0,465178.0,473634.0,481099.0,481308.0,481309.0,488804.0,496198.0,502395.0,505754.0,509628.0,510166.0,510166.0,514729.0,519825.0,524930.0,530020.0
Los Lagos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,501.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,538.0,539.0,539.0,539.0,839.0,1569.0,9657.0,17674.0,25555.0,28446.0,28763.0,40950.0,53230.0,65752.0,77894.0,88783.0,91747.0,91812.0,106068.0,119085.0,128741.0,137428.0,144146.0,144541.0,144552.0,152022.0,157635.0,161634.0,164631.0,167167.0,167205.0,167205.0,171782.0,177342.0,183728.0,190217.0,190229.0,190234.0,190235.0,199076.0,205436.0,211559.0,217021.0,222977.0,223247.0,223248.0,231728.0,240186.0,247354.0,253918.0,258775.0,258971.0,258973.0,265318.0,272324.0,279897.0,286390.0,292250.0,292481.0,292484.0,298558.0,304525.0,309694.0,315870.0,317398.0,317398.0,317399.0,321569.0,326002.0,330413.0,333839.0,336604.0,336703.0,336703.0,339992.0,344095.0,347963.0,351251.0,353704.0,353727.0,353727.0,355144.0,356435.0,357662.0,359027.0,359029.0,359039.0,359039.0,361952.0,365485.0,367610.0,369218.0,370264.0,370283.0,370285.0,373071.0,376607.0,379760.0,382498.0,384248.0,384479.0,384479.0,388452.0,392744.0,396842.0,400561.0
Los Lagos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,1026.0,1674.0,2419.0,2503.0,2503.0,3061.0,3649.0,4101.0,4458.0
Los Ríos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,770.0,5511.0,10191.0,14574.0,15140.0,15657.0,21112.0,28011.0,35137.0,42230.0,47632.0,48440.0,48883.0,54480.0,58339.0,61677.0,64668.0,67463.0,67536.0,67590.0,70584.0,73044.0,75180.0,77101.0,78657.0,78676.0,78677.0,80677.0,84521.0,88715.0,92179.0,95029.0,95185.0,95220.0,98700.0,102457.0,105743.0,109960.0,113064.0,113215.0,113346.0,116958.0,120837.0,123950.0,126405.0,129066.0,129199.0,129400.0,132627.0,135699.0,138907.0,142807.0,146827.0,146987.0,146991.0,150199.0,152647.0,155020.0,157573.0,157699.0,157825.0,157893.0,159400.0,161070.0,162592.0,164360.0,166345.0,166506.0,166555.0,167988.0,169579.0,171492.0,173156.0,174824.0,175182.0,175183.0,176011.0,177041.0,177837.0,178773.0,179348.0,179424.0,179431.0,179996.0,180446.0,180822.0,181333.0,182293.0,182435.0,182444.0,183512.0,184706.0,185991.0,187445.0,189114.0,189377.0,189377.0,190887.0,192569.0,194273.0,195799.0,197370.0,197421.0,197421.0,199087.0,201358.0,203864.0,206446.0,206971.0,207629.0,207669.0,210972.0,215131.0,218768.0,222142.0,225072.0,225112.0,225114.0,227657.0,230971.0,233233.0,234524.0,235545.0,235682.0,235712.0,237132.0,238768.0,240707.0,242591.0
Los Ríos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,616.0,4868.0,9320.0,13714.0,14222.0,14603.0,19765.0,26511.0,33455.0,40410.0,45623.0,46423.0,46895.0,52774.0,57826.0,62047.0,65698.0,68838.0,68981.0,69035.0,72206.0,74195.0,75549.0,76824.0,77813.0,77848.0,77850.0,79221.0,82476.0,86213.0,90361.0,90631.0,90739.0,90772.0,95365.0,99178.0,102397.0,106178.0,109557.0,109702.0,109797.0,113213.0,116783.0,119968.0,122515.0,125051.0,125264.0,125462.0,128492.0,131554.0,134638.0,137885.0,140617.0,140822.0,140826.0,144070.0,146801.0,148596.0,151763.0,152830.0,152928.0,152945.0,154227.0,155938.0,157731.0,159508.0,161047.0,161182.0,161183.0,162526.0,164323.0,166314.0,167924.0,169245.0,169270.0,169270.0,170247.0,171742.0,172817.0,174051.0,174100.0,174198.0,174201.0,175163.0,176067.0,176750.0,177410.0,178203.0,178235.0,178238.0,179117.0,180624.0,181975.0,183198.0,184240.0,184365.0,184381.0,185796.0,187966.0,189816.0,191315.0
