Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10
Los Ríos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,744.0,1617.0,2238.0,2275.0,2284.0,2628.0,2843.0,3046.0,3156.0
Magallanes,Primera,0.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,222.0,3606.0,6713.0,8985.0,9021.0,9021.0,12183.0,15501.0,20136.0,23654.0,26709.0,26715.0,26721.0,30331.0,32710.0,35305.0,37065.0,38785.0,38987.0,38997.0,39845.0,40565.0,41479.0,42476.0,43315.0,43403.0,43403.0,45572.0,47963.0,50156.0,51916.0,53447.0,53456.0,53460.0,54721.0,56020.0,57236.0,58910.0,60163.0,60167.0,60208.0,61666.0,63466.0,64744.0,66163.0,67551.0,67564.0,67575.0,69199.0,70587.0,72138.0,73489.0,75415.0,75426.0,75428.0,76793.0,78035.0,79296.0,80658.0,80659.0,80659.0,80659.0,81530.0,82823.0,84121.0,85130.0,85897.0,85900.0,85902.0,86873.0,87714.0,88709.0,89634.0,90458.0,90461.0,90461.0,91112.0,91848.0,92371.0,93134.0,93475.0,93478.0,93479.0,93579.0,94204.0,94810.0,95039.0,95269.0,95269.0,95269.0,95787.0,96395.0,96972.0,97423.0,97986.0,97996.0,97996.0,98705.0,99643.0,100236.0,100878.0,101662.0,101663.0,101664.0,102390.0,103272.0,104325.0,105685.0,105686.0,105686.0,105686.0,107304.0,108651.0,110073.0,111382.0,112427.0,112797.0,113235.0,114092.0,114902.0,115618.0,115702.0,115779.0,115780.0,115783.0,115826.0,115908.0,116020.0,116093.0
Magallanes,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,157.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,165.0,165.0,165.0,165.0,165.0,210.0,3312.0,6247.0,8475.0,8521.0,8523.0,11648.0,14761.0,19197.0,22730.0,25758.0,25770.0,25777.0,29369.0,32062.0,35168.0,37444.0,39308.0,39320.0,39322.0,40211.0,41060.0,41502.0,42127.0,42669.0,42678.0,42678.0,44271.0,46854.0,48992.0,50842.0,50843.0,50847.0,50849.0,52791.0,54316.0,55556.0,57077.0,58277.0,58284.0,58286.0,59480.0,60992.0,62390.0,63800.0,65341.0,65355.0,65357.0,66740.0,68336.0,69863.0,70971.0,71971.0,71980.0,71980.0,72918.0,74376.0,75664.0,76704.0,77283.0,77287.0,77287.0,78226.0,79833.0,80679.0,82038.0,82904.0,82909.0,82909.0,83867.0,84879.0,85823.0,86620.0,87425.0,87426.0,87426.0,87895.0,88596.0,89363.0,90370.0,90376.0,90377.0,90377.0,90788.0,91623.0,92437.0,92917.0,93312.0,93313.0,93313.0,93685.0,94340.0,94897.0,95431.0,95978.0,95984.0,95993.0,96608.0,97602.0,98250.0,98903.0
Magallanes,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,845.0,1301.0,1783.0,2467.0,2902.0,3400.0,3901.0,4519.0
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2497.0,4513.0,6929.0,7468.0,7468.0,10862.0,14864.0,19676.0,23992.0,28209.0,28380.0,28380.0,33613.0,38448.0,41929.0,44128.0,46273.0,46382.0,46382.0,47958.0,49671.0,52045.0,54193.0,55706.0,55779.0,55779.0,57681.0,59592.0,61291.0,63073.0,65069.0,65179.0,65179.0,67057.0,68783.0,70353.0,72477.0,74632.0,74834.0,74834.0,77119.0,79645.0,81995.0,84363.0,86867.0,87106.0,87106.0,89411.0,91809.0,94461.0,96674.0,99381.0,99485.0,99485.0,101935.0,104066.0,106045.0,107966.0,107994.0,108022.0,108062.0,109867.0,111984.0,114126.0,115798.0,117432.0,117580.0,117608.0,119666.0,121370.0,123181.0,124813.0,126808.0,127003.0,127060.0,129022.0,131079.0,132854.0,134290.0,135671.0,135912.0,135925.0,137362.0,138856.0,140677.0,141753.0,142858.0,142948.0,143054.0,144753.0,146162.0,147555.0,148772.0,150023.0,150700.0,150770.0,152358.0,153920.0,155529.0,156902.0,158475.0,158517.0,158521.0,160115.0,161731.0,163184.0,164686.0,164783.0,165477.0,165592.0,168695.0,171947.0,174926.0,177388.0,179889.0,180837.0,180977.0,183648.0,185913.0,187989.0,189703.0,191245.0,191917.0,191956.0,193656.0,195095.0,196581.0,197967.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2218.0,4147.0,6415.0,6923.0,6923.0,10153.0,14047.0,18582.0,22663.0,26784.0,26987.0,26987.0,32044.0,37448.0,42316.0,45970.0,48658.0,48820.0,48820.0,50684.0,51768.0,52732.0,53511.0,54385.0,54438.0,54438.0,56026.0,57725.0,59367.0,61495.0,61496.0,61496.0,61498.0,64450.0,66409.0,68203.0,70156.0,71773.0,71907.0,71909.0,74328.0,76840.0,79175.0,81338.0,83610.0,83781.0,83781.0,86302.0,88783.0,91217.0,93008.0,94848.0,94984.0,94985.0,97915.0,99952.0,101992.0,103879.0,104586.0,104610.0,104639.0,106289.0,108080.0,109545.0,111500.0,113034.0,113374.0,113374.0,115327.0,116994.0,118465.0,119987.0,121697.0,121698.0,121698.0,123712.0,125730.0,127719.0,129655.0,129699.0,130007.0,130032.0,131782.0,133396.0,135011.0,136376.0,137497.0,137717.0,137753.0,139347.0,140849.0,142196.0,143360.0,144681.0,144990.0,144998.0,146707.0,148210.0,149671.0,150954.0
Tarapacá,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,72.0,109.0,125.0,125.0,199.0,259.0,339.0,405.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3094.0,19414.0,37413.0,56787.0,58073.0,58111.0,85911.0,116232.0,149511.0,180766.0,208614.0,209942.0,209942.0,243741.0,273510.0,297919.0,318563.0,337090.0,337769.0,337882.0,349248.0,358388.0,366201.0,374839.0,384438.0,388081.0,388097.0,401436.0,419714.0,440238.0,459178.0,477006.0,477308.0,477308.0,493360.0,508793.0,524448.0,545903.0,563671.0,564896.0,564896.0,581316.0,599721.0,616791.0,635093.0,651552.0,652659.0,652742.0,667825.0,681962.0,697474.0,713151.0,729629.0,729999.0,730027.0,746771.0,760759.0,773506.0,787324.0,787486.0,787678.0,787719.0,795549.0,805223.0,814913.0,822598.0,830178.0,830765.0,830884.0,839741.0,846834.0,855257.0,861831.0,868906.0,869305.0,869347.0,875173.0,879987.0,883930.0,891028.0,896014.0,896365.0,896395.0,902065.0,906019.0,910898.0,914897.0,919500.0,919557.0,919578.0,927740.0,935992.0,944690.0,953289.0,961796.0,962806.0,962862.0,973229.0,984301.0,994578.0,1004354.0,1014585.0,1014731.0,1014790.0,1026727.0,1039407.0,1051177.0,1062601.0,1062722.0,1065102.0,1065186.0,1082349.0,1100375.0,1117920.0,1134187.0,1146351.0,1149215.0,1149273.0,1162503.0,1177008.0,1189144.0,1193260.0,1194884.0,1195855.0,1195857.0,1200726.0,1206512.0,1213282.0,1222433.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1457.0,2920.0,18127.0,35357.0,53930.0,55053.0,55060.0,81864.0,111385.0,143694.0,174149.0,201420.0,202435.0,202447.0,235438.0,267875.0,295126.0,320341.0,339425.0,340102.0,340178.0,354932.0,366700.0,373520.0,379137.0,383612.0,383698.0,383722.0,396133.0,411946.0,432145.0,454264.0,454842.0,455054.0,455075.0,479491.0,496049.0,511580.0,532479.0,549932.0,550736.0,550775.0,567114.0,584252.0,601265.0,619090.0,635059.0,635855.0,635946.0,651770.0,665422.0,680121.0,693995.0,708914.0,709372.0,709404.0,726386.0,739802.0,752827.0,765952.0,769436.0,769537.0,769594.0,777005.0,786086.0,795164.0,803102.0,810102.0,810522.0,810575.0,818727.0,826598.0,834743.0,840688.0,846752.0,846835.0,846872.0,852717.0,858473.0,863339.0,870642.0,870701.0,871152.0,871177.0,878888.0,885302.0,890865.0,895064.0,898580.0,898956.0,898970.0,904570.0,912337.0,920313.0,927985.0,935282.0,936212.0,936293.0,946839.0,957776.0,967664.0,977052.0
Valparaíso,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,1303.0,6938.0,12022.0,13053.0,13073.0,17034.0,19919.0,22527.0,24743.0
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0,5437.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7824.0,13474.0,20180.0,26377.0,26613.0,26729.0,33942.0,41790.0,50900.0,61274.0,70108.0,70404.0,70655.0,78150.0,84512.0,90427.0,95582.0,99919.0,100118.0,100118.0,104186.0,107998.0,111286.0,114572.0,117229.0,117283.0,117341.0,120859.0,124870.0,128420.0,131293.0,133670.0,133749.0,133785.0,138421.0,143467.0,148462.0,154482.0,159614.0,159820.0,160034.0,165907.0,171678.0,176433.0,180695.0,184692.0,184918.0,185124.0,188881.0,192916.0,197002.0,201040.0,205037.0,205081.0,205140.0,208952.0,212279.0,215379.0,220010.0,220011.0,220011.0,220011.0,223043.0,226270.0,229395.0,232330.0,235258.0,235480.0,235507.0,237446.0,239007.0,240257.0,241252.0,242476.0,242555.0,242569.0,243563.0,244549.0,245279.0,246590.0,247469.0,247506.0,247507.0,248745.0,249683.0,250795.0,251636.0,252467.0,252468.0,252468.0,254354.0,256341.0,258439.0,260296.0,262211.0,262459.0,262478.0,264789.0,267268.0,269785.0,272003.0,274394.0,274523.0,274621.0,276900.0,280685.0,285834.0,291131.0,291307.0,291689.0,291853.0,296402.0,301083.0,305339.0,309745.0,313291.0,313985.0,314111.0,318417.0,322292.0,325376.0,327448.0,329253.0,329630.0,329705.0,331408.0,333078.0,335042.0,337160.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,5686.0,7652.0,7699.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7706.0,7709.0,7721.0,7730.0,7734.0,7734.0,7734.0,7739.0,7860.0,13209.0,19594.0,25433.0,25568.0,25695.0,32924.0,40496.0,49437.0,59361.0,67799.0,68163.0,68406.0,76364.0,83434.0,90100.0,96116.0,100761.0,100800.0,100809.0,105425.0,108969.0,111706.0,114004.0,115829.0,115912.0,115926.0,118996.0,122553.0,125915.0,129361.0,129363.0,129363.0,129363.0,134898.0,140071.0,144994.0,150776.0,155768.0,155850.0,155904.0,161578.0,167260.0,172024.0,176189.0,180330.0,180521.0,180606.0,184553.0,188565.0,192384.0,196379.0,200180.0,200258.0,200285.0,204334.0,207894.0,210956.0,215010.0,215925.0,215926.0,215927.0,218612.0,221613.0,224752.0,227667.0,230117.0,230255.0,230264.0,232409.0,234388.0,235889.0,237092.0,238352.0,238402.0,238414.0,239421.0,240331.0,241263.0,242989.0,243003.0,243067.0,243073.0,244644.0,245884.0,247162.0,248292.0,249159.0,249193.0,249196.0,250758.0,252461.0,254116.0,255672.0,257342.0,257518.0,257539.0,259733.0,261991.0,264322.0,266312.0
Ñuble,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,627.0,655.0,655.0,1069.0,1415.0,1862.0,2071.0
Biobío,Primera,0.0,1388.0,2044.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2092.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,6316.0,28221.0,46732.0,63168.0,67332.0,69958.0,93393.0,120860.0,152391.0,181076.0,203027.0,206268.0,207547.0,228810.0,245697.0,260120.0,271046.0,280981.0,282120.0,282512.0,291026.0,298765.0,306529.0,315751.0,322533.0,322881.0,323039.0,334463.0,347759.0,361047.0,373167.0,383880.0,384518.0,384734.0,396582.0,409697.0,422304.0,439642.0,454758.0,457971.0,458844.0,473925.0,490012.0,504654.0,518187.0,530857.0,533526.0,534685.0,546498.0,558732.0,571446.0,583469.0,597736.0,598339.0,598364.0,611148.0,621829.0,632856.0,644149.0,644345.0,644417.0,644419.0,650576.0,658109.0,666142.0,672925.0,678489.0,679734.0,679954.0,686276.0,692272.0,698037.0,701970.0,705675.0,706056.0,706096.0,709580.0,712113.0,714359.0,718677.0,721723.0,722239.0,722359.0,725621.0,728421.0,731787.0,734144.0,738715.0,738830.0,739297.0,745731.0,752622.0,759206.0,766055.0,772358.0,773859.0,774078.0,781831.0,789934.0,798058.0,805377.0,812614.0,812623.0,812630.0,821509.0,831161.0,839734.0,847995.0,847999.0,850753.0,851384.0,864637.0,879425.0,893657.0,906902.0,918372.0,922739.0,924114.0,936976.0,947987.0,958768.0,965598.0,971427.0,973379.0,973682.0,977817.0,981547.0,987597.0,994863.0
Biobío,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1421.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1997.0,2078.0,2115.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2122.0,2122.0,2122.0,2122.0,2122.0,2122.0,2130.0,4845.0,25098.0,42891.0,58517.0,62403.0,64716.0,87094.0,114567.0,144942.0,173147.0,195020.0,198157.0,199313.0,222281.0,242233.0,259836.0,274874.0,285068.0,286221.0,286652.0,297495.0,306102.0,311486.0,316061.0,320249.0,320447.0,320559.0,328629.0,339469.0,351448.0,364055.0,364742.0,364832.0,364845.0,383348.0,397051.0,410177.0,426347.0,439711.0,441444.0,441847.0,457817.0,473836.0,488167.0,501385.0,513366.0,515089.0,515716.0,529129.0,541286.0,553740.0,565525.0,577741.0,578489.0,578625.0,591691.0,603097.0,614249.0,624843.0,628110.0,628193.0,628374.0,634464.0,641406.0,649161.0,655850.0,660771.0,661516.0,661674.0,668109.0,674184.0,680183.0,684363.0,688008.0,688012.0,688013.0,691812.0,695008.0,697919.0,702282.0,702293.0,702847.0,702984.0,708272.0,712603.0,716745.0,719929.0,724017.0,724505.0,724692.0,730361.0,735950.0,741613.0,746780.0,752168.0,753398.0,753602.0,760767.0,768276.0,775809.0,782631.0
Biobío,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,1563.0,2577.0,3608.0,3798.0,3933.0,6074.0,7552.0,9063.0,10311.0
