Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0,5437.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7824.0,13474.0,20179.0,26377.0,26613.0,26729.0,33939.0,41780.0,50887.0,61257.0,70093.0,70388.0,70639.0,78136.0,84498.0,90405.0,95558.0,99892.0,100091.0,100091.0,104155.0,107961.0,111241.0,114525.0,117181.0,117235.0,117293.0,120809.0,124815.0,128353.0,131214.0,133581.0,133660.0,133696.0,138313.0,143357.0,148300.0,154243.0,159310.0,159516.0,159705.0,165488.0,171181.0,175823.0,179595.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,5686.0,7652.0,7699.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7706.0,7709.0,7721.0,7730.0,7734.0,7734.0,7734.0,7738.0,7859.0,13178.0,19536.0,25368.0,25503.0,25630.0,32846.0,40406.0,49018.0,58727.0,67065.0,67425.0,67638.0,75458.0,82253.0,88823.0,94184.0
Biobío,Primera,0.0,1388.0,2044.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2092.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,6313.0,28222.0,46736.0,63173.0,67336.0,69963.0,93387.0,120858.0,152382.0,181068.0,203014.0,206254.0,207533.0,228807.0,245684.0,260107.0,270979.0,280909.0,282047.0,282439.0,290946.0,298677.0,306437.0,315660.0,322439.0,322787.0,322945.0,334370.0,347645.0,360916.0,373015.0,383709.0,384342.0,384558.0,396373.0,409459.0,422032.0,439310.0,454347.0,457546.0,458417.0,473385.0,489347.0,503883.0,516607.0
Biobío,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1421.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1995.0,2076.0,2113.0,2119.0,2119.0,2119.0,2119.0,2119.0,2119.0,2119.0,2119.0,2119.0,2119.0,2119.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2128.0,4842.0,25079.0,42864.0,58440.0,62321.0,64634.0,86962.0,114392.0,144703.0,172853.0,194681.0,197815.0,198971.0,221869.0,241790.0,259349.0,273205.0
O’Higgins,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2190.0,7945.0,10301.0,11598.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11916.0,18978.0,28345.0,37231.0,38349.0,38408.0,48276.0,57719.0,70906.0,82124.0,93250.0,94465.0,94485.0,109689.0,122753.0,134084.0,143119.0,150833.0,151264.0,151276.0,157596.0,163076.0,167986.0,172874.0,176630.0,176954.0,176954.0,186425.0,196389.0,205667.0,213700.0,221625.0,221984.0,221986.0,230100.0,238127.0,245791.0,255641.0,264430.0,264955.0,264959.0,274564.0,283782.0,291947.0,298705.0
O’Higgins,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2556.0,8069.0,10248.0,11393.0,11475.0,11475.0,11475.0,11475.0,11475.0,11475.0,11475.0,11475.0,11475.0,11475.0,11483.0,11486.0,11500.0,11507.0,11519.0,11519.0,11519.0,11536.0,11805.0,18580.0,27633.0,36425.0,37271.0,37298.0,47161.0,56377.0,69255.0,80170.0,90798.0,91889.0,91911.0,107460.0,120986.0,133002.0,142352.0
Maule,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,1669.0,14326.0,26648.0,39902.0,43803.0,46431.0,61129.0,76167.0,92702.0,107723.0,120425.0,121871.0,122458.0,136542.0,149528.0,161129.0,170219.0,179159.0,179530.0,179694.0,186837.0,193265.0,199135.0,204915.0,211348.0,211627.0,211633.0,219197.0,228660.0,237557.0,244917.0,251508.0,252261.0,252511.0,260753.0,269597.0,279167.0,290032.0,299986.0,301500.0,302034.0,312903.0,323141.0,331898.0,339924.0
Maule,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,501.0,504.0,504.0,504.0,509.0,509.0,509.0,516.0,1430.0,13064.0,24893.0,37493.0,41301.0,43649.0,58024.0,72534.0,88430.0,103153.0,115659.0,117099.0,117747.0,132079.0,145971.0,158793.0,168911.0
Metropolitana,Primera,420.0,2934.0,5418.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,7069.0,7942.0,7965.0,7965.0,7965.0,7965.0,7965.0,7981.0,7991.0,7991.0,7991.0,7997.0,8007.0,8007.0,8007.0,8007.0,8007.0,8007.0,8007.0,12105.0,71910.0,135240.0,197864.0,208187.0,210114.0,293816.0,385123.0,486837.0,577945.0,664911.0,678799.0,680540.0,784929.0,870540.0,944991.0,1006159.0,1062557.0,1067819.0,1068224.0,1105559.0,1136200.0,1164191.0,1192141.0,1216027.0,1219825.0,1219937.0,1276780.0,1339653.0,1403533.0,1465004.0,1523937.0,1529651.0,1530060.0,1583048.0,1635365.0,1686263.0,1750242.0,1807124.0,1821597.0,1822521.0,1882848.0,1946314.0,2004944.0,2059972.0
Metropolitana,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,3550.0,5473.0,5540.0,5540.0,5540.0,5541.0,5541.0,5541.0,5541.0,5541.0,5541.0,5652.0,5653.0,5653.0,5653.0,5653.0,5653.0,5653.0,5653.0,5653.0,5653.0,6924.0,7588.0,7593.0,7593.0,7603.0,7753.0,7811.0,7826.0,7837.0,7837.0,7837.0,7837.0,7847.0,7847.0,7847.0,7847.0,7847.0,7847.0,7849.0,7849.0,7852.0,7889.0,7903.0,7904.0,7904.0,7947.0,11635.0,63841.0,123882.0,184326.0,192755.0,194050.0,274727.0,365122.0,464227.0,552917.0,636660.0,648418.0,649602.0,755423.0,846036.0,928582.0,996227.0
