Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24
Los Ríos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,616.0,4868.0,9322.0,13716.0,14224.0,14605.0,19767.0,26513.0,33457.0,40411.0,45623.0,46424.0,46896.0,52775.0,57828.0,62049.0,65700.0,68841.0,68984.0,69038.0,72209.0,74199.0,75553.0,76828.0,77817.0,77852.0,77854.0,79225.0,82480.0,86217.0,90366.0,90636.0,90744.0,90777.0,95370.0,99183.0,102402.0,106183.0,109562.0,109707.0,109802.0,113219.0,116790.0,119975.0,122523.0,125060.0,125273.0,125471.0,128501.0,131563.0,134647.0,137895.0,140629.0,140834.0,140838.0,144082.0,146814.0,148609.0,151776.0,152843.0,152941.0,152958.0,154240.0,155951.0,157744.0,159521.0,161060.0,161195.0,161196.0,162540.0,164337.0,166331.0,167942.0,169264.0,169289.0,169289.0,170267.0,171764.0,172840.0,174075.0,174124.0,174222.0,174225.0,175184.0,176088.0,176774.0,177435.0,178228.0,178260.0,178263.0,179142.0,180650.0,182001.0,183225.0,184267.0,184392.0,184408.0,185824.0,187995.0,189846.0,191425.0,192887.0,192931.0,192932.0,194481.0,196436.0,198736.0,200926.0,201881.0,202226.0,202229.0,202508.0,207287.0,211115.0,213739.0
Los Ríos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,744.0,1617.0,2238.0,2275.0,2284.0,2633.0,2848.0,3051.0,3173.0,3250.0,3250.0,3250.0,3353.0,3397.0,3443.0,3495.0,3523.0,3523.0,3523.0,3523.0,3598.0,4056.0,5240.0
Magallanes,Primera,0.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,222.0,3606.0,6713.0,8985.0,9021.0,9021.0,12183.0,15501.0,20136.0,23654.0,26709.0,26715.0,26721.0,30331.0,32710.0,35305.0,37065.0,38785.0,38987.0,38997.0,39845.0,40565.0,41479.0,42476.0,43315.0,43403.0,43403.0,45572.0,47963.0,50156.0,51916.0,53448.0,53457.0,53461.0,54722.0,56021.0,57237.0,58911.0,60164.0,60168.0,60209.0,61667.0,63467.0,64745.0,66164.0,67552.0,67565.0,67576.0,69200.0,70588.0,72139.0,73490.0,75416.0,75427.0,75429.0,76794.0,78036.0,79297.0,80659.0,80660.0,80660.0,80660.0,81530.0,82823.0,84121.0,85130.0,85897.0,85900.0,85902.0,86873.0,87714.0,88711.0,89637.0,90461.0,90464.0,90464.0,91116.0,91852.0,92375.0,93138.0,93479.0,93482.0,93483.0,93583.0,94208.0,94814.0,95043.0,95273.0,95273.0,95273.0,95791.0,96399.0,96977.0,97428.0,97991.0,98001.0,98001.0,98710.0,99649.0,100242.0,100884.0,101668.0,101669.0,101670.0,102396.0,103278.0,104333.0,105696.0,105697.0,105697.0,105697.0,107315.0,108662.0,110084.0,111394.0,112439.0,112809.0,113247.0,114104.0,114914.0,115630.0,115714.0,115792.0,115793.0,115796.0,115839.0,115921.0,116036.0,116118.0,116246.0,116246.0,116253.0,116317.0,116370.0,116417.0,116484.0,116528.0,116583.0,116583.0,116584.0,116979.0,117377.0,117675.0
Magallanes,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,157.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,165.0,165.0,165.0,165.0,165.0,210.0,3312.0,6247.0,8475.0,8521.0,8523.0,11648.0,14761.0,19197.0,22730.0,25758.0,25770.0,25777.0,29369.0,32062.0,35168.0,37444.0,39308.0,39320.0,39322.0,40211.0,41060.0,41502.0,42127.0,42669.0,42678.0,42678.0,44271.0,46854.0,48992.0,50842.0,50843.0,50847.0,50849.0,52792.0,54317.0,55557.0,57079.0,58279.0,58286.0,58288.0,59482.0,60994.0,62393.0,63803.0,65344.0,65358.0,65360.0,66743.0,68339.0,69866.0,70974.0,71974.0,71983.0,71983.0,72921.0,74379.0,75667.0,76707.0,77286.0,77290.0,77290.0,78230.0,79838.0,80684.0,82043.0,82909.0,82914.0,82914.0,83872.0,84884.0,85828.0,86626.0,87431.0,87432.0,87432.0,87902.0,88603.0,89370.0,90377.0,90383.0,90384.0,90384.0,90795.0,91630.0,92444.0,92924.0,93319.0,93320.0,93320.0,93692.0,94347.0,94904.0,95438.0,95985.0,95991.0,96000.0,96615.0,97609.0,98259.0,98946.0,99731.0,99733.0,99739.0,100501.0,101271.0,102194.0,103362.0,103738.0,103793.0,103793.0,103848.0,105343.0,106725.0,107788.0
Magallanes,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,845.0,1301.0,1785.0,2469.0,2904.0,3402.0,3905.0,4708.0,5386.0,5386.0,5417.0,6007.0,6472.0,7033.0,7507.0,7829.0,7944.0,7944.0,7967.0,8356.0,8739.0,9215.0
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2498.0,4514.0,6930.0,7469.0,7469.0,10863.0,14865.0,19677.0,23993.0,28210.0,28381.0,28381.0,33614.0,38449.0,41930.0,44132.0,46277.0,46386.0,46386.0,47961.0,49674.0,52048.0,54196.0,55708.0,55781.0,55781.0,57683.0,59594.0,61293.0,63075.0,65071.0,65181.0,65181.0,67059.0,68785.0,70355.0,72479.0,74634.0,74836.0,74836.0,77121.0,79648.0,81998.0,84368.0,86872.0,87111.0,87111.0,89416.0,91814.0,94466.0,96678.0,99385.0,99489.0,99489.0,101939.0,104070.0,106049.0,107970.0,107998.0,108026.0,108066.0,109871.0,111988.0,114129.0,115801.0,117435.0,117583.0,117611.0,119669.0,121373.0,123184.0,124816.0,126811.0,127006.0,127063.0,129025.0,131082.0,132857.0,134294.0,135675.0,135916.0,135929.0,137366.0,138860.0,140681.0,141757.0,142861.0,142951.0,143056.0,144755.0,146164.0,147557.0,148774.0,150025.0,150702.0,150772.0,152360.0,153922.0,155531.0,156904.0,158480.0,158522.0,158526.0,160120.0,161737.0,163190.0,164692.0,164789.0,165484.0,165599.0,168703.0,171957.0,174936.0,177399.0,179901.0,180849.0,180989.0,183660.0,185925.0,188002.0,189716.0,191258.0,191930.0,191969.0,193671.0,195110.0,196596.0,198086.0,199417.0,199877.0,199882.0,201630.0,202903.0,204388.0,205451.0,206488.0,206822.0,206844.0,206852.0,208421.0,210244.0,212059.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2218.0,4147.0,6415.0,6923.0,6923.0,10153.0,14047.0,18582.0,22663.0,26784.0,26987.0,26987.0,32044.0,37449.0,42317.0,45972.0,48660.0,48822.0,48822.0,50686.0,51770.0,52734.0,53513.0,54387.0,54440.0,54440.0,56028.0,57727.0,59369.0,61497.0,61498.0,61498.0,61500.0,64452.0,66411.0,68205.0,70159.0,71776.0,71910.0,71912.0,74332.0,76845.0,79180.0,81344.0,83617.0,83788.0,83788.0,86309.0,88789.0,91223.0,93014.0,94854.0,94990.0,94991.0,97921.0,99958.0,101998.0,103885.0,104592.0,104616.0,104645.0,106295.0,108086.0,109550.0,111505.0,113040.0,113380.0,113380.0,115333.0,117001.0,118473.0,119995.0,121705.0,121706.0,121706.0,123720.0,125738.0,127728.0,129664.0,129708.0,130016.0,130041.0,131792.0,133406.0,135022.0,136387.0,137508.0,137728.0,137764.0,139358.0,140860.0,142207.0,143372.0,144693.0,145002.0,145010.0,146719.0,148221.0,149684.0,151033.0,152510.0,152711.0,152712.0,154182.0,155639.0,157136.0,158469.0,159121.0,159546.0,159548.0,159557.0,162953.0,166049.0,168526.0
Tarapacá,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,72.0,109.0,125.0,125.0,199.0,259.0,339.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3094.0,19414.0,37413.0,56787.0,58073.0,58111.0,85911.0,116233.0,149421.0,180766.0,208614.0,209942.0,209942.0,243741.0,273510.0,297919.0,318564.0,337091.0,337770.0,337883.0,349248.0,358388.0,366201.0,374839.0,384438.0,388081.0,388097.0,401436.0,419714.0,440238.0,459178.0,477006.0,477308.0,477308.0,493360.0,508793.0,524448.0,545901.0,563669.0,564894.0,564894.0,581316.0,599721.0,616792.0,635093.0,651552.0,652659.0,652742.0,667826.0,681966.0,697479.0,713157.0,729635.0,730005.0,730033.0,746778.0,760766.0,773514.0,787332.0,787494.0,787686.0,787727.0,795557.0,805230.0,814920.0,822604.0,830184.0,830771.0,830890.0,839747.0,846840.0,855263.0,861837.0,868912.0,869311.0,869353.0,875179.0,879993.0,883937.0,891035.0,896021.0,896372.0,896402.0,902072.0,906026.0,910906.0,914904.0,919507.0,919564.0,919585.0,927750.0,936002.0,944701.0,953300.0,961807.0,962817.0,962873.0,973241.0,984314.0,994594.0,1004374.0,1014610.0,1014756.0,1014815.0,1026758.0,1039443.0,1051218.0,1062645.0,1062766.0,1065146.0,1065230.0,1082403.0,1100436.0,1117989.0,1134255.0,1146417.0,1149281.0,1149339.0,1162569.0,1177066.0,1189197.0,1193313.0,1194937.0,1195908.0,1195910.0,1200779.0,1206566.0,1213348.0,1222595.0,1231402.0,1233380.0,1233464.0,1245501.0,1254542.0,1265899.0,1273469.0,1279990.0,1281437.0,1281478.0,1281856.0,1292375.0,1300255.0,1309535.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1457.0,2920.0,18128.0,35358.0,53932.0,55055.0,55062.0,81866.0,111388.0,143697.0,174152.0,201427.0,202442.0,202454.0,235446.0,267886.0,295137.0,320354.0,339438.0,340115.0,340191.0,354946.0,366714.0,373534.0,379151.0,383626.0,383712.0,383736.0,396147.0,411961.0,432161.0,454282.0,454860.0,455072.0,455093.0,479514.0,496074.0,511607.0,532507.0,549960.0,550764.0,550803.0,567143.0,584281.0,601298.0,619123.0,635093.0,635889.0,635980.0,651807.0,665464.0,680164.0,694041.0,708960.0,709418.0,709450.0,726433.0,739849.0,752874.0,766000.0,769484.0,769585.0,769642.0,777053.0,786135.0,795215.0,803152.0,810152.0,810572.0,810625.0,818781.0,826654.0,834802.0,840747.0,846813.0,846896.0,846933.0,852782.0,858536.0,863404.0,870707.0,870766.0,871217.0,871242.0,878961.0,885379.0,890944.0,895143.0,898659.0,899035.0,899050.0,904652.0,912419.0,920398.0,928070.0,935367.0,936297.0,936378.0,946928.0,957866.0,967791.0,977257.0,986907.0,987665.0,987716.0,998803.0,1010398.0,1021638.0,1032004.0,1035762.0,1037744.0,1037869.0,1038575.0,1059604.0,1074246.0,1087236.0
Valparaíso,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,1303.0,6938.0,12022.0,13053.0,13073.0,17035.0,19920.0,22557.0,24807.0,24906.0,24906.0,24906.0,24949.0,24949.0,24949.0,24949.0,24949.0,24949.0,24949.0,24949.0,24949.0,24949.0,27373.0
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1721.0,5439.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7826.0,13476.0,20182.0,26379.0,26615.0,26731.0,33945.0,41795.0,50906.0,61281.0,70115.0,70411.0,70662.0,78157.0,84520.0,90435.0,95590.0,99927.0,100126.0,100126.0,104194.0,108006.0,111294.0,114580.0,117237.0,117291.0,117349.0,120867.0,124878.0,128428.0,131302.0,133679.0,133759.0,133795.0,138431.0,143476.0,148470.0,154490.0,159622.0,159827.0,160041.0,165914.0,171686.0,176441.0,180703.0,184700.0,184926.0,185132.0,188890.0,192924.0,197010.0,201047.0,205044.0,205088.0,205147.0,208960.0,212287.0,215387.0,220019.0,220020.0,220020.0,220020.0,223052.0,226278.0,229403.0,232337.0,235265.0,235487.0,235514.0,237453.0,239014.0,240264.0,241259.0,242483.0,242562.0,242576.0,243571.0,244557.0,245287.0,246597.0,247476.0,247513.0,247514.0,248752.0,249690.0,250802.0,251643.0,252474.0,252475.0,252475.0,254361.0,256348.0,258447.0,260304.0,262219.0,262467.0,262486.0,264797.0,267276.0,269793.0,272013.0,274404.0,274534.0,274632.0,276912.0,280697.0,285849.0,291161.0,291338.0,291719.0,291883.0,296432.0,301116.0,305372.0,309780.0,313328.0,314022.0,314148.0,318454.0,322330.0,325414.0,327486.0,329291.0,329668.0,329743.0,331446.0,333116.0,335081.0,337283.0,338864.0,339329.0,339439.0,341592.0,343275.0,345391.0,347061.0,348515.0,348873.0,348939.0,349069.0,351377.0,353682.0,355678.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,5688.0,7654.0,7701.0,7705.0,7705.0,7705.0,7705.0,7705.0,7705.0,7705.0,7705.0,7705.0,7705.0,7708.0,7711.0,7723.0,7732.0,7736.0,7736.0,7736.0,7742.0,7863.0,13212.0,19597.0,25437.0,25574.0,25701.0,32930.0,40504.0,49446.0,59370.0,67809.0,68173.0,68417.0,76375.0,83447.0,90114.0,96130.0,100776.0,100815.0,100824.0,105440.0,108986.0,111723.0,114020.0,115845.0,115928.0,115942.0,119014.0,122572.0,125935.0,129383.0,129385.0,129385.0,129385.0,134921.0,140095.0,145018.0,150800.0,155792.0,155874.0,155928.0,161602.0,167285.0,172050.0,176215.0,180356.0,180547.0,180632.0,184580.0,188591.0,192411.0,196406.0,200207.0,200285.0,200312.0,204362.0,207922.0,210983.0,215037.0,215952.0,215953.0,215954.0,218639.0,221640.0,224779.0,227693.0,230143.0,230281.0,230290.0,232435.0,234414.0,235915.0,237118.0,238379.0,238429.0,238441.0,239449.0,240359.0,241291.0,243016.0,243030.0,243094.0,243100.0,244671.0,245912.0,247190.0,248320.0,249187.0,249221.0,249224.0,250786.0,252489.0,254144.0,255700.0,257371.0,257547.0,257568.0,259763.0,262022.0,264354.0,266497.0,268639.0,268849.0,268887.0,271005.0,274645.0,279231.0,284075.0,285399.0,285801.0,285909.0,286273.0,291824.0,295392.0,298484.0
Ñuble,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,636.0,664.0,664.0,1078.0,1424.0,1871.0,2171.0,2456.0,2534.0,2535.0,2808.0,3072.0,3259.0,3387.0,3439.0,3448.0,3448.0,3448.0,3588.0,3657.0,3995.0
Biobío,Primera,0.0,1388.0,2044.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2092.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,6316.0,28221.0,46733.0,63169.0,67331.0,69957.0,93393.0,120861.0,152391.0,181077.0,203027.0,206268.0,207547.0,228810.0,245697.0,260120.0,271046.0,280981.0,282120.0,282512.0,291026.0,298765.0,306529.0,315751.0,322534.0,322882.0,323040.0,334464.0,347760.0,361049.0,373169.0,383880.0,384519.0,384735.0,396583.0,409698.0,422303.0,439639.0,454755.0,457968.0,458842.0,473923.0,490010.0,504652.0,518184.0,530854.0,533523.0,534682.0,546494.0,558728.0,571443.0,583468.0,597739.0,598342.0,598367.0,611151.0,621833.0,632859.0,644152.0,644348.0,644420.0,644422.0,650579.0,658112.0,666146.0,672933.0,678497.0,679742.0,679962.0,686286.0,692281.0,698048.0,701981.0,705687.0,706068.0,706108.0,709592.0,712125.0,714371.0,718689.0,721735.0,722251.0,722371.0,725632.0,728432.0,731800.0,734157.0,738728.0,738843.0,739310.0,745744.0,752635.0,759220.0,766071.0,772381.0,773882.0,774101.0,781856.0,789962.0,798089.0,805412.0,812661.0,812670.0,812677.0,821562.0,831224.0,839799.0,848070.0,848074.0,850830.0,851462.0,864721.0,879515.0,893756.0,907006.0,918477.0,922844.0,924219.0,937081.0,948093.0,958874.0,965707.0,971541.0,973493.0,973796.0,977932.0,981654.0,987717.0,995148.0,1000799.0,1002604.0,1002660.0,1010803.0,1017171.0,1025722.0,1031071.0,1035594.0,1036783.0,1036876.0,1037269.0,1045796.0,1052738.0,1059397.0
