Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24
Arica y Parinacota,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,2091.0,2734.0,2802.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2806.0,2821.0,2832.0,2844.0,2852.0,2853.0,2853.0,2855.0,2916.0,4169.0,7003.0,9231.0,9490.0,9517.0,11812.0,14331.0,17162.0,19910.0,22750.0,22844.0,22844.0,25788.0,28636.0,31328.0,33827.0,35970.0,36015.0,36015.0,38130.0,40234.0,41446.0,42252.0,43019.0,43025.0,43025.0,43907.0,44942.0,45770.0,46645.0,46652.0,46656.0,46657.0,48216.0,49504.0,50737.0,52267.0,53357.0,53410.0,53410.0,54186.0,55919.0,57622.0,59454.0,60368.0,60420.0,60422.0,61070.0,63010.0,64516.0,65236.0,66698.0,66730.0,66733.0,68325.0,69973.0,71293.0,72360.0,72746.0,72746.0,72747.0,73662.0,74765.0,75635.0,75820.0,76035.0,76043.0,76043.0,77212.0,78423.0,79282.0,79799.0,80395.0,80411.0,80414.0,81330.0,82299.0,83061.0,83802.0,83843.0,83996.0,83997.0,84844.0,85655.0,86298.0,87018.0,87585.0,87626.0,87629.0,88374.0,89592.0,90132.0,90934.0,91656.0,91751.0,91754.0,91950.0,93560.0,94909.0,96447.0,97711.0,97920.0,97923.0,98923.0,100274.0,101572.0,103066.0,104002.0,104406.0,104407.0,104532.0,106775.0,108867.0,110788.0
Arica y Parinacota,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,936.0,1564.0,1683.0,1683.0,1683.0,1788.0,1802.0,1815.0,1817.0,1818.0,1818.0,1818.0,1824.0,1827.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0
Atacama,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,1640.0,2511.0,3599.0,3864.0,3864.0,3864.0,3864.0,3866.0,3866.0,3866.0,3866.0,3866.0,3866.0,3866.0,3868.0,9464.0,15289.0,20046.0,20501.0,20501.0,24103.0,26522.0,28753.0,30819.0,33332.0,33809.0,33809.0,35925.0,37802.0,39698.0,41642.0,42726.0,42779.0,42781.0,44698.0,47131.0,49477.0,51763.0,53295.0,53371.0,53371.0,54753.0,55937.0,56904.0,58055.0,60076.0,60375.0,60375.0,62351.0,64301.0,66149.0,68205.0,70231.0,70335.0,70335.0,72674.0,74986.0,77194.0,79347.0,81070.0,81071.0,81083.0,83548.0,86097.0,88571.0,90838.0,93257.0,93257.0,93257.0,95458.0,97517.0,99257.0,100933.0,100933.0,100933.0,100933.0,102549.0,104085.0,105859.0,107066.0,108583.0,108714.0,108714.0,109134.0,110668.0,112065.0,113192.0,114221.0,114221.0,114221.0,115339.0,116721.0,117630.0,118694.0,119605.0,119605.0,119605.0,120400.0,121525.0,122625.0,123481.0,124595.0,124595.0,124595.0,126079.0,127620.0,128939.0,130288.0,131943.0,132132.0,132132.0,133666.0,135453.0,137042.0,138400.0,140048.0,140073.0,140073.0,141822.0,143815.0,145796.0,147624.0,147624.0,147808.0,147808.0,150843.0,154392.0,157584.0,160736.0,163030.0,163032.0,163032.0,165903.0,168763.0,171073.0,172380.0,173097.0,173116.0,173116.0,174346.0,176140.0,177941.0,179445.0,180979.0,181078.0,181078.0,182542.0,183626.0,184854.0,186291.0,187674.0,187692.0,187692.0,187692.0,189484.0,190517.0,191625.0
Atacama,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,8.0,504.0,1746.0,2665.0,3662.0,3741.0,3741.0,3741.0,3741.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3749.0,3776.0,3776.0,3776.0,3785.0,4458.0,9467.0,14669.0,19176.0,19599.0,19600.0,23086.0,25521.0,27747.0,29844.0,32290.0,32659.0,32659.0,35138.0,37947.0,40825.0,42671.0,43908.0,43932.0,43937.0,45618.0,47314.0,48688.0,50590.0,51920.0,51921.0,51921.0,52995.0,54257.0,55702.0,57203.0,57204.0,57204.0,57204.0,59865.0,61934.0,63719.0,65644.0,67224.0,67230.0,67230.0,69180.0,71796.0,74010.0,76202.0,78018.0,78024.0,78024.0,80080.0,82560.0,84845.0,87062.0,88833.0,88838.0,88838.0,90173.0,92400.0,94651.0,96474.0,97264.0,97264.0,97264.0,98509.0,99968.0,101718.0,102865.0,103847.0,103911.0,103911.0,104777.0,106436.0,107749.0,108798.0,109510.0,109510.0,109510.0,110672.0,112126.0,113253.0,114498.0,114499.0,114521.0,114521.0,115634.0,117026.0,118130.0,118892.0,119530.0,119534.0,119536.0,121191.0,122805.0,124115.0,125239.0,125944.0,125958.0,125961.0,127495.0,129601.0,131539.0,132815.0,133861.0,133923.0,133926.0,135568.0,136902.0,138647.0,140659.0,141747.0,141765.0,141769.0,141777.0,145345.0,147602.0,150397.0
Atacama,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,567.0,856.0,856.0,856.0,1241.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1853.0
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2498.0,6202.0,8200.0,8708.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,12773.0,17626.0,22451.0,22459.0,22459.0,30308.0,39190.0,49269.0,58823.0,67662.0,68143.0,68143.0,79337.0,88178.0,96228.0,103146.0,109626.0,109670.0,109675.0,115886.0,121144.0,125800.0,130616.0,134579.0,134715.0,134715.0,142172.0,150185.0,157758.0,164122.0,169682.0,169733.0,169733.0,175730.0,181983.0,187683.0,194196.0,199878.0,200085.0,200085.0,206468.0,213135.0,218906.0,224524.0,229791.0,229893.0,229893.0,235730.0,241521.0,247622.0,253932.0,260649.0,261082.0,261082.0,266922.0,272446.0,277484.0,283074.0,283083.0,283083.0,283085.0,286996.0,291591.0,295936.0,299792.0,303316.0,303406.0,303406.0,307181.0,310626.0,313970.0,316845.0,319776.0,319857.0,319857.0,322460.0,324583.0,326521.0,329227.0,331416.0,331512.0,331513.0,333843.0,336132.0,338470.0,340648.0,342589.0,342604.0,342604.0,346197.0,349917.0,353681.0,357213.0,360763.0,360928.0,360928.0,365469.0,370288.0,374802.0,379121.0,383324.0,383349.0,383349.0,388211.0,394137.0,399300.0,404881.0,404897.0,405116.0,405121.0,412243.0,421379.0,429363.0,436837.0,443015.0,443315.0,443315.0,449770.0,455354.0,458870.0,462106.0,465654.0,466057.0,466057.0,470367.0,474291.0,478642.0,483273.0,486954.0,487320.0,487381.0,492483.0,497242.0,502506.0,506394.0,509801.0,510128.0,510198.0,510294.0,515510.0,519410.0,521059.0
Coquimbo,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.0,6442.0,8058.0,8561.0,8573.0,8606.0,8606.0,8606.0,8606.0,8606.0,8607.0,8607.0,8607.0,8607.0,8609.0,8613.0,8626.0,8655.0,8658.0,8658.0,8658.0,8662.0,8726.0,12405.0,16998.0,21516.0,21535.0,21536.0,28973.0,37540.0,47580.0,56845.0,65421.0,65777.0,65779.0,77837.0,88030.0,97623.0,106650.0,114067.0,114115.0,114118.0,121345.0,125561.0,128688.0,131157.0,133571.0,133649.0,133650.0,139284.0,146342.0,153460.0,160037.0,160139.0,160141.0,160144.0,169850.0,176656.0,182490.0,189323.0,194623.0,194793.0,194794.0,201144.0,207396.0,213002.0,218364.0,223485.0,223580.0,223583.0,229724.0,235155.0,240909.0,246646.0,252474.0,252742.0,252744.0,258201.0,262882.0,268679.0,274045.0,275606.0,275608.0,275613.0,279171.0,283240.0,287641.0,291339.0,294765.0,294813.0,294816.0,298432.0,301975.0,305327.0,308221.0,310851.0,310879.0,310881.0,313495.0,316032.0,318176.0,321065.0,321071.0,321126.0,321129.0,324469.0,327196.0,330002.0,332323.0,334055.0,334118.0,334119.0,337216.0,341088.0,344481.0,347358.0,350344.0,350533.0,350537.0,354755.0,358805.0,362535.0,366472.0,370174.0,370303.0,370314.0,374969.0,380214.0,385337.0,389909.0,391689.0,391912.0,391938.0,392118.0,401291.0,407678.0,413242.0
Coquimbo,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2336.0,5593.0,7577.0,8475.0,8511.0,8511.0,8922.0,9184.0,9230.0,9284.0,9285.0,9285.0,9285.0,9307.0,9307.0,9307.0,9307.0,9307.0,9307.0,9307.0,9307.0,9307.0,9307.0,12435.0
Araucanía,Primera,0.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,946.0,13334.0,22445.0,30497.0,31626.0,31628.0,42801.0,57199.0,72072.0,86303.0,100182.0,102257.0,102258.0,118661.0,132758.0,143379.0,152448.0,160744.0,161126.0,161126.0,168604.0,175418.0,181185.0,186048.0,191167.0,191780.0,191781.0,199301.0,209490.0,217963.0,225485.0,232525.0,232936.0,232936.0,240893.0,248722.0,256728.0,266723.0,275905.0,276604.0,276604.0,285612.0,294977.0,303315.0,311100.0,318682.0,319106.0,319106.0,326190.0,333166.0,340447.0,347504.0,354622.0,354911.0,354911.0,362000.0,368054.0,373444.0,379414.0,379431.0,379449.0,379449.0,383241.0,387840.0,392504.0,396215.0,399789.0,399952.0,399952.0,403292.0,407465.0,411161.0,414130.0,416942.0,417064.0,417064.0,419690.0,422467.0,424559.0,427577.0,430039.0,430453.0,430474.0,432928.0,435416.0,437960.0,439881.0,442522.0,442546.0,442546.0,446435.0,450754.0,454836.0,458814.0,462902.0,463452.0,463452.0,468559.0,474129.0,479485.0,484188.0,489257.0,489287.0,489295.0,494290.0,499853.0,505254.0,511367.0,512416.0,513795.0,513799.0,522420.0,531987.0,541377.0,549203.0,555790.0,556093.0,556093.0,563566.0,572074.0,579143.0,582655.0,584792.0,585280.0,585280.0,588663.0,591788.0,595886.0,600481.0,604107.0,604381.0,604381.0,609378.0,613534.0,618438.0,621714.0,624350.0,624595.0,624595.0,624680.0,629467.0,633645.0,635180.0
Araucanía,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,703.0,716.0,716.0,716.0,717.0,1026.0,12147.0,20929.0,28659.0,29858.0,29862.0,40697.0,54200.0,68608.0,82417.0,96210.0,98129.0,98137.0,114886.0,130206.0,142024.0,152114.0,161659.0,161956.0,161957.0,169539.0,175291.0,180313.0,184142.0,187734.0,187811.0,187811.0,194644.0,203870.0,211835.0,219986.0,220350.0,220366.0,220366.0,232704.0,240950.0,248956.0,258620.0,267139.0,267462.0,267465.0,276599.0,285778.0,294077.0,301658.0,309223.0,309531.0,309533.0,316918.0,323895.0,330801.0,337423.0,344087.0,344416.0,344420.0,351492.0,357915.0,363556.0,369030.0,370515.0,370522.0,370523.0,373911.0,378089.0,382574.0,386230.0,389745.0,389913.0,389914.0,393322.0,397198.0,400827.0,403722.0,406203.0,406209.0,406210.0,408993.0,411908.0,414237.0,417955.0,418144.0,418446.0,418460.0,422317.0,425593.0,427993.0,430476.0,432768.0,432828.0,432830.0,436081.0,439725.0,443221.0,446176.0,448880.0,449061.0,449064.0,454148.0,459589.0,464877.0,469488.0,474184.0,474326.0,474326.0,479175.0,484281.0,489487.0,494548.0,496493.0,497098.0,497099.0,497398.0,508325.0,517923.0,524039.0
Araucanía,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,678.0,2102.0,4466.0,4531.0,4531.0,5739.0,6624.0,7693.0,8658.0,9513.0,9514.0,9514.0,10122.0,10484.0,10999.0,11237.0,11419.0,11420.0,11420.0,11420.0,11590.0,12771.0,17190.0
Los Lagos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,802.0,9742.0,18286.0,26912.0,30496.0,31182.0,44057.0,57031.0,70062.0,82226.0,93533.0,96677.0,96801.0,110902.0,121600.0,129298.0,136008.0,142342.0,142728.0,142735.0,148343.0,153594.0,158655.0,163610.0,169235.0,169573.0,169573.0,175623.0,182283.0,188746.0,194474.0,199720.0,200500.0,200611.0,206569.0,213026.0,219140.0,226209.0,232918.0,234396.0,234411.0,241538.0,249687.0,256486.0,263139.0,268391.0,269318.0,269326.0,275123.0,281939.0,289441.0,296847.0,303604.0,304150.0,304150.0,309929.0,315870.0,322115.0,328613.0,328618.0,328626.0,328626.0,332564.0,337219.0,341652.0,344691.0,347552.0,347693.0,347693.0,350701.0,354600.0,358608.0,362003.0,364588.0,364768.0,364768.0,365346.0,365992.0,366549.0,367799.0,369421.0,369595.0,369596.0,372344.0,375292.0,377177.0,378859.0,380114.0,380114.0,380114.0,383516.0,387189.0,390482.0,393781.0,396925.0,397260.0,397261.0,401110.0,405538.0,410080.0,414428.0,418747.0,418822.0,418822.0,423933.0,429514.0,434641.0,439458.0,439458.0,439573.0,439573.0,447472.0,456263.0,465256.0,473717.0,481233.0,481442.0,481443.0,488938.0,496334.0,502533.0,505892.0,509766.0,510304.0,510304.0,514869.0,519998.0,525211.0,530452.0,534185.0,534827.0,534827.0,538696.0,542558.0,546607.0,549546.0,552111.0,552730.0,552730.0,552730.0,556572.0,560660.0,563368.0
Los Lagos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,501.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,538.0,539.0,539.0,539.0,839.0,1569.0,9657.0,17674.0,25556.0,28447.0,28764.0,40954.0,53236.0,65757.0,77899.0,88788.0,91753.0,91818.0,106075.0,119093.0,128749.0,137436.0,144154.0,144549.0,144560.0,152030.0,157643.0,161642.0,164638.0,167174.0,167212.0,167212.0,171789.0,177349.0,183738.0,190229.0,190241.0,190246.0,190247.0,199089.0,205449.0,211573.0,217035.0,222991.0,223261.0,223262.0,231745.0,240203.0,247371.0,253935.0,258792.0,258988.0,258990.0,265335.0,272341.0,279916.0,286409.0,292271.0,292502.0,292505.0,298579.0,304548.0,309718.0,315894.0,317423.0,317423.0,317424.0,321595.0,326029.0,330445.0,333880.0,336645.0,336744.0,336744.0,340036.0,344142.0,348012.0,351301.0,353753.0,353776.0,353776.0,355194.0,356487.0,357715.0,359080.0,359082.0,359092.0,359092.0,362007.0,365540.0,367666.0,369274.0,370320.0,370339.0,370341.0,373127.0,376667.0,379822.0,382563.0,384314.0,384545.0,384545.0,388522.0,392840.0,396990.0,400916.0,403768.0,403885.0,403886.0,408874.0,414468.0,419354.0,423355.0,424884.0,425066.0,425068.0,425080.0,433642.0,441812.0,448198.0
Los Lagos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,1028.0,1676.0,2421.0,2505.0,2505.0,3063.0,3652.0,4147.0,4591.0,4938.0,4951.0,4951.0,6365.0,7810.0,9251.0,10492.0,11563.0,11572.0,11572.0,11572.0,13177.0,14703.0,17778.0
Los Ríos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,770.0,5511.0,10191.0,14574.0,15140.0,15657.0,21112.0,28011.0,35137.0,42228.0,47630.0,48438.0,48881.0,54478.0,58337.0,61675.0,64666.0,67461.0,67534.0,67588.0,70582.0,73042.0,75178.0,77099.0,78655.0,78674.0,78675.0,80675.0,84520.0,88714.0,92178.0,95028.0,95184.0,95219.0,98699.0,102456.0,105742.0,109959.0,113063.0,113214.0,113345.0,116958.0,120837.0,123950.0,126409.0,129070.0,129203.0,129404.0,132631.0,135702.0,138910.0,142811.0,146831.0,146991.0,146995.0,150203.0,152651.0,155024.0,157576.0,157702.0,157828.0,157896.0,159403.0,161073.0,162595.0,164363.0,166348.0,166509.0,166558.0,167989.0,169580.0,171493.0,173157.0,174825.0,175183.0,175184.0,176012.0,177042.0,177838.0,178774.0,179346.0,179422.0,179429.0,179994.0,180444.0,180821.0,181333.0,182293.0,182435.0,182444.0,183512.0,184707.0,185992.0,187446.0,189116.0,189382.0,189382.0,190894.0,192577.0,194288.0,195812.0,197387.0,197438.0,197438.0,199107.0,201381.0,203891.0,206475.0,207002.0,207660.0,207701.0,211012.0,215174.0,218812.0,222191.0,225121.0,225161.0,225163.0,227706.0,231020.0,233282.0,234573.0,235594.0,235731.0,235761.0,237182.0,238818.0,240759.0,242726.0,244186.0,244239.0,244239.0,246259.0,248356.0,250312.0,251533.0,252314.0,252506.0,252506.0,252740.0,255201.0,257029.0,258191.0
