Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11
Los Ríos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,744.0,1617.0,2238.0,2275.0,2284.0,2628.0,2843.0,3046.0,3168.0,3238.0
Magallanes,Primera,0.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,222.0,3606.0,6713.0,8985.0,9021.0,9021.0,12183.0,15501.0,20136.0,23654.0,26709.0,26715.0,26721.0,30331.0,32710.0,35305.0,37065.0,38785.0,38987.0,38997.0,39845.0,40565.0,41479.0,42476.0,43315.0,43403.0,43403.0,45572.0,47963.0,50156.0,51916.0,53447.0,53456.0,53460.0,54721.0,56020.0,57236.0,58910.0,60163.0,60167.0,60208.0,61666.0,63466.0,64744.0,66163.0,67551.0,67564.0,67575.0,69199.0,70587.0,72138.0,73489.0,75415.0,75426.0,75428.0,76793.0,78035.0,79296.0,80658.0,80659.0,80659.0,80659.0,81530.0,82823.0,84121.0,85130.0,85897.0,85900.0,85902.0,86873.0,87714.0,88709.0,89634.0,90458.0,90461.0,90461.0,91112.0,91848.0,92371.0,93134.0,93475.0,93478.0,93479.0,93579.0,94204.0,94810.0,95039.0,95269.0,95269.0,95269.0,95787.0,96395.0,96972.0,97423.0,97986.0,97996.0,97996.0,98705.0,99644.0,100237.0,100879.0,101663.0,101664.0,101665.0,102391.0,103273.0,104326.0,105686.0,105687.0,105687.0,105687.0,107305.0,108652.0,110074.0,111383.0,112428.0,112798.0,113236.0,114093.0,114903.0,115619.0,115703.0,115780.0,115781.0,115784.0,115827.0,115909.0,116024.0,116106.0,116191.0
Magallanes,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,157.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,165.0,165.0,165.0,165.0,165.0,210.0,3312.0,6247.0,8475.0,8521.0,8523.0,11648.0,14761.0,19197.0,22730.0,25758.0,25770.0,25777.0,29369.0,32062.0,35168.0,37444.0,39308.0,39320.0,39322.0,40211.0,41060.0,41502.0,42127.0,42669.0,42678.0,42678.0,44271.0,46854.0,48992.0,50842.0,50843.0,50847.0,50849.0,52791.0,54316.0,55556.0,57077.0,58277.0,58284.0,58286.0,59480.0,60992.0,62390.0,63800.0,65341.0,65355.0,65357.0,66740.0,68336.0,69863.0,70971.0,71971.0,71980.0,71980.0,72918.0,74376.0,75664.0,76704.0,77283.0,77287.0,77287.0,78226.0,79833.0,80679.0,82038.0,82904.0,82909.0,82909.0,83867.0,84879.0,85823.0,86620.0,87425.0,87426.0,87426.0,87895.0,88596.0,89363.0,90370.0,90376.0,90377.0,90377.0,90788.0,91623.0,92437.0,92917.0,93312.0,93313.0,93313.0,93685.0,94340.0,94897.0,95431.0,95978.0,95984.0,95993.0,96608.0,97602.0,98252.0,98939.0,99663.0
Magallanes,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,845.0,1301.0,1783.0,2467.0,2902.0,3400.0,3903.0,4695.0,5250.0
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2498.0,4514.0,6930.0,7469.0,7469.0,10863.0,14865.0,19677.0,23993.0,28210.0,28381.0,28381.0,33614.0,38449.0,41930.0,44132.0,46277.0,46386.0,46386.0,47961.0,49674.0,52048.0,54196.0,55708.0,55781.0,55781.0,57683.0,59594.0,61293.0,63075.0,65071.0,65181.0,65181.0,67059.0,68785.0,70355.0,72479.0,74634.0,74836.0,74836.0,77121.0,79648.0,81998.0,84367.0,86871.0,87110.0,87110.0,89415.0,91813.0,94465.0,96677.0,99384.0,99488.0,99488.0,101938.0,104069.0,106048.0,107969.0,107997.0,108025.0,108065.0,109870.0,111987.0,114128.0,115800.0,117434.0,117582.0,117610.0,119668.0,121372.0,123183.0,124815.0,126810.0,127005.0,127062.0,129024.0,131081.0,132856.0,134293.0,135674.0,135915.0,135928.0,137365.0,138859.0,140680.0,141756.0,142860.0,142950.0,143056.0,144755.0,146164.0,147557.0,148774.0,150025.0,150702.0,150772.0,152360.0,153922.0,155531.0,156904.0,158478.0,158520.0,158524.0,160118.0,161734.0,163187.0,164689.0,164786.0,165480.0,165595.0,168698.0,171950.0,174929.0,177391.0,179892.0,180840.0,180980.0,183651.0,185916.0,187993.0,189707.0,191249.0,191921.0,191960.0,193660.0,195099.0,196585.0,198074.0,199332.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2218.0,4147.0,6415.0,6923.0,6923.0,10153.0,14047.0,18582.0,22663.0,26784.0,26987.0,26987.0,32044.0,37448.0,42316.0,45971.0,48659.0,48821.0,48821.0,50685.0,51769.0,52733.0,53512.0,54386.0,54439.0,54439.0,56027.0,57726.0,59368.0,61496.0,61497.0,61497.0,61499.0,64451.0,66410.0,68204.0,70157.0,71774.0,71908.0,71910.0,74329.0,76842.0,79177.0,81340.0,83613.0,83784.0,83784.0,86305.0,88786.0,91220.0,93011.0,94851.0,94987.0,94988.0,97918.0,99955.0,101995.0,103882.0,104589.0,104613.0,104642.0,106292.0,108083.0,109547.0,111502.0,113036.0,113376.0,113376.0,115329.0,116996.0,118467.0,119989.0,121699.0,121700.0,121700.0,123714.0,125732.0,127721.0,129657.0,129701.0,130009.0,130034.0,131785.0,133399.0,135014.0,136379.0,137500.0,137720.0,137756.0,139350.0,140852.0,142199.0,143364.0,144685.0,144994.0,145002.0,146711.0,148214.0,149675.0,151023.0,152433.0
Tarapacá,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,72.0,109.0,125.0,125.0,199.0,259.0,339.0,406.0,406.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3094.0,19414.0,37413.0,56787.0,58073.0,58111.0,85911.0,116232.0,149420.0,180764.0,208612.0,209940.0,209940.0,243739.0,273508.0,297917.0,318561.0,337088.0,337767.0,337880.0,349246.0,358386.0,366199.0,374837.0,384436.0,388079.0,388095.0,401434.0,419712.0,440236.0,459176.0,477004.0,477306.0,477306.0,493358.0,508791.0,524446.0,545900.0,563668.0,564893.0,564893.0,581313.0,599718.0,616788.0,635090.0,651550.0,652657.0,652740.0,667823.0,681960.0,697472.0,713149.0,729627.0,729997.0,730025.0,746769.0,760757.0,773504.0,787322.0,787484.0,787676.0,787717.0,795547.0,805221.0,814911.0,822596.0,830176.0,830763.0,830882.0,839739.0,846832.0,855255.0,861829.0,868904.0,869303.0,869345.0,875172.0,879986.0,883929.0,891027.0,896013.0,896364.0,896394.0,902064.0,906018.0,910897.0,914896.0,919499.0,919556.0,919577.0,927739.0,935991.0,944690.0,953289.0,961796.0,962806.0,962862.0,973229.0,984302.0,994579.0,1004356.0,1014590.0,1014736.0,1014795.0,1026732.0,1039412.0,1051182.0,1062606.0,1062727.0,1065107.0,1065191.0,1082354.0,1100380.0,1117925.0,1134192.0,1146356.0,1149220.0,1149278.0,1162508.0,1177013.0,1189149.0,1193265.0,1194889.0,1195860.0,1195862.0,1200731.0,1206517.0,1213299.0,1222524.0,1231229.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1457.0,2920.0,18127.0,35357.0,53930.0,55053.0,55060.0,81864.0,111385.0,143694.0,174147.0,201418.0,202433.0,202445.0,235436.0,267873.0,295124.0,320339.0,339423.0,340100.0,340176.0,354930.0,366698.0,373518.0,379135.0,383610.0,383696.0,383720.0,396131.0,411945.0,432144.0,454263.0,454841.0,455053.0,455074.0,479490.0,496049.0,511580.0,532479.0,549932.0,550736.0,550775.0,567114.0,584252.0,601266.0,619091.0,635061.0,635857.0,635948.0,651772.0,665424.0,680123.0,693997.0,708916.0,709374.0,709406.0,726388.0,739804.0,752829.0,765954.0,769438.0,769539.0,769596.0,777007.0,786088.0,795166.0,803104.0,810104.0,810524.0,810577.0,818729.0,826600.0,834745.0,840690.0,846754.0,846837.0,846874.0,852719.0,858475.0,863341.0,870645.0,870704.0,871155.0,871180.0,878891.0,885305.0,890868.0,895067.0,898583.0,898959.0,898973.0,904573.0,912340.0,920316.0,927988.0,935285.0,936215.0,936296.0,946844.0,957781.0,967707.0,977173.0,986714.0
Valparaíso,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,1303.0,6938.0,12022.0,13053.0,13073.0,17035.0,19920.0,22557.0,24807.0,24906.0
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0,5437.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7824.0,13474.0,20180.0,26377.0,26613.0,26729.0,33942.0,41790.0,50901.0,61276.0,70110.0,70406.0,70657.0,78152.0,84514.0,90429.0,95584.0,99921.0,100120.0,100120.0,104188.0,108000.0,111288.0,114574.0,117231.0,117285.0,117343.0,120861.0,124872.0,128422.0,131295.0,133672.0,133751.0,133787.0,138423.0,143469.0,148463.0,154483.0,159615.0,159821.0,160035.0,165908.0,171679.0,176434.0,180696.0,184693.0,184919.0,185125.0,188882.0,192917.0,197003.0,201041.0,205038.0,205082.0,205141.0,208953.0,212280.0,215380.0,220011.0,220012.0,220012.0,220012.0,223044.0,226271.0,229396.0,232331.0,235259.0,235481.0,235508.0,237447.0,239008.0,240258.0,241253.0,242477.0,242556.0,242570.0,243564.0,244550.0,245280.0,246591.0,247470.0,247507.0,247508.0,248746.0,249684.0,250796.0,251637.0,252468.0,252469.0,252469.0,254355.0,256342.0,258440.0,260297.0,262212.0,262460.0,262479.0,264790.0,267269.0,269786.0,272005.0,274396.0,274525.0,274623.0,276902.0,280687.0,285836.0,291144.0,291320.0,291702.0,291866.0,296415.0,301097.0,305353.0,309759.0,313305.0,313999.0,314125.0,318431.0,322306.0,325390.0,327462.0,329267.0,329644.0,329719.0,331422.0,333092.0,335056.0,337256.0,338784.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,5686.0,7652.0,7699.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7706.0,7709.0,7721.0,7730.0,7734.0,7734.0,7734.0,7739.0,7860.0,13209.0,19594.0,25433.0,25568.0,25695.0,32924.0,40496.0,49438.0,59362.0,67800.0,68164.0,68407.0,76365.0,83435.0,90101.0,96117.0,100762.0,100801.0,100810.0,105426.0,108970.0,111707.0,114005.0,115830.0,115913.0,115927.0,118997.0,122554.0,125917.0,129363.0,129365.0,129365.0,129365.0,134900.0,140073.0,144996.0,150778.0,155770.0,155852.0,155906.0,161580.0,167262.0,172026.0,176191.0,180332.0,180523.0,180608.0,184555.0,188567.0,192386.0,196381.0,200182.0,200260.0,200287.0,204336.0,207896.0,210958.0,215012.0,215927.0,215928.0,215929.0,218614.0,221615.0,224754.0,227669.0,230119.0,230257.0,230266.0,232411.0,234390.0,235891.0,237094.0,238354.0,238404.0,238416.0,239423.0,240333.0,241265.0,242991.0,243005.0,243069.0,243075.0,244646.0,245886.0,247164.0,248294.0,249161.0,249195.0,249198.0,250760.0,252463.0,254118.0,255674.0,257344.0,257520.0,257541.0,259735.0,261993.0,264325.0,266453.0,268523.0
Ñuble,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,627.0,655.0,655.0,1069.0,1415.0,1862.0,2146.0,2425.0
Biobío,Primera,0.0,1388.0,2044.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2092.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,6316.0,28221.0,46732.0,63168.0,67332.0,69958.0,93393.0,120860.0,152391.0,181076.0,203027.0,206268.0,207547.0,228810.0,245697.0,260120.0,271046.0,280981.0,282120.0,282512.0,291026.0,298765.0,306529.0,315751.0,322533.0,322881.0,323039.0,334463.0,347759.0,361047.0,373167.0,383880.0,384518.0,384734.0,396582.0,409697.0,422303.0,439641.0,454757.0,457970.0,458843.0,473924.0,490011.0,504653.0,518186.0,530856.0,533525.0,534684.0,546497.0,558731.0,571445.0,583468.0,597735.0,598338.0,598363.0,611147.0,621829.0,632856.0,644149.0,644345.0,644417.0,644419.0,650576.0,658109.0,666142.0,672926.0,678490.0,679735.0,679955.0,686277.0,692273.0,698038.0,701971.0,705676.0,706057.0,706097.0,709581.0,712114.0,714360.0,718678.0,721724.0,722240.0,722360.0,725622.0,728421.0,731787.0,734144.0,738715.0,738830.0,739297.0,745731.0,752622.0,759206.0,766055.0,772361.0,773862.0,774081.0,781834.0,789938.0,798063.0,805384.0,812626.0,812635.0,812642.0,821521.0,831173.0,839746.0,848007.0,848011.0,850765.0,851396.0,864649.0,879437.0,893669.0,906914.0,918384.0,922751.0,924126.0,936988.0,947999.0,958779.0,965609.0,971438.0,973390.0,973693.0,977828.0,981550.0,987602.0,995024.0,1000465.0
Biobío,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1421.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1997.0,2078.0,2115.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2122.0,2122.0,2122.0,2122.0,2122.0,2122.0,2130.0,4845.0,25098.0,42891.0,58517.0,62403.0,64716.0,87094.0,114568.0,144943.0,173148.0,195021.0,198158.0,199314.0,222283.0,242235.0,259838.0,274876.0,285070.0,286223.0,286654.0,297497.0,306104.0,311488.0,316063.0,320251.0,320449.0,320561.0,328631.0,339471.0,351450.0,364057.0,364744.0,364834.0,364847.0,383350.0,397053.0,410179.0,426349.0,439713.0,441446.0,441849.0,457819.0,473837.0,488168.0,501386.0,513367.0,515090.0,515717.0,529130.0,541287.0,553741.0,565526.0,577742.0,578490.0,578626.0,591692.0,603099.0,614251.0,624845.0,628112.0,628195.0,628376.0,634466.0,641408.0,649163.0,655852.0,660773.0,661518.0,661676.0,668111.0,674186.0,680185.0,684365.0,688010.0,688014.0,688015.0,691814.0,695010.0,697921.0,702284.0,702295.0,702849.0,702986.0,708274.0,712605.0,716747.0,719931.0,724019.0,724507.0,724694.0,730363.0,735952.0,741615.0,746782.0,752170.0,753400.0,753604.0,760770.0,768275.0,775828.0,782853.0,789388.0
Biobío,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,1563.0,2577.0,3608.0,3798.0,3933.0,6074.0,7552.0,9073.0,10422.0,11350.0
