Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2497.0,6201.0,8199.0,8707.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,12772.0,17624.0,22449.0,22457.0,22457.0,30305.0,39188.0,49268.0,58822.0,67661.0,68142.0,68142.0,79334.0,88176.0,96226.0,103144.0,109625.0,109669.0,109674.0,115885.0,121143.0,125799.0,130615.0,134578.0,134714.0,134714.0,142171.0,150184.0,157756.0,164120.0,169679.0,169731.0,169731.0,175729.0,181978.0,187678.0,194190.0,199872.0,200078.0,200078.0,206461.0,213128.0,218899.0,224517.0,229785.0,229887.0,229887.0,235725.0,241516.0,247614.0,253925.0,260641.0,261074.0,261074.0,266913.0,272436.0,277474.0,283063.0,283072.0,283072.0,283074.0,286987.0,291581.0,295923.0,299780.0,303303.0,303392.0,303392.0,307166.0,310610.0,313954.0,316826.0,319753.0,319834.0,319834.0,322438.0,324556.0,326493.0,329190.0,331379.0,331474.0,331475.0,333803.0,336083.0,338411.0,340589.0,342529.0,342544.0,342544.0,346133.0,349848.0,353605.0,357135.0,360681.0,360844.0,360844.0,365379.0,370162.0,374662.0,378970.0,383141.0,383166.0,383166.0,388020.0,393869.0,399022.0,404574.0,404587.0,404802.0,404807.0,411862.0,420958.0,428751.0,436065.0,441805.0,442086.0,442086.0
Coquimbo,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.0,6442.0,8057.0,8560.0,8572.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8608.0,8612.0,8625.0,8654.0,8657.0,8657.0,8657.0,8661.0,8725.0,12403.0,16994.0,21511.0,21530.0,21531.0,28968.0,37534.0,47574.0,56837.0,65411.0,65768.0,65770.0,77825.0,88016.0,97609.0,106634.0,114049.0,114097.0,114100.0,121326.0,125541.0,128668.0,131136.0,133550.0,133628.0,133629.0,139260.0,146318.0,153431.0,159995.0,160097.0,160099.0,160102.0,169802.0,176602.0,182438.0,189268.0,194564.0,194736.0,194737.0,201082.0,207332.0,212935.0,218295.0,223415.0,223510.0,223513.0,229652.0,235081.0,240830.0,246520.0,252347.0,252609.0,252611.0,258068.0,262748.0,268542.0,273902.0,275461.0,275463.0,275468.0,279018.0,283085.0,287480.0,291172.0,294588.0,294635.0,294638.0,298251.0,301774.0,305116.0,308001.0,310607.0,310635.0,310637.0,313246.0,315748.0,317892.0,320769.0,320774.0,320827.0,320830.0,324148.0,326872.0,329657.0,331914.0,333593.0,333653.0,333654.0
Araucanía,Primera,0.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,946.0,13334.0,22445.0,30498.0,31627.0,31629.0,42802.0,57200.0,72075.0,86306.0,100185.0,102260.0,102261.0,118664.0,132761.0,143383.0,152452.0,160748.0,161130.0,161130.0,168608.0,175422.0,181189.0,186052.0,191171.0,191784.0,191785.0,199305.0,209494.0,217967.0,225490.0,232531.0,232942.0,232942.0,240900.0,248730.0,256735.0,266732.0,275914.0,276613.0,276613.0,285621.0,294986.0,303325.0,311110.0,318691.0,319115.0,319115.0,326199.0,333175.0,340456.0,347513.0,354631.0,354920.0,354920.0,362008.0,368062.0,373452.0,379422.0,379439.0,379457.0,379457.0,383249.0,387848.0,392513.0,396223.0,399796.0,399959.0,399959.0,403297.0,407470.0,411165.0,414134.0,416947.0,417069.0,417069.0,419696.0,422473.0,424565.0,427582.0,430044.0,430458.0,430479.0,432932.0,435420.0,437963.0,439884.0,442525.0,442549.0,442549.0,446437.0,450753.0,454832.0,458807.0,462892.0,463442.0,463442.0,468544.0,474104.0,479457.0,484154.0,489220.0,489250.0,489258.0,494250.0,499814.0,505211.0,511321.0,512370.0,513749.0,513753.0,522370.0,531935.0,541322.0,549087.0,555673.0,555976.0,555976.0
Araucanía,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,703.0,716.0,716.0,716.0,717.0,1026.0,12147.0,20929.0,28659.0,29858.0,29862.0,40697.0,54198.0,68607.0,82414.0,96207.0,98127.0,98135.0,114881.0,130200.0,142017.0,152108.0,161653.0,161950.0,161951.0,169532.0,175280.0,180298.0,184127.0,187719.0,187796.0,187796.0,194627.0,203852.0,211816.0,219967.0,220331.0,220347.0,220347.0,232686.0,240931.0,248937.0,258601.0,267119.0,267442.0,267445.0,276576.0,285752.0,294050.0,301626.0,309188.0,309496.0,309498.0,316881.0,323856.0,330761.0,337382.0,344046.0,344375.0,344379.0,351448.0,357868.0,363509.0,368983.0,370468.0,370475.0,370476.0,373864.0,378042.0,382527.0,386183.0,389696.0,389864.0,389865.0,393271.0,397147.0,400775.0,403668.0,406149.0,406155.0,406156.0,408939.0,411854.0,414183.0,417901.0,418090.0,418392.0,418406.0,422260.0,425535.0,427931.0,430401.0,432674.0,432734.0,432736.0
Los Lagos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,802.0,9742.0,18286.0,26912.0,30496.0,31182.0,44058.0,57033.0,70064.0,82228.0,93533.0,96676.0,96800.0,110902.0,121600.0,129298.0,135999.0,142333.0,142719.0,142726.0,148334.0,153583.0,158644.0,163599.0,169190.0,169528.0,169528.0,175578.0,182238.0,188701.0,194428.0,199673.0,200453.0,200564.0,206522.0,212978.0,219091.0,226160.0,232869.0,234348.0,234363.0,241488.0,249638.0,256437.0,263099.0,268351.0,269278.0,269286.0,275083.0,281899.0,289400.0,296805.0,303562.0,304108.0,304108.0,309887.0,315827.0,322072.0,328570.0,328575.0,328583.0,328583.0,332520.0,337174.0,341606.0,344647.0,347508.0,347649.0,347649.0,350658.0,354555.0,358562.0,361957.0,364542.0,364722.0,364722.0,365298.0,365943.0,366500.0,367750.0,369372.0,369546.0,369547.0,372295.0,375238.0,377121.0,378801.0,380054.0,380054.0,380054.0,383448.0,387116.0,390403.0,393694.0,396835.0,397169.0,397169.0,401010.0,405426.0,409962.0,414295.0,418610.0,418683.0,418683.0,423784.0,429353.0,434472.0,439280.0,439280.0,439395.0,439395.0,447288.0,456058.0,464998.0,473381.0,480793.0,481002.0,481003.0
Los Lagos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,501.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,538.0,539.0,539.0,539.0,839.0,1569.0,9653.0,17670.0,25550.0,28441.0,28758.0,40944.0,53221.0,65742.0,77884.0,88772.0,91735.0,91800.0,106057.0,119071.0,128727.0,137404.0,144121.0,144516.0,144527.0,151997.0,157608.0,161606.0,164602.0,167091.0,167129.0,167129.0,171706.0,177266.0,183652.0,190138.0,190150.0,190155.0,190156.0,198997.0,205351.0,211472.0,216930.0,222886.0,223156.0,223157.0,231631.0,240050.0,247218.0,253781.0,258633.0,258829.0,258831.0,265176.0,272182.0,279752.0,286241.0,292098.0,292329.0,292332.0,298404.0,304371.0,309540.0,315715.0,317243.0,317243.0,317244.0,321415.0,325846.0,330254.0,333680.0,336443.0,336542.0,336542.0,339831.0,343934.0,347801.0,351073.0,353510.0,353533.0,353533.0,354950.0,356239.0,357458.0,358820.0,358822.0,358832.0,358832.0,361741.0,365271.0,367384.0,368970.0,370010.0,370029.0,370031.0
Los Ríos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,770.0,5510.0,10190.0,14574.0,15140.0,15657.0,21112.0,28011.0,35137.0,42230.0,47632.0,48440.0,48883.0,54480.0,58340.0,61678.0,64668.0,67463.0,67536.0,67590.0,70584.0,73046.0,75182.0,77103.0,78659.0,78678.0,78679.0,80679.0,84523.0,88717.0,92182.0,95032.0,95188.0,95223.0,98703.0,102460.0,105746.0,109963.0,113065.0,113215.0,113346.0,116957.0,120834.0,123947.0,126402.0,129062.0,129195.0,129396.0,132623.0,135695.0,138903.0,142803.0,146823.0,146983.0,146987.0,150195.0,152643.0,155016.0,157569.0,157695.0,157821.0,157889.0,159396.0,161066.0,162588.0,164356.0,166341.0,166502.0,166551.0,167984.0,169575.0,171488.0,173151.0,174819.0,175177.0,175178.0,176006.0,177036.0,177832.0,178768.0,179343.0,179419.0,179426.0,179990.0,180440.0,180816.0,181327.0,182285.0,182419.0,182428.0,183493.0,184685.0,185968.0,187416.0,189084.0,189347.0,189347.0,190854.0,192535.0,194238.0,195761.0,197330.0,197381.0,197381.0,199047.0,201318.0,203824.0,206406.0,206931.0,207589.0,207629.0,210903.0,215004.0,218641.0,221888.0,224803.0,224843.0,224845.0
Los Ríos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,616.0,4867.0,9318.0,13711.0,14219.0,14600.0,19760.0,26503.0,33447.0,40402.0,45614.0,46414.0,46886.0,52764.0,57815.0,62035.0,65684.0,68825.0,68968.0,69022.0,72193.0,74182.0,75535.0,76810.0,77799.0,77833.0,77835.0,79206.0,82461.0,86198.0,90346.0,90616.0,90724.0,90757.0,95350.0,99162.0,102381.0,106162.0,109540.0,109685.0,109780.0,113195.0,116760.0,119944.0,122491.0,125026.0,125239.0,125437.0,128466.0,131525.0,134609.0,137856.0,140587.0,140792.0,140796.0,144040.0,146771.0,148565.0,151737.0,152804.0,152902.0,152919.0,154201.0,155909.0,157702.0,159471.0,161010.0,161145.0,161146.0,162488.0,164282.0,166273.0,167882.0,169202.0,169226.0,169226.0,170203.0,171698.0,172771.0,174005.0,174054.0,174152.0,174155.0,175113.0,176002.0,176677.0,177327.0,178108.0,178140.0,178143.0
Magallanes,Primera,0.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,222.0,3606.0,6713.0,8985.0,9021.0,9021.0,12183.0,15501.0,20136.0,23654.0,26708.0,26714.0,26720.0,30330.0,32709.0,35304.0,37064.0,38784.0,38986.0,38996.0,39844.0,40564.0,41478.0,42475.0,43314.0,43402.0,43402.0,45570.0,47961.0,50154.0,51914.0,53445.0,53454.0,53458.0,54719.0,56018.0,57234.0,58908.0,60161.0,60165.0,60206.0,61664.0,63464.0,64743.0,66162.0,67550.0,67563.0,67574.0,69198.0,70586.0,72137.0,73489.0,75415.0,75426.0,75428.0,76793.0,78035.0,79295.0,80658.0,80659.0,80659.0,80659.0,81530.0,82823.0,84121.0,85130.0,85897.0,85900.0,85902.0,86873.0,87714.0,88709.0,89633.0,90457.0,90460.0,90460.0,91111.0,91846.0,92368.0,93130.0,93471.0,93474.0,93475.0,93575.0,94200.0,94806.0,95035.0,95265.0,95265.0,95265.0,95782.0,96389.0,96965.0,97416.0,97979.0,97989.0,97989.0,98696.0,99633.0,100226.0,100867.0,101651.0,101652.0,101653.0,102379.0,103261.0,104314.0,105673.0,105674.0,105674.0,105674.0,107292.0,108639.0,110060.0,111363.0,112364.0,112734.0,113172.0
Magallanes,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,157.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,165.0,165.0,165.0,165.0,165.0,210.0,3312.0,6247.0,8475.0,8521.0,8523.0,11648.0,14759.0,19195.0,22728.0,25755.0,25767.0,25774.0,29365.0,32058.0,35164.0,37440.0,39304.0,39316.0,39318.0,40207.0,41056.0,41498.0,42123.0,42666.0,42675.0,42675.0,44267.0,46850.0,48988.0,50838.0,50839.0,50843.0,50845.0,52787.0,54312.0,55552.0,57073.0,58273.0,58280.0,58282.0,59476.0,60988.0,62386.0,63795.0,65336.0,65350.0,65352.0,66735.0,68331.0,69859.0,70967.0,71967.0,71976.0,71976.0,72914.0,74372.0,75659.0,76699.0,77277.0,77281.0,77281.0,78220.0,79827.0,80673.0,82032.0,82898.0,82903.0,82903.0,83861.0,84874.0,85818.0,86614.0,87419.0,87420.0,87420.0,87889.0,88590.0,89356.0,90363.0,90368.0,90369.0,90369.0,90780.0,91615.0,92429.0,92906.0,93300.0,93301.0,93301.0
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2497.0,4513.0,6929.0,7468.0,7468.0,10862.0,14864.0,19676.0,23992.0,28209.0,28380.0,28380.0,33613.0,38448.0,41929.0,44128.0,46273.0,46382.0,46382.0,47958.0,49671.0,52045.0,54193.0,55706.0,55779.0,55779.0,57681.0,59592.0,61291.0,63073.0,65069.0,65179.0,65179.0,67057.0,68783.0,70353.0,72477.0,74632.0,74834.0,74834.0,77119.0,79645.0,81995.0,84363.0,86867.0,87106.0,87106.0,89411.0,91809.0,94461.0,96674.0,99382.0,99486.0,99486.0,101936.0,104067.0,106046.0,107966.0,107994.0,108022.0,108062.0,109867.0,111985.0,114126.0,115798.0,117432.0,117580.0,117608.0,119666.0,121370.0,123181.0,124813.0,126808.0,127003.0,127060.0,129022.0,131079.0,132854.0,134289.0,135670.0,135911.0,135924.0,137360.0,138854.0,140675.0,141750.0,142854.0,142944.0,143049.0,144747.0,146154.0,147547.0,148762.0,150012.0,150689.0,150759.0,152346.0,153909.0,155518.0,156891.0,158464.0,158506.0,158510.0,160104.0,161720.0,163173.0,164675.0,164772.0,165466.0,165581.0,168684.0,171936.0,174915.0,177376.0,179867.0,180815.0,180892.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2218.0,4147.0,6415.0,6923.0,6923.0,10153.0,14047.0,18582.0,22662.0,26783.0,26986.0,26986.0,32043.0,37447.0,42315.0,45968.0,48656.0,48818.0,48818.0,50682.0,51766.0,52730.0,53509.0,54381.0,54434.0,54434.0,56022.0,57721.0,59363.0,61491.0,61492.0,61492.0,61494.0,64446.0,66404.0,68197.0,70149.0,71766.0,71900.0,71902.0,74321.0,76832.0,79167.0,81328.0,83600.0,83771.0,83771.0,86290.0,88771.0,91205.0,92996.0,94836.0,94972.0,94973.0,97903.0,99940.0,101980.0,103867.0,104573.0,104597.0,104626.0,106276.0,108067.0,109531.0,111486.0,113020.0,113360.0,113360.0,115312.0,116979.0,118449.0,119971.0,121680.0,121681.0,121681.0,123695.0,125713.0,127702.0,129635.0,129679.0,129987.0,130012.0,131762.0,133375.0,134990.0,136353.0,137472.0,137692.0,137724.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3094.0,19414.0,37411.0,56785.0,58071.0,58109.0,85905.0,116228.0,149508.0,180764.0,208612.0,209940.0,209940.0,243738.0,273506.0,297916.0,318560.0,337087.0,337766.0,337879.0,349245.0,358385.0,366198.0,374836.0,384433.0,388076.0,388092.0,401428.0,419706.0,440229.0,459169.0,476994.0,477296.0,477296.0,493349.0,508783.0,524438.0,545893.0,563658.0,564883.0,564883.0,581304.0,599708.0,616776.0,635077.0,651536.0,652643.0,652726.0,667809.0,681946.0,697459.0,713137.0,729613.0,729983.0,730011.0,746757.0,760745.0,773493.0,787311.0,787472.0,787664.0,787704.0,795534.0,805207.0,814896.0,822581.0,830161.0,830748.0,830867.0,839724.0,846815.0,855238.0,861811.0,868886.0,869285.0,869327.0,875154.0,879968.0,883911.0,891007.0,895990.0,896341.0,896371.0,902037.0,905991.0,910869.0,914866.0,919467.0,919524.0,919545.0,927700.0,935943.0,944632.0,953220.0,961721.0,962728.0,962784.0,973138.0,984196.0,994470.0,1004243.0,1014471.0,1014617.0,1014676.0,1026612.0,1039292.0,1050904.0,1062324.0,1062445.0,1064825.0,1064909.0,1082070.0,1100095.0,1117628.0,1133893.0,1145958.0,1148748.0,1148804.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1457.0,2920.0,18126.0,35353.0,53925.0,55048.0,55055.0,81854.0,111375.0,143680.0,174133.0,201405.0,202420.0,202432.0,235419.0,267855.0,295101.0,320312.0,339393.0,340070.0,340146.0,354898.0,366665.0,373485.0,379101.0,383576.0,383662.0,383686.0,396094.0,411903.0,432096.0,454211.0,454788.0,455000.0,455021.0,479432.0,495986.0,511513.0,532405.0,549855.0,550658.0,550697.0,567034.0,584163.0,601160.0,618981.0,634945.0,635741.0,635832.0,651650.0,665296.0,679991.0,693864.0,708779.0,709237.0,709269.0,726248.0,739663.0,752685.0,765808.0,769289.0,769390.0,769447.0,776854.0,785929.0,794999.0,802935.0,809932.0,810352.0,810405.0,818556.0,826426.0,834568.0,840513.0,846575.0,846658.0,846695.0,852534.0,858284.0,863143.0,870437.0,870496.0,870946.0,870971.0,878672.0,885086.0,890645.0,894841.0,898328.0,898697.0,898710.0
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0,5437.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7824.0,13474.0,20180.0,26377.0,26613.0,26729.0,33942.0,41787.0,50897.0,61271.0,70105.0,70401.0,70652.0,78148.0,84510.0,90425.0,95580.0,99917.0,100116.0,100116.0,104184.0,107996.0,111284.0,114570.0,117227.0,117281.0,117339.0,120857.0,124868.0,128418.0,131291.0,133668.0,133747.0,133783.0,138419.0,143465.0,148460.0,154480.0,159612.0,159818.0,160032.0,165905.0,171676.0,176431.0,180693.0,184690.0,184916.0,185122.0,188879.0,192913.0,196998.0,201036.0,205033.0,205077.0,205136.0,208946.0,212273.0,215373.0,220004.0,220005.0,220005.0,220005.0,223037.0,226264.0,229389.0,232324.0,235252.0,235474.0,235501.0,237440.0,239000.0,240250.0,241245.0,242470.0,242549.0,242563.0,243557.0,244543.0,245273.0,246583.0,247462.0,247499.0,247500.0,248738.0,249676.0,250788.0,251626.0,252457.0,252458.0,252458.0,254343.0,256328.0,258425.0,260280.0,262193.0,262441.0,262460.0,264770.0,267249.0,269766.0,271981.0,274371.0,274500.0,274598.0,276877.0,280662.0,285810.0,291079.0,291255.0,291637.0,291801.0,296347.0,301028.0,305272.0,309652.0,313095.0,313789.0,313915.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,5686.0,7652.0,7699.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7706.0,7709.0,7721.0,7730.0,7734.0,7734.0,7734.0,7739.0,7860.0,13200.0,19580.0,25419.0,25554.0,25681.0,32907.0,40474.0,49411.0,59332.0,67768.0,68131.0,68374.0,76331.0,83401.0,90066.0,96082.0,100727.0,100766.0,100775.0,105391.0,108934.0,111671.0,113969.0,115794.0,115877.0,115891.0,118961.0,122517.0,125879.0,129325.0,129327.0,129327.0,129327.0,134861.0,140033.0,144957.0,150738.0,155730.0,155811.0,155865.0,161539.0,167218.0,171979.0,176143.0,180284.0,180475.0,180560.0,184506.0,188517.0,192336.0,196329.0,200129.0,200207.0,200234.0,204284.0,207844.0,210906.0,214960.0,215874.0,215875.0,215876.0,218560.0,221561.0,224700.0,227614.0,230064.0,230202.0,230211.0,232356.0,234334.0,235835.0,237038.0,238298.0,238348.0,238360.0,239367.0,240277.0,241209.0,242929.0,242943.0,243007.0,243013.0,244583.0,245817.0,247079.0,248191.0,249043.0,249077.0,249080.0
Biobío,Primera,0.0,1388.0,2044.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2092.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,6316.0,28222.0,46733.0,63168.0,67332.0,69958.0,93392.0,120864.0,152396.0,181081.0,203031.0,206271.0,207550.0,228812.0,245699.0,260122.0,271048.0,280985.0,282124.0,282516.0,291027.0,298765.0,306529.0,315751.0,322532.0,322880.0,323038.0,334463.0,347760.0,361048.0,373168.0,383882.0,384520.0,384736.0,396584.0,409701.0,422307.0,439646.0,454762.0,457976.0,458849.0,473932.0,490019.0,504659.0,518195.0,530864.0,533533.0,534692.0,546504.0,558738.0,571450.0,583473.0,597740.0,598343.0,598368.0,611152.0,621834.0,632861.0,644152.0,644348.0,644421.0,644423.0,650581.0,658113.0,666144.0,672927.0,678490.0,679734.0,679954.0,686276.0,692272.0,698036.0,701969.0,705674.0,706055.0,706095.0,709581.0,712111.0,714356.0,718673.0,721719.0,722235.0,722355.0,725616.0,728415.0,731780.0,734135.0,738705.0,738820.0,739287.0,745711.0,752593.0,759171.0,766013.0,772306.0,773806.0,774025.0,781766.0,789861.0,797978.0,805287.0,812524.0,812533.0,812540.0,821417.0,831068.0,839636.0,847890.0,847894.0,850648.0,851279.0,864516.0,879299.0,893524.0,906735.0,918038.0,922288.0,923651.0
