Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21
Arica y Parinacota,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,2091.0,2734.0,2802.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2806.0,2821.0,2832.0,2844.0,2852.0,2853.0,2853.0,2855.0,2916.0,4169.0,7003.0,9231.0,9490.0,9517.0,11812.0,14331.0,17161.0,19908.0,22748.0,22842.0,22842.0,25786.0,28634.0,31326.0,33825.0,35967.0,36012.0,36012.0,38126.0,40230.0,41442.0,42248.0,43015.0,43021.0,43021.0,43903.0,44938.0,45766.0,46641.0,46648.0,46652.0,46653.0,48212.0,49500.0,50733.0,52263.0,53353.0,53406.0,53406.0,54182.0,55915.0,57618.0,59450.0,60363.0,60415.0,60417.0,61065.0,63005.0,64511.0,65231.0,66693.0,66726.0,66729.0,68321.0,69969.0,71289.0,72356.0,72742.0,72742.0,72743.0,73654.0,74757.0,75625.0,75810.0,76025.0,76033.0,76033.0,77202.0,78413.0,79272.0,79789.0,80385.0,80401.0,80404.0,81320.0,82289.0,83051.0,83792.0,83833.0,83986.0,83987.0,84834.0,85645.0,86288.0,87008.0,87569.0,87610.0,87613.0,88358.0,89562.0,90082.0,90884.0,91605.0,91700.0,91703.0,91899.0,93508.0,94856.0,96393.0,97657.0,97866.0,97869.0,98869.0,100190.0,101448.0,102942.0,103669.0,104072.0,104073.0,104078.0
Arica y Parinacota,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,936.0,1564.0,1683.0,1683.0,1683.0,1788.0,1802.0,1815.0,1817.0,1818.0,1818.0,1818.0,1823.0,1823.0,1824.0,1824.0,1824.0,1824.0,1824.0
Atacama,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,1640.0,2511.0,3600.0,3865.0,3865.0,3865.0,3865.0,3867.0,3867.0,3867.0,3867.0,3867.0,3867.0,3867.0,3869.0,9464.0,15289.0,20039.0,20494.0,20494.0,24096.0,26515.0,28746.0,30811.0,33324.0,33801.0,33801.0,35917.0,37794.0,39690.0,41634.0,42718.0,42771.0,42773.0,44690.0,47123.0,49469.0,51755.0,53287.0,53363.0,53363.0,54745.0,55929.0,56897.0,58046.0,60068.0,60367.0,60367.0,62343.0,64293.0,66141.0,68197.0,70222.0,70326.0,70326.0,72665.0,74977.0,77185.0,79338.0,81061.0,81062.0,81074.0,83539.0,86088.0,88563.0,90830.0,93249.0,93249.0,93249.0,95450.0,97509.0,99249.0,100925.0,100925.0,100925.0,100925.0,102540.0,104072.0,105845.0,107052.0,108569.0,108700.0,108700.0,109120.0,110653.0,112049.0,113176.0,114205.0,114205.0,114205.0,115323.0,116705.0,117614.0,118678.0,119589.0,119589.0,119589.0,120383.0,121507.0,122606.0,123461.0,124574.0,124574.0,124574.0,126058.0,127598.0,128916.0,130265.0,131920.0,132109.0,132109.0,133643.0,135430.0,137019.0,138377.0,140025.0,140050.0,140050.0,141799.0,143792.0,145770.0,147597.0,147597.0,147780.0,147780.0,150806.0,154350.0,157540.0,160690.0,162981.0,162983.0,162983.0,165853.0,168713.0,171023.0,172330.0,173047.0,173066.0,173066.0,174296.0,176090.0,177891.0,179395.0,180928.0,181027.0,181027.0,182491.0,183575.0,184802.0,186223.0,187558.0,187570.0,187570.0,187570.0
Atacama,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,8.0,504.0,1745.0,2664.0,3661.0,3740.0,3740.0,3740.0,3740.0,3741.0,3741.0,3741.0,3741.0,3741.0,3741.0,3741.0,3741.0,3741.0,3748.0,3775.0,3775.0,3775.0,3784.0,4457.0,9465.0,14665.0,19166.0,19589.0,19590.0,23076.0,25511.0,27737.0,29832.0,32278.0,32646.0,32646.0,35125.0,37933.0,40809.0,42654.0,43891.0,43915.0,43920.0,45601.0,47296.0,48670.0,50572.0,51902.0,51903.0,51903.0,52977.0,54239.0,55684.0,57185.0,57186.0,57186.0,57186.0,59846.0,61915.0,63702.0,65627.0,67207.0,67213.0,67213.0,69161.0,71775.0,73987.0,76178.0,77994.0,78000.0,78000.0,80056.0,82536.0,84820.0,87037.0,88808.0,88813.0,88813.0,90148.0,92374.0,94625.0,96448.0,97238.0,97238.0,97238.0,98482.0,99938.0,101687.0,102833.0,103814.0,103878.0,103878.0,104744.0,106402.0,107715.0,108764.0,109476.0,109476.0,109476.0,110637.0,112090.0,113217.0,114462.0,114463.0,114485.0,114485.0,115594.0,116985.0,118089.0,118850.0,119487.0,119491.0,119493.0,121147.0,122760.0,124068.0,125192.0,125896.0,125910.0,125913.0,127447.0,129552.0,131490.0,132765.0,133811.0,133873.0,133876.0,135518.0,136852.0,138597.0,140609.0,141674.0,141692.0,141696.0,141704.0
Atacama,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,567.0,856.0,856.0,856.0,1241.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2498.0,6202.0,8200.0,8708.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,12773.0,17626.0,22451.0,22459.0,22459.0,30308.0,39190.0,49269.0,58823.0,67662.0,68143.0,68143.0,79337.0,88178.0,96228.0,103146.0,109626.0,109670.0,109675.0,115886.0,121144.0,125800.0,130616.0,134579.0,134715.0,134715.0,142172.0,150185.0,157758.0,164122.0,169682.0,169734.0,169734.0,175731.0,181982.0,187682.0,194195.0,199877.0,200084.0,200084.0,206467.0,213134.0,218905.0,224523.0,229790.0,229892.0,229892.0,235729.0,241521.0,247619.0,253929.0,260645.0,261078.0,261078.0,266918.0,272442.0,277480.0,283070.0,283079.0,283079.0,283081.0,286992.0,291586.0,295930.0,299786.0,303310.0,303400.0,303400.0,307175.0,310620.0,313964.0,316839.0,319770.0,319851.0,319851.0,322455.0,324578.0,326516.0,329222.0,331411.0,331507.0,331508.0,333838.0,336127.0,338465.0,340643.0,342584.0,342599.0,342599.0,346192.0,349913.0,353677.0,357209.0,360759.0,360924.0,360924.0,365465.0,370284.0,374796.0,379115.0,383316.0,383341.0,383341.0,388202.0,394128.0,399290.0,404871.0,404887.0,405103.0,405108.0,412224.0,421350.0,429325.0,436795.0,442962.0,443262.0,443262.0,449714.0,455292.0,458807.0,462033.0,465581.0,465984.0,465984.0,470294.0,474200.0,478552.0,483175.0,486836.0,487202.0,487263.0,492283.0,497028.0,502193.0,506039.0,509390.0,509716.0,509784.0,509878.0
Coquimbo,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.0,6442.0,8058.0,8561.0,8573.0,8606.0,8606.0,8606.0,8606.0,8606.0,8607.0,8607.0,8607.0,8607.0,8609.0,8613.0,8626.0,8655.0,8658.0,8658.0,8658.0,8662.0,8726.0,12405.0,16998.0,21516.0,21535.0,21536.0,28973.0,37540.0,47580.0,56845.0,65421.0,65777.0,65779.0,77836.0,88029.0,97621.0,106648.0,114064.0,114112.0,114115.0,121342.0,125557.0,128684.0,131153.0,133567.0,133645.0,133646.0,139279.0,146337.0,153453.0,160029.0,160131.0,160133.0,160136.0,169842.0,176647.0,182481.0,189314.0,194614.0,194784.0,194785.0,201135.0,207387.0,212993.0,218355.0,223476.0,223571.0,223574.0,229714.0,235145.0,240895.0,246627.0,252455.0,252723.0,252725.0,258182.0,262863.0,268658.0,274024.0,275584.0,275586.0,275591.0,279149.0,283216.0,287617.0,291315.0,294740.0,294788.0,294791.0,298407.0,301950.0,305301.0,308195.0,310825.0,310853.0,310855.0,313468.0,316005.0,318149.0,321037.0,321043.0,321097.0,321100.0,324440.0,327166.0,329971.0,332290.0,334016.0,334079.0,334080.0,337177.0,341049.0,344441.0,347299.0,350277.0,350466.0,350470.0,354688.0,358715.0,362444.0,366356.0,370017.0,370146.0,370157.0,374685.0,379928.0,384917.0,389452.0,391207.0,391430.0,391455.0,391618.0
Coquimbo,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2336.0,5593.0,7540.0,8418.0,8454.0,8454.0,8865.0,9126.0,9172.0,9226.0,9227.0,9227.0,9227.0,9227.0,9227.0,9227.0,9227.0,9227.0,9227.0,9227.0,9227.0
Araucanía,Primera,0.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,946.0,13334.0,22445.0,30498.0,31627.0,31629.0,42802.0,57199.0,72072.0,86303.0,100182.0,102257.0,102258.0,118661.0,132758.0,143379.0,152448.0,160744.0,161126.0,161126.0,168604.0,175418.0,181185.0,186048.0,191167.0,191780.0,191781.0,199301.0,209490.0,217963.0,225485.0,232525.0,232936.0,232936.0,240893.0,248722.0,256728.0,266723.0,275905.0,276604.0,276604.0,285612.0,294977.0,303315.0,311100.0,318682.0,319106.0,319106.0,326190.0,333166.0,340447.0,347504.0,354622.0,354911.0,354911.0,362000.0,368054.0,373444.0,379414.0,379431.0,379449.0,379449.0,383241.0,387840.0,392504.0,396215.0,399789.0,399952.0,399952.0,403291.0,407464.0,411160.0,414129.0,416941.0,417063.0,417063.0,419689.0,422466.0,424558.0,427576.0,430038.0,430452.0,430473.0,432926.0,435414.0,437957.0,439878.0,442519.0,442543.0,442543.0,446432.0,450751.0,454833.0,458811.0,462899.0,463449.0,463449.0,468556.0,474126.0,479482.0,484184.0,489253.0,489283.0,489291.0,494286.0,499849.0,505249.0,511362.0,512411.0,513790.0,513794.0,522412.0,531977.0,541364.0,549189.0,555776.0,556079.0,556079.0,563553.0,572061.0,579129.0,582641.0,584778.0,585266.0,585266.0,588647.0,591772.0,595870.0,600465.0,604091.0,604365.0,604365.0,609353.0,613509.0,618413.0,621689.0,624325.0,624565.0,624565.0,624646.0
Araucanía,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,703.0,716.0,716.0,716.0,717.0,1026.0,12147.0,20929.0,28659.0,29858.0,29862.0,40697.0,54199.0,68607.0,82416.0,96209.0,98128.0,98136.0,114885.0,130205.0,142023.0,152113.0,161658.0,161955.0,161956.0,169538.0,175290.0,180312.0,184141.0,187733.0,187810.0,187810.0,194643.0,203869.0,211833.0,219984.0,220348.0,220364.0,220364.0,232702.0,240947.0,248953.0,258616.0,267135.0,267458.0,267461.0,276595.0,285774.0,294073.0,301654.0,309219.0,309527.0,309529.0,316914.0,323890.0,330796.0,337418.0,344082.0,344411.0,344415.0,351487.0,357909.0,363550.0,369024.0,370509.0,370516.0,370517.0,373904.0,378082.0,382567.0,386223.0,389738.0,389906.0,389907.0,393315.0,397190.0,400819.0,403714.0,406195.0,406201.0,406202.0,408985.0,411900.0,414229.0,417947.0,418136.0,418438.0,418452.0,422309.0,425585.0,427983.0,430466.0,432758.0,432818.0,432820.0,436071.0,439714.0,443210.0,446165.0,448869.0,449050.0,449053.0,454137.0,459577.0,464864.0,469474.0,474170.0,474312.0,474312.0,479153.0,484257.0,489462.0,494523.0,496468.0,497072.0,497073.0,497371.0
Araucanía,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,678.0,2101.0,4465.0,4530.0,4530.0,5738.0,6623.0,7692.0,8657.0,9511.0,9512.0,9512.0,10120.0,10482.0,10997.0,11235.0,11417.0,11418.0,11418.0,11418.0
Los Lagos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,802.0,9742.0,18286.0,26912.0,30496.0,31182.0,44057.0,57033.0,70064.0,82228.0,93535.0,96679.0,96803.0,110904.0,121602.0,129300.0,136010.0,142344.0,142730.0,142737.0,148345.0,153596.0,158657.0,163612.0,169237.0,169575.0,169575.0,175625.0,182285.0,188748.0,194476.0,199721.0,200501.0,200612.0,206570.0,213027.0,219141.0,226210.0,232919.0,234397.0,234412.0,241539.0,249688.0,256487.0,263140.0,268392.0,269319.0,269327.0,275124.0,281940.0,289441.0,296847.0,303604.0,304150.0,304150.0,309929.0,315870.0,322115.0,328613.0,328618.0,328626.0,328626.0,332564.0,337218.0,341651.0,344690.0,347551.0,347692.0,347692.0,350700.0,354599.0,358607.0,362002.0,364587.0,364767.0,364767.0,365345.0,365991.0,366548.0,367798.0,369420.0,369594.0,369595.0,372343.0,375291.0,377176.0,378858.0,380112.0,380112.0,380112.0,383514.0,387188.0,390481.0,393780.0,396924.0,397259.0,397260.0,401109.0,405537.0,410079.0,414426.0,418745.0,418820.0,418820.0,423931.0,429512.0,434638.0,439454.0,439454.0,439569.0,439569.0,447464.0,456248.0,465237.0,473694.0,481209.0,481418.0,481419.0,488914.0,496310.0,502509.0,505868.0,509742.0,510280.0,510280.0,514845.0,519970.0,525183.0,530424.0,534157.0,534799.0,534799.0,538664.0,542526.0,546572.0,549510.0,552067.0,552621.0,552621.0,552621.0
Los Lagos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,501.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,538.0,539.0,539.0,539.0,839.0,1569.0,9657.0,17674.0,25556.0,28447.0,28764.0,40952.0,53232.0,65754.0,77896.0,88785.0,91750.0,91815.0,106071.0,119089.0,128745.0,137432.0,144150.0,144545.0,144556.0,152026.0,157639.0,161638.0,164635.0,167171.0,167209.0,167209.0,171786.0,177346.0,183733.0,190224.0,190236.0,190241.0,190242.0,199084.0,205444.0,211567.0,217029.0,222985.0,223255.0,223256.0,231739.0,240197.0,247365.0,253929.0,258786.0,258982.0,258984.0,265329.0,272335.0,279908.0,286401.0,292263.0,292494.0,292497.0,298571.0,304540.0,309710.0,315886.0,317415.0,317415.0,317416.0,321587.0,326020.0,330436.0,333871.0,336636.0,336735.0,336735.0,340027.0,344133.0,348003.0,351292.0,353745.0,353768.0,353768.0,355186.0,356479.0,357707.0,359072.0,359074.0,359084.0,359084.0,361999.0,365532.0,367658.0,369266.0,370312.0,370331.0,370333.0,373120.0,376659.0,379814.0,382555.0,384306.0,384537.0,384537.0,388513.0,392831.0,396980.0,400906.0,403757.0,403874.0,403875.0,408863.0,414457.0,419327.0,423308.0,424823.0,425001.0,425003.0,425015.0
Los Lagos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,1028.0,1676.0,2421.0,2505.0,2505.0,3063.0,3652.0,4146.0,4590.0,4937.0,4950.0,4950.0,6367.0,7810.0,9240.0,10446.0,11510.0,11519.0,11519.0,11519.0
Los Ríos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,770.0,5511.0,10191.0,14574.0,15140.0,15657.0,21112.0,28011.0,35137.0,42228.0,47630.0,48438.0,48881.0,54478.0,58337.0,61675.0,64666.0,67461.0,67534.0,67588.0,70582.0,73042.0,75178.0,77099.0,78655.0,78674.0,78675.0,80675.0,84520.0,88714.0,92178.0,95028.0,95184.0,95219.0,98699.0,102456.0,105742.0,109959.0,113063.0,113214.0,113345.0,116957.0,120836.0,123949.0,126408.0,129069.0,129202.0,129403.0,132630.0,135702.0,138910.0,142810.0,146830.0,146990.0,146994.0,150202.0,152650.0,155023.0,157575.0,157701.0,157827.0,157895.0,159402.0,161072.0,162594.0,164362.0,166347.0,166508.0,166557.0,167989.0,169580.0,171493.0,173157.0,174825.0,175183.0,175184.0,176012.0,177042.0,177838.0,178774.0,179349.0,179425.0,179432.0,179997.0,180447.0,180824.0,181335.0,182295.0,182437.0,182446.0,183514.0,184709.0,185994.0,187448.0,189118.0,189384.0,189384.0,190895.0,192578.0,194289.0,195814.0,197389.0,197440.0,197440.0,199108.0,201382.0,203892.0,206475.0,207002.0,207660.0,207701.0,211007.0,215166.0,218803.0,222178.0,225108.0,225148.0,225150.0,227693.0,231006.0,233268.0,234559.0,235580.0,235717.0,235747.0,237168.0,238804.0,240745.0,242712.0,244172.0,244225.0,244225.0,246245.0,248342.0,250298.0,251519.0,252300.0,252457.0,252457.0,252631.0
