Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21
Biobío,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1421.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1997.0,2078.0,2115.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2122.0,2122.0,2122.0,2122.0,2122.0,2122.0,2130.0,4845.0,25098.0,42892.0,58519.0,62405.0,64718.0,87096.0,114572.0,144948.0,173152.0,195026.0,198163.0,199319.0,222290.0,242242.0,259845.0,274883.0,285077.0,286230.0,286661.0,297504.0,306111.0,311495.0,316070.0,320260.0,320458.0,320570.0,328640.0,339480.0,351459.0,364067.0,364754.0,364844.0,364857.0,383363.0,397066.0,410192.0,426362.0,439726.0,441459.0,441862.0,457832.0,473851.0,488184.0,501402.0,513383.0,515106.0,515733.0,529146.0,541303.0,553758.0,565544.0,577761.0,578509.0,578645.0,591711.0,603118.0,614270.0,624865.0,628132.0,628215.0,628396.0,634488.0,641428.0,649183.0,655872.0,660793.0,661538.0,661696.0,668133.0,674209.0,680208.0,684388.0,688034.0,688038.0,688039.0,691837.0,695033.0,697945.0,702308.0,702319.0,702873.0,703010.0,708298.0,712629.0,716771.0,719955.0,724044.0,724532.0,724719.0,730389.0,735978.0,741641.0,746817.0,752208.0,753438.0,753642.0,760812.0,768317.0,775873.0,782911.0,789716.0,790520.0,790549.0,798691.0,807068.0,815566.0,823404.0,826141.0,827924.0,828102.0,828974.0
Biobío,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,1563.0,2576.0,3607.0,3797.0,3932.0,6073.0,7551.0,9078.0,10430.0,11406.0,11656.0,11656.0,12489.0,13281.0,14144.0,14874.0,15386.0,15502.0,15502.0,15580.0
O’Higgins,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2191.0,7950.0,10305.0,11602.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11921.0,18983.0,28347.0,37235.0,38354.0,38413.0,48282.0,57737.0,70923.0,82141.0,93274.0,94489.0,94509.0,109717.0,122773.0,134124.0,143182.0,150905.0,151336.0,151348.0,157679.0,163163.0,168078.0,172970.0,176730.0,177054.0,177054.0,186540.0,196510.0,205801.0,213837.0,221772.0,222130.0,222132.0,230279.0,238305.0,246031.0,255918.0,264905.0,265430.0,265434.0,275043.0,284395.0,292634.0,299943.0,307064.0,307377.0,307380.0,314946.0,322540.0,330439.0,338007.0,346649.0,346802.0,346864.0,355746.0,364343.0,372567.0,380350.0,380357.0,380373.0,380399.0,384626.0,389249.0,394486.0,397410.0,398936.0,398989.0,398989.0,402195.0,406462.0,411237.0,414848.0,418135.0,418361.0,418380.0,420287.0,422188.0,423940.0,426787.0,429038.0,429079.0,429079.0,431093.0,433208.0,435550.0,437341.0,440091.0,440091.0,440092.0,445123.0,450275.0,455437.0,460481.0,465842.0,466064.0,466064.0,472630.0,479207.0,485740.0,491671.0,497961.0,498003.0,498003.0,504973.0,513071.0,521823.0,532524.0,534771.0,535269.0,535271.0,545036.0,555496.0,564834.0,571667.0,579860.0,580804.0,580862.0,588785.0,597092.0,602234.0,605008.0,608281.0,608508.0,608511.0,612673.0,616810.0,622214.0,628183.0,633063.0,633766.0,633791.0,640042.0,644800.0,650320.0,653265.0,657160.0,657723.0,657735.0,658650.0
O’Higgins,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2560.0,8075.0,10254.0,11399.0,11482.0,11482.0,11482.0,11482.0,11482.0,11482.0,11482.0,11482.0,11482.0,11482.0,11490.0,11493.0,11507.0,11514.0,11526.0,11526.0,11526.0,11543.0,11812.0,18603.0,27662.0,36470.0,37317.0,37344.0,47217.0,56466.0,69377.0,80351.0,91152.0,92244.0,92266.0,107852.0,121551.0,133784.0,143857.0,152307.0,152659.0,152672.0,159920.0,165005.0,169192.0,172717.0,175204.0,175368.0,175387.0,184005.0,193555.0,203185.0,215731.0,215796.0,215801.0,215819.0,225505.0,233674.0,241275.0,250845.0,259553.0,259873.0,259875.0,269087.0,277828.0,286353.0,293539.0,300542.0,300783.0,300786.0,308121.0,315363.0,323083.0,330693.0,338490.0,338623.0,338627.0,346631.0,355256.0,362899.0,369844.0,371652.0,371660.0,371661.0,376079.0,380802.0,386158.0,389622.0,391547.0,391615.0,391616.0,394878.0,399321.0,403838.0,407433.0,410576.0,410605.0,410605.0,412384.0,414756.0,416877.0,420747.0,420808.0,420838.0,420838.0,423489.0,426163.0,428089.0,429196.0,431588.0,431681.0,431686.0,436016.0,440872.0,445708.0,450365.0,454999.0,455207.0,455215.0,461844.0,468388.0,474622.0,480143.0,486073.0,486352.0,486363.0,493126.0,500679.0,508799.0,516554.0,521688.0,522050.0,522064.0,522843.0
O’Higgins,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.0,3054.0,4643.0,4742.0,4750.0,5961.0,6489.0,6557.0,6557.0,6557.0,6557.0,6557.0,6557.0,6557.0,6557.0,6557.0,6557.0,6557.0,6557.0,6557.0
Maule,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,1667.0,14339.0,26644.0,39875.0,43774.0,46404.0,61102.0,76140.0,92684.0,107708.0,120416.0,121863.0,122451.0,136536.0,149532.0,161132.0,170227.0,179178.0,179549.0,179711.0,186858.0,193290.0,199167.0,204944.0,211386.0,211665.0,211674.0,219260.0,228733.0,237684.0,245170.0,251804.0,252463.0,252711.0,261051.0,269944.0,279603.0,290498.0,300506.0,302031.0,302573.0,313569.0,324024.0,333105.0,341884.0,350037.0,350662.0,350850.0,359806.0,368946.0,377886.0,386283.0,395194.0,395325.0,395352.0,404611.0,412392.0,419475.0,427764.0,427790.0,427821.0,427850.0,433589.0,439940.0,445858.0,450981.0,455802.0,456094.0,456122.0,459352.0,463580.0,467564.0,470271.0,472819.0,473055.0,473076.0,475719.0,477896.0,480045.0,483150.0,485632.0,485778.0,485793.0,487420.0,489468.0,491381.0,492781.0,496517.0,496552.0,496566.0,501103.0,506666.0,511823.0,517292.0,523440.0,524327.0,524344.0,530898.0,538076.0,545154.0,551455.0,558642.0,558693.0,558693.0,565904.0,574431.0,582580.0,591122.0,591396.0,592928.0,594089.0,604926.0,617469.0,629398.0,639937.0,650347.0,652866.0,653570.0,663649.0,669000.0,674098.0,677870.0,681848.0,683165.0,683331.0,687919.0,692344.0,698102.0,704534.0,708978.0,709346.0,709368.0,714799.0,720102.0,726307.0,730623.0,734635.0,735365.0,735413.0,735611.0
Maule,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,501.0,504.0,504.0,504.0,509.0,509.0,509.0,518.0,1436.0,13098.0,24946.0,37645.0,41408.0,43800.0,58231.0,72808.0,88841.0,103706.0,116347.0,117786.0,118442.0,132865.0,146930.0,160162.0,171156.0,182434.0,182769.0,182853.0,190973.0,196731.0,201053.0,204769.0,208563.0,208614.0,208634.0,215122.0,223403.0,231638.0,240125.0,240184.0,240205.0,240221.0,252759.0,262292.0,271526.0,281690.0,291134.0,291487.0,291529.0,302217.0,312871.0,322146.0,330837.0,338962.0,339395.0,339445.0,348492.0,357588.0,366318.0,374797.0,382823.0,383064.0,383085.0,392608.0,400794.0,407970.0,414972.0,417537.0,417568.0,417598.0,422294.0,428146.0,434323.0,439439.0,444192.0,444503.0,444514.0,448130.0,452543.0,456580.0,459515.0,462408.0,462441.0,462443.0,464666.0,467092.0,469584.0,473237.0,473257.0,473416.0,473532.0,476592.0,479413.0,481806.0,483524.0,485943.0,486101.0,486120.0,489910.0,494381.0,498655.0,502948.0,507830.0,508354.0,508414.0,514976.0,521916.0,528744.0,534703.0,541053.0,541231.0,541244.0,547431.0,555452.0,563409.0,570293.0,573173.0,574289.0,574478.0,574823.0
Maule,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3721.0,7315.0,9864.0,11178.0,11347.0,11347.0,11631.0,11819.0,11906.0,11939.0,11945.0,11945.0,11945.0,11948.0,11948.0,11948.0,11948.0,11948.0,11948.0,11948.0,11948.0
Metropolitana,Primera,420.0,2934.0,5418.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,7069.0,7942.0,7965.0,7965.0,7965.0,7965.0,7965.0,7981.0,7991.0,7991.0,7991.0,7997.0,8007.0,8007.0,8007.0,8007.0,8008.0,8008.0,8008.0,12096.0,71901.0,135230.0,197874.0,208198.0,210124.0,293818.0,385123.0,486845.0,577946.0,664912.0,678808.0,680549.0,784939.0,870544.0,945002.0,1006175.0,1062612.0,1067892.0,1068297.0,1105651.0,1136345.0,1164281.0,1192237.0,1216133.0,1219913.0,1220025.0,1276988.0,1339854.0,1403800.0,1465327.0,1524307.0,1530022.0,1530432.0,1583492.0,1635858.0,1686836.0,1750924.0,1807850.0,1822369.0,1823296.0,1883729.0,1947239.0,2006068.0,2065239.0,2119596.0,2135516.0,2136444.0,2197178.0,2259889.0,2325154.0,2396043.0,2470656.0,2480193.0,2480769.0,2544606.0,2600938.0,2654547.0,2710994.0,2711885.0,2712608.0,2712859.0,2743370.0,2778740.0,2815811.0,2846029.0,2875003.0,2882346.0,2882816.0,2917275.0,2946992.0,2979921.0,3005417.0,3028004.0,3032546.0,3033078.0,3049080.0,3062806.0,3072597.0,3096045.0,3110829.0,3113822.0,3113938.0,3130727.0,3144355.0,3161580.0,3171953.0,3194573.0,3195019.0,3195163.0,3225095.0,3257011.0,3290240.0,3324039.0,3359649.0,3369539.0,3369863.0,3415100.0,3460446.0,3505305.0,3547296.0,3592525.0,3592525.0,3592525.0,3652605.0,3714169.0,3766972.0,3818901.0,3821426.0,3834822.0,3836103.0,3910637.0,3987626.0,4063630.0,4134706.0,4195814.0,4222714.0,4228782.0,4295588.0,4355053.0,4399960.0,4417986.0,4427222.0,4434199.0,4435494.0,4449297.0,4466762.0,4491080.0,4529183.0,4562812.0,4576374.0,4577352.0,4622858.0,4657687.0,4704115.0,4734410.0,4758927.0,4768494.0,4769871.0,4773710.0
Metropolitana,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,3550.0,5473.0,5540.0,5540.0,5540.0,5541.0,5541.0,5541.0,5541.0,5541.0,5541.0,5655.0,5656.0,5656.0,5656.0,5656.0,5656.0,5656.0,5656.0,5656.0,5656.0,6927.0,7591.0,7596.0,7596.0,7606.0,7756.0,7814.0,7829.0,7840.0,7840.0,7840.0,7840.0,7850.0,7850.0,7850.0,7850.0,7850.0,7850.0,7852.0,7852.0,7855.0,7892.0,7906.0,7907.0,7907.0,7954.0,11646.0,63928.0,124030.0,184562.0,192995.0,194290.0,275048.0,365592.0,465528.0,554420.0,638235.0,650031.0,651216.0,757149.0,847869.0,930611.0,1001212.0,1061591.0,1068671.0,1069153.0,1109040.0,1138073.0,1159370.0,1177983.0,1197348.0,1199214.0,1199425.0,1248560.0,1308414.0,1371689.0,1443432.0,1446424.0,1447296.0,1447641.0,1530114.0,1585591.0,1638950.0,1701822.0,1760863.0,1771079.0,1771776.0,1832548.0,1892335.0,1949835.0,2007343.0,2061063.0,2070236.0,2070871.0,2133570.0,2197149.0,2257814.0,2321741.0,2385600.0,2394045.0,2394333.0,2461173.0,2516089.0,2569010.0,2619651.0,2634188.0,2634870.0,2635075.0,2664443.0,2698505.0,2735598.0,2765066.0,2789729.0,2794741.0,2794826.0,2821375.0,2858616.0,2891526.0,2916647.0,2940061.0,2940063.0,2940063.0,2957417.0,2974525.0,2989115.0,3014868.0,3015577.0,3019283.0,3019506.0,3042634.0,3064497.0,3083613.0,3096524.0,3113345.0,3117411.0,3118069.0,3139416.0,3165864.0,3194990.0,3223753.0,3253890.0,3262256.0,3262990.0,3306727.0,3350101.0,3392837.0,3433402.0,3475376.0,3480897.0,3481206.0,3533173.0,3587411.0,3634933.0,3678740.0,3693650.0,3704376.0,3705610.0,3711925.0
Metropolitana,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,8001.0,26764.0,44665.0,52092.0,52978.0,68254.0,79833.0,89023.0,95457.0,95916.0,95917.0,95917.0,95926.0,95927.0,95927.0,95927.0,95928.0,95928.0,95928.0,95928.0
