Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2497.0,6201.0,8199.0,8707.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,12772.0,17625.0,22450.0,22458.0,22458.0,30306.0,39189.0,49269.0,58823.0,67662.0,68143.0,68143.0,79335.0,88177.0,96227.0,103145.0,109626.0,109670.0,109675.0,115886.0,121144.0,125800.0,130616.0,134579.0,134715.0,134715.0,142172.0,150185.0,157758.0,164122.0,169681.0,169733.0,169733.0,175731.0,181980.0,187680.0,194193.0,199875.0,200081.0,200081.0,206464.0,213132.0,218903.0,224521.0,229789.0,229891.0,229891.0,235729.0,241521.0,247619.0,253930.0,260646.0,261079.0,261079.0,266919.0,272443.0,277481.0,283070.0,283079.0,283079.0,283081.0,286993.0,291587.0,295931.0,299788.0,303311.0,303400.0,303400.0,307174.0,310618.0,313962.0,316834.0,319761.0,319842.0,319842.0,322446.0,324564.0,326501.0,329199.0,331388.0,331483.0,331484.0,333812.0,336097.0,338429.0,340607.0,342548.0,342563.0,342563.0,346154.0,349874.0,353636.0,357166.0,360712.0,360875.0,360875.0,365411.0,370216.0,374718.0,379028.0,383221.0,383246.0,383246.0,388103.0,393978.0,399131.0,404687.0,404700.0,404915.0,404920.0,412035.0,421147.0,429121.0,436507.0,442652.0,442951.0,442951.0,449372.0,454658.0,458020.0
Coquimbo,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.0,6442.0,8057.0,8560.0,8572.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8608.0,8612.0,8625.0,8654.0,8657.0,8657.0,8657.0,8661.0,8725.0,12403.0,16995.0,21512.0,21531.0,21532.0,28969.0,37537.0,47577.0,56842.0,65417.0,65774.0,65776.0,77831.0,88024.0,97617.0,106642.0,114058.0,114106.0,114109.0,121335.0,125550.0,128677.0,131145.0,133559.0,133637.0,133638.0,139269.0,146327.0,153441.0,160006.0,160108.0,160110.0,160113.0,169815.0,176615.0,182451.0,189283.0,194582.0,194754.0,194755.0,201103.0,207354.0,212958.0,218319.0,223439.0,223534.0,223537.0,229676.0,235106.0,240855.0,246584.0,252411.0,252674.0,252676.0,258133.0,262813.0,268607.0,273969.0,275528.0,275530.0,275535.0,279085.0,283149.0,287547.0,291239.0,294655.0,294703.0,294706.0,298319.0,301860.0,305208.0,308099.0,310721.0,310749.0,310751.0,313361.0,315863.0,318007.0,320886.0,320892.0,320945.0,320948.0,324278.0,327004.0,329801.0,332090.0,333813.0,333876.0,333877.0,336969.0,340677.0,343706.0
Araucanía,Primera,0.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,946.0,13334.0,22445.0,30498.0,31627.0,31629.0,42802.0,57200.0,72075.0,86306.0,100185.0,102260.0,102261.0,118664.0,132761.0,143383.0,152452.0,160748.0,161130.0,161130.0,168608.0,175422.0,181189.0,186052.0,191171.0,191784.0,191785.0,199305.0,209494.0,217967.0,225489.0,232530.0,232941.0,232941.0,240899.0,248729.0,256734.0,266730.0,275912.0,276611.0,276611.0,285619.0,294984.0,303323.0,311108.0,318690.0,319114.0,319114.0,326198.0,333174.0,340455.0,347512.0,354630.0,354919.0,354919.0,362007.0,368061.0,373451.0,379421.0,379438.0,379456.0,379456.0,383248.0,387847.0,392511.0,396222.0,399796.0,399959.0,399959.0,403297.0,407470.0,411165.0,414135.0,416948.0,417070.0,417070.0,419697.0,422474.0,424565.0,427584.0,430046.0,430460.0,430481.0,432934.0,435422.0,437965.0,439886.0,442527.0,442551.0,442551.0,446440.0,450758.0,454840.0,458815.0,462899.0,463449.0,463449.0,468551.0,474111.0,479464.0,484161.0,489227.0,489257.0,489265.0,494257.0,499821.0,505218.0,511328.0,512377.0,513756.0,513760.0,522377.0,531942.0,541329.0,549150.0,555736.0,556039.0,556039.0,563511.0,572017.0,578855.0
Araucanía,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,703.0,716.0,716.0,716.0,717.0,1026.0,12147.0,20929.0,28659.0,29858.0,29862.0,40697.0,54199.0,68608.0,82416.0,96209.0,98129.0,98137.0,114883.0,130203.0,142021.0,152112.0,161657.0,161954.0,161955.0,169536.0,175288.0,180310.0,184139.0,187731.0,187808.0,187808.0,194641.0,203867.0,211831.0,219982.0,220346.0,220362.0,220362.0,232701.0,240947.0,248953.0,258617.0,267136.0,267459.0,267462.0,276594.0,285772.0,294070.0,301651.0,309214.0,309522.0,309524.0,316907.0,323882.0,330788.0,337409.0,344073.0,344402.0,344406.0,351476.0,357897.0,363538.0,369012.0,370497.0,370504.0,370505.0,373893.0,378070.0,382555.0,386211.0,389725.0,389893.0,389894.0,393301.0,397176.0,400804.0,403698.0,406179.0,406185.0,406186.0,408969.0,411884.0,414213.0,417931.0,418120.0,418422.0,418436.0,422291.0,425567.0,427965.0,430448.0,432739.0,432799.0,432801.0,436051.0,439693.0,443096.0
Los Lagos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,802.0,9742.0,18286.0,26912.0,30496.0,31182.0,44057.0,57032.0,70063.0,82227.0,93532.0,96675.0,96799.0,110901.0,121599.0,129297.0,135998.0,142332.0,142718.0,142725.0,148333.0,153583.0,158644.0,163599.0,169224.0,169562.0,169562.0,175612.0,182272.0,188735.0,194462.0,199707.0,200487.0,200598.0,206556.0,213013.0,219128.0,226197.0,232906.0,234385.0,234400.0,241525.0,249675.0,256474.0,263136.0,268388.0,269315.0,269323.0,275120.0,281936.0,289437.0,296842.0,303599.0,304145.0,304145.0,309924.0,315864.0,322109.0,328607.0,328612.0,328620.0,328620.0,332556.0,337210.0,341642.0,344681.0,347542.0,347683.0,347683.0,350693.0,354590.0,358597.0,361992.0,364576.0,364756.0,364756.0,365332.0,365978.0,366535.0,367785.0,369407.0,369581.0,369582.0,372330.0,375278.0,377162.0,378843.0,380097.0,380097.0,380097.0,383498.0,387171.0,390463.0,393754.0,396895.0,397229.0,397229.0,401070.0,405486.0,410022.0,414355.0,418671.0,418744.0,418744.0,423845.0,429414.0,434533.0,439344.0,439344.0,439459.0,439459.0,447355.0,456138.0,465124.0,473576.0,481038.0,481247.0,481248.0,488720.0,496093.0,502201.0
Los Lagos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,501.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,538.0,539.0,539.0,539.0,839.0,1569.0,9655.0,17672.0,25552.0,28443.0,28760.0,40946.0,53224.0,65745.0,77887.0,88775.0,91738.0,91803.0,106060.0,119074.0,128730.0,137407.0,144124.0,144519.0,144530.0,152000.0,157612.0,161610.0,164607.0,167143.0,167181.0,167181.0,171758.0,177318.0,183704.0,190192.0,190204.0,190209.0,190210.0,199050.0,205405.0,211527.0,216989.0,222945.0,223215.0,223216.0,231690.0,240146.0,247314.0,253877.0,258731.0,258927.0,258929.0,265274.0,272280.0,279851.0,286341.0,292199.0,292430.0,292433.0,298506.0,304473.0,309642.0,315817.0,317345.0,317345.0,317346.0,321516.0,325948.0,330357.0,333783.0,336547.0,336646.0,336646.0,339935.0,344038.0,347905.0,351179.0,353632.0,353655.0,353655.0,355072.0,356361.0,357580.0,358943.0,358945.0,358955.0,358955.0,361866.0,365399.0,367523.0,369129.0,370174.0,370193.0,370195.0,372977.0,376498.0,379535.0
Los Ríos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,770.0,5510.0,10190.0,14574.0,15140.0,15657.0,21112.0,28011.0,35137.0,42230.0,47632.0,48440.0,48883.0,54480.0,58339.0,61677.0,64668.0,67463.0,67536.0,67590.0,70584.0,73046.0,75182.0,77103.0,78659.0,78678.0,78679.0,80679.0,84523.0,88717.0,92181.0,95031.0,95187.0,95222.0,98702.0,102459.0,105745.0,109962.0,113066.0,113217.0,113348.0,116959.0,120836.0,123949.0,126404.0,129064.0,129197.0,129398.0,132625.0,135697.0,138905.0,142805.0,146825.0,146985.0,146989.0,150197.0,152645.0,155018.0,157571.0,157697.0,157823.0,157891.0,159398.0,161068.0,162590.0,164358.0,166343.0,166504.0,166553.0,167986.0,169576.0,171489.0,173152.0,174820.0,175178.0,175179.0,176007.0,177037.0,177833.0,178769.0,179344.0,179420.0,179427.0,179991.0,180441.0,180817.0,181329.0,182288.0,182422.0,182431.0,183499.0,184692.0,185976.0,187424.0,189092.0,189355.0,189355.0,190862.0,192543.0,194246.0,195769.0,197338.0,197389.0,197389.0,199055.0,201326.0,203832.0,206414.0,206939.0,207597.0,207637.0,210911.0,215012.0,218648.0,221953.0,224870.0,224910.0,224912.0,227449.0,230725.0,232739.0
Los Ríos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,616.0,4867.0,9319.0,13713.0,14221.0,14602.0,19763.0,26507.0,33451.0,40406.0,45619.0,46419.0,46891.0,52770.0,57822.0,62043.0,65693.0,68834.0,68977.0,69031.0,72202.0,74191.0,75544.0,76819.0,77808.0,77842.0,77844.0,79215.0,82470.0,86207.0,90355.0,90625.0,90733.0,90766.0,95359.0,99171.0,102390.0,106171.0,109550.0,109695.0,109790.0,113204.0,116772.0,119956.0,122503.0,125039.0,125252.0,125450.0,128480.0,131539.0,134623.0,137870.0,140602.0,140807.0,140811.0,144055.0,146786.0,148580.0,151752.0,152819.0,152917.0,152934.0,154216.0,155927.0,157720.0,159489.0,161028.0,161163.0,161164.0,162506.0,164300.0,166291.0,167900.0,169220.0,169245.0,169245.0,170222.0,171717.0,172792.0,174026.0,174075.0,174173.0,174176.0,175134.0,176025.0,176700.0,177359.0,178143.0,178175.0,178178.0,179057.0,180553.0,181820.0
Magallanes,Primera,0.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,222.0,3606.0,6713.0,8985.0,9021.0,9021.0,12183.0,15501.0,20136.0,23654.0,26708.0,26714.0,26720.0,30330.0,32709.0,35304.0,37064.0,38784.0,38986.0,38996.0,39844.0,40564.0,41478.0,42475.0,43314.0,43402.0,43402.0,45570.0,47961.0,50154.0,51914.0,53445.0,53454.0,53458.0,54719.0,56018.0,57234.0,58908.0,60161.0,60165.0,60206.0,61664.0,63464.0,64743.0,66162.0,67550.0,67563.0,67574.0,69198.0,70586.0,72137.0,73489.0,75415.0,75426.0,75428.0,76793.0,78035.0,79295.0,80658.0,80659.0,80659.0,80659.0,81530.0,82823.0,84121.0,85130.0,85897.0,85900.0,85902.0,86873.0,87714.0,88709.0,89633.0,90457.0,90460.0,90460.0,91111.0,91846.0,92368.0,93130.0,93471.0,93474.0,93475.0,93575.0,94200.0,94806.0,95035.0,95265.0,95265.0,95265.0,95782.0,96390.0,96967.0,97418.0,97981.0,97991.0,97991.0,98698.0,99635.0,100228.0,100869.0,101653.0,101654.0,101655.0,102381.0,103263.0,104316.0,105675.0,105676.0,105676.0,105676.0,107294.0,108641.0,110062.0,111371.0,112416.0,112786.0,113224.0,114081.0,114891.0,115606.0
Magallanes,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,157.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,165.0,165.0,165.0,165.0,165.0,210.0,3312.0,6247.0,8475.0,8521.0,8523.0,11648.0,14761.0,19197.0,22730.0,25757.0,25769.0,25776.0,29367.0,32060.0,35166.0,37442.0,39306.0,39318.0,39320.0,40209.0,41058.0,41500.0,42125.0,42667.0,42676.0,42676.0,44268.0,46851.0,48989.0,50839.0,50840.0,50844.0,50846.0,52788.0,54313.0,55553.0,57074.0,58274.0,58281.0,58283.0,59477.0,60989.0,62387.0,63797.0,65338.0,65352.0,65354.0,66737.0,68333.0,69861.0,70969.0,71969.0,71978.0,71978.0,72916.0,74374.0,75661.0,76701.0,77280.0,77284.0,77284.0,78223.0,79830.0,80676.0,82035.0,82901.0,82906.0,82906.0,83864.0,84877.0,85821.0,86617.0,87422.0,87423.0,87423.0,87892.0,88593.0,89359.0,90366.0,90371.0,90372.0,90372.0,90783.0,91618.0,92432.0,92909.0,93304.0,93305.0,93305.0,93677.0,94332.0,94886.0
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2497.0,4513.0,6929.0,7468.0,7468.0,10862.0,14864.0,19676.0,23992.0,28209.0,28380.0,28380.0,33613.0,38448.0,41929.0,44128.0,46273.0,46382.0,46382.0,47958.0,49671.0,52045.0,54193.0,55706.0,55779.0,55779.0,57681.0,59592.0,61291.0,63073.0,65069.0,65179.0,65179.0,67057.0,68783.0,70353.0,72477.0,74632.0,74834.0,74834.0,77119.0,79645.0,81995.0,84363.0,86867.0,87106.0,87106.0,89411.0,91809.0,94461.0,96674.0,99382.0,99486.0,99486.0,101936.0,104067.0,106046.0,107967.0,107995.0,108023.0,108063.0,109868.0,111985.0,114126.0,115798.0,117432.0,117580.0,117608.0,119666.0,121370.0,123181.0,124813.0,126808.0,127003.0,127060.0,129022.0,131079.0,132854.0,134289.0,135670.0,135911.0,135924.0,137360.0,138854.0,140675.0,141750.0,142854.0,142944.0,143050.0,144748.0,146157.0,147550.0,148765.0,150015.0,150692.0,150762.0,152349.0,153912.0,155521.0,156894.0,158467.0,158509.0,158513.0,160107.0,161723.0,163176.0,164678.0,164775.0,165469.0,165584.0,168687.0,171939.0,174918.0,177379.0,179879.0,180827.0,180967.0,183638.0,185901.0,187858.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2218.0,4147.0,6415.0,6923.0,6923.0,10153.0,14047.0,18582.0,22663.0,26784.0,26987.0,26987.0,32044.0,37448.0,42316.0,45969.0,48657.0,48819.0,48819.0,50683.0,51767.0,52731.0,53510.0,54382.0,54435.0,54435.0,56023.0,57722.0,59364.0,61492.0,61493.0,61493.0,61495.0,64447.0,66405.0,68199.0,70151.0,71768.0,71902.0,71904.0,74323.0,76834.0,79169.0,81331.0,83603.0,83774.0,83774.0,86293.0,88774.0,91208.0,92999.0,94839.0,94975.0,94976.0,97906.0,99943.0,101983.0,103870.0,104577.0,104601.0,104630.0,106280.0,108071.0,109535.0,111490.0,113024.0,113364.0,113364.0,115316.0,116983.0,118453.0,119975.0,121685.0,121686.0,121686.0,123700.0,125718.0,127707.0,129643.0,129687.0,129995.0,130020.0,131770.0,133384.0,134999.0,136363.0,137483.0,137703.0,137739.0,139333.0,140833.0,142113.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3094.0,19414.0,37413.0,56787.0,58073.0,58111.0,85910.0,116231.0,149511.0,180767.0,208615.0,209943.0,209943.0,243741.0,273509.0,297919.0,318563.0,337090.0,337769.0,337882.0,349248.0,358388.0,366201.0,374839.0,384437.0,388080.0,388096.0,401433.0,419711.0,440235.0,459175.0,477001.0,477303.0,477303.0,493356.0,508790.0,524445.0,545900.0,563666.0,564891.0,564891.0,581312.0,599716.0,616784.0,635086.0,651545.0,652652.0,652735.0,667818.0,681955.0,697468.0,713146.0,729622.0,729992.0,730020.0,746766.0,760754.0,773501.0,787319.0,787480.0,787672.0,787713.0,795543.0,805216.0,814905.0,822590.0,830170.0,830757.0,830876.0,839733.0,846825.0,855248.0,861821.0,868896.0,869295.0,869337.0,875164.0,879978.0,883921.0,891017.0,896000.0,896351.0,896381.0,902049.0,906003.0,910881.0,914879.0,919481.0,919538.0,919559.0,927721.0,935970.0,944667.0,953256.0,961757.0,962764.0,962820.0,973174.0,984232.0,994505.0,1004278.0,1014506.0,1014652.0,1014711.0,1026647.0,1039327.0,1051053.0,1062474.0,1062595.0,1064975.0,1065059.0,1082221.0,1100246.0,1117790.0,1134057.0,1146219.0,1149083.0,1149141.0,1162336.0,1176827.0,1188769.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1457.0,2920.0,18127.0,35357.0,53930.0,55053.0,55060.0,81863.0,111384.0,143690.0,174145.0,201417.0,202432.0,202444.0,235431.0,267867.0,295115.0,320326.0,339409.0,340086.0,340162.0,354915.0,366682.0,373502.0,379119.0,383594.0,383680.0,383704.0,396113.0,411923.0,432118.0,454234.0,454811.0,455023.0,455044.0,479457.0,496014.0,511542.0,532435.0,549887.0,550690.0,550729.0,567067.0,584196.0,601194.0,619017.0,634981.0,635777.0,635868.0,651689.0,665339.0,680035.0,693909.0,708826.0,709284.0,709316.0,726296.0,739711.0,752735.0,765860.0,769341.0,769442.0,769499.0,776907.0,785985.0,795059.0,802997.0,809995.0,810415.0,810468.0,818619.0,826490.0,834633.0,840578.0,846641.0,846724.0,846761.0,852605.0,858360.0,863225.0,870524.0,870583.0,871033.0,871058.0,878763.0,885177.0,890740.0,894938.0,898452.0,898828.0,898842.0,904430.0,912166.0,919963.0
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0,5437.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7824.0,13474.0,20180.0,26377.0,26613.0,26729.0,33942.0,41790.0,50900.0,61274.0,70108.0,70404.0,70655.0,78151.0,84513.0,90428.0,95583.0,99920.0,100119.0,100119.0,104187.0,107999.0,111287.0,114573.0,117230.0,117284.0,117342.0,120860.0,124871.0,128421.0,131294.0,133671.0,133750.0,133786.0,138422.0,143468.0,148463.0,154483.0,159615.0,159821.0,160035.0,165908.0,171679.0,176434.0,180696.0,184693.0,184919.0,185125.0,188882.0,192916.0,197001.0,201039.0,205036.0,205080.0,205139.0,208951.0,212278.0,215378.0,220009.0,220010.0,220010.0,220010.0,223042.0,226269.0,229394.0,232329.0,235257.0,235479.0,235506.0,237445.0,239005.0,240255.0,241250.0,242475.0,242554.0,242568.0,243562.0,244548.0,245278.0,246588.0,247467.0,247504.0,247505.0,248743.0,249681.0,250793.0,251632.0,252463.0,252464.0,252464.0,254350.0,256336.0,258433.0,260288.0,262201.0,262449.0,262468.0,264778.0,267257.0,269774.0,271990.0,274380.0,274509.0,274607.0,276886.0,280671.0,285820.0,291089.0,291265.0,291647.0,291811.0,296359.0,301040.0,305297.0,309703.0,313212.0,313906.0,314032.0,318299.0,322154.0,325018.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,5686.0,7652.0,7699.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7706.0,7709.0,7721.0,7730.0,7734.0,7734.0,7734.0,7739.0,7860.0,13200.0,19580.0,25419.0,25554.0,25681.0,32910.0,40482.0,49422.0,59346.0,67783.0,68146.0,68389.0,76346.0,83416.0,90082.0,96098.0,100743.0,100782.0,100791.0,105407.0,108951.0,111688.0,113986.0,115811.0,115894.0,115908.0,118978.0,122534.0,125896.0,129342.0,129344.0,129344.0,129344.0,134878.0,140051.0,144974.0,150755.0,155747.0,155829.0,155883.0,161557.0,167237.0,171998.0,176163.0,180304.0,180495.0,180580.0,184527.0,188538.0,192357.0,196350.0,200151.0,200229.0,200256.0,204306.0,207866.0,210928.0,214982.0,215896.0,215897.0,215898.0,218582.0,221583.0,224722.0,227636.0,230086.0,230224.0,230233.0,232378.0,234356.0,235857.0,237060.0,238320.0,238370.0,238382.0,239389.0,240299.0,241231.0,242951.0,242965.0,243029.0,243035.0,244606.0,245840.0,247116.0,248243.0,249109.0,249143.0,249146.0,250688.0,252389.0,253965.0
