Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2497.0,6201.0,8199.0,8707.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,12772.0,17624.0,22448.0,22456.0,22456.0,30304.0,39187.0,49267.0,58820.0,67654.0,68135.0,68135.0,79327.0,88169.0,96219.0,103137.0,109617.0,109661.0,109666.0,115877.0,121135.0,125791.0,130607.0,134568.0,134704.0,134704.0,142161.0,150174.0,157746.0,164109.0,169668.0,169720.0,169720.0,175718.0,181966.0,187663.0,194175.0,199857.0,200063.0,200063.0,206446.0,213113.0,218882.0,224500.0,229768.0,229870.0,229870.0,235707.0,241497.0,247596.0,253908.0,260624.0,261057.0,261057.0,266896.0,272420.0,277458.0,283048.0,283057.0,283057.0,283059.0,286972.0,291566.0,295908.0,299765.0,303288.0,303377.0,303377.0,307151.0,310594.0,313938.0,316809.0,319735.0,319816.0,319816.0,322420.0,324538.0,326473.0,329168.0,331339.0,331434.0,331435.0,333763.0,336040.0,338368.0,340542.0,342477.0,342492.0,342492.0,346081.0,349796.0,353552.0,357081.0,360625.0,360788.0,360788.0,365322.0,370106.0,374606.0,378888.0,383054.0,383080.0,383080.0,387933.0,393674.0,398639.0,404070.0,404083.0,404298.0,404303.0,410998.0
Coquimbo,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2759.0,6441.0,8056.0,8559.0,8571.0,8605.0,8605.0,8605.0,8605.0,8605.0,8605.0,8605.0,8605.0,8605.0,8607.0,8611.0,8624.0,8653.0,8656.0,8656.0,8656.0,8660.0,8724.0,12402.0,16993.0,21504.0,21523.0,21524.0,28961.0,37525.0,47557.0,56817.0,65391.0,65748.0,65750.0,77805.0,87996.0,97586.0,106610.0,114024.0,114072.0,114075.0,121301.0,125516.0,128642.0,131110.0,133522.0,133600.0,133601.0,139232.0,146290.0,153401.0,159963.0,160065.0,160067.0,160070.0,169769.0,176567.0,182398.0,189226.0,194522.0,194694.0,194695.0,201040.0,207288.0,212890.0,218250.0,223370.0,223465.0,223468.0,229606.0,235034.0,240783.0,246470.0,252279.0,252541.0,252543.0,257999.0,262678.0,268470.0,273830.0,275387.0,275389.0,275394.0,278944.0,283009.0,287404.0,291096.0,294512.0,294559.0,294562.0,298175.0,301696.0,305032.0,307901.0,310505.0,310533.0,310535.0,313144.0,315616.0,317713.0,320497.0,320502.0,320555.0,320558.0,323716.0
Araucanía,Primera,0.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,946.0,13333.0,22444.0,30498.0,31627.0,31629.0,42802.0,57200.0,72075.0,86306.0,100184.0,102259.0,102260.0,118662.0,132759.0,143381.0,152450.0,160746.0,161128.0,161128.0,168606.0,175420.0,181187.0,186050.0,191169.0,191782.0,191783.0,199303.0,209492.0,217965.0,225488.0,232528.0,232939.0,232939.0,240897.0,248727.0,256732.0,266729.0,275911.0,276610.0,276610.0,285618.0,294983.0,303322.0,311107.0,318688.0,319112.0,319112.0,326196.0,333172.0,340453.0,347510.0,354629.0,354918.0,354918.0,362006.0,368060.0,373451.0,379421.0,379438.0,379456.0,379456.0,383249.0,387848.0,392513.0,396223.0,399795.0,399958.0,399958.0,403295.0,407468.0,411163.0,414132.0,416946.0,417068.0,417068.0,419695.0,422472.0,424564.0,427578.0,430039.0,430453.0,430474.0,432927.0,435413.0,437956.0,439876.0,442517.0,442541.0,442541.0,446427.0,450743.0,454819.0,458794.0,462878.0,463428.0,463428.0,468530.0,474090.0,479443.0,484139.0,489205.0,489235.0,489243.0,494235.0,499797.0,505194.0,511304.0,512353.0,513727.0,513731.0,521741.0
Araucanía,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,703.0,716.0,716.0,716.0,717.0,1026.0,12145.0,20927.0,28657.0,29856.0,29860.0,40695.0,54196.0,68605.0,82411.0,96204.0,98124.0,98132.0,114876.0,130194.0,142011.0,152102.0,161647.0,161944.0,161945.0,169526.0,175274.0,180292.0,184120.0,187711.0,187788.0,187788.0,194616.0,203840.0,211802.0,219952.0,220316.0,220332.0,220332.0,232670.0,240915.0,248920.0,258584.0,267101.0,267424.0,267427.0,276558.0,285732.0,294029.0,301607.0,309167.0,309475.0,309477.0,316859.0,323834.0,330739.0,337360.0,344025.0,344354.0,344358.0,351427.0,357847.0,363484.0,368957.0,370442.0,370449.0,370450.0,373838.0,378016.0,382501.0,386157.0,389670.0,389838.0,389839.0,393244.0,397118.0,400746.0,403639.0,406119.0,406125.0,406126.0,408907.0,411818.0,414146.0,417860.0,418049.0,418346.0,418360.0,422013.0
Los Lagos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,802.0,9742.0,18286.0,26911.0,30495.0,31181.0,44057.0,57030.0,70061.0,82190.0,93493.0,96636.0,96760.0,110862.0,121560.0,129258.0,135959.0,142293.0,142679.0,142686.0,148294.0,153543.0,158604.0,163559.0,169076.0,169414.0,169414.0,175463.0,182123.0,188587.0,194314.0,199559.0,200339.0,200450.0,206408.0,212864.0,218976.0,226042.0,232752.0,234231.0,234246.0,241371.0,249520.0,256316.0,262978.0,268230.0,269157.0,269165.0,274962.0,281778.0,289279.0,296685.0,303442.0,303988.0,303988.0,309767.0,315707.0,321953.0,328450.0,328455.0,328463.0,328463.0,332400.0,337054.0,341486.0,344527.0,347387.0,347528.0,347528.0,350538.0,354434.0,358440.0,361835.0,364422.0,364602.0,364602.0,365178.0,365823.0,366379.0,367629.0,369247.0,369421.0,369421.0,372167.0,375108.0,376978.0,378656.0,379908.0,379908.0,379908.0,383303.0,386970.0,390257.0,393547.0,396687.0,397021.0,397021.0,400861.0,405275.0,409809.0,414134.0,418445.0,418518.0,418518.0,423618.0,429176.0,434292.0,439079.0,439079.0,439194.0,439194.0,446496.0
Los Lagos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,501.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,538.0,539.0,539.0,539.0,839.0,1569.0,9653.0,17670.0,25548.0,28439.0,28756.0,40942.0,53211.0,65730.0,77838.0,88724.0,91687.0,91752.0,106008.0,119022.0,128678.0,137355.0,144071.0,144466.0,144477.0,151946.0,157557.0,161554.0,164550.0,166982.0,167020.0,167020.0,171597.0,177156.0,183542.0,190026.0,190038.0,190043.0,190044.0,198885.0,205239.0,211358.0,216811.0,222767.0,223037.0,223040.0,231513.0,239930.0,247095.0,253655.0,258506.0,258702.0,258704.0,265048.0,272050.0,279618.0,286105.0,291962.0,292193.0,292196.0,298267.0,304232.0,309401.0,315574.0,317102.0,317102.0,317103.0,321273.0,325704.0,330110.0,333536.0,336299.0,336398.0,336398.0,339686.0,343787.0,347651.0,350918.0,353353.0,353376.0,353376.0,354789.0,356076.0,357295.0,358654.0,358656.0,358666.0,358666.0,361389.0
Los Ríos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,770.0,5510.0,10190.0,14574.0,15140.0,15657.0,21112.0,28011.0,35137.0,42230.0,47632.0,48440.0,48883.0,54480.0,58340.0,61678.0,64668.0,67463.0,67536.0,67590.0,70584.0,73046.0,75182.0,77103.0,78659.0,78678.0,78679.0,80679.0,84523.0,88717.0,92182.0,95032.0,95188.0,95223.0,98703.0,102460.0,105746.0,109963.0,113065.0,113215.0,113346.0,116958.0,120834.0,123947.0,126402.0,129063.0,129196.0,129397.0,132624.0,135696.0,138904.0,142804.0,146825.0,146985.0,146989.0,150197.0,152645.0,155018.0,157571.0,157697.0,157823.0,157891.0,159398.0,161068.0,162588.0,164356.0,166340.0,166501.0,166550.0,167983.0,169573.0,171486.0,173149.0,174817.0,175175.0,175176.0,176004.0,177034.0,177830.0,178766.0,179341.0,179416.0,179422.0,179983.0,180432.0,180807.0,181317.0,182273.0,182407.0,182416.0,183481.0,184673.0,185956.0,187404.0,189072.0,189335.0,189335.0,190842.0,192523.0,194226.0,195748.0,197317.0,197368.0,197368.0,199033.0,201304.0,203809.0,206391.0,206915.0,207556.0,207596.0,210335.0
Los Ríos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,616.0,4867.0,9318.0,13711.0,14219.0,14600.0,19758.0,26501.0,33443.0,40396.0,45607.0,46407.0,46879.0,52755.0,57805.0,62025.0,65674.0,68815.0,68958.0,69012.0,72183.0,74172.0,75525.0,76800.0,77789.0,77823.0,77825.0,79196.0,82451.0,86188.0,90336.0,90606.0,90714.0,90747.0,95340.0,99152.0,102370.0,106151.0,109523.0,109668.0,109763.0,113177.0,116741.0,119925.0,122471.0,125007.0,125220.0,125418.0,128446.0,131505.0,134589.0,137836.0,140566.0,140770.0,140774.0,144019.0,146750.0,148544.0,151715.0,152757.0,152855.0,152872.0,154154.0,155862.0,157655.0,159424.0,160958.0,161093.0,161094.0,162434.0,164227.0,166217.0,167826.0,169145.0,169169.0,169169.0,170146.0,171641.0,172713.0,173947.0,173996.0,174094.0,174097.0,174940.0
Magallanes,Primera,0.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,222.0,3606.0,6713.0,8985.0,9021.0,9021.0,12183.0,15500.0,20134.0,23652.0,26705.0,26711.0,26717.0,30327.0,32706.0,35301.0,37061.0,38781.0,38983.0,38993.0,39841.0,40561.0,41474.0,42471.0,43309.0,43397.0,43397.0,45565.0,47956.0,50149.0,51909.0,53440.0,53449.0,53453.0,54714.0,56013.0,57230.0,58905.0,60158.0,60162.0,60203.0,61661.0,63461.0,64739.0,66158.0,67546.0,67559.0,67570.0,69194.0,70582.0,72133.0,73485.0,75411.0,75422.0,75424.0,76788.0,78030.0,79290.0,80653.0,80654.0,80654.0,80654.0,81525.0,82816.0,84114.0,85123.0,85890.0,85893.0,85895.0,86865.0,87706.0,88700.0,89624.0,90447.0,90450.0,90450.0,91101.0,91836.0,92357.0,93119.0,93460.0,93463.0,93463.0,93563.0,94187.0,94792.0,95021.0,95250.0,95250.0,95250.0,95767.0,96374.0,96950.0,97401.0,97964.0,97974.0,97974.0,98681.0,99618.0,100211.0,100852.0,101635.0,101636.0,101637.0,102363.0,103245.0,104297.0,105594.0,105645.0,105645.0,105645.0,107095.0
Magallanes,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,157.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,165.0,165.0,165.0,165.0,165.0,210.0,3312.0,6246.0,8474.0,8520.0,8522.0,11646.0,14756.0,19191.0,22724.0,25751.0,25763.0,25770.0,29361.0,32052.0,35157.0,37433.0,39297.0,39309.0,39311.0,40200.0,41049.0,41490.0,42115.0,42658.0,42667.0,42667.0,44259.0,46842.0,48979.0,50829.0,50830.0,50834.0,50836.0,52778.0,54303.0,55543.0,57064.0,58263.0,58270.0,58272.0,59466.0,60978.0,62374.0,63782.0,65323.0,65337.0,65339.0,66721.0,68317.0,69845.0,70953.0,71952.0,71961.0,71961.0,72898.0,74356.0,75642.0,76682.0,77258.0,77262.0,77262.0,78201.0,79807.0,80653.0,82012.0,82877.0,82882.0,82882.0,83840.0,84853.0,85797.0,86593.0,87398.0,87399.0,87399.0,87868.0,88569.0,89333.0,90324.0,90329.0,90330.0,90330.0,90734.0
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2496.0,4511.0,6927.0,7466.0,7466.0,10859.0,14861.0,19673.0,23989.0,28206.0,28377.0,28377.0,33610.0,38445.0,41926.0,44125.0,46270.0,46379.0,46379.0,47955.0,49668.0,52042.0,54190.0,55703.0,55776.0,55776.0,57678.0,59589.0,61288.0,63071.0,65067.0,65177.0,65177.0,67056.0,68782.0,70352.0,72476.0,74631.0,74833.0,74833.0,77118.0,79644.0,81994.0,84362.0,86866.0,87105.0,87105.0,89410.0,91808.0,94460.0,96673.0,99381.0,99485.0,99485.0,101935.0,104066.0,106045.0,107965.0,107993.0,108021.0,108061.0,109866.0,111985.0,114126.0,115798.0,117432.0,117580.0,117608.0,119666.0,121370.0,123181.0,124813.0,126808.0,127003.0,127060.0,129022.0,131079.0,132853.0,134288.0,135667.0,135908.0,135921.0,137356.0,138849.0,140669.0,141742.0,142846.0,142936.0,143041.0,144739.0,146146.0,147539.0,148754.0,150004.0,150681.0,150751.0,152338.0,153901.0,155510.0,156883.0,158456.0,158498.0,158502.0,160096.0,161712.0,163165.0,164667.0,164764.0,165458.0,165573.0,168435.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2218.0,4144.0,6412.0,6920.0,6920.0,10149.0,14043.0,18578.0,22658.0,26779.0,26982.0,26982.0,32039.0,37443.0,42312.0,45965.0,48653.0,48815.0,48815.0,50679.0,51763.0,52725.0,53504.0,54376.0,54429.0,54429.0,56017.0,57716.0,59358.0,61486.0,61487.0,61487.0,61489.0,64440.0,66398.0,68191.0,70143.0,71760.0,71894.0,71896.0,74315.0,76826.0,79160.0,81321.0,83592.0,83763.0,83763.0,86282.0,88763.0,91196.0,92987.0,94827.0,94963.0,94964.0,97894.0,99931.0,101971.0,103858.0,104564.0,104588.0,104617.0,106267.0,108058.0,109523.0,111478.0,113012.0,113352.0,113352.0,115304.0,116970.0,118440.0,119962.0,121671.0,121672.0,121672.0,123686.0,125704.0,127693.0,129625.0,129669.0,129977.0,130002.0,131664.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3093.0,19466.0,37523.0,56943.0,58229.0,58267.0,86139.0,116532.0,149896.0,181239.0,209162.0,210490.0,210490.0,244380.0,274233.0,298720.0,319422.0,338015.0,338694.0,338807.0,350200.0,359369.0,367212.0,375873.0,385483.0,389125.0,389141.0,402529.0,420864.0,441448.0,460405.0,478312.0,478614.0,478614.0,494743.0,510217.0,525898.0,547390.0,565196.0,566421.0,566421.0,582883.0,601330.0,618432.0,636767.0,653266.0,654373.0,654456.0,669567.0,683728.0,699288.0,715033.0,731555.0,731925.0,731953.0,748758.0,762806.0,775584.0,789438.0,789599.0,789791.0,789831.0,797696.0,807418.0,817140.0,824854.0,832443.0,833030.0,833149.0,842040.0,849151.0,857601.0,864191.0,871282.0,871681.0,871723.0,877558.0,882379.0,886332.0,893449.0,898440.0,898791.0,898821.0,904501.0,908453.0,913354.0,917355.0,921968.0,922025.0,922046.0,930233.0,938504.0,947232.0,955854.0,964391.0,965398.0,965454.0,975853.0,986957.0,997266.0,1007084.0,1017358.0,1017504.0,1017563.0,1029533.0,1042255.0,1053789.0,1065258.0,1065379.0,1067759.0,1067843.0,1084509.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1456.0,2918.0,18171.0,35452.0,54071.0,55194.0,55201.0,82067.0,111665.0,144049.0,174585.0,201934.0,202949.0,202961.0,236033.0,268546.0,295872.0,321142.0,340284.0,340962.0,341038.0,355817.0,367612.0,374459.0,380097.0,384587.0,384673.0,384697.0,397154.0,413012.0,433266.0,455440.0,456017.0,456229.0,456250.0,480758.0,497351.0,512903.0,533829.0,551319.0,552122.0,552161.0,568545.0,585712.0,602742.0,620604.0,636600.0,637396.0,637487.0,653330.0,666997.0,681732.0,695660.0,710619.0,711078.0,711110.0,728152.0,741621.0,754680.0,767838.0,771329.0,771430.0,771487.0,778921.0,788034.0,797131.0,805093.0,812100.0,812520.0,812573.0,820742.0,828632.0,836788.0,842761.0,848841.0,848924.0,848961.0,854810.0,860568.0,865436.0,872748.0,872807.0,873257.0,873282.0,880818.0
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0,5437.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7824.0,13474.0,20180.0,26377.0,26613.0,26729.0,33941.0,41785.0,50895.0,61267.0,70101.0,70396.0,70647.0,78143.0,84505.0,90420.0,95575.0,99912.0,100111.0,100111.0,104179.0,107991.0,111279.0,114565.0,117222.0,117276.0,117334.0,120853.0,124864.0,128414.0,131286.0,133663.0,133742.0,133778.0,138414.0,143460.0,148454.0,154474.0,159605.0,159811.0,160025.0,165898.0,171669.0,176424.0,180686.0,184683.0,184909.0,185115.0,188872.0,192906.0,196991.0,201029.0,205026.0,205070.0,205129.0,208939.0,212266.0,215366.0,219993.0,219994.0,219994.0,219994.0,223026.0,226253.0,229378.0,232312.0,235240.0,235462.0,235489.0,237428.0,238988.0,240238.0,241233.0,242458.0,242537.0,242551.0,243545.0,244531.0,245261.0,246571.0,247450.0,247487.0,247488.0,248726.0,249659.0,250770.0,251608.0,252439.0,252440.0,252440.0,254325.0,256310.0,258407.0,260262.0,262175.0,262423.0,262442.0,264752.0,267231.0,269748.0,271961.0,274351.0,274480.0,274578.0,276857.0,280640.0,285725.0,290966.0,291142.0,291524.0,291688.0,295815.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,5686.0,7652.0,7699.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7706.0,7709.0,7721.0,7730.0,7734.0,7734.0,7734.0,7739.0,7860.0,13200.0,19580.0,25420.0,25555.0,25682.0,32908.0,40475.0,49408.0,59270.0,67706.0,68068.0,68311.0,76265.0,83333.0,89997.0,96013.0,100658.0,100697.0,100706.0,105322.0,108865.0,111601.0,113898.0,115722.0,115805.0,115819.0,118889.0,122445.0,125807.0,129253.0,129255.0,129255.0,129255.0,134787.0,139959.0,144883.0,150662.0,155653.0,155734.0,155788.0,161461.0,167140.0,171900.0,176064.0,180204.0,180395.0,180480.0,184426.0,188437.0,192256.0,196249.0,200049.0,200127.0,200154.0,204204.0,207764.0,210826.0,214877.0,215791.0,215792.0,215793.0,218477.0,221478.0,224617.0,227531.0,229981.0,230119.0,230128.0,232273.0,234252.0,235753.0,236951.0,238211.0,238261.0,238273.0,239280.0,240188.0,241111.0,242825.0,242839.0,242904.0,242910.0,244381.0
Biobío,Primera,0.0,1388.0,2044.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2092.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,6316.0,28222.0,46733.0,63168.0,67332.0,69960.0,93395.0,120865.0,152397.0,181081.0,203031.0,206271.0,207550.0,228813.0,245699.0,260122.0,271047.0,280984.0,282123.0,282515.0,291024.0,298762.0,306526.0,315747.0,322528.0,322876.0,323034.0,334459.0,347755.0,361043.0,373163.0,383877.0,384514.0,384730.0,396577.0,409696.0,422302.0,439643.0,454759.0,457972.0,458845.0,473925.0,490010.0,504649.0,518186.0,530851.0,533520.0,534679.0,546491.0,558723.0,571433.0,583454.0,597721.0,598324.0,598349.0,611132.0,621814.0,632839.0,644130.0,644326.0,644399.0,644401.0,650560.0,658092.0,666123.0,672906.0,678469.0,679713.0,679933.0,686255.0,692251.0,698015.0,701947.0,705651.0,706032.0,706072.0,709555.0,712085.0,714328.0,718640.0,721683.0,722198.0,722318.0,725576.0,728370.0,731727.0,734082.0,738652.0,738767.0,739234.0,745658.0,752540.0,759117.0,765958.0,772251.0,773751.0,773970.0,781710.0,789805.0,797920.0,805228.0,812464.0,812473.0,812480.0,821358.0,831008.0,839576.0,847796.0,847799.0,850549.0,851170.0,863710.0
