Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06
Los Ríos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,770.0,5511.0,10191.0,14574.0,15140.0,15657.0,21112.0,28011.0,35136.0,42227.0,47629.0,48437.0,48880.0,54478.0,58337.0,61674.0,64665.0,67460.0,67533.0,67587.0,70581.0,73042.0,75178.0,77099.0,78655.0,78674.0,78675.0,80675.0,84520.0,88714.0,92178.0,95028.0,95184.0,95219.0,98700.0,102457.0,105743.0,109960.0,113064.0,113215.0,113346.0,116959.0,120837.0,123950.0,126409.0,129070.0,129203.0,129404.0,132631.0,135702.0,138910.0,142811.0,146831.0,146991.0,146995.0,150203.0,152651.0,155024.0,157575.0,157701.0,157827.0,157895.0,159402.0,161072.0,162594.0,164362.0,166347.0,166508.0,166557.0,167988.0,169579.0,171492.0,173156.0,174823.0,175181.0,175182.0,176010.0,177040.0,177836.0,178772.0,179343.0,179419.0,179426.0,179991.0,180441.0,180818.0,181330.0,182290.0,182432.0,182441.0,183509.0,184705.0,185990.0,187444.0,189114.0,189380.0,189380.0,190892.0,192575.0,194286.0,195810.0,197385.0,197436.0,197436.0,199105.0,201379.0,203890.0,206475.0,207002.0,207660.0,207701.0,211014.0,215176.0,218816.0,222198.0,225130.0,225170.0,225172.0,227717.0,231038.0,233300.0,234593.0,235616.0,235753.0,235783.0,237205.0,238842.0,240783.0,242750.0,244210.0,244263.0,244263.0,246283.0,248380.0,250336.0,251556.0,252337.0,252529.0,252529.0,252763.0,255225.0,257053.0,258227.0,259118.0,259393.0,259430.0,259606.0,260275.0,261051.0,262555.0,263817.0,264053.0,264053.0,265281.0,266313.0
Los Ríos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,616.0,4868.0,9322.0,13717.0,14225.0,14606.0,19768.0,26514.0,33458.0,40412.0,45626.0,46427.0,46899.0,52779.0,57834.0,62055.0,65706.0,68847.0,68990.0,69044.0,72215.0,74205.0,75559.0,76834.0,77823.0,77858.0,77860.0,79231.0,82486.0,86223.0,90372.0,90642.0,90750.0,90783.0,95376.0,99189.0,102408.0,106189.0,109568.0,109713.0,109808.0,113225.0,116796.0,119981.0,122529.0,125066.0,125279.0,125477.0,128507.0,131569.0,134653.0,137902.0,140636.0,140841.0,140845.0,144089.0,146821.0,148616.0,151783.0,152850.0,152948.0,152965.0,154248.0,155958.0,157751.0,159529.0,161068.0,161203.0,161204.0,162548.0,164346.0,166340.0,167951.0,169273.0,169298.0,169298.0,170276.0,171773.0,172849.0,174084.0,174133.0,174231.0,174234.0,175192.0,176098.0,176784.0,177445.0,178238.0,178270.0,178273.0,179152.0,180661.0,182012.0,183237.0,184279.0,184404.0,184420.0,185836.0,188007.0,189860.0,191444.0,192907.0,192951.0,192952.0,194501.0,196458.0,198759.0,200949.0,201905.0,202250.0,202253.0,202532.0,207313.0,211140.0,213904.0,216688.0,216880.0,216899.0,216959.0,220961.0,223575.0,225313.0,226691.0,226910.0,226910.0,228533.0,230047.0
Los Ríos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,744.0,1618.0,2239.0,2276.0,2285.0,2634.0,2849.0,3052.0,3174.0,3251.0,3251.0,3251.0,3354.0,3398.0,3444.0,3498.0,3526.0,3526.0,3526.0,3526.0,3601.0,4059.0,5262.0,6465.0,6511.0,6519.0,6527.0,7679.0,8589.0,9118.0,9448.0,9480.0,9480.0,9790.0,10030.0
Magallanes,Primera,0.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,222.0,3606.0,6713.0,8985.0,9021.0,9021.0,12183.0,15501.0,20136.0,23654.0,26709.0,26715.0,26721.0,30331.0,32710.0,35305.0,37065.0,38785.0,38987.0,38997.0,39845.0,40565.0,41479.0,42476.0,43315.0,43403.0,43403.0,45572.0,47963.0,50156.0,51916.0,53448.0,53457.0,53461.0,54722.0,56021.0,57237.0,58911.0,60164.0,60168.0,60209.0,61667.0,63467.0,64745.0,66164.0,67552.0,67565.0,67576.0,69200.0,70588.0,72139.0,73490.0,75416.0,75427.0,75429.0,76794.0,78036.0,79297.0,80659.0,80660.0,80660.0,80660.0,81530.0,82823.0,84121.0,85130.0,85897.0,85900.0,85902.0,86873.0,87714.0,88711.0,89637.0,90461.0,90464.0,90464.0,91116.0,91852.0,92375.0,93138.0,93479.0,93482.0,93483.0,93583.0,94208.0,94814.0,95043.0,95273.0,95273.0,95273.0,95791.0,96399.0,96977.0,97428.0,97991.0,98001.0,98001.0,98710.0,99649.0,100242.0,100884.0,101669.0,101670.0,101671.0,102397.0,103279.0,104334.0,105697.0,105698.0,105698.0,105698.0,107316.0,108663.0,110085.0,111395.0,112440.0,112810.0,113248.0,114105.0,114918.0,115634.0,115718.0,115796.0,115797.0,115800.0,115843.0,115925.0,116040.0,116122.0,116255.0,116255.0,116262.0,116329.0,116382.0,116431.0,116498.0,116543.0,116598.0,116598.0,116599.0,116995.0,117394.0,117985.0,118577.0,118577.0,118577.0,118577.0,118954.0,119205.0,119797.0,120320.0,120320.0,120320.0,120494.0,120644.0
Magallanes,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,157.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,165.0,165.0,165.0,165.0,165.0,210.0,3312.0,6247.0,8475.0,8521.0,8523.0,11648.0,14761.0,19197.0,22730.0,25758.0,25770.0,25777.0,29369.0,32062.0,35169.0,37445.0,39309.0,39321.0,39323.0,40212.0,41061.0,41503.0,42128.0,42670.0,42679.0,42679.0,44272.0,46855.0,48993.0,50843.0,50844.0,50848.0,50850.0,52793.0,54318.0,55558.0,57080.0,58280.0,58287.0,58289.0,59483.0,60995.0,62394.0,63804.0,65345.0,65359.0,65361.0,66744.0,68340.0,69867.0,70975.0,71975.0,71984.0,71984.0,72922.0,74380.0,75668.0,76708.0,77287.0,77291.0,77291.0,78231.0,79839.0,80685.0,82044.0,82910.0,82915.0,82915.0,83873.0,84885.0,85829.0,86627.0,87432.0,87433.0,87433.0,87903.0,88604.0,89371.0,90378.0,90384.0,90385.0,90385.0,90796.0,91631.0,92445.0,92925.0,93320.0,93321.0,93321.0,93693.0,94348.0,94906.0,95440.0,95987.0,95993.0,96002.0,96617.0,97611.0,98261.0,98948.0,99733.0,99735.0,99741.0,100503.0,101273.0,102196.0,103364.0,103788.0,103843.0,103843.0,103849.0,105345.0,106827.0,108031.0,109122.0,109393.0,109765.0,109765.0,111228.0,112201.0,112603.0,112921.0,112921.0,112921.0,113143.0,113353.0
Magallanes,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,845.0,1301.0,1785.0,2469.0,2905.0,3404.0,3907.0,4710.0,5388.0,5388.0,5419.0,6009.0,6474.0,7077.0,7551.0,7873.0,7988.0,7988.0,8011.0,8400.0,8783.0,9308.0,9670.0,9670.0,9671.0,9671.0,9948.0,10220.0,10435.0,10560.0,10560.0,10560.0,10723.0,10881.0
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2498.0,4514.0,6930.0,7469.0,7469.0,10863.0,14865.0,19677.0,23993.0,28210.0,28381.0,28381.0,33613.0,38448.0,41928.0,44130.0,46275.0,46384.0,46384.0,47959.0,49672.0,52046.0,54194.0,55706.0,55779.0,55779.0,57681.0,59592.0,61291.0,63073.0,65069.0,65179.0,65179.0,67057.0,68783.0,70353.0,72477.0,74632.0,74834.0,74834.0,77119.0,79646.0,81996.0,84366.0,86870.0,87109.0,87109.0,89414.0,91812.0,94464.0,96676.0,99383.0,99487.0,99487.0,101937.0,104068.0,106049.0,107970.0,107998.0,108026.0,108066.0,109871.0,111988.0,114129.0,115801.0,117435.0,117583.0,117611.0,119669.0,121373.0,123184.0,124816.0,126811.0,127006.0,127063.0,129025.0,131082.0,132857.0,134294.0,135675.0,135916.0,135929.0,137366.0,138860.0,140681.0,141757.0,142861.0,142951.0,143056.0,144754.0,146163.0,147556.0,148773.0,150024.0,150701.0,150771.0,152359.0,153921.0,155530.0,156903.0,158479.0,158521.0,158525.0,160120.0,161737.0,163191.0,164693.0,164790.0,165485.0,165600.0,168704.0,171959.0,174938.0,177402.0,179908.0,180856.0,180996.0,183668.0,185934.0,188012.0,189728.0,191271.0,191943.0,191982.0,193684.0,195123.0,196610.0,198100.0,199431.0,199891.0,199896.0,201644.0,202917.0,204402.0,205465.0,206502.0,206836.0,206858.0,206866.0,208435.0,210258.0,212077.0,213660.0,213946.0,213976.0,214019.0,214976.0,215722.0,216788.0,217625.0,217779.0,217790.0,218618.0,219549.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2218.0,4147.0,6415.0,6923.0,6923.0,10153.0,14047.0,18582.0,22663.0,26784.0,26987.0,26987.0,32044.0,37448.0,42316.0,45971.0,48659.0,48821.0,48821.0,50685.0,51769.0,52733.0,53512.0,54386.0,54439.0,54439.0,56027.0,57726.0,59368.0,61496.0,61497.0,61497.0,61499.0,64451.0,66410.0,68204.0,70158.0,71775.0,71909.0,71911.0,74331.0,76844.0,79179.0,81343.0,83617.0,83788.0,83788.0,86309.0,88789.0,91223.0,93014.0,94854.0,94990.0,94991.0,97921.0,99958.0,101998.0,103887.0,104594.0,104618.0,104647.0,106297.0,108088.0,109552.0,111507.0,113042.0,113382.0,113382.0,115335.0,117003.0,118475.0,119997.0,121707.0,121708.0,121708.0,123722.0,125740.0,127730.0,129666.0,129710.0,130018.0,130043.0,131794.0,133408.0,135024.0,136389.0,137510.0,137730.0,137766.0,139360.0,140862.0,142209.0,143374.0,144695.0,145004.0,145012.0,146721.0,148224.0,149687.0,151036.0,152513.0,152714.0,152715.0,154187.0,155647.0,157144.0,158477.0,159129.0,159554.0,159556.0,159565.0,162961.0,166057.0,168536.0,170887.0,171681.0,171707.0,171782.0,175059.0,177606.0,179443.0,181092.0,181525.0,181537.0,183542.0,185000.0
Tarapacá,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,72.0,109.0,125.0,125.0,199.0,259.0,339.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,495.0,564.0,564.0,564.0,1139.0,1984.0,2626.0,3252.0,3414.0,3414.0,4168.0,4648.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3094.0,19414.0,37413.0,56786.0,58072.0,58110.0,85910.0,116232.0,149421.0,180766.0,208615.0,209943.0,209943.0,243742.0,273511.0,297920.0,318565.0,337092.0,337771.0,337884.0,349249.0,358388.0,366201.0,374839.0,384438.0,388081.0,388097.0,401436.0,419714.0,440238.0,459179.0,477007.0,477309.0,477309.0,493361.0,508794.0,524449.0,545902.0,563671.0,564896.0,564896.0,581318.0,599725.0,616796.0,635096.0,651555.0,652662.0,652745.0,667830.0,681973.0,697486.0,713164.0,729642.0,730012.0,730040.0,746785.0,760773.0,773521.0,787339.0,787501.0,787695.0,787736.0,795566.0,805239.0,814929.0,822613.0,830194.0,830781.0,830901.0,839758.0,846851.0,855274.0,861848.0,868922.0,869322.0,869364.0,875190.0,880004.0,883949.0,891048.0,896035.0,896386.0,896416.0,902086.0,906040.0,910920.0,914919.0,919522.0,919579.0,919600.0,927766.0,936018.0,944718.0,953317.0,961825.0,962835.0,962891.0,973259.0,984332.0,994612.0,1004390.0,1014626.0,1014772.0,1014831.0,1026777.0,1039462.0,1051251.0,1062680.0,1062801.0,1065181.0,1065265.0,1082437.0,1100479.0,1118039.0,1134311.0,1146479.0,1149345.0,1149403.0,1162642.0,1177148.0,1189283.0,1193401.0,1195027.0,1195998.0,1196000.0,1200872.0,1206662.0,1213444.0,1222693.0,1231502.0,1233480.0,1233564.0,1245601.0,1254641.0,1266001.0,1273571.0,1280102.0,1281549.0,1281590.0,1281968.0,1292488.0,1300369.0,1309706.0,1313999.0,1314971.0,1314993.0,1315041.0,1318306.0,1321383.0,1329220.0,1335036.0,1336401.0,1336417.0,1340678.0,1344756.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1457.0,2920.0,18127.0,35357.0,53930.0,55053.0,55060.0,81865.0,111387.0,143698.0,174152.0,201427.0,202442.0,202454.0,235447.0,267888.0,295139.0,320356.0,339440.0,340115.0,340187.0,354943.0,366715.0,373535.0,379152.0,383627.0,383713.0,383737.0,396148.0,411962.0,432162.0,454283.0,454861.0,455073.0,455094.0,479515.0,496075.0,511608.0,532508.0,549962.0,550766.0,550805.0,567147.0,584287.0,601305.0,619130.0,635102.0,635898.0,635989.0,651816.0,665475.0,680175.0,694053.0,708973.0,709431.0,709463.0,726447.0,739863.0,752888.0,766014.0,769498.0,769599.0,769656.0,777068.0,786151.0,795239.0,803178.0,810179.0,810599.0,810652.0,818808.0,826681.0,834830.0,840775.0,846841.0,846924.0,846961.0,852812.0,858567.0,863438.0,870742.0,870801.0,871252.0,871277.0,878998.0,885416.0,890982.0,895182.0,898697.0,899073.0,899088.0,904690.0,912458.0,920432.0,928106.0,935403.0,936334.0,936415.0,946966.0,957907.0,967833.0,977301.0,986954.0,987712.0,987763.0,998856.0,1010453.0,1021695.0,1032064.0,1035829.0,1037812.0,1037937.0,1038643.0,1059679.0,1074325.0,1087426.0,1096904.0,1098869.0,1098962.0,1099271.0,1113957.0,1126484.0,1133315.0,1137788.0,1139058.0,1139099.0,1144939.0,1151141.0
Valparaíso,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98.0,1304.0,6939.0,12023.0,13054.0,13074.0,17036.0,19921.0,22558.0,24808.0,24907.0,24907.0,24907.0,24950.0,24950.0,24950.0,24950.0,24950.0,24950.0,24950.0,24950.0,24950.0,24950.0,27407.0,31686.0,32786.0,32846.0,33030.0,37141.0,40784.0,42950.0,44891.0,45393.0,45393.0,47046.0,47984.0
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1721.0,5439.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7826.0,13477.0,20182.0,26378.0,26614.0,26730.0,33944.0,41794.0,50905.0,61280.0,70114.0,70410.0,70661.0,78156.0,84519.0,90434.0,95589.0,99926.0,100125.0,100125.0,104193.0,108005.0,111293.0,114579.0,117236.0,117290.0,117348.0,120866.0,124877.0,128427.0,131301.0,133678.0,133758.0,133794.0,138430.0,143475.0,148469.0,154490.0,159622.0,159827.0,160041.0,165914.0,171686.0,176441.0,180702.0,184699.0,184925.0,185131.0,188888.0,192922.0,197008.0,201046.0,205043.0,205087.0,205146.0,208959.0,212286.0,215386.0,220016.0,220017.0,220017.0,220017.0,223049.0,226275.0,229401.0,232335.0,235263.0,235485.0,235512.0,237451.0,239012.0,240262.0,241257.0,242481.0,242560.0,242574.0,243570.0,244556.0,245286.0,246596.0,247475.0,247512.0,247513.0,248751.0,249685.0,250797.0,251638.0,252469.0,252470.0,252470.0,254356.0,256343.0,258442.0,260299.0,262214.0,262462.0,262481.0,264792.0,267271.0,269788.0,272008.0,274399.0,274529.0,274627.0,276907.0,280692.0,285844.0,291156.0,291333.0,291714.0,291878.0,296427.0,301117.0,305373.0,309782.0,313329.0,314023.0,314149.0,318458.0,322340.0,325427.0,327501.0,329307.0,329684.0,329759.0,331462.0,333131.0,335096.0,337298.0,338879.0,339344.0,339454.0,341607.0,343292.0,345410.0,347082.0,348550.0,348908.0,348974.0,349104.0,351442.0,353747.0,355794.0,357001.0,357222.0,357258.0,357336.0,358252.0,359159.0,360933.0,362524.0,362893.0,362938.0,364045.0,365108.0
