Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06
Arica y Parinacota,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,2092.0,2735.0,2803.0,2806.0,2806.0,2806.0,2806.0,2806.0,2806.0,2806.0,2806.0,2806.0,2806.0,2807.0,2822.0,2833.0,2845.0,2853.0,2854.0,2854.0,2856.0,2917.0,4170.0,7004.0,9232.0,9491.0,9518.0,11813.0,14332.0,17163.0,19911.0,22751.0,22845.0,22845.0,25789.0,28637.0,31329.0,33828.0,35972.0,36017.0,36017.0,38132.0,40236.0,41448.0,42254.0,43021.0,43027.0,43027.0,43909.0,44944.0,45772.0,46647.0,46654.0,46658.0,46659.0,48218.0,49506.0,50739.0,52270.0,53360.0,53413.0,53413.0,54189.0,55922.0,57626.0,59458.0,60372.0,60424.0,60426.0,61074.0,63014.0,64520.0,65240.0,66703.0,66735.0,66738.0,68331.0,69979.0,71299.0,72366.0,72752.0,72752.0,72753.0,73669.0,74772.0,75642.0,75827.0,76042.0,76050.0,76050.0,77219.0,78430.0,79289.0,79806.0,80402.0,80418.0,80421.0,81337.0,82306.0,83068.0,83809.0,83851.0,84004.0,84005.0,84853.0,85662.0,86305.0,87026.0,87596.0,87637.0,87640.0,88386.0,89609.0,90160.0,90962.0,91685.0,91780.0,91783.0,91979.0,93594.0,94947.0,96487.0,97806.0,98016.0,98019.0,99058.0,100418.0,101739.0,103234.0,104172.0,104576.0,104577.0,104705.0,106967.0,109142.0,111114.0,112863.0,113407.0,113410.0,113423.0,115735.0,117474.0,118367.0,118950.0,119142.0,119143.0,119770.0,120821.0
Arica y Parinacota,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,937.0,1565.0,1684.0,1684.0,1684.0,1789.0,1803.0,1816.0,1818.0,1819.0,1819.0,1819.0,1825.0,1828.0,1829.0,1829.0,1830.0,1830.0,1830.0,1834.0,1834.0,1836.0,1836.0,1836.0,1836.0,1836.0,2444.0,3175.0,3900.0,4667.0,4816.0,4816.0,5377.0,5740.0
Atacama,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,1640.0,2511.0,3598.0,3863.0,3863.0,3863.0,3863.0,3865.0,3865.0,3865.0,3865.0,3865.0,3865.0,3865.0,3867.0,9463.0,15288.0,20056.0,20511.0,20511.0,24114.0,26533.0,28764.0,30831.0,33344.0,33821.0,33821.0,35938.0,37818.0,39714.0,41658.0,42742.0,42795.0,42797.0,44715.0,47148.0,49494.0,51781.0,53313.0,53389.0,53389.0,54771.0,55955.0,56922.0,58072.0,60092.0,60391.0,60391.0,62366.0,64317.0,66165.0,68221.0,70248.0,70352.0,70352.0,72691.0,75002.0,77210.0,79363.0,81086.0,81087.0,81099.0,83564.0,86113.0,88588.0,90855.0,93274.0,93274.0,93274.0,95476.0,97535.0,99275.0,100953.0,100953.0,100953.0,100953.0,102571.0,104107.0,105884.0,107093.0,108611.0,108742.0,108742.0,109162.0,110696.0,112092.0,113219.0,114249.0,114249.0,114249.0,115369.0,116751.0,117660.0,118724.0,119635.0,119635.0,119635.0,120430.0,121556.0,122657.0,123514.0,124628.0,124628.0,124628.0,126113.0,127654.0,128975.0,130324.0,131981.0,132171.0,132171.0,133705.0,135494.0,137084.0,138444.0,140094.0,140119.0,140119.0,141870.0,143865.0,145847.0,147675.0,147675.0,147866.0,147866.0,150903.0,154456.0,157654.0,160814.0,163116.0,163118.0,163118.0,165993.0,168861.0,171177.0,172488.0,173206.0,173225.0,173225.0,174459.0,176255.0,178057.0,179561.0,181095.0,181194.0,181194.0,182658.0,183742.0,184970.0,186407.0,187789.0,187807.0,187807.0,187807.0,189599.0,190638.0,191879.0,193164.0,193221.0,193221.0,193221.0,193959.0,194582.0,195547.0,196418.0,196578.0,196578.0,198129.0,199368.0
Atacama,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,8.0,504.0,1747.0,2667.0,3664.0,3743.0,3743.0,3743.0,3743.0,3744.0,3744.0,3744.0,3744.0,3744.0,3744.0,3744.0,3744.0,3745.0,3752.0,3779.0,3779.0,3779.0,3788.0,4461.0,9473.0,14678.0,19192.0,19615.0,19616.0,23105.0,25540.0,27766.0,29867.0,32313.0,32682.0,32682.0,35162.0,37977.0,40859.0,42707.0,43944.0,43968.0,43973.0,45654.0,47350.0,48725.0,50629.0,51959.0,51960.0,51960.0,53034.0,54297.0,55742.0,57243.0,57244.0,57244.0,57244.0,59906.0,61975.0,63760.0,65686.0,67266.0,67272.0,67272.0,69223.0,71842.0,74057.0,76250.0,78066.0,78072.0,78072.0,80128.0,82610.0,84897.0,87116.0,88887.0,88892.0,88892.0,90228.0,92456.0,94707.0,96532.0,97322.0,97322.0,97322.0,98570.0,100030.0,101794.0,102941.0,103932.0,103997.0,103997.0,104863.0,106522.0,107837.0,108888.0,109601.0,109601.0,109601.0,110766.0,112220.0,113347.0,114593.0,114594.0,114616.0,114616.0,115731.0,117126.0,118232.0,118995.0,119634.0,119638.0,119640.0,121296.0,122915.0,124229.0,125354.0,126059.0,126073.0,126076.0,127611.0,129719.0,131657.0,132934.0,133982.0,134044.0,134047.0,135692.0,137029.0,138778.0,140790.0,141878.0,141896.0,141900.0,141908.0,145498.0,147762.0,150882.0,153394.0,153440.0,153442.0,153451.0,157316.0,160214.0,162382.0,163812.0,164003.0,164003.0,165683.0,167266.0
Atacama,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,565.0,854.0,854.0,854.0,1239.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1855.0,2251.0,2251.0,2251.0,2251.0,3145.0,4095.0,4932.0,5547.0,5697.0,5697.0,6128.0,6379.0
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2498.0,6202.0,8200.0,8708.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,12773.0,17626.0,22451.0,22459.0,22459.0,30308.0,39190.0,49270.0,58824.0,67664.0,68145.0,68145.0,79339.0,88180.0,96230.0,103148.0,109628.0,109672.0,109677.0,115888.0,121146.0,125803.0,130619.0,134582.0,134718.0,134718.0,142175.0,150188.0,157761.0,164125.0,169685.0,169736.0,169736.0,175734.0,181987.0,187686.0,194199.0,199882.0,200089.0,200089.0,206472.0,213139.0,218910.0,224528.0,229795.0,229897.0,229897.0,235734.0,241526.0,247627.0,253937.0,260654.0,261087.0,261087.0,266927.0,272451.0,277490.0,283080.0,283089.0,283089.0,283091.0,287002.0,291597.0,295942.0,299799.0,303323.0,303413.0,303413.0,307188.0,310633.0,313977.0,316852.0,319783.0,319864.0,319864.0,322467.0,324591.0,326530.0,329236.0,331426.0,331522.0,331523.0,333853.0,336141.0,338477.0,340655.0,342596.0,342611.0,342611.0,346204.0,349925.0,353689.0,357220.0,360771.0,360936.0,360936.0,365477.0,370296.0,374887.0,379206.0,383412.0,383437.0,383437.0,388300.0,394224.0,399388.0,404971.0,404987.0,405206.0,405211.0,412340.0,421477.0,429493.0,437085.0,443270.0,443572.0,443572.0,450079.0,455673.0,459209.0,462449.0,466008.0,466411.0,466411.0,470733.0,474600.0,478993.0,483624.0,487335.0,487701.0,487762.0,492871.0,497646.0,502913.0,506854.0,510263.0,510590.0,510660.0,510757.0,516053.0,520051.0,521998.0,523270.0,523328.0,523328.0,523341.0,525605.0,528428.0,532893.0,536480.0,536830.0,536919.0,539913.0,542602.0
Coquimbo,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.0,6443.0,8059.0,8562.0,8574.0,8607.0,8607.0,8607.0,8607.0,8607.0,8608.0,8608.0,8608.0,8608.0,8610.0,8614.0,8627.0,8656.0,8659.0,8659.0,8659.0,8663.0,8727.0,12406.0,16999.0,21517.0,21536.0,21537.0,28974.0,37541.0,47582.0,56847.0,65425.0,65781.0,65783.0,77841.0,88034.0,97628.0,106655.0,114073.0,114121.0,114124.0,121352.0,125573.0,128701.0,131171.0,133584.0,133662.0,133663.0,139297.0,146356.0,153474.0,160051.0,160153.0,160155.0,160158.0,169864.0,176670.0,182506.0,189341.0,194643.0,194814.0,194815.0,201167.0,207419.0,213025.0,218387.0,223508.0,223603.0,223606.0,229747.0,235178.0,240932.0,246683.0,252511.0,252779.0,252781.0,258238.0,262920.0,268719.0,274087.0,275648.0,275650.0,275655.0,279214.0,283283.0,287684.0,291388.0,294815.0,294863.0,294866.0,298482.0,302027.0,305381.0,308274.0,310904.0,310932.0,310934.0,313548.0,316086.0,318230.0,321119.0,321125.0,321180.0,321183.0,324523.0,327251.0,330060.0,332382.0,334114.0,334177.0,334180.0,337281.0,341155.0,344549.0,347426.0,350413.0,350602.0,350606.0,354825.0,358824.0,362676.0,366622.0,370364.0,370493.0,370504.0,375171.0,380428.0,385585.0,390207.0,391992.0,392215.0,392241.0,392421.0,401859.0,408550.0,414711.0,420355.0,420806.0,420808.0,420964.0,428437.0,433320.0,437034.0,440626.0,441006.0,441012.0,445334.0,448850.0
Coquimbo,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2341.0,5598.0,7582.0,8475.0,8511.0,8511.0,8923.0,9185.0,9279.0,9333.0,9334.0,9334.0,9334.0,9356.0,9356.0,9356.0,9356.0,9356.0,9356.0,9356.0,9356.0,9356.0,9356.0,12594.0,16421.0,16669.0,16748.0,16806.0,18900.0,20152.0,20749.0,21221.0,21277.0,21277.0,21693.0,21945.0
Araucanía,Primera,0.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,945.0,13333.0,22444.0,30496.0,31625.0,31627.0,42800.0,57198.0,72071.0,86302.0,100181.0,102256.0,102257.0,118660.0,132757.0,143378.0,152448.0,160744.0,161126.0,161126.0,168604.0,175418.0,181185.0,186048.0,191167.0,191780.0,191781.0,199301.0,209490.0,217964.0,225486.0,232526.0,232937.0,232937.0,240894.0,248723.0,256729.0,266724.0,275906.0,276605.0,276605.0,285613.0,294978.0,303316.0,311101.0,318682.0,319106.0,319106.0,326190.0,333166.0,340446.0,347503.0,354622.0,354911.0,354911.0,362001.0,368055.0,373445.0,379415.0,379432.0,379450.0,379450.0,383242.0,387841.0,392505.0,396216.0,399790.0,399953.0,399953.0,403293.0,407466.0,411162.0,414131.0,416943.0,417065.0,417065.0,419691.0,422468.0,424561.0,427579.0,430041.0,430455.0,430476.0,432929.0,435417.0,437961.0,439882.0,442523.0,442547.0,442547.0,446436.0,450755.0,454837.0,458815.0,462903.0,463453.0,463453.0,468560.0,474131.0,479487.0,484189.0,489258.0,489288.0,489296.0,494291.0,499854.0,505255.0,511368.0,512417.0,513796.0,513800.0,522422.0,531989.0,541378.0,549207.0,555798.0,556102.0,556102.0,563579.0,572094.0,579165.0,582677.0,584814.0,585302.0,585302.0,588687.0,591814.0,595913.0,600508.0,604134.0,604408.0,604408.0,609405.0,613562.0,618466.0,621742.0,624373.0,624618.0,624618.0,624703.0,629495.0,633675.0,635221.0,636350.0,636408.0,636408.0,636415.0,638445.0,641065.0,645314.0,649197.0,649651.0,649651.0,652778.0,656039.0
Araucanía,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,703.0,716.0,716.0,716.0,717.0,1026.0,12147.0,20930.0,28660.0,29859.0,29863.0,40699.0,54202.0,68610.0,82419.0,96212.0,98131.0,98139.0,114888.0,130208.0,142026.0,152118.0,161663.0,161960.0,161961.0,169543.0,175295.0,180317.0,184146.0,187738.0,187815.0,187815.0,194648.0,203874.0,211839.0,219990.0,220354.0,220370.0,220370.0,232709.0,240955.0,248961.0,258625.0,267144.0,267467.0,267470.0,276604.0,285783.0,294082.0,301663.0,309227.0,309535.0,309537.0,316922.0,323899.0,330805.0,337427.0,344092.0,344421.0,344425.0,351498.0,357920.0,363561.0,369035.0,370520.0,370527.0,370528.0,373916.0,378094.0,382579.0,386235.0,389750.0,389918.0,389919.0,393327.0,397203.0,400832.0,403727.0,406208.0,406214.0,406215.0,408998.0,411913.0,414242.0,417960.0,418149.0,418451.0,418465.0,422322.0,425598.0,427998.0,430481.0,432774.0,432834.0,432836.0,436089.0,439728.0,443224.0,446179.0,448883.0,449064.0,449067.0,454151.0,459592.0,464881.0,469492.0,474188.0,474330.0,474330.0,479179.0,484285.0,489491.0,494553.0,496498.0,497103.0,497104.0,497403.0,508331.0,517932.0,524128.0,529312.0,529627.0,529630.0,529720.0,539395.0,547284.0,551976.0,555489.0,555903.0,555905.0,559834.0,563402.0
Araucanía,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,678.0,2102.0,4466.0,4531.0,4531.0,5739.0,6624.0,7693.0,8658.0,9513.0,9514.0,9514.0,10122.0,10484.0,10999.0,11238.0,11420.0,11421.0,11421.0,11421.0,11591.0,12773.0,17236.0,21573.0,21893.0,21893.0,21943.0,24393.0,25748.0,26494.0,26983.0,27005.0,27005.0,27363.0,27599.0
Los Lagos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,802.0,9742.0,18286.0,26912.0,30496.0,31182.0,44057.0,57033.0,70064.0,82228.0,93535.0,96679.0,96803.0,110904.0,121602.0,129300.0,136010.0,142344.0,142730.0,142737.0,148345.0,153596.0,158658.0,163613.0,169238.0,169576.0,169576.0,175626.0,182286.0,188749.0,194477.0,199723.0,200503.0,200614.0,206572.0,213029.0,219142.0,226211.0,232920.0,234398.0,234413.0,241540.0,249688.0,256488.0,263141.0,268393.0,269320.0,269328.0,275125.0,281941.0,289443.0,296849.0,303606.0,304152.0,304152.0,309931.0,315872.0,322117.0,328615.0,328620.0,328628.0,328628.0,332566.0,337221.0,341654.0,344693.0,347554.0,347695.0,347695.0,350702.0,354601.0,358609.0,362004.0,364589.0,364769.0,364769.0,365347.0,365993.0,366550.0,367800.0,369422.0,369596.0,369597.0,372345.0,375293.0,377178.0,378860.0,380116.0,380116.0,380116.0,383518.0,387192.0,390484.0,393783.0,396927.0,397262.0,397263.0,401113.0,405541.0,410083.0,414431.0,418751.0,418826.0,418826.0,423937.0,429518.0,434646.0,439463.0,439463.0,439578.0,439578.0,447488.0,456289.0,465285.0,473747.0,481266.0,481475.0,481476.0,488975.0,496374.0,502577.0,505938.0,509816.0,510354.0,510354.0,514927.0,520062.0,525277.0,530518.0,534251.0,534893.0,534893.0,538762.0,542625.0,546674.0,549614.0,552180.0,552799.0,552799.0,552799.0,556645.0,560738.0,563489.0,565266.0,565798.0,565801.0,565820.0,568429.0,571022.0,574932.0,578274.0,578716.0,578716.0,581240.0,583491.0
Los Lagos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,501.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,538.0,539.0,539.0,539.0,839.0,1569.0,9658.0,17675.0,25557.0,28449.0,28766.0,40956.0,53237.0,65759.0,77901.0,88790.0,91755.0,91820.0,106077.0,119095.0,128751.0,137438.0,144156.0,144551.0,144562.0,152032.0,157645.0,161645.0,164641.0,167178.0,167216.0,167216.0,171793.0,177354.0,183743.0,190234.0,190246.0,190251.0,190252.0,199095.0,205455.0,211579.0,217041.0,222998.0,223268.0,223269.0,231754.0,240213.0,247382.0,253946.0,258803.0,258999.0,259001.0,265346.0,272353.0,279930.0,286423.0,292285.0,292517.0,292520.0,298594.0,304565.0,309738.0,315914.0,317443.0,317443.0,317444.0,321615.0,326050.0,330466.0,333901.0,336666.0,336765.0,336765.0,340057.0,344163.0,348033.0,351322.0,353774.0,353797.0,353797.0,355215.0,356508.0,357736.0,359101.0,359103.0,359113.0,359113.0,362029.0,365563.0,367689.0,369297.0,370343.0,370362.0,370364.0,373151.0,376694.0,379849.0,382590.0,384355.0,384586.0,384586.0,388563.0,392882.0,397033.0,400960.0,403812.0,403929.0,403930.0,408945.0,414539.0,419426.0,423433.0,424962.0,425144.0,425146.0,425158.0,433743.0,441971.0,448438.0,454259.0,454803.0,454821.0,454876.0,464206.0,470588.0,475058.0,479134.0,479698.0,479699.0,484843.0,489831.0
Los Lagos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,1028.0,1676.0,2420.0,2504.0,2504.0,3062.0,3651.0,4146.0,4590.0,4937.0,4950.0,4950.0,6364.0,7810.0,9251.0,10498.0,11579.0,11588.0,11588.0,11588.0,13216.0,14761.0,17913.0,21424.0,21691.0,21818.0,21856.0,23430.0,24544.0,25503.0,26387.0,26419.0,26477.0,27354.0,27891.0
