Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27
Arica y Parinacota,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,2091.0,2734.0,2802.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2806.0,2821.0,2832.0,2844.0,2852.0,2853.0,2853.0,2855.0,2916.0,4169.0,7003.0,9231.0,9490.0,9517.0,11812.0,14331.0,17162.0,19910.0,22750.0,22844.0,22844.0,25788.0,28636.0,31328.0,33827.0,35970.0,36015.0,36015.0,38130.0,40234.0,41446.0,42252.0,43019.0,43025.0,43025.0,43907.0,44942.0,45770.0,46645.0,46652.0,46656.0,46657.0,48216.0,49504.0,50737.0,52267.0,53357.0,53410.0,53410.0,54186.0,55919.0,57622.0,59454.0,60368.0,60420.0,60422.0,61070.0,63010.0,64516.0,65236.0,66698.0,66730.0,66733.0,68325.0,69973.0,71293.0,72360.0,72746.0,72746.0,72747.0,73662.0,74765.0,75635.0,75820.0,76035.0,76043.0,76043.0,77212.0,78423.0,79282.0,79799.0,80395.0,80411.0,80414.0,81330.0,82299.0,83061.0,83802.0,83843.0,83996.0,83997.0,84844.0,85655.0,86298.0,87018.0,87585.0,87626.0,87629.0,88374.0,89592.0,90132.0,90934.0,91656.0,91751.0,91754.0,91950.0,93564.0,94916.0,96454.0,97718.0,97927.0,97930.0,98968.0,100319.0,101617.0,103111.0,104047.0,104451.0,104452.0,104579.0,106838.0,109007.0,110975.0,112689.0,113205.0,113208.0
Arica y Parinacota,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,936.0,1564.0,1683.0,1683.0,1683.0,1788.0,1802.0,1815.0,1817.0,1818.0,1818.0,1818.0,1824.0,1827.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0
Atacama,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,1640.0,2511.0,3598.0,3863.0,3863.0,3863.0,3863.0,3865.0,3865.0,3865.0,3865.0,3865.0,3865.0,3865.0,3867.0,9463.0,15288.0,20046.0,20501.0,20501.0,24103.0,26522.0,28753.0,30819.0,33332.0,33809.0,33809.0,35925.0,37804.0,39700.0,41644.0,42728.0,42781.0,42783.0,44700.0,47133.0,49479.0,51766.0,53298.0,53374.0,53374.0,54756.0,55940.0,56907.0,58058.0,60078.0,60377.0,60377.0,62353.0,64303.0,66151.0,68207.0,70233.0,70337.0,70337.0,72676.0,74988.0,77196.0,79349.0,81072.0,81073.0,81085.0,83550.0,86099.0,88573.0,90840.0,93259.0,93259.0,93259.0,95460.0,97519.0,99259.0,100935.0,100935.0,100935.0,100935.0,102552.0,104088.0,105862.0,107069.0,108586.0,108717.0,108717.0,109137.0,110671.0,112068.0,113196.0,114225.0,114225.0,114225.0,115343.0,116725.0,117634.0,118698.0,119609.0,119609.0,119609.0,120404.0,121529.0,122629.0,123485.0,124599.0,124599.0,124599.0,126083.0,127624.0,128943.0,130292.0,131948.0,132137.0,132137.0,133671.0,135459.0,137049.0,138408.0,140056.0,140081.0,140081.0,141831.0,143825.0,145807.0,147635.0,147635.0,147820.0,147820.0,150854.0,154406.0,157599.0,160756.0,163051.0,163053.0,163053.0,165924.0,168785.0,171095.0,172402.0,173119.0,173138.0,173138.0,174368.0,176162.0,177963.0,179467.0,181001.0,181100.0,181100.0,182564.0,183648.0,184876.0,186313.0,187696.0,187714.0,187714.0,187714.0,189506.0,190537.0,191772.0,192947.0,192978.0,192978.0
Atacama,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,8.0,504.0,1746.0,2665.0,3662.0,3741.0,3741.0,3741.0,3741.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3749.0,3776.0,3776.0,3776.0,3785.0,4458.0,9468.0,14670.0,19178.0,19601.0,19602.0,23088.0,25523.0,27749.0,29847.0,32293.0,32662.0,32662.0,35141.0,37952.0,40830.0,42676.0,43913.0,43937.0,43942.0,45623.0,47319.0,48693.0,50596.0,51926.0,51927.0,51927.0,53001.0,54263.0,55708.0,57209.0,57210.0,57210.0,57210.0,59871.0,61940.0,63725.0,65650.0,67230.0,67236.0,67236.0,69186.0,71802.0,74016.0,76208.0,78024.0,78030.0,78030.0,80086.0,82566.0,84851.0,87068.0,88839.0,88844.0,88844.0,90179.0,92406.0,94657.0,96480.0,97270.0,97270.0,97270.0,98516.0,99975.0,101725.0,102872.0,103855.0,103919.0,103919.0,104785.0,106444.0,107757.0,108808.0,109521.0,109521.0,109521.0,110683.0,112137.0,113264.0,114509.0,114510.0,114532.0,114532.0,115646.0,117039.0,118143.0,118905.0,119544.0,119548.0,119550.0,121205.0,122821.0,124131.0,125255.0,125960.0,125974.0,125977.0,127511.0,129619.0,131557.0,132834.0,133880.0,133942.0,133945.0,135588.0,136922.0,138668.0,140680.0,141768.0,141786.0,141790.0,141798.0,145382.0,147639.0,150747.0,153233.0,153271.0,153273.0
Atacama,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,567.0,856.0,856.0,856.0,1241.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1856.0,2252.0,2252.0,2252.0
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2498.0,6202.0,8200.0,8708.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,12773.0,17626.0,22451.0,22459.0,22459.0,30308.0,39190.0,49269.0,58823.0,67662.0,68143.0,68143.0,79337.0,88178.0,96228.0,103146.0,109626.0,109670.0,109675.0,115886.0,121144.0,125800.0,130616.0,134579.0,134715.0,134715.0,142172.0,150185.0,157758.0,164122.0,169682.0,169733.0,169733.0,175730.0,181983.0,187683.0,194196.0,199878.0,200085.0,200085.0,206468.0,213135.0,218906.0,224524.0,229791.0,229893.0,229893.0,235730.0,241521.0,247622.0,253932.0,260649.0,261082.0,261082.0,266922.0,272446.0,277484.0,283074.0,283083.0,283083.0,283085.0,286996.0,291591.0,295936.0,299792.0,303316.0,303406.0,303406.0,307181.0,310626.0,313970.0,316845.0,319776.0,319857.0,319857.0,322460.0,324583.0,326521.0,329227.0,331416.0,331512.0,331513.0,333843.0,336132.0,338470.0,340648.0,342589.0,342604.0,342604.0,346197.0,349918.0,353682.0,357214.0,360764.0,360929.0,360929.0,365470.0,370290.0,374804.0,379123.0,383327.0,383352.0,383352.0,388215.0,394141.0,399304.0,404885.0,404901.0,405120.0,405125.0,412251.0,421387.0,429375.0,436854.0,443036.0,443338.0,443338.0,449793.0,455377.0,458893.0,462128.0,465676.0,466079.0,466079.0,470389.0,474312.0,478666.0,483297.0,486979.0,487345.0,487406.0,492508.0,497283.0,502548.0,506436.0,509843.0,510170.0,510240.0,510336.0,515580.0,519489.0,521318.0,522441.0,522497.0,522497.0
Coquimbo,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.0,6442.0,8058.0,8561.0,8573.0,8606.0,8606.0,8606.0,8606.0,8606.0,8607.0,8607.0,8607.0,8607.0,8609.0,8613.0,8626.0,8655.0,8658.0,8658.0,8658.0,8662.0,8726.0,12405.0,16998.0,21516.0,21535.0,21536.0,28973.0,37540.0,47580.0,56845.0,65422.0,65778.0,65780.0,77838.0,88031.0,97625.0,106652.0,114069.0,114117.0,114120.0,121348.0,125564.0,128691.0,131160.0,133574.0,133652.0,133653.0,139287.0,146345.0,153463.0,160040.0,160142.0,160144.0,160147.0,169853.0,176659.0,182493.0,189326.0,194626.0,194796.0,194797.0,201147.0,207399.0,213005.0,218367.0,223488.0,223583.0,223586.0,229727.0,235158.0,240912.0,246650.0,252478.0,252746.0,252748.0,258205.0,262886.0,268683.0,274050.0,275611.0,275613.0,275618.0,279176.0,283245.0,287646.0,291344.0,294770.0,294818.0,294821.0,298437.0,301980.0,305333.0,308227.0,310857.0,310885.0,310887.0,313502.0,316039.0,318183.0,321072.0,321078.0,321133.0,321136.0,324476.0,327203.0,330010.0,332331.0,334063.0,334126.0,334127.0,337224.0,341096.0,344491.0,347368.0,350354.0,350543.0,350547.0,354765.0,358816.0,362547.0,366484.0,370186.0,370315.0,370326.0,374983.0,380235.0,385391.0,389963.0,391743.0,391966.0,391992.0,392172.0,401529.0,407999.0,413895.0,419233.0,419684.0,419686.0
Coquimbo,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2336.0,5593.0,7577.0,8475.0,8511.0,8511.0,8922.0,9184.0,9230.0,9284.0,9285.0,9285.0,9285.0,9307.0,9307.0,9307.0,9307.0,9307.0,9307.0,9307.0,9307.0,9307.0,9307.0,12446.0,16143.0,16391.0,16470.0
Araucanía,Primera,0.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,946.0,13334.0,22445.0,30497.0,31626.0,31628.0,42801.0,57199.0,72072.0,86303.0,100182.0,102257.0,102258.0,118661.0,132758.0,143379.0,152448.0,160744.0,161126.0,161126.0,168604.0,175418.0,181185.0,186048.0,191167.0,191780.0,191781.0,199301.0,209490.0,217963.0,225485.0,232525.0,232936.0,232936.0,240893.0,248722.0,256728.0,266723.0,275905.0,276604.0,276604.0,285612.0,294977.0,303315.0,311100.0,318681.0,319105.0,319105.0,326189.0,333165.0,340445.0,347502.0,354620.0,354909.0,354909.0,361998.0,368052.0,373442.0,379412.0,379429.0,379447.0,379447.0,383239.0,387838.0,392502.0,396213.0,399787.0,399950.0,399950.0,403290.0,407463.0,411159.0,414128.0,416940.0,417062.0,417062.0,419688.0,422465.0,424558.0,427576.0,430038.0,430452.0,430473.0,432927.0,435415.0,437959.0,439880.0,442521.0,442545.0,442545.0,446434.0,450753.0,454835.0,458813.0,462901.0,463451.0,463451.0,468558.0,474128.0,479484.0,484187.0,489256.0,489286.0,489294.0,494289.0,499852.0,505253.0,511366.0,512415.0,513794.0,513798.0,522419.0,531986.0,541376.0,549202.0,555792.0,556095.0,556095.0,563568.0,572076.0,579145.0,582657.0,584794.0,585282.0,585282.0,588665.0,591790.0,595889.0,600484.0,604110.0,604384.0,604384.0,609381.0,613537.0,618441.0,621717.0,624347.0,624592.0,624592.0,624677.0,629469.0,633647.0,635192.0,636310.0,636368.0,636368.0
Araucanía,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,703.0,716.0,716.0,716.0,717.0,1026.0,12147.0,20929.0,28659.0,29858.0,29862.0,40697.0,54200.0,68608.0,82417.0,96210.0,98129.0,98137.0,114886.0,130206.0,142024.0,152114.0,161659.0,161956.0,161957.0,169539.0,175291.0,180313.0,184142.0,187734.0,187811.0,187811.0,194644.0,203870.0,211835.0,219986.0,220350.0,220366.0,220366.0,232704.0,240950.0,248956.0,258620.0,267139.0,267462.0,267465.0,276599.0,285778.0,294077.0,301658.0,309222.0,309530.0,309532.0,316917.0,323894.0,330800.0,337422.0,344086.0,344415.0,344419.0,351491.0,357914.0,363555.0,369029.0,370514.0,370521.0,370522.0,373910.0,378088.0,382573.0,386229.0,389744.0,389912.0,389913.0,393321.0,397197.0,400826.0,403721.0,406202.0,406208.0,406209.0,408992.0,411907.0,414236.0,417954.0,418143.0,418445.0,418459.0,422316.0,425592.0,427992.0,430475.0,432768.0,432828.0,432830.0,436081.0,439725.0,443221.0,446176.0,448880.0,449061.0,449064.0,454148.0,459589.0,464877.0,469488.0,474184.0,474326.0,474326.0,479175.0,484281.0,489487.0,494548.0,496493.0,497098.0,497099.0,497398.0,508326.0,517927.0,524073.0,529247.0,529563.0,529566.0
Araucanía,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,678.0,2102.0,4466.0,4531.0,4531.0,5739.0,6624.0,7693.0,8658.0,9513.0,9514.0,9514.0,10122.0,10484.0,10999.0,11238.0,11420.0,11421.0,11421.0,11421.0,11591.0,12772.0,17235.0,21563.0,21883.0,21883.0
Los Lagos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,802.0,9742.0,18286.0,26912.0,30496.0,31182.0,44057.0,57031.0,70062.0,82226.0,93533.0,96677.0,96801.0,110902.0,121600.0,129298.0,136008.0,142342.0,142728.0,142735.0,148343.0,153594.0,158655.0,163610.0,169235.0,169573.0,169573.0,175623.0,182283.0,188746.0,194474.0,199720.0,200500.0,200611.0,206569.0,213026.0,219140.0,226209.0,232918.0,234396.0,234411.0,241538.0,249687.0,256486.0,263139.0,268391.0,269318.0,269326.0,275123.0,281939.0,289441.0,296847.0,303604.0,304150.0,304150.0,309929.0,315870.0,322115.0,328613.0,328618.0,328626.0,328626.0,332564.0,337219.0,341652.0,344691.0,347552.0,347693.0,347693.0,350700.0,354599.0,358607.0,362002.0,364587.0,364767.0,364767.0,365345.0,365991.0,366548.0,367798.0,369420.0,369594.0,369595.0,372343.0,375291.0,377176.0,378858.0,380114.0,380114.0,380114.0,383516.0,387189.0,390482.0,393781.0,396925.0,397260.0,397261.0,401110.0,405538.0,410080.0,414428.0,418747.0,418822.0,418822.0,423933.0,429514.0,434641.0,439458.0,439458.0,439573.0,439573.0,447473.0,456274.0,465268.0,473730.0,481248.0,481457.0,481458.0,488953.0,496349.0,502548.0,505907.0,509781.0,510319.0,510319.0,514884.0,520013.0,525226.0,530467.0,534200.0,534842.0,534842.0,538711.0,542574.0,546623.0,549562.0,552127.0,552746.0,552746.0,552746.0,556590.0,560678.0,563407.0,565169.0,565702.0,565703.0
Los Lagos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,501.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,538.0,539.0,539.0,539.0,839.0,1569.0,9657.0,17674.0,25556.0,28447.0,28764.0,40954.0,53236.0,65757.0,77899.0,88788.0,91753.0,91818.0,106075.0,119093.0,128749.0,137436.0,144154.0,144549.0,144560.0,152030.0,157643.0,161642.0,164638.0,167174.0,167212.0,167212.0,171789.0,177349.0,183738.0,190229.0,190241.0,190246.0,190247.0,199089.0,205449.0,211573.0,217035.0,222991.0,223261.0,223262.0,231747.0,240205.0,247373.0,253937.0,258794.0,258990.0,258992.0,265337.0,272343.0,279920.0,286413.0,292275.0,292507.0,292510.0,298584.0,304555.0,309728.0,315904.0,317433.0,317433.0,317434.0,321605.0,326040.0,330456.0,333891.0,336656.0,336755.0,336755.0,340047.0,344153.0,348023.0,351312.0,353764.0,353787.0,353787.0,355205.0,356498.0,357726.0,359091.0,359093.0,359103.0,359103.0,362018.0,365552.0,367678.0,369287.0,370333.0,370352.0,370354.0,373140.0,376684.0,379839.0,382580.0,384331.0,384562.0,384562.0,388539.0,392857.0,397007.0,400933.0,403785.0,403902.0,403903.0,408891.0,414485.0,419371.0,423372.0,424901.0,425083.0,425085.0,425097.0,433662.0,441834.0,448235.0,454008.0,454550.0,454568.0
Los Lagos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,1028.0,1676.0,2421.0,2505.0,2505.0,3063.0,3652.0,4147.0,4591.0,4938.0,4951.0,4951.0,6365.0,7810.0,9251.0,10492.0,11563.0,11572.0,11572.0,11572.0,13177.0,14703.0,17824.0,21301.0,21568.0,21695.0
