Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16
Total,Primera,420.0,5197.0,8340.0,8651.0,8651.0,8651.0,8651.0,8651.0,8651.0,8651.0,8651.0,9056.0,10499.0,10704.0,10704.0,10704.0,10704.0,10704.0,10704.0,10704.0,10705.0,12823.0,13780.0,13803.0,13803.0,24854.0,44214.0,53522.0,56579.0,56991.0,56991.0,56991.0,57008.0,57029.0,57030.0,57030.0,57030.0,57031.0,57031.0,57031.0,70213.0,240577.0,414603.0,583321.0,611171.0,619805.0,841283.0,1083756.0,1356181.0,1607537.0,1836778.0,1866299.0,1870766.0,2136636.0,2356669.0,2544709.0,2699968.0,2842090.0,2851731.0,2852893.0,2961000.0,3055209.0,3141312.0,3227247.0,3305520.0,3315563.0,3315918.0,3453071.0,3612026.0,3769873.0,3914604.0,4050824.0,4060470.0,4061535.0,4198142.0,4337189.0,4473011.0,4644456.0,4795701.0,4819991.0,4822739.0,4980579.0,5147187.0,5298474.0,5447273.0,5587038.0,5610218.0,5613071.0,5759811.0,5910074.0,6064361.0,6221829.0,6388408.0,6401349.0,6402318.0,6553571.0,6687542.0,6814626.0,6949418.0,6951268.0,6953148.0,6953804.0,7033722.0,7126878.0,7221774.0,7298520.0,7369402.0,7380593.0,7381690.0,7459785.0,7534798.0,7614143.0,7676438.0,7734839.0,7742741.0,7743617.0,7787507.0,7826705.0,7857854.0,7914217.0,7954053.0,7959801.0,7960152.0,8003217.0,8042240.0,8085735.0,8116599.0,8167530.0,8168621.0,8169420.0,8245404.0,8326454.0,8407932.0,8489510.0,8573592.0,8590976.0,8591936.0,8695234.0,8802641.0,8907467.0,9004471.0,9107690.0,9108740.0,9109005.0,9233582.0,9369656.0,9495463.0,9623941.0,9632243.0,9659053.0,9662752.0,9838586.0,10028424.0,10209056.0,10375967.0,10521386.0,10562973.0,10572092.0,10728009.0,10867399.0,10976463.0,11032059.0,11074427.0,11089177.0,11091156.0,11145009.0,11205213.0,11281799.0,11378111.0,11458696.0,11481411.0,11482834.0,11587850.0,11672880.0,11778412.0,11849313.0,11910717.0,11927264.0,11929057.0,11936357.0,12035855.0,12111315.0,12159692.0,12197808.0,12208867.0,12209894.0,12211134.0,12250977.0,12298970.0,12385748.0,12451098.0,12466625.0,12468628.0,12516297.0,12559910.0,12633612.0,12691556.0,12742082.0,12762016.0,12764412.0,12813560.0,12893574.0,12947672.0,13018040.0,13020117.0
Total,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,5828.0,8302.0,8369.0,8369.0,8369.0,8370.0,8370.0,8370.0,8370.0,8370.0,8370.0,9773.0,10368.0,10402.0,10402.0,10407.0,10407.0,10407.0,10407.0,10413.0,10413.0,12521.0,13191.0,13196.0,13198.0,24978.0,44364.0,52708.0,55594.0,55804.0,55837.0,55837.0,55837.0,55848.0,55848.0,55849.0,55849.0,55849.0,55849.0,55871.0,55911.0,56085.0,56229.0,56347.0,56351.0,56351.0,56760.0,69176.0,223233.0,389049.0,550647.0,574781.0,581675.0,795681.0,1033173.0,1298697.0,1544302.0,1767394.0,1793555.0,1797391.0,2069816.0,2313404.0,2529426.0,2715545.0,2870319.0,2881331.0,2882502.0,3004504.0,3095093.0,3159893.0,3215108.0,3266203.0,3268951.0,3269375.0,3384874.0,3529537.0,3682746.0,3851264.0,3856444.0,3857789.0,3858251.0,4063076.0,4209708.0,4348085.0,4510854.0,4658910.0,4673746.0,4675102.0,4833971.0,4994247.0,5144358.0,5289215.0,5424945.0,5439369.0,5441131.0,5592158.0,5742233.0,5888626.0,6032943.0,6176715.0,6188646.0,6189336.0,6342929.0,6475384.0,6601012.0,6725517.0,6762431.0,6763638.0,6764304.0,6840109.0,6928692.0,7022267.0,7098885.0,7162737.0,7170942.0,7171386.0,7241751.0,7327052.0,7405539.0,7466187.0,7522402.0,7522809.0,7522980.0,7570008.0,7617627.0,7658841.0,7722156.0,7723516.0,7729795.0,7730383.0,7791457.0,7848313.0,7896640.0,7932882.0,7973739.0,7979514.0,7980487.0,8040091.0,8111608.0,8183373.0,8251920.0,8320347.0,8333399.0,8334627.0,8434654.0,8539049.0,8639326.0,8732889.0,8827161.0,8836554.0,8837149.0,8949522.0,9071401.0,9188663.0,9298457.0,9341761.0,9361562.0,9363680.0,9375234.0,9573061.0,9730149.0,9865478.0,9983085.0,10013796.0,10017033.0,10019950.0,10188609.0,10314863.0,10392216.0,10453614.0,10471540.0,10473461.0,10542963.0,10608570.0,10682069.0,10767699.0,10843277.0,10862148.0,10864315.0,10961739.0,11046692.0,11141350.0,11224168.0,11226315.0
Total,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,10449.0,33751.0,73355.0,107694.0,117601.0,119391.0,146847.0,166915.0,183639.0,196780.0,200827.0,201219.0,201268.0,205440.0,209109.0,213064.0,216106.0,218481.0,218759.0,218771.0,218849.0,222607.0,235019.0,298556.0,348571.0,358643.0,359898.0,361120.0,393005.0,415834.0,429826.0,441270.0,444697.0,445097.0,455492.0,463071.0,467860.0,471720.0,475633.0,477206.0,477378.0,481445.0,484256.0,486964.0,492193.0,492264.0
Aysén,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.0,1706.0,1981.0,2051.0,2051.0,2051.0,2051.0,2051.0,2051.0,2051.0,2051.0,2051.0,2051.0,2051.0,2051.0,2268.0,3572.0,4940.0,6076.0,6094.0,6094.0,7331.0,8488.0,10115.0,11454.0,12810.0,12858.0,12866.0,14385.0,15644.0,16892.0,18241.0,19489.0,19570.0,19570.0,20363.0,21144.0,21847.0,22527.0,22900.0,22911.0,22911.0,23551.0,24366.0,25291.0,26020.0,26764.0,26769.0,26769.0,27306.0,27900.0,28431.0,29124.0,29707.0,29722.0,29722.0,30471.0,31337.0,32130.0,32918.0,33492.0,33512.0,33512.0,34102.0,34805.0,35349.0,35918.0,36468.0,36468.0,36468.0,37077.0,37714.0,38259.0,38854.0,38854.0,38920.0,38922.0,39340.0,39739.0,40103.0,40410.0,40697.0,40699.0,40699.0,41084.0,41435.0,41790.0,42111.0,42409.0,42412.0,42412.0,42676.0,43024.0,43273.0,43609.0,43912.0,43928.0,43928.0,44224.0,44486.0,44817.0,45182.0,45612.0,45725.0,45725.0,46204.0,46680.0,47064.0,47476.0,47798.0,47833.0,47833.0,48265.0,48727.0,49210.0,49581.0,49960.0,50041.0,50043.0,50513.0,51123.0,51787.0,52468.0,52468.0,52888.0,52888.0,54409.0,55941.0,57215.0,58216.0,59428.0,59757.0,59757.0,60995.0,61988.0,62727.0,63166.0,63432.0,63470.0,63504.0,63848.0,64340.0,65040.0,65746.0,66101.0,66154.0,66198.0,66454.0,66639.0,66814.0,66998.0,67132.0,67148.0,67161.0,67161.0,67353.0,67596.0,67866.0,68146.0,68202.0,68215.0,68215.0,68384.0,68548.0,69006.0,69350.0,69409.0,69418.0,69593.0,69832.0,70299.0,70756.0,71086.0,71168.0,71168.0,71454.0,72036.0,72470.0,72888.0,72888.0
Aysén,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.0,1682.0,1930.0,2004.0,2005.0,2005.0,2005.0,2005.0,2005.0,2005.0,2005.0,2005.0,2005.0,2005.0,2006.0,2011.0,2015.0,2021.0,2033.0,2033.0,2033.0,2035.0,2265.0,3397.0,4765.0,5836.0,5856.0,5856.0,7054.0,8212.0,9773.0,11085.0,12342.0,12375.0,12382.0,13961.0,15429.0,16853.0,18447.0,19751.0,19820.0,19820.0,20719.0,21626.0,22091.0,22506.0,22821.0,22821.0,22821.0,23368.0,23959.0,24775.0,25552.0,25558.0,25558.0,25558.0,26312.0,26955.0,27496.0,28023.0,28549.0,28555.0,28555.0,29386.0,30302.0,31131.0,31779.0,32377.0,32381.0,32381.0,32950.0,33649.0,34195.0,34727.0,35266.0,35279.0,35280.0,35917.0,36455.0,37010.0,37621.0,37811.0,37811.0,37811.0,38154.0,38573.0,38971.0,39289.0,39550.0,39562.0,39562.0,39882.0,40275.0,40626.0,40865.0,41058.0,41067.0,41070.0,41461.0,41884.0,42149.0,42533.0,42534.0,42581.0,42581.0,42987.0,43341.0,43793.0,44122.0,44629.0,44682.0,44682.0,45187.0,45682.0,46055.0,46491.0,46784.0,46816.0,46829.0,47245.0,47825.0,48273.0,48673.0,49041.0,49113.0,49123.0,49565.0,50081.0,50679.0,51238.0,51519.0,51729.0,51783.0,51786.0,53623.0,55000.0,56166.0,57180.0,57442.0,57503.0,57504.0,59220.0,60275.0,60904.0,61382.0,61473.0,61504.0,61970.0,62465.0,63111.0,63762.0,64221.0,64303.0,64303.0,64682.0,64950.0,65243.0,65501.0,65501.0
Aysén,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,400.0,754.0,1018.0,1107.0,1155.0,1396.0,1643.0,1951.0,2226.0,2489.0,2537.0,2554.0,2847.0,3137.0,3433.0,3588.0,3744.0,3771.0,3781.0,3781.0,4001.0,4233.0,4509.0,4684.0,4728.0,4734.0,4734.0,4937.0,5122.0,5235.0,5326.0,5374.0,5377.0,5486.0,5585.0,5676.0,5769.0,5866.0,5890.0,5890.0,6010.0,6081.0,6154.0,6243.0,6243.0
Antofagasta,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2774.0,5338.0,6110.0,6110.0,6110.0,6110.0,6110.0,6110.0,6110.0,6110.0,6110.0,6110.0,6110.0,6110.0,6110.0,6330.0,9318.0,12792.0,15851.0,16035.0,16035.0,19619.0,24048.0,29755.0,36324.0,42673.0,43443.0,43448.0,50648.0,56070.0,60866.0,64998.0,69041.0,69198.0,69198.0,73115.0,76683.0,79909.0,82256.0,84802.0,84802.0,84802.0,88979.0,93740.0,98486.0,102855.0,106600.0,106607.0,106607.0,110895.0,116086.0,120706.0,126428.0,131632.0,131751.0,131751.0,136818.0,142325.0,148330.0,153546.0,158814.0,159176.0,159220.0,165231.0,171354.0,177012.0,182283.0,187513.0,187898.0,188084.0,193637.0,198735.0,203693.0,208405.0,208698.0,209154.0,209349.0,212530.0,216024.0,219854.0,222948.0,225533.0,226052.0,226196.0,229507.0,232640.0,235735.0,238364.0,240911.0,241898.0,242032.0,243494.0,244508.0,245378.0,246963.0,248080.0,248646.0,248671.0,249626.0,250539.0,251437.0,252146.0,253539.0,253572.0,253608.0,256446.0,259814.0,263005.0,266168.0,269043.0,270282.0,270537.0,274427.0,278307.0,281907.0,285333.0,289017.0,289292.0,289372.0,293993.0,299386.0,304103.0,308630.0,309151.0,310180.0,310384.0,317454.0,325263.0,331123.0,337638.0,343499.0,343748.0,343877.0,350334.0,352776.0,354708.0,357282.0,360327.0,360864.0,360884.0,363936.0,367383.0,371758.0,376108.0,379676.0,380939.0,380962.0,384829.0,388409.0,392669.0,395742.0,398460.0,398814.0,398865.0,399607.0,403463.0,407213.0,408843.0,409590.0,409709.0,409722.0,410165.0,411583.0,413561.0,416738.0,419207.0,419643.0,419677.0,421680.0,423572.0,426452.0,428997.0,431280.0,431963.0,432000.0,434527.0,438140.0,441132.0,444004.0,444772.0
Antofagasta,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,5243.0,5877.0,5877.0,5888.0,5888.0,5888.0,5888.0,5888.0,5888.0,5888.0,5888.0,5888.0,5888.0,5889.0,5895.0,6008.0,6027.0,6030.0,6031.0,6031.0,6033.0,6554.0,9498.0,12767.0,15428.0,15497.0,15497.0,19046.0,23374.0,28864.0,35199.0,41264.0,41826.0,41826.0,49763.0,56570.0,62592.0,67422.0,72057.0,72212.0,72217.0,75786.0,78323.0,80387.0,82143.0,83732.0,83735.0,83755.0,87332.0,91738.0,96129.0,101134.0,101166.0,101172.0,101178.0,107404.0,112599.0,117318.0,121322.0,127128.0,127335.0,127349.0,132811.0,137952.0,143344.0,148425.0,153098.0,153833.0,153888.0,160097.0,165585.0,170770.0,175844.0,180649.0,181202.0,181364.0,186486.0,190181.0,194281.0,199313.0,201191.0,201350.0,201481.0,204722.0,208292.0,212291.0,215291.0,217883.0,218445.0,218567.0,221399.0,224697.0,227633.0,229816.0,232173.0,232266.0,232375.0,234298.0,236040.0,237397.0,239289.0,239425.0,239728.0,239761.0,241588.0,243272.0,244344.0,245407.0,246821.0,246860.0,246891.0,249079.0,251434.0,253985.0,256388.0,258501.0,258858.0,258906.0,262671.0,266347.0,269792.0,273101.0,276452.0,277081.0,277183.0,281473.0,286051.0,290598.0,294685.0,296654.0,297173.0,297323.0,298487.0,306318.0,312959.0,317654.0,321880.0,322639.0,322665.0,323240.0,328149.0,331247.0,333854.0,336542.0,337096.0,337129.0,340402.0,343661.0,347341.0,351207.0,354203.0,355148.0,355180.0,359165.0,362773.0,366503.0,370178.0,370966.0
Antofagasta,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2776.0,5939.0,7630.0,8423.0,8454.0,8454.0,8949.0,9119.0,9119.0,9119.0,9119.0,9119.0,9119.0,9119.0,9119.0,9119.0,9119.0,9119.0,9119.0,9119.0,9119.0,9119.0,9144.0,11694.0,14555.0,15196.0,15200.0,15298.0,17030.0,18021.0,18559.0,19120.0,19160.0,19175.0,19618.0,19959.0,20165.0,20297.0,20379.0,20541.0,20548.0,20765.0,20894.0,20952.0,20973.0,20976.0
Arica y Parinacota,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905.0,2133.0,2821.0,2901.0,2901.0,2901.0,2901.0,2901.0,2901.0,2901.0,2901.0,2901.0,2901.0,2901.0,2901.0,2978.0,4421.0,7254.0,9648.0,9953.0,9987.0,12418.0,14971.0,17991.0,20748.0,23633.0,23750.0,23750.0,26401.0,28481.0,30643.0,32774.0,34838.0,34893.0,34893.0,36885.0,38796.0,40120.0,41262.0,43315.0,43511.0,43511.0,44996.0,46205.0,47219.0,48048.0,49053.0,49118.0,49120.0,50256.0,51276.0,52508.0,54150.0,55487.0,55586.0,55586.0,56859.0,58528.0,60069.0,62248.0,63344.0,63408.0,63408.0,64587.0,65930.0,67381.0,68884.0,70422.0,70551.0,70551.0,71913.0,73304.0,74520.0,75684.0,75770.0,75912.0,75913.0,76884.0,78282.0,79217.0,80160.0,80419.0,80420.0,80420.0,81345.0,82274.0,83284.0,84006.0,84705.0,84736.0,84736.0,85481.0,86239.0,86927.0,87907.0,88315.0,88379.0,88379.0,88991.0,89745.0,90376.0,90803.0,91248.0,91253.0,91253.0,92142.0,92960.0,94103.0,95043.0,95888.0,95972.0,95972.0,97167.0,98466.0,99666.0,100899.0,102000.0,102060.0,102066.0,103326.0,104754.0,106218.0,107755.0,107913.0,108718.0,108718.0,110759.0,113199.0,115261.0,117531.0,119480.0,119899.0,119900.0,121986.0,123912.0,124408.0,124415.0,124433.0,124436.0,124436.0,124619.0,126040.0,127752.0,129791.0,131503.0,132073.0,132080.0,133802.0,135491.0,137128.0,138338.0,139444.0,139750.0,139750.0,139827.0,141174.0,142549.0,144045.0,145288.0,145699.0,145699.0,145702.0,145915.0,146156.0,146869.0,147417.0,147589.0,147589.0,148033.0,148593.0,149397.0,150528.0,151606.0,152027.0,152027.0,153146.0,154557.0,155717.0,156746.0,156746.0
