Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16
Biobío,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1421.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1997.0,2078.0,2115.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2122.0,2122.0,2122.0,2122.0,2122.0,2122.0,2130.0,4845.0,25098.0,42891.0,58517.0,62403.0,64716.0,87094.0,114569.0,144945.0,173149.0,195023.0,198160.0,199316.0,222286.0,242238.0,259841.0,274879.0,285073.0,286226.0,286657.0,297500.0,306107.0,311491.0,316066.0,320256.0,320454.0,320566.0,328636.0,339476.0,351455.0,364062.0,364749.0,364839.0,364852.0,383358.0,397061.0,410187.0,426357.0,439721.0,441454.0,441857.0,457827.0,473846.0,488179.0,501397.0,513378.0,515101.0,515728.0,529141.0,541298.0,553752.0,565537.0,577753.0,578501.0,578637.0,591704.0,603110.0,614262.0,624856.0,628123.0,628206.0,628387.0,634479.0,641421.0,649176.0,655865.0,660786.0,661531.0,661689.0,668125.0,674200.0,680200.0,684380.0,688026.0,688030.0,688031.0,691829.0,695025.0,697937.0,702300.0,702311.0,702865.0,703002.0,708290.0,712621.0,716763.0,719947.0,724035.0,724523.0,724710.0,730380.0,735969.0,741632.0,746799.0,752190.0,753420.0,753624.0,760793.0,768298.0,775854.0,782892.0,789697.0,790501.0,790530.0,798670.0,806983.0,815160.0
Biobío,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,1563.0,2576.0,3607.0,3797.0,3932.0,6073.0,7551.0,9078.0,10430.0,11406.0,11656.0,11656.0,12489.0,13263.0,13991.0
O’Higgins,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2191.0,7950.0,10305.0,11602.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11921.0,18983.0,28347.0,37235.0,38353.0,38412.0,48281.0,57736.0,70922.0,82140.0,93273.0,94488.0,94508.0,109716.0,122772.0,134123.0,143181.0,150904.0,151335.0,151347.0,157678.0,163162.0,168077.0,172969.0,176729.0,177053.0,177053.0,186539.0,196509.0,205800.0,213836.0,221770.0,222128.0,222130.0,230277.0,238303.0,246029.0,255916.0,264903.0,265428.0,265432.0,275041.0,284393.0,292632.0,299941.0,307062.0,307375.0,307378.0,314944.0,322538.0,330437.0,338005.0,346647.0,346800.0,346862.0,355744.0,364341.0,372565.0,380349.0,380356.0,380372.0,380398.0,384625.0,389248.0,394485.0,397409.0,398935.0,398988.0,398988.0,402194.0,406461.0,411236.0,414847.0,418134.0,418360.0,418379.0,420286.0,422187.0,423939.0,426786.0,429037.0,429078.0,429078.0,431092.0,433207.0,435549.0,437340.0,440090.0,440090.0,440091.0,445122.0,450274.0,455436.0,460480.0,465841.0,466063.0,466063.0,472629.0,479206.0,485739.0,491669.0,497959.0,498001.0,498001.0,504971.0,513069.0,521820.0,532518.0,534765.0,535263.0,535265.0,545029.0,555489.0,564827.0,571660.0,579854.0,580798.0,580856.0,588779.0,597085.0,602227.0,605001.0,608274.0,608501.0,608504.0,612666.0,616803.0,622207.0,628176.0,633056.0,633759.0,633784.0,640035.0,644793.0,650176.0
O’Higgins,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2560.0,8075.0,10254.0,11399.0,11482.0,11482.0,11482.0,11482.0,11482.0,11482.0,11482.0,11482.0,11482.0,11482.0,11490.0,11493.0,11507.0,11514.0,11526.0,11526.0,11526.0,11543.0,11812.0,18603.0,27662.0,36470.0,37317.0,37344.0,47217.0,56466.0,69377.0,80351.0,91152.0,92244.0,92266.0,107852.0,121551.0,133784.0,143857.0,152307.0,152659.0,152672.0,159920.0,165005.0,169192.0,172717.0,175204.0,175368.0,175387.0,184005.0,193555.0,203185.0,215730.0,215795.0,215800.0,215818.0,225504.0,233673.0,241274.0,250844.0,259552.0,259872.0,259874.0,269086.0,277827.0,286352.0,293538.0,300541.0,300782.0,300785.0,308120.0,315362.0,323082.0,330692.0,338489.0,338622.0,338626.0,346628.0,355253.0,362896.0,369841.0,371649.0,371657.0,371658.0,376076.0,380799.0,386155.0,389619.0,391544.0,391612.0,391613.0,394875.0,399318.0,403835.0,407430.0,410573.0,410602.0,410602.0,412381.0,414753.0,416874.0,420743.0,420805.0,420835.0,420835.0,423486.0,426160.0,428086.0,429193.0,431585.0,431678.0,431683.0,436013.0,440868.0,445703.0,450360.0,454994.0,455202.0,455210.0,461839.0,468382.0,474615.0,480136.0,486065.0,486344.0,486355.0,493116.0,500669.0,508638.0
O’Higgins,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.0,3054.0,4643.0,4742.0,4750.0,5961.0,6489.0,6557.0,6557.0,6557.0,6557.0,6557.0,6557.0,6557.0,6557.0
Maule,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,1667.0,14339.0,26644.0,39875.0,43774.0,46404.0,61102.0,76140.0,92684.0,107708.0,120416.0,121863.0,122451.0,136536.0,149532.0,161132.0,170227.0,179178.0,179549.0,179713.0,186860.0,193292.0,199169.0,204946.0,211388.0,211667.0,211676.0,219260.0,228734.0,237685.0,245171.0,251805.0,252464.0,252712.0,261052.0,269945.0,279603.0,290499.0,300507.0,302032.0,302574.0,313570.0,324025.0,333106.0,341885.0,350038.0,350663.0,350851.0,359805.0,368945.0,377885.0,386282.0,395193.0,395324.0,395351.0,404610.0,412391.0,419475.0,427765.0,427791.0,427822.0,427851.0,433590.0,439941.0,445859.0,450983.0,455804.0,456096.0,456124.0,459353.0,463581.0,467565.0,470272.0,472820.0,473056.0,473077.0,475719.0,477896.0,480045.0,483150.0,485632.0,485779.0,485794.0,487421.0,489469.0,491381.0,492781.0,496517.0,496552.0,496566.0,501102.0,506663.0,511820.0,517288.0,523436.0,524323.0,524340.0,530891.0,538070.0,545148.0,551449.0,558635.0,558686.0,558686.0,565896.0,574421.0,582569.0,591103.0,591377.0,592907.0,594065.0,604902.0,617445.0,629374.0,639913.0,650322.0,652842.0,653546.0,663625.0,668976.0,674074.0,677846.0,681824.0,683141.0,683307.0,687895.0,692310.0,698028.0,704456.0,708900.0,709268.0,709290.0,714717.0,719982.0,725735.0
Maule,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,501.0,504.0,504.0,504.0,509.0,509.0,509.0,518.0,1436.0,13098.0,24946.0,37645.0,41408.0,43800.0,58231.0,72808.0,88841.0,103706.0,116347.0,117786.0,118442.0,132865.0,146930.0,160162.0,171156.0,182434.0,182769.0,182853.0,190973.0,196731.0,201053.0,204769.0,208563.0,208614.0,208634.0,215121.0,223402.0,231637.0,240124.0,240183.0,240204.0,240220.0,252758.0,262291.0,271525.0,281688.0,291132.0,291484.0,291526.0,302214.0,312868.0,322143.0,330835.0,338960.0,339393.0,339443.0,348492.0,357586.0,366314.0,374792.0,382818.0,383059.0,383080.0,392603.0,400789.0,407965.0,414968.0,417532.0,417563.0,417593.0,422289.0,428139.0,434315.0,439432.0,444183.0,444494.0,444505.0,448120.0,452533.0,456570.0,459506.0,462399.0,462432.0,462434.0,464656.0,467082.0,469573.0,473226.0,473246.0,473405.0,473521.0,476581.0,479400.0,481793.0,483510.0,485929.0,486086.0,486105.0,489895.0,494366.0,498639.0,502926.0,507807.0,508331.0,508391.0,514953.0,521885.0,528708.0,534658.0,541007.0,541185.0,541198.0,547384.0,555372.0,562930.0
Maule,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3721.0,7314.0,9863.0,11176.0,11344.0,11344.0,11628.0,11816.0,11903.0,11936.0,11942.0,11942.0,11942.0,11945.0,11945.0,11945.0
Metropolitana,Primera,420.0,2934.0,5418.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,7069.0,7942.0,7965.0,7965.0,7965.0,7965.0,7965.0,7981.0,7991.0,7991.0,7991.0,7997.0,8007.0,8007.0,8007.0,8007.0,8008.0,8008.0,8008.0,12096.0,71901.0,135230.0,197875.0,208199.0,210125.0,293819.0,385124.0,486846.0,577947.0,664914.0,678809.0,680550.0,784940.0,870545.0,945003.0,1006176.0,1062613.0,1067893.0,1068298.0,1105652.0,1136346.0,1164282.0,1192238.0,1216134.0,1219914.0,1220026.0,1276986.0,1339852.0,1403798.0,1465325.0,1524305.0,1530020.0,1530430.0,1583490.0,1635857.0,1686834.0,1750922.0,1807847.0,1822367.0,1823294.0,1883726.0,1947237.0,2006066.0,2065237.0,2119595.0,2135515.0,2136443.0,2197174.0,2259884.0,2325149.0,2396037.0,2470649.0,2480186.0,2480762.0,2544599.0,2600931.0,2654541.0,2710988.0,2711879.0,2712602.0,2712853.0,2743363.0,2778733.0,2815802.0,2846020.0,2874994.0,2882337.0,2882807.0,2917265.0,2946982.0,2979910.0,3005406.0,3027993.0,3032535.0,3033067.0,3049064.0,3062792.0,3072581.0,3096029.0,3110812.0,3113805.0,3113921.0,3130709.0,3144336.0,3161559.0,3171934.0,3194555.0,3195001.0,3195145.0,3225077.0,3256993.0,3290222.0,3324020.0,3359629.0,3369518.0,3369842.0,3415077.0,3460422.0,3505281.0,3547272.0,3592500.0,3592500.0,3592500.0,3652569.0,3714124.0,3766918.0,3818820.0,3821345.0,3834732.0,3836013.0,3910534.0,3987521.0,4063524.0,4134600.0,4195705.0,4222606.0,4228674.0,4295476.0,4354941.0,4399849.0,4417875.0,4427111.0,4434088.0,4435383.0,4449185.0,4466647.0,4490961.0,4529060.0,4562646.0,4576208.0,4577186.0,4622553.0,4656950.0,4701240.0
Metropolitana,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,3550.0,5473.0,5540.0,5540.0,5540.0,5541.0,5541.0,5541.0,5541.0,5541.0,5541.0,5655.0,5656.0,5656.0,5656.0,5656.0,5656.0,5656.0,5656.0,5656.0,5656.0,6927.0,7591.0,7596.0,7596.0,7606.0,7756.0,7814.0,7829.0,7840.0,7840.0,7840.0,7840.0,7850.0,7850.0,7850.0,7850.0,7850.0,7850.0,7852.0,7852.0,7855.0,7892.0,7906.0,7907.0,7907.0,7954.0,11646.0,63928.0,124030.0,184562.0,192994.0,194289.0,275047.0,365590.0,465526.0,554416.0,638230.0,650024.0,651209.0,757141.0,847861.0,930594.0,1001194.0,1061573.0,1068652.0,1069134.0,1109019.0,1138052.0,1159349.0,1177963.0,1197328.0,1199194.0,1199405.0,1248536.0,1308389.0,1371663.0,1443404.0,1446396.0,1447268.0,1447613.0,1530086.0,1585569.0,1638919.0,1701791.0,1760829.0,1771045.0,1771742.0,1832514.0,1892301.0,1949800.0,2007306.0,2061026.0,2070199.0,2070834.0,2133529.0,2197106.0,2257770.0,2321694.0,2385551.0,2393996.0,2394284.0,2461122.0,2516038.0,2568959.0,2619598.0,2634135.0,2634817.0,2635022.0,2664385.0,2698445.0,2735531.0,2764997.0,2789660.0,2794671.0,2794756.0,2821303.0,2858544.0,2891453.0,2916574.0,2939988.0,2939990.0,2939990.0,2957344.0,2974452.0,2989016.0,3014767.0,3015476.0,3019182.0,3019405.0,3042531.0,3064387.0,3083501.0,3096412.0,3113233.0,3117299.0,3117957.0,3139300.0,3165748.0,3194872.0,3223635.0,3253772.0,3262137.0,3262871.0,3306606.0,3349976.0,3392712.0,3433278.0,3475190.0,3480709.0,3481018.0,3532817.0,3586333.0,3631576.0
Metropolitana,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,8001.0,26764.0,44666.0,52093.0,52979.0,68254.0,79833.0,89023.0,95457.0,95916.0,95917.0,95917.0,95926.0,95927.0,95927.0
