Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16
Arica y Parinacota,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,2091.0,2734.0,2802.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2806.0,2821.0,2832.0,2844.0,2852.0,2853.0,2853.0,2855.0,2916.0,4169.0,7003.0,9231.0,9490.0,9517.0,11812.0,14330.0,17160.0,19906.0,22746.0,22840.0,22840.0,25783.0,28631.0,31323.0,33822.0,35964.0,36009.0,36009.0,38122.0,40226.0,41438.0,42244.0,43011.0,43017.0,43017.0,43899.0,44934.0,45762.0,46637.0,46644.0,46648.0,46649.0,48208.0,49496.0,50729.0,52259.0,53349.0,53402.0,53402.0,54178.0,55911.0,57614.0,59446.0,60359.0,60411.0,60413.0,61061.0,63001.0,64507.0,65227.0,66689.0,66711.0,66714.0,68306.0,69954.0,71274.0,72341.0,72727.0,72727.0,72728.0,73639.0,74739.0,75607.0,75792.0,76007.0,76015.0,76015.0,77184.0,78395.0,79254.0,79771.0,80367.0,80383.0,80386.0,81302.0,82271.0,83033.0,83774.0,83815.0,83968.0,83969.0,84816.0,85627.0,86270.0,86990.0,87551.0,87592.0,87595.0,88340.0,89544.0,90064.0,90866.0,91587.0,91682.0,91685.0,91881.0,93490.0,94838.0,96376.0,97640.0,97849.0,97852.0,98852.0,100168.0,101423.0
Arica y Parinacota,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,936.0,1564.0,1683.0,1683.0,1683.0,1788.0,1802.0,1815.0,1817.0,1818.0,1818.0,1818.0,1823.0,1823.0
Atacama,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,1640.0,2511.0,3600.0,3865.0,3865.0,3865.0,3865.0,3867.0,3867.0,3867.0,3867.0,3867.0,3867.0,3867.0,3869.0,9463.0,15288.0,20036.0,20491.0,20491.0,24093.0,26512.0,28743.0,30808.0,33321.0,33798.0,33798.0,35914.0,37790.0,39686.0,41630.0,42714.0,42767.0,42769.0,44686.0,47119.0,49465.0,51752.0,53284.0,53360.0,53360.0,54742.0,55926.0,56895.0,58044.0,60067.0,60366.0,60366.0,62342.0,64292.0,66140.0,68194.0,70219.0,70323.0,70323.0,72662.0,74974.0,77182.0,79334.0,81057.0,81058.0,81070.0,83535.0,86084.0,88558.0,90823.0,93241.0,93241.0,93241.0,95440.0,97499.0,99237.0,100912.0,100912.0,100912.0,100912.0,102527.0,104059.0,105832.0,107038.0,108555.0,108686.0,108686.0,109106.0,110638.0,112034.0,113161.0,114190.0,114190.0,114190.0,115305.0,116681.0,117590.0,118653.0,119564.0,119564.0,119564.0,120357.0,121481.0,122580.0,123435.0,124548.0,124548.0,124548.0,126028.0,127564.0,128881.0,130222.0,131876.0,132065.0,132065.0,133598.0,135382.0,136969.0,138327.0,139971.0,139996.0,139996.0,141743.0,143734.0,145712.0,147535.0,147535.0,147718.0,147718.0,150743.0,154284.0,157474.0,160615.0,162905.0,162907.0,162907.0,165776.0,168636.0,170946.0,172253.0,172970.0,172989.0,172989.0,174218.0,176012.0,177814.0,179318.0,180851.0,180950.0,180950.0,182411.0,183493.0,184641.0
Atacama,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,8.0,504.0,1744.0,2662.0,3659.0,3738.0,3738.0,3738.0,3738.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3746.0,3773.0,3773.0,3773.0,3782.0,4455.0,9461.0,14661.0,19161.0,19584.0,19585.0,23071.0,25506.0,27732.0,29827.0,32273.0,32641.0,32641.0,35120.0,37925.0,40801.0,42644.0,43881.0,43905.0,43910.0,45591.0,47284.0,48658.0,50560.0,51889.0,51890.0,51890.0,52964.0,54226.0,55671.0,57171.0,57172.0,57172.0,57172.0,59830.0,61897.0,63683.0,65605.0,67185.0,67191.0,67191.0,69138.0,71752.0,73964.0,76155.0,77971.0,77977.0,77977.0,80030.0,82504.0,84785.0,86998.0,88768.0,88773.0,88773.0,90108.0,92330.0,94577.0,96396.0,97186.0,97186.0,97186.0,98428.0,99884.0,101633.0,102779.0,103760.0,103824.0,103824.0,104689.0,106345.0,107658.0,108707.0,109418.0,109418.0,109418.0,110577.0,112019.0,113146.0,114390.0,114391.0,114413.0,114413.0,115521.0,116910.0,118012.0,118773.0,119410.0,119414.0,119416.0,121065.0,122675.0,123981.0,125100.0,125803.0,125817.0,125820.0,127347.0,129450.0,131386.0,132657.0,133703.0,133765.0,133768.0,135408.0,136741.0,138407.0
Atacama,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,567.0,856.0,856.0,856.0,1241.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2498.0,6202.0,8200.0,8708.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,12773.0,17626.0,22451.0,22459.0,22459.0,30307.0,39189.0,49268.0,58822.0,67661.0,68142.0,68142.0,79335.0,88176.0,96226.0,103144.0,109624.0,109668.0,109673.0,115884.0,121142.0,125798.0,130614.0,134577.0,134713.0,134713.0,142170.0,150183.0,157757.0,164121.0,169681.0,169733.0,169733.0,175730.0,181981.0,187681.0,194194.0,199876.0,200083.0,200083.0,206467.0,213134.0,218905.0,224523.0,229790.0,229892.0,229892.0,235729.0,241521.0,247619.0,253929.0,260645.0,261078.0,261078.0,266918.0,272442.0,277480.0,283070.0,283079.0,283079.0,283081.0,286992.0,291586.0,295931.0,299787.0,303311.0,303400.0,303400.0,307175.0,310620.0,313964.0,316839.0,319770.0,319851.0,319851.0,322455.0,324578.0,326515.0,329221.0,331410.0,331506.0,331507.0,333837.0,336126.0,338464.0,340642.0,342583.0,342598.0,342598.0,346190.0,349911.0,353675.0,357207.0,360757.0,360923.0,360923.0,365464.0,370283.0,374794.0,379113.0,383313.0,383338.0,383338.0,388199.0,394123.0,399285.0,404863.0,404879.0,405094.0,405099.0,412215.0,421341.0,429316.0,436786.0,442953.0,443253.0,443253.0,449705.0,455224.0,458739.0,461964.0,465512.0,465915.0,465915.0,470224.0,474130.0,478482.0,483103.0,486764.0,487130.0,487191.0,492210.0,496866.0,501701.0
Coquimbo,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.0,6442.0,8058.0,8561.0,8573.0,8606.0,8606.0,8606.0,8606.0,8606.0,8607.0,8607.0,8607.0,8607.0,8609.0,8613.0,8626.0,8655.0,8658.0,8658.0,8658.0,8662.0,8726.0,12405.0,16998.0,21516.0,21535.0,21536.0,28973.0,37540.0,47579.0,56844.0,65420.0,65777.0,65779.0,77835.0,88028.0,97620.0,106646.0,114062.0,114110.0,114113.0,121340.0,125555.0,128682.0,131151.0,133565.0,133643.0,133644.0,139277.0,146335.0,153452.0,160018.0,160120.0,160122.0,160125.0,169830.0,176635.0,182471.0,189303.0,194603.0,194775.0,194776.0,201126.0,207378.0,212984.0,218346.0,223466.0,223561.0,223564.0,229704.0,235135.0,240885.0,246617.0,252444.0,252712.0,252714.0,258171.0,262852.0,268647.0,274013.0,275573.0,275575.0,275580.0,279130.0,283196.0,287597.0,291295.0,294720.0,294767.0,294770.0,298386.0,301928.0,305278.0,308172.0,310802.0,310830.0,310832.0,313445.0,315982.0,318126.0,321015.0,321021.0,321075.0,321078.0,324418.0,327144.0,329948.0,332267.0,333993.0,334056.0,334057.0,337154.0,341026.0,344417.0,347273.0,350251.0,350440.0,350444.0,354662.0,358689.0,362418.0,366330.0,369988.0,370117.0,370128.0,374632.0,379681.0,384189.0
Coquimbo,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2336.0,5593.0,7540.0,8418.0,8454.0,8454.0,8865.0,9126.0,9172.0,9214.0,9215.0,9215.0,9215.0,9215.0,9215.0,9215.0
Araucanía,Primera,0.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,946.0,13334.0,22445.0,30498.0,31627.0,31629.0,42802.0,57199.0,72072.0,86303.0,100182.0,102257.0,102258.0,118661.0,132758.0,143379.0,152448.0,160744.0,161126.0,161126.0,168604.0,175418.0,181185.0,186048.0,191167.0,191780.0,191781.0,199301.0,209490.0,217963.0,225485.0,232525.0,232936.0,232936.0,240893.0,248722.0,256728.0,266723.0,275905.0,276604.0,276604.0,285612.0,294977.0,303315.0,311100.0,318682.0,319106.0,319106.0,326191.0,333167.0,340448.0,347505.0,354623.0,354912.0,354912.0,362001.0,368055.0,373445.0,379415.0,379432.0,379450.0,379450.0,383242.0,387841.0,392505.0,396216.0,399790.0,399953.0,399953.0,403292.0,407465.0,411161.0,414130.0,416942.0,417064.0,417064.0,419690.0,422467.0,424559.0,427577.0,430039.0,430453.0,430474.0,432927.0,435415.0,437958.0,439879.0,442520.0,442544.0,442544.0,446433.0,450752.0,454834.0,458812.0,462900.0,463450.0,463450.0,468557.0,474127.0,479483.0,484185.0,489254.0,489284.0,489292.0,494287.0,499850.0,505249.0,511361.0,512410.0,513789.0,513793.0,522411.0,531976.0,541363.0,549188.0,555775.0,556078.0,556078.0,563553.0,572062.0,579130.0,582642.0,584779.0,585267.0,585267.0,588648.0,591773.0,595871.0,600466.0,604091.0,604365.0,604365.0,609353.0,613509.0,618291.0
Araucanía,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,703.0,716.0,716.0,716.0,717.0,1026.0,12147.0,20929.0,28659.0,29858.0,29862.0,40697.0,54199.0,68607.0,82415.0,96208.0,98127.0,98135.0,114884.0,130204.0,142022.0,152112.0,161657.0,161954.0,161955.0,169536.0,175288.0,180310.0,184138.0,187730.0,187807.0,187807.0,194640.0,203866.0,211830.0,219981.0,220345.0,220361.0,220361.0,232699.0,240944.0,248950.0,258613.0,267132.0,267455.0,267458.0,276592.0,285771.0,294070.0,301651.0,309216.0,309524.0,309526.0,316911.0,323887.0,330793.0,337415.0,344079.0,344408.0,344412.0,351484.0,357906.0,363547.0,369021.0,370506.0,370513.0,370514.0,373901.0,378079.0,382564.0,386220.0,389735.0,389903.0,389904.0,393312.0,397187.0,400816.0,403710.0,406191.0,406197.0,406198.0,408981.0,411896.0,414225.0,417943.0,418132.0,418434.0,418448.0,422305.0,425581.0,427979.0,430462.0,432754.0,432814.0,432816.0,436067.0,439709.0,443205.0,446160.0,448864.0,449045.0,449048.0,454132.0,459572.0,464859.0,469469.0,474153.0,474295.0,474295.0,479136.0,484238.0,489372.0
Araucanía,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,678.0,2101.0,4465.0,4530.0,4530.0,5738.0,6623.0,7691.0,8656.0,9510.0,9511.0,9511.0,10119.0,10481.0,10961.0
Los Lagos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,802.0,9742.0,18286.0,26912.0,30496.0,31182.0,44057.0,57033.0,70064.0,82228.0,93535.0,96679.0,96803.0,110904.0,121602.0,129300.0,136010.0,142344.0,142730.0,142737.0,148345.0,153596.0,158657.0,163612.0,169237.0,169575.0,169575.0,175625.0,182285.0,188748.0,194476.0,199721.0,200501.0,200612.0,206570.0,213027.0,219141.0,226210.0,232919.0,234397.0,234412.0,241539.0,249688.0,256487.0,263140.0,268392.0,269319.0,269327.0,275124.0,281940.0,289441.0,296847.0,303604.0,304150.0,304150.0,309929.0,315870.0,322115.0,328613.0,328618.0,328626.0,328626.0,332563.0,337217.0,341650.0,344689.0,347550.0,347691.0,347691.0,350699.0,354597.0,358605.0,362000.0,364585.0,364765.0,364765.0,365343.0,365989.0,366546.0,367796.0,369418.0,369592.0,369593.0,372341.0,375289.0,377174.0,378856.0,380110.0,380110.0,380110.0,383512.0,387186.0,390479.0,393778.0,396922.0,397257.0,397258.0,401106.0,405533.0,410075.0,414421.0,418740.0,418814.0,418814.0,423924.0,429501.0,434627.0,439439.0,439439.0,439554.0,439554.0,447449.0,456233.0,465222.0,473678.0,481193.0,481402.0,481403.0,488898.0,496294.0,502493.0,505852.0,509726.0,510264.0,510264.0,514829.0,519954.0,525150.0,530375.0,534062.0,534704.0,534704.0,538560.0,542417.0,546373.0
Los Lagos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,501.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,538.0,539.0,539.0,539.0,839.0,1569.0,9657.0,17674.0,25556.0,28447.0,28764.0,40952.0,53232.0,65754.0,77896.0,88785.0,91750.0,91815.0,106071.0,119089.0,128745.0,137432.0,144150.0,144545.0,144556.0,152026.0,157639.0,161638.0,164635.0,167171.0,167209.0,167209.0,171786.0,177346.0,183733.0,190222.0,190234.0,190239.0,190240.0,199082.0,205442.0,211565.0,217027.0,222983.0,223253.0,223254.0,231736.0,240194.0,247362.0,253926.0,258783.0,258979.0,258981.0,265326.0,272332.0,279905.0,286398.0,292258.0,292489.0,292492.0,298566.0,304535.0,309705.0,315881.0,317410.0,317410.0,317411.0,321582.0,326015.0,330426.0,333858.0,336623.0,336722.0,336722.0,340014.0,344120.0,347990.0,351279.0,353732.0,353755.0,353755.0,355173.0,356466.0,357694.0,359059.0,359061.0,359071.0,359071.0,361985.0,365518.0,367644.0,369252.0,370298.0,370317.0,370319.0,373107.0,376644.0,379799.0,382540.0,384291.0,384522.0,384522.0,388498.0,392815.0,396952.0,400840.0,403669.0,403786.0,403787.0,408764.0,414351.0,419087.0
Los Lagos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,1028.0,1676.0,2421.0,2505.0,2505.0,3063.0,3652.0,4141.0,4585.0,4932.0,4945.0,4945.0,6274.0,7695.0,9071.0
Los Ríos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,770.0,5511.0,10191.0,14574.0,15140.0,15657.0,21112.0,28011.0,35137.0,42228.0,47630.0,48438.0,48881.0,54478.0,58337.0,61675.0,64666.0,67461.0,67534.0,67588.0,70582.0,73042.0,75178.0,77099.0,78655.0,78674.0,78675.0,80675.0,84520.0,88714.0,92178.0,95028.0,95184.0,95219.0,98699.0,102456.0,105742.0,109959.0,113063.0,113214.0,113345.0,116957.0,120836.0,123949.0,126408.0,129069.0,129202.0,129403.0,132630.0,135702.0,138910.0,142810.0,146830.0,146990.0,146994.0,150202.0,152650.0,155023.0,157575.0,157701.0,157827.0,157895.0,159402.0,161072.0,162594.0,164362.0,166347.0,166508.0,166557.0,167989.0,169580.0,171493.0,173157.0,174825.0,175183.0,175184.0,176012.0,177042.0,177838.0,178774.0,179349.0,179425.0,179432.0,179997.0,180447.0,180823.0,181334.0,182294.0,182436.0,182445.0,183513.0,184707.0,185992.0,187446.0,189116.0,189382.0,189382.0,190893.0,192576.0,194286.0,195811.0,197386.0,197437.0,197437.0,199104.0,201376.0,203885.0,206467.0,206992.0,207650.0,207690.0,210996.0,215155.0,218792.0,222167.0,225097.0,225137.0,225139.0,227682.0,230996.0,233258.0,234549.0,235570.0,235707.0,235737.0,237158.0,238794.0,240735.0,242702.0,244162.0,244215.0,244215.0,246235.0,248328.0,250138.0
