Maule,Primera,130.0,202.0,227.0,263.0,306.0,347.0,6872.0,8984.0,12561.0,12940.0,13330.0,13315.0,9341.0,11424.0,13378.0,13288.0,13897.0,12528.0,12789.0,13918.0,15078.0,15256.0,15327.0,15874.0,16482.0,16876.0,16247.0,15622.0,14864.0,14540.0,13692.0,13689.0,14520.0,15080.0,14047.0,13759.0,13195.0,13337.0,13894.0,14566.0,14569.0,14603.0,14563.0,14290.0,13844.0,13634.0,14508.0,14995.0,15134.0,15207.0,14773.0,14610.0,14621.0,13835.0,13996.0,12919.0,12466.0,12309.0,11812.0,11560.0,10322.0,10879.0,9863.0,9125.0,8679.0,8156.0,7909.0,7155.0,6948.0,6381.0,6166.0,5381.0,5010.0,4545.0,31461.0
Maule,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,2292.0,2599.0,7675.0,10202.0,11540.0,11895.0,8543.0,10690.0,12622.0,12471.0,13068.0,11713.0,11932.0,13075.0,14234.0,14358.0,14476.0,15106.0,15664.0,16125.0,15461.0,14921.0,14243.0,13963.0,13129.0,13178.0,14032.0,14568.0,13610.0,13357.0,12811.0,12980.0,13552.0,14237.0,14231.0,14322.0,14295.0,14023.0,13588.0,13371.0,14296.0,14793.0,14903.0,15002.0,14558.0,14437.0,14418.0,13676.0,13822.0,12768.0,12354.0,12172.0,11691.0,11446.0,10223.0,10763.0,9749.0,9036.0,8616.0,8080.0,7830.0,7083.0,6883.0,6313.0,6098.0,5323.0,4945.0,4490.0,30936.0
Maule,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5354.0,2491.0,1121.0,912.0,828.0,2519.0,2392.0,1352.0,908.0,754.0,740.0,735.0,685.0,642.0,648.0,571.0,563.0,476.0,466.0,430.0,410.0,438.0,425.0,386.0,374.0,332.0,341.0,359.0,360.0,326.0,291.0,239.0,266.0,263.0,243.0,243.0,245.0,231.0,182.0,190.0,201.0,175.0,119.0,11.0,3.0,3.0,5.0,3.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Metropolitana,Primera,1472.0,1673.0,1914.0,2156.0,2295.0,2690.0,43536.0,53174.0,67206.0,75095.0,79142.0,80356.0,57139.0,78325.0,91593.0,92174.0,92888.0,88312.0,97736.0,102200.0,113427.0,114948.0,117850.0,120173.0,124854.0,126207.0,123460.0,116998.0,112061.0,107982.0,104576.0,101377.0,104024.0,105976.0,99145.0,95827.0,91065.0,87574.0,87422.0,91533.0,93834.0,94212.0,93851.0,92922.0,88753.0,84650.0,85953.0,86724.0,87441.0,89210.0,89815.0,88599.0,89128.0,84466.0,82739.0,76528.0,73921.0,71699.0,67927.0,63386.0,56585.0,56055.0,51153.0,47877.0,45173.0,44156.0,42252.0,40071.0,38030.0,35256.0,33772.0,30607.0,28746.0,26258.0,189085.0
Metropolitana,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,8495.0,8939.0,31411.0,55977.0,67843.0,71552.0,51842.0,72983.0,85916.0,86408.0,86856.0,82155.0,91088.0,95389.0,106374.0,108215.0,111098.0,113543.0,118341.0,119878.0,117587.0,111809.0,107165.0,103493.0,100553.0,97638.0,100338.0,102364.0,95794.0,92851.0,88325.0,85097.0,85092.0,89294.0,91589.0,92068.0,91866.0,91086.0,87185.0,83150.0,84475.0,85288.0,86178.0,87872.0,88535.0,87465.0,87897.0,83396.0,81668.0,75519.0,73045.0,70946.0,67207.0,62741.0,56035.0,55539.0,50666.0,47456.0,44760.0,43727.0,41882.0,39706.0,37695.0,34924.0,33441.0,30300.0,28460.0,25981.0,186084.0
Metropolitana,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34996.0,12903.0,5650.0,5105.0,8979.0,17657.0,11994.0,11059.0,7641.0,7132.0,6981.0,6886.0,6433.0,5998.0,5767.0,5327.0,4940.0,4536.0,4164.0,3851.0,3725.0,3820.0,3356.0,3124.0,2842.0,2556.0,2495.0,2110.0,2213.0,2013.0,1807.0,1737.0,1550.0,1389.0,1360.0,1276.0,1189.0,1084.0,1074.0,996.0,929.0,801.0,424.0,61.0,33.0,24.0,29.0,15.0,13.0,10.0,14.0,4.0,8.0,5.0,3.0,5.0,2.0,1.0,3.0,0.0,0.0,1.0,9.0
Tarapacá,Primera,50.0,66.0,78.0,97.0,108.0,121.0,1709.0,2261.0,3700.0,3828.0,4169.0,4198.0,4187.0,4302.0,4469.0,4614.0,4880.0,5079.0,5159.0,5373.0,5542.0,5685.0,5774.0,5846.0,6098.0,5946.0,5970.0,5836.0,5564.0,5254.0,5244.0,5162.0,5311.0,5406.0,5070.0,4785.0,4544.0,4497.0,4505.0,4269.0,4276.0,4308.0,4299.0,4157.0,3831.0,3749.0,3517.0,3571.0,3591.0,3500.0,3516.0,3435.0,3508.0,3335.0,3282.0,2933.0,2849.0,2777.0,2746.0,2797.0,2399.0,2426.0,2066.0,1868.0,1842.0,1611.0,1519.0,1403.0,1293.0,1140.0,1044.0,988.0,863.0,744.0,5335.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,929.0,1212.0,2867.0,3232.0,3679.0,3772.0,3945.0,4050.0,4195.0,4317.0,4573.0,4748.0,4809.0,5018.0,5178.0,5354.0,5464.0,5520.0,5789.0,5652.0,5701.0,5578.0,5319.0,5027.0,5044.0,4978.0,5118.0,5224.0,4908.0,4659.0,4401.0,4361.0,4377.0,4136.0,4169.0,4202.0,4196.0,4056.0,3748.0,3666.0,3454.0,3510.0,3533.0,3446.0,3446.0,3397.0,3443.0,3269.0,3226.0,2865.0,2785.0,2720.0,2685.0,2748.0,2366.0,2393.0,2032.0,1840.0,1809.0,1589.0,1491.0,1379.0,1279.0,1119.0,1032.0,973.0,852.0,726.0,5226.0
Tarapacá,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752.0,611.0,618.0,621.0,644.0,634.0,675.0,642.0,606.0,632.0,581.0,545.0,547.0,549.0,490.0,457.0,440.0,401.0,378.0,352.0,372.0,337.0,326.0,297.0,250.0,233.0,242.0,186.0,192.0,183.0,161.0,162.0,152.0,134.0,120.0,126.0,120.0,107.0,86.0,91.0,76.0,78.0,18.0,7.0,4.0,3.0,3.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Valparaíso,Primera,265.0,316.0,370.0,436.0,491.0,580.0,10499.0,13014.0,17663.0,20484.0,20995.0,21098.0,18231.0,20956.0,23550.0,23589.0,23562.0,22298.0,23736.0,24283.0,26238.0,26410.0,26918.0,27090.0,28553.0,28377.0,27826.0,26449.0,25765.0,24813.0,24005.0,24032.0,25098.0,25343.0,23788.0,23250.0,22536.0,21679.0,22188.0,22829.0,23497.0,23195.0,23012.0,22716.0,22502.0,21745.0,22726.0,23383.0,24098.0,24219.0,24408.0,24441.0,24782.0,23756.0,23508.0,22403.0,21992.0,21885.0,20684.0,19979.0,18401.0,18264.0,17000.0,15954.0,14974.0,14858.0,14132.0,13452.0,12685.0,12236.0,11725.0,10618.0,9684.0,9072.0,65320.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,2324.0,2675.0,8313.0,15600.0,18125.0,18761.0,16789.0,19525.0,22036.0,22052.0,21922.0,20730.0,22054.0,22679.0,24568.0,24784.0,25338.0,25598.0,27097.0,26947.0,26462.0,25154.0,24542.0,23635.0,22985.0,23064.0,24176.0,24451.0,22910.0,22440.0,21882.0,21044.0,21576.0,22201.0,22880.0,22592.0,22489.0,22198.0,22015.0,21272.0,22274.0,22956.0,23673.0,23823.0,24035.0,24099.0,24426.0,23440.0,23216.0,22115.0,21688.0,21640.0,20448.0,19786.0,18215.0,18087.0,16841.0,15832.0,14849.0,14719.0,13996.0,13336.0,12570.0,12120.0,11611.0,10515.0,9583.0,8956.0,64251.0
Valparaíso,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6182.0,3081.0,1596.0,1345.0,2445.0,4051.0,2972.0,2743.0,1808.0,1718.0,1590.0,1497.0,1488.0,1367.0,1381.0,1205.0,1159.0,1079.0,958.0,906.0,857.0,911.0,797.0,771.0,697.0,636.0,618.0,542.0,483.0,449.0,428.0,430.0,347.0,348.0,346.0,321.0,322.0,329.0,289.0,252.0,249.0,256.0,103.0,10.0,8.0,8.0,9.0,4.0,6.0,3.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,4.0
Ñuble,Primera,89.0,94.0,123.0,153.0,159.0,209.0,3097.0,3957.0,5756.0,5898.0,6279.0,6066.0,5597.0,5676.0,6061.0,5930.0,6183.0,6140.0,6479.0,6213.0,6609.0,6567.0,6812.0,6999.0,6999.0,7076.0,6872.0,6709.0,6660.0,6411.0,6173.0,6013.0,6486.0,6624.0,6407.0,6098.0,5913.0,5931.0,5794.0,6318.0,6636.0,6913.0,7207.0,7142.0,7076.0,6761.0,7111.0,7219.0,7271.0,7221.0,7120.0,6990.0,6882.0,6822.0,6865.0,6327.0,6182.0,6002.0,5779.0,5432.0,5244.0,5153.0,4776.0,4362.0,4200.0,4053.0,3937.0,3752.0,3487.0,3326.0,2983.0,2823.0,2664.0,2469.0,16864.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,1483.0,1630.0,3866.0,4719.0,5487.0,5470.0,5278.0,5402.0,5734.0,5644.0,5851.0,5835.0,6137.0,5879.0,6253.0,6242.0,6474.0,6681.0,6705.0,6773.0,6608.0,6466.0,6419.0,6176.0,5978.0,5830.0,6270.0,6445.0,6260.0,5955.0,5749.0,5800.0,5677.0,6199.0,6488.0,6783.0,7088.0,7006.0,6957.0,6669.0,7003.0,7132.0,7175.0,7137.0,7036.0,6909.0,6804.0,6745.0,6796.0,6265.0,6115.0,5952.0,5733.0,5391.0,5200.0,5115.0,4740.0,4329.0,4167.0,4018.0,3902.0,3719.0,3456.0,3295.0,2956.0,2792.0,2633.0,2441.0,16596.0
Ñuble,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1183.0,702.0,609.0,560.0,584.0,442.0,363.0,382.0,334.0,318.0,305.0,301.0,315.0,297.0,272.0,243.0,238.0,238.0,242.0,193.0,202.0,212.0,192.0,183.0,173.0,150.0,141.0,149.0,175.0,162.0,142.0,167.0,111.0,120.0,135.0,121.0,104.0,84.0,97.0,95.0,81.0,67.0,42.0,6.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
